"","rep","budget","at","bb","ext_prob","ext_prob_sd","ext_prob_95ci_inf","ext_prob_95ci_sup","act_dev","act_dev_sd","act_dev_95ci_inf","act_dev_95ci_sup","abs_act_dev","abs_act_dev_sd","abs_act_dev_95ci_inf","abs_act_dev_95ci_sup","fin_yield","fin_yield_sd","fin_yield_95ci_inf","fin_yield_95ci_sup","max_diff_yield","max_diff_yield_sd","max_diff_yield_95ci_inf","max_diff_yield_95ci_sup","inac_ts","inac_ts_sd","inac_ts_95ci_inf","inac_ts_95ci_sup","SumAbsDev","SumAbsDev_sd","SumAbsDev_95ci_inf","SumAbsDev_95ci_sup"
"18",87,1000,0.2,0.5,0.13,0.107987111090242,0.07,0.2,-0.0580977011494253,0.120323574794822,-0.122614942528736,0.0080287356321839,0.282063218390805,0.0691805015390109,0.240442528735632,0.319804597701149,0.874702936422414,0.026852641119176,0.858459114583333,0.890305675287356,0.0627639194874679,0.011635218164032,0.0552877467438414,0.0689657183863754,0.109770114942529,0.0259810822290148,0.0959770114942529,0.125287356321839,NA,NA,NA,NA
"19",87,1000,0.2,0.6,0.13,0.107162559419856,0.07,0.2,-0.0546609195402299,0.136195351844248,-0.124712643678161,0.0279942528735632,0.312316091954023,0.0758076440971877,0.269816091954023,0.356712643678161,0.885476875673491,0.0274897666848083,0.869921877244971,0.900604084725215,0.0569391669982034,0.0131251703141851,0.0496616678322858,0.0645262372736217,0.110919540229885,0.0204057110745036,0.0988505747126437,0.12183908045977,NA,NA,NA,NA
"20",76,1000,0.2,0.7,0.24,0.135354495285304,0.16,0.33,-0.0785657894736842,0.142758351226415,-0.150289473684211,-0.00211842105263158,0.295921052631579,0.0765562641316044,0.256953947368421,0.338848684210526,0.884391077302632,0.0304143664719947,0.867989324629934,0.900342593544408,0.060014106951955,0.0153970467968623,0.0518704237803615,0.0682841348916572,0.101973684210526,0.0227187447013105,0.0901315789473684,0.113815789473684,NA,NA,NA,NA
"21",87,1000,0.2,0.8,0.13,0.10318366482573,0.07,0.19,-0.0832988505747126,0.13538717390906,-0.160867816091954,-0.0014367816091954,0.326379310344828,0.0774674493019234,0.284873563218391,0.373442528735632,0.87776036952227,0.0292320801812899,0.861142690373563,0.894744367367098,0.0600383805000502,0.0126415607666346,0.0526460244709222,0.0668775945312474,0.110344827586207,0.0193132499946745,0.1,0.121264367816092,NA,NA,NA,NA
"22",87,1000,0.2,0.9,0.13,0.106247281605154,0.07,0.2,-0.0922413793103448,0.118369475534696,-0.158379310344828,-0.0220862068965517,0.291873563218391,0.0582479757235387,0.257471264367816,0.324183908045977,0.878223998742816,0.0273988750994403,0.862482951688218,0.894227649066092,0.0612779539238781,0.0133253096635553,0.0536226544893457,0.0688507364682981,0.106896551724138,0.0210481209155786,0.0948275862068965,0.118965517241379,NA,NA,NA,NA
"23",82,1000,0.2,1,0.18,0.119565370311716,0.11,0.26,-0.0268048780487805,0.153829371133182,-0.109286585365854,0.0563231707317073,0.345463414634146,0.0781980033957253,0.301036585365854,0.387993902439024,0.870119719416921,0.026345377515022,0.855247472846799,0.883947580030488,0.0655920998831255,0.0124392576355342,0.0584539779826317,0.0721896355011852,0.0939024390243902,0.0212774105454859,0.0817073170731707,0.10609756097561,NA,NA,NA,NA
"24",99,1000,0.3,0,0.01,0.0310878683018884,0,0.03,0.0489545454545455,0.112092567933483,-0.019969696969697,0.116646464646465,0.275691919191919,0.0659035941755773,0.237772727272727,0.318065656565657,0.886353618213384,0.0258670354903554,0.869704663825758,0.901270280934343,0.0607615892954507,0.0111385346475527,0.0539319094945496,0.0673195122328202,0.164646464646465,0.0202128717505539,0.152020202020202,0.176262626262626,NA,NA,NA,NA
"25",100,1000,0.3,0.1,0,0,0,0,0.045045,0.107015862943647,-0.01906,0.111145,0.276595,0.066507245307285,0.238815,0.317375,0.876036958984375,0.0257922517481268,0.86149480859375,0.89308248046875,0.0639553954707283,0.0107883427858604,0.0571399734758782,0.0708669855962731,0.17,0.0206067506346142,0.1575,0.1825,NA,NA,NA,NA
"26",97,1000,0.3,0.2,0.03,0.0523138933204501,0,0.07,0.0450103092783505,0.109758873932164,-0.0252525773195876,0.113618556701031,0.268917525773196,0.0731022443013126,0.226582474226804,0.315201030927835,0.878705460695876,0.0254779985990294,0.862064231636598,0.893739650451031,0.0617224527720669,0.0115417142132367,0.0542860134068727,0.068314416368844,0.172680412371134,0.0184567809544626,0.161340206185567,0.183505154639175,NA,NA,NA,NA
"27",98,1000,0.3,0.3,0.02,0.0459309538900786,0,0.05,0.0254540816326531,0.104683196878382,-0.0364642857142857,0.0873979591836735,0.257474489795918,0.0601873656574248,0.223448979591837,0.296744897959184,0.889580652104592,0.0260027288622068,0.874011623086735,0.905098676658163,0.0585286022703686,0.0124811967506769,0.050906257462209,0.0661795577690413,0.163265306122449,0.0189289018312821,0.152551020408163,0.175,NA,NA,NA,NA
"28",98,1000,0.3,0.4,0.02,0.0451572337236877,0,0.05,0.0230102040816326,0.113124113138813,-0.0478112244897959,0.0885969387755102,0.278642857142857,0.0658157847735198,0.237260204081633,0.318862244897959,0.886395226801658,0.0265198030477572,0.868625496253189,0.90167037627551,0.0578571309695745,0.0108454618701846,0.0515041336797892,0.0642367003399684,0.160714285714286,0.0154225683948744,0.151530612244898,0.170408163265306,NA,NA,NA,NA
"29",97,1000,0.3,0.5,0.03,0.0538309268624337,0,0.07,0.0486752577319588,0.114961105035158,-0.0211649484536083,0.117335051546392,0.28910824742268,0.0717454922746302,0.246371134020619,0.332984536082474,0.892912447648196,0.0261450400421867,0.877355082152062,0.909727464561856,0.0592524278219079,0.0127213496715572,0.0514972818646483,0.0667604652386835,0.152061855670103,0.0168253257870815,0.141752577319588,0.161855670103093,NA,NA,NA,NA
"30",100,1000,0.3,0.6,0,0,0,0,-0.004585,0.117671362658937,-0.077135,0.069185,0.288565,0.0700191181251809,0.24792,0.332685,0.904185013671875,0.0268738632511602,0.8880224296875,0.92119494140625,0.0526667911170585,0.0130201400481611,0.0448031885290665,0.0606650993513285,0.1555,0.0177979052648951,0.1445,0.1675,NA,NA,NA,NA
"31",97,1000,0.3,0.7,0.03,0.0520876883027772,0,0.06,0.00959278350515464,0.117120901494554,-0.0570257731958763,0.084,0.319458762886598,0.0651038561861906,0.281061855670103,0.360520618556701,0.899552132329253,0.0288154324637111,0.882343546633376,0.916677210856959,0.0512266930499046,0.0131183605872965,0.0432451301852118,0.059045005498493,0.150515463917526,0.0188158557575305,0.138659793814433,0.161340206185567,NA,NA,NA,NA
"32",98,1000,0.3,0.8,0.02,0.044415292206831,0,0.05,-0.00568877551020408,0.119470791639872,-0.0764387755102041,0.0688979591836735,0.276607142857143,0.0759676761121671,0.232836734693878,0.324311224489796,0.891635002790179,0.0250637815892909,0.876074934231505,0.906583163265306,0.0568116088206033,0.0114995845809167,0.0497645443450789,0.0635810941761063,0.162755102040816,0.0173966599094189,0.152040816326531,0.173469387755102,NA,NA,NA,NA
"33",99,1000,0.3,0.9,0.01,0.0320507016264461,0,0.03,0.0188585858585859,0.108970494971833,-0.0438434343434343,0.0882272727272727,0.271858585858586,0.0615325076959861,0.236161616161616,0.311646464646465,0.899197647372159,0.0266254922012564,0.882284675860164,0.915255275410354,0.0509261875910489,0.0112926381857189,0.0442024496736504,0.0578498627654094,0.151010101010101,0.0168450934506803,0.14040404040404,0.160606060606061,NA,NA,NA,NA
"34",99,1000,0.3,1,0.01,0.032715964656943,0,0.03,0.013489898989899,0.104729348131577,-0.0511060606060606,0.076989898989899,0.273287878787879,0.0598356411909737,0.235550505050505,0.30770202020202,0.906465782828283,0.0271594058122025,0.889912018623737,0.922251538825758,0.049297871554944,0.0124031965804385,0.0414444652220971,0.056107718352401,0.156565656565657,0.012574804955893,0.14949494949495,0.164141414141414,NA,NA,NA,NA
"35",80,1000,0.4,0,0.2,0.126816100051702,0.13,0.28,0.02713125,0.136635743749888,-0.0467625,0.107525,0.27986875,0.0884273514257442,0.2314375,0.3298875,0.884479445800781,0.0297082948388587,0.867877312011719,0.900905439453125,0.0601047743504603,0.0138045285724975,0.0526003965157799,0.0679017126531502,0.265,0.0272238668093023,0.25125,0.28,NA,NA,NA,NA
"36",85,1000,0.4,0.1,0.15,0.115603987034106,0.08,0.22,-0.0135058823529412,0.132445110786036,-0.0835941176470588,0.0648,0.289658823529412,0.073497761070271,0.248517647058824,0.332058823529412,0.865158991268382,0.0251060031755462,0.850495319393382,0.879432506893382,0.0682838763975825,0.0103527231989164,0.0620214158375589,0.073679522484621,0.253529411764706,0.0231730648260474,0.240588235294118,0.267058823529412,NA,NA,NA,NA
"37",95,1000,0.4,0.2,0.05,0.0695725477033822,0.01,0.1,-0.0240473684210526,0.118180076074282,-0.0942,0.0466421052631579,0.295331578947368,0.0687196370785467,0.257363157894737,0.337068421052632,0.865220844983553,0.0271583231661281,0.848681578947369,0.881530185032895,0.0637705850347586,0.0114991053781358,0.0566625763088054,0.0709972509384282,0.254736842105263,0.0195864728038896,0.242631578947368,0.266315789473684,NA,NA,NA,NA
"38",89,1000,0.4,0.3,0.11,0.100766175982927,0.05,0.17,0.0408033707865169,0.167225557290663,-0.0615786516853933,0.137696629213483,0.367095505617978,0.0966211257802028,0.314331460674157,0.422921348314607,0.880884625175562,0.0315008012764928,0.863047607970506,0.899005218574438,0.0571599744304831,0.0130389773269548,0.0493904310753383,0.064838600416512,0.27247191011236,0.0181525522104814,0.261797752808989,0.282022471910112,NA,NA,NA,NA
"39",94,1000,0.4,0.4,0.06,0.0742050394433416,0.02,0.11,0.00415957446808511,0.13054468793513,-0.0716382978723404,0.0827925531914894,0.289797872340426,0.0834338147299851,0.24161170212766,0.341106382978723,0.857111733294548,0.0307521833855586,0.839071203873005,0.875380533161569,0.0676011703839522,0.0125597647436787,0.059919463822028,0.0751245233472883,0.253191489361702,0.018317544130066,0.242021276595745,0.263829787234043,NA,NA,NA,NA
"40",92,1000,0.4,0.5,0.08,0.089612769652815,0.03,0.14,0.0318858695652174,0.129363615182142,-0.0456521739130435,0.111788043478261,0.282461956521739,0.0800274278074327,0.235728260869565,0.33083152173913,0.872117042077106,0.0301243307896948,0.855055917756454,0.88927571649966,0.0615617993959891,0.0122517976268623,0.0542340060579606,0.0687940705400731,0.259782608695652,0.0163964178569607,0.25054347826087,0.269565217391304,NA,NA,NA,NA
"41",89,1000,0.4,0.6,0.11,0.0989520851296988,0.06,0.17,-0.00390449438202247,0.146440219005938,-0.0867921348314607,0.0782415730337079,0.341455056179775,0.0865398366087565,0.293095505617978,0.394325842696629,0.876568240870787,0.0254164726916871,0.862488390976124,0.892639165642556,0.0627880991383852,0.0109908647090646,0.0567158153535747,0.0687547577487985,0.239325842696629,0.0225107950089027,0.226966292134831,0.253370786516854,NA,NA,NA,NA
"42",89,1000,0.4,0.7,0.11,0.0997772063604254,0.05,0.18,-0.0190898876404494,0.139268690755385,-0.0995955056179775,0.0646404494382023,0.30985393258427,0.0858532895826658,0.26088202247191,0.360393258426966,0.883612739202949,0.0288297700913525,0.866759355249298,0.900058216292135,0.0601969440880731,0.0116613314412743,0.0535491312691361,0.0668555434277523,0.252247191011236,0.0193556332282729,0.241011235955056,0.264044943820225,NA,NA,NA,NA
