"","budget","at","bb","extinct","","","","","","","","","","","","","","","","","","","","","","",""
"303",1000,0.1,0.2,0,3,1000,1000,11832,81115,91582,61919,71844,68200,68723,68489,69411,68249,68080,69542,68287,68067,68862,68644,69281,68346,68113,68898
"304",1000,0.1,0.2,0,4,1000,1000,11871,81037,90608,62081,71826,68349,69504,67772,69698,68853,68619,68757,67978,69490,68486,69384,69088,69198,68350,68707
"305",1000,0.1,0.2,0,5,1000,1000,11854,80965,91587,62086,71872,68319,68576,68671,69210,68349,68067,69536,68309,68062,69060,69166,68378,68039,69616,68180
"306",1000,0.1,0.2,0,6,1000,1000,11837,81236,89715,62472,71547,68280,69429,69028,68519,68631,67917,69561,68424,69022,68484,69457,68189,68230,69627,68361
"307",1000,0.1,0.2,0,7,1000,1000,11818,80760,91794,61949,71853,67031,69835,68797,68752,67836,69301,69161,68489,67992,68906,69261,68237,68028,68802,69230
"308",1000,0.1,0.2,0,8,1000,1000,11830,80962,91079,61728,71934,67006,70045,68157,69528,68414,68045,69559,68389,68660,69382,68329,69461,68237,68026,69637
"309",1000,0.1,0.2,0,9,1000,1000,11828,80757,90955,61680,71951,66823,69236,69124,69307,68421,68832,68656,69274,68483,69435,68290,68730,68617,69293,68465
"310",1000,0.1,0.2,0,10,1000,1000,11859,80975,90159,62399,71639,68313,69414,68221,69510,68959,68529,68754,68768,67928,69552,68345,68175,68737,67948,68808
"311",1000,0.1,0.2,0,11,1000,1000,11838,81076,91678,62028,71801,67499,69720,68308,68772,68470,69334,68247,68853,67968,69626,68377,68794,69116,68502,69451
"312",1000,0.1,0.2,0,12,1000,1000,11825,80817,90473,62130,71805,68283,69511,69105,67864,69499,68198,68174,68796,68508,68680,68801,69285,68391,69575,68213
"313",1000,0.1,0.2,0,13,1000,1000,11802,80804,91523,62208,71671,66974,69852,68283,68845,68476,69355,68997,68527,68048,68877,69330,68399,69397,68372,68091
"314",1000,0.1,0.2,0,14,1000,1000,11832,81112,91342,62077,71780,67606,69745,69079,68367,68077,69588,69075,68527,68683,69308,69104,69119,68524,68785,68554
"315",1000,0.1,0.2,0,15,1000,1000,11866,80986,90798,62265,71757,67561,69669,68092,68950,67925,69745,68160,69452,68319,69426,68463,68723,68584,69433,68357
"316",1000,0.1,0.2,0,16,1000,1000,11832,80922,91891,61938,71762,67615,69721,69068,68536,68621,69314,68562,68083,69594,68350,69421,68252,68842,68529,69447
"317",1000,0.1,0.2,0,17,1000,1000,11852,80923,91066,62168,71699,67547,69789,68908,67947,69553,68292,68932,68929,68448,69367,68404,68119,68772,69234,68333
"318",1000,0.1,0.2,0,18,1000,1000,11800,80822,90800,62285,71643,67437,69725,68298,68677,67791,69675,68307,68150,69345,68444,68117,68714,68620,69261,68549
"319",1000,0.1,0.2,0,19,1000,1000,11845,81056,90426,62274,71743,66854,70092,68218,69558,68417,69458,69030,68485,67936,69622,68215,68790,67901,69638,68366
"320",1000,0.1,0.2,0,20,1000,1000,11828,80934,92557,61899,71857,68206,68796,68525,69254,68363,67996,69530,68373,68664,68622,69265,68460,69381,69055,68524
"321",1000,0.1,0.2,0,21,1000,1000,11842,80128,91208,62195,71766,68160,69635,69023,68589,68590,68885,68622,69360,68355,69493,68540,68683,68604,69269,69058
"322",1000,0.1,0.2,0,22,1000,1000,11841,80444,92736,61867,71916,68265,69479,68445,68112,69528,68319,68157,68660,68743,69336,68300,69466,69127,68384,69459
"323",1000,0.1,0.2,0,23,1000,1000,11824,80945,92153,61418,71977,68239,67992,69459,68416,68672,68063,69024,69103,68464,68006,68846,68578,69239,69243,68467
"324",1000,0.1,0.2,0,24,1000,1000,11859,81100,90811,61579,71987,67692,69637,68232,68690,67945,69664,68308,68644,68653,69361,68505,68778,67977,68078,69570
"325",1000,0.1,0.2,0,25,1000,1000,11838,80900,91702,61859,71969,66902,70020,68774,69215,69219,68577,69308,68489,68618,68591,69298,68426,68639,69359,69110
"326",1000,0.1,0.2,0,26,1000,1000,11813,80710,90650,61667,71787,67509,69813,68834,69182,68553,69510,69152,68457,68657,68597,69413,68409,69420,68408,68830
"327",1000,0.1,0.2,0,27,1000,1000,11863,80886,90141,62354,71711,67591,69100,68448,68173,69472,68368,68069,69591,68376,69347,68999,69122,69052,69116,68422
"328",1000,0.1,0.2,0,28,1000,1000,11884,81416,91101,62060,71815,68235,68180,69584,68292,68089,69611,68436,68692,68712,69373,68282,68744,69226,68568,68662
"329",1000,0.1,0.2,0,29,1000,1000,11828,81099,90358,62160,71835,67675,68220,69401,68335,68047,69211,67781,69026,69114,68419,68806,67910,69713,68360,68828
"330",1000,0.1,0.2,0,30,1000,1000,11835,80813,90489,62265,71682,67681,69710,68193,68747,67902,69624,68218,68157,69518,68344,68086,69525,68281,68733,67997
"331",1000,0.1,0.2,0,31,1000,1000,11873,81036,90583,62340,71699,68210,69615,68291,69482,68488,68691,68653,68107,69522,68221,68816,69421,68421,69555,68326
"332",1000,0.1,0.2,0,32,1000,1000,11873,81352,90545,62296,71682,67546,69670,68298,69419,69126,68471,68063,69520,68363,68003,68197,68795,69379,69164,69052
"333",1000,0.1,0.2,0,33,1000,1000,11845,80881,91967,61538,71840,67663,69761,68929,69221,68429,69434,68442,68689,68623,69384,68250,69464,68333,68092,69461
"334",1000,0.1,0.2,0,34,1000,1000,11845,80916,91128,62135,71674,67664,69759,67569,69836,68247,68696,67971,68891,69404,68485,68835,68559,69349,68341,69575
"335",1000,0.1,0.2,0,35,1000,1000,11846,81161,91449,62063,71883,68245,68170,69552,68359,68112,69563,68417,68633,67980,69533,68246,69527,68498,68865,68046
"336",1000,0.1,0.2,0,36,1000,1000,11854,80914,91034,61661,71867,68416,69442,67673,69689,68633,68600,68698,68625,68734,69347,69118,67840,68777,69255,69264
"337",1000,0.1,0.2,0,37,1000,1000,11868,81480,91166,61566,72053,68253,69556,68221,68763,69356,68417,68005,69595,68297,68823,68455,69500,68336,69490,69224
"338",1000,0.1,0.2,0,38,1000,1000,11842,81100,91293,62154,71575,68459,69359,68378,67960,69510,68328,68124,69560,68217,68833,67844,69635,68945,68459,69349
"339",1000,0.1,0.2,0,39,1000,1000,11819,80679,90801,62222,71798,66955,69952,68814,69156,68461,68409,68882,67883,69716,68938,68561,69244,69233,68434,68687
"340",1000,0.1,0.2,0,40,1000,1000,11835,80353,91502,61850,71917,68098,69549,69026,68573,68064,69510,68281,68146,68814,69250,68535,68192,68848,68460,68175
"341",1000,0.1,0.2,0,41,1000,1000,11858,81081,91455,61995,71839,68082,69570,69010,69290,68463,68101,69536,68293,68114,69594,68267,68084,69552,68317,68639
"342",1000,0.1,0.2,0,42,1000,1000,11840,81362,91235,61940,71860,68203,69486,69013,68318,68015,69561,68147,69462,68325,68136,69625,68298,68179,69552,69127
"343",1000,0.1,0.2,0,43,1000,1000,11842,80808,91513,62107,71689,68471,68034,69565,68343,67999,69668,68306,68138,68814,67902,68959,69195,68600,68643,69282
"344",1000,0.1,0.2,0,44,1000,1000,11819,80610,90197,62354,71701,67637,68958,68504,68721,68664,68065,68799,67892,68888,68574,68004,69466,68099,68803,69230
"345",1000,0.1,0.2,0,45,1000,1000,11822,81169,90711,61713,71162,68455,69397,69155,68442,68729,69304,68361,68860,69285,68300,69551,69129,69183,68422,69484
"346",1000,0.1,0.2,0,46,1000,1000,11828,80857,91664,62083,71712,66935,69798,68309,68070,69540,68270,68644,68565,69294,68423,69447,69004,68459,68800,68528
"347",1000,0.1,0.2,0,47,1000,1000,11850,80901,91193,62230,71734,67036,69973,68201,69524,68399,69408,68443,68158,69474,68356,68761,68518,68676,68066,69554
"348",1000,0.1,0.2,0,48,1000,1000,11845,81307,90294,62494,71532,68350,68886,69162,69127,69206,67827,69660,68334,68677,68654,69284,68480,68013,68797,69128
"349",1000,0.1,0.2,0,49,1000,1000,11832,80928,91786,61415,72112,68115,68173,69496,68271,68146,69588,68326,68111,69127,69267,68513,68024,69569,68355,68078
"350",1000,0.1,0.2,0,50,1000,1000,11829,80880,91573,62051,71735,66912,69980,68104,69544,68560,68107,69472,68341,68727,68966,69162,68492,69377,68435,69394
"351",1000,0.1,0.2,0,51,1000,1000,11809,80852,91779,61857,71886,67537,69776,68898,69297,68324,68740,68555,68644,68024,69427,68449,69402,69112,68947,68663
"352",1000,0.1,0.2,0,52,1000,1000,11819,81107,91140,61992,71889,67527,69724,68974,68466,68695,68725,68027,69521,67702,69089,69159,68534,68659,68038,69557
"353",1000,0.1,0.2,0,53,1000,1000,11832,80778,90510,62678,70835,67557,68556,69396,68405,68109,69489,68328,68572,69352,68347,69460,68431,67979,68817,69328
"354",1000,0.1,0.2,0,54,1000,1000,11846,80773,91500,61503,71906,68306,68744,69373,69049,68540,67984,68679,68662,68584,68670,68624,68012,69516,68248,68937
"355",1000,0.1,0.2,0,55,1000,1000,11846,81079,92150,61729,71956,67018,70016,68169,68813,67858,69701,68270,69084,69071,68505,68041,69524,68445,68079,68893
"356",1000,0.1,0.2,0,56,1000,1000,11822,80698,90938,62623,71507,68310,68679,69373,68986,68456,68020,68774,69444,69119,68564,67987,69624,68228,69414,69079
"357",1000,0.1,0.2,0,57,1000,1000,11830,81073,91157,62184,71009,67862,68264,69588,68283,68108,69566,68355,68742,69277,68528,69098,68500,68010,68928,69192
"358",1000,0.1,0.2,0,58,1000,1000,11826,80982,90132,62456,71565,68219,68762,68636,69517,68324,68086,69569,68266,68819,68653,67986,69010,69114,68461,68778
"359",1000,0.1,0.2,0,59,1000,1000,11812,80793,92524,62286,71649,68240,68898,68662,68763,68052,69581,68295,68823,69355,68349,68750,68432,69408,68564,68714
"360",1000,0.1,0.2,0,60,1000,1000,11852,80967,91620,62108,71671,67524,69590,68875,67862,69640,68336,68712,67941,69526,68403,69366,68468,68443,69413,68453
"361",1000,0.1,0.2,0,61,1000,1000,11816,80490,90567,61707,71926,67461,69753,68941,68466,68025,69528,68356,68721,68754,67907,69581,69125,68572,68588,69410
"362",1000,0.1,0.2,0,62,1000,1000,11858,81135,90939,61773,71969,68105,69518,67683,69584,68457,68172,69557,68384,68035,69567,68231,69600,68343,68655,68638
"363",1000,0.1,0.2,0,63,1000,1000,11865,81242,90877,61666,71935,68203,69523,68399,68106,69489,68427,68057,68680,69178,68506,69259,68360,68752,68658,68583
"364",1000,0.1,0.2,0,64,1000,1000,11837,81077,91242,62106,71785,68243,69443,68375,69582,68342,68049,69564,68417,68751,69334,68426,68632,67934,68834,68553
"365",1000,0.1,0.2,0,65,1000,1000,11849,80907,90586,62210,71722,66984,69944,68827,68625,68016,69630,68414,68091,68899,67966,68911,69251,69095,69230,67753
"366",1000,0.1,0.2,0,66,1000,1000,11807,80311,91173,62198,71730,68320,69446,69072,67801,69569,68355,68729,69258,68492,68779,67943,69617,69020,68408,69446
"367",1000,0.1,0.2,0,67,1000,1000,11841,81253,91040,62025,71749,68275,69462,69143,69243,68600,69244,69121,69123,68561,68650,68002,69626,68395,68714,69337
"368",1000,0.1,0.2,0,68,1000,1000,11847,81271,90290,61905,71878,67508,68396,69386,68397,68183,69512,68472,68677,67863,68938,68467,69373,67682,69634,69026
"369",1000,0.1,0.2,0,69,1000,1000,11880,81213,90799,62169,71727,68260,69384,69034,68016,69705,68270,69442,68381,69423,68522,69381,67825,68941,68478,69463
"370",1000,0.1,0.2,0,70,1000,1000,11863,81406,91656,61975,71826,68307,69418,69101,67792,69619,68370,68706,69361,68431,68250,68616,68701,68005,68941,68600
"371",1000,0.1,0.2,0,71,1000,1000,11860,81070,90504,62223,71719,68224,68895,68506,69260,68490,68121,69514,68238,68903,68564,68618,69289,68417,69278,69287
"372",1000,0.1,0.2,0,72,1000,1000,11865,80771,91888,61976,71150,67528,69675,69021,68603,69281,68367,68775,68041,69504,69054,68542,69266,69126,68866,68462
"373",1000,0.1,0.2,0,73,1000,1000,11877,80919,90191,62445,70824,68656,68637,68549,67980,69637,68259,68064,69578,68416,68061,69553,68396,69439,68295,68703
"374",1000,0.1,0.2,0,74,1000,1000,11793,80580,92118,61991,71839,67550,69065,69185,68467,67978,69623,68412,69410,67685,68342,68749,69271,68381,68681,68730
"375",1000,0.1,0.2,0,75,1000,1000,11880,80624,91113,62091,71846,66943,69947,68717,69191,68336,67984,69498,68276,68103,69640,68207,68193,69638,68425,69518
"376",1000,0.1,0.2,0,76,1000,1000,11868,81007,90838,62238,71711,68343,69435,68220,69455,69069,68544,68731,67987,69595,68270,69411,68920,68600,69416,68565
"377",1000,0.1,0.2,0,77,1000,1000,11894,81334,91036,61719,71962,67660,69700,69028,67864,69598,68330,68041,69619,68259,68078,68839,68441,69495,68418,68141
"378",1000,0.1,0.2,0,78,1000,1000,11866,80962,92315,61917,71820,67602,69769,68982,69174,69087,68576,68703,68984,69206,68523,68150,69481,68345,68801,67874
"379",1000,0.1,0.2,0,79,1000,1000,11813,80862,91096,62030,71738,67663,68313,69416,68373,68022,69608,68439,67963,69648,68199,68270,69358,69073,68494,67992
"380",1000,0.1,0.2,0,80,1000,1000,11828,80785,91757,62031,71871,66826,70036,68187,69620,68952,68565,67927,68941,69183,68456,69375,68374,68022,69499,68531
"381",1000,0.1,0.2,0,81,1000,1000,11848,81303,91276,61700,72047,68077,68159,69475,68397,68101,69642,68204,68267,69420,68414,68776,68619,68719,67971,69501
"382",1000,0.1,0.2,0,82,1000,1000,11851,80761,92617,61730,71748,66894,69947,68803,68583,68503,69413,68255,68141,69515,68348,68727,69293,68317,68052,69629
"383",1000,0.1,0.2,0,83,1000,1000,11822,80171,92895,61622,72055,67357,69053,67883,69825,68279,68248,69390,68355,68069,68888,69330,68517,67971,69603,69001
"384",1000,0.1,0.2,0,84,1000,1000,11831,80992,90441,62789,71404,67807,69725,68927,68524,68570,69325,68406,68039,69597,68241,69480,69071,68495,68564,68698
"385",1000,0.1,0.2,0,85,1000,1000,11805,80219,91461,62214,71686,67023,69973,68795,68542,68028,68825,69307,68318,68006,68846,68574,68607,69412,68362,68712
"386",1000,0.1,0.2,0,86,1000,1000,11834,80563,90746,62239,71637,68236,69501,68420,68575,67891,69681,68283,69426,68453,69354,68395,69457,69167,68534,68748
"387",1000,0.1,0.2,0,87,1000,1000,11840,80497,92053,61896,71857,67575,69728,68274,69616,68386,68760,68627,68847,68577,68032,69529,68968,68487,68630,69337
"388",1000,0.1,0.2,0,88,1000,1000,11830,81293,91534,62070,71870,67798,68323,69458,68451,67879,69634,69038,68655,68735,68759,68098,68777,68529,68611,68704
"389",1000,0.1,0.2,0,89,1000,1000,11839,81471,90375,61803,71859,67591,69625,69078,68596,67916,68948,68635,68519,68647,69292,68388,69416,68329,69383,69198
"390",1000,0.1,0.2,0,90,1000,1000,11828,80954,91468,62080,71768,67458,69799,68155,69644,68924,68379,69434,69213,68469,67956,69708,68835,68817,68559,68754
"391",1000,0.1,0.2,0,91,1000,1000,11863,81213,90992,62161,71653,67681,69630,67774,69587,68359,68165,69533,68292,68252,69436,68515,69321,69098,68452,68735
"392",1000,0.1,0.2,0,92,1000,1000,11849,81047,91429,62066,71840,67482,69795,68864,68571,68714,69169,68429,68083,69548,68297,68699,68538,67926,68735,67915
"393",1000,0.1,0.2,0,93,1000,1000,11824,80897,91481,61938,71863,68074,69456,68992,67892,69536,68246,68771,69207,68466,68681,68627,68684,67960,69688,68315
"394",1000,0.1,0.2,0,94,1000,1000,11838,80877,90579,62299,71610,68226,69522,68417,69525,69019,68560,68523,69422,68327,68023,69587,68353,68117,69541,68421
"395",1000,0.1,0.2,0,95,1000,1000,11870,81258,91327,61656,71879,66858,69188,69282,68438,68700,69254,68440,68130,69493,68673,68589,68072,69680,68322,69383
"396",1000,0.1,0.2,0,96,1000,1000,11823,81034,91217,62190,71595,66920,70056,68196,68727,69288,68482,69508,68280,69362,68417,68744,69317,69097,68749,67931
"397",1000,0.1,0.2,0,97,1000,1000,11796,80912,91328,61937,71884,68138,68697,68669,69362,68486,67844,69693,67572,69038,67786,68915,69263,68411,69431,68490
"398",1000,0.1,0.2,0,98,1000,1000,11837,80750,90623,62475,71592,67013,70031,68294,69370,69093,69278,68324,68032,69640,68223,68827,69237,68382,68152,68755
"399",1000,0.1,0.2,0,99,1000,1000,11869,81328,91537,61639,71933,68220,69456,68222,68116,69467,68371,68120,69406,68314,68709,68517,68663,68081,68911,68589
"400",1000,0.1,0.2,0,100,1000,1000,11834,80893,91998,61934,71768,68318,68735,68638,69276,68360,67988,69501,68264,68245,69430,68378,69448,68399,68141,68817
"401",1000,0.1,0.3,0,1,1000,1000,11869,81323,90602,62469,71653,67556,69589,68981,69287,68411,69383,68454,68128,69488,68445,68089,69666,68931,69194,68406
"402",1000,0.1,0.3,0,2,1000,1000,11848,80241,91330,62183,71832,67012,69805,68938,69212,69021,68623,68443,68026,69633,68287,68853,68523,69363,68423,68683
"403",1000,0.1,0.3,0,3,1000,1000,11886,81392,90873,61794,71891,68234,69568,69033,68448,68737,69335,68450,67974,69621,68410,68745,68592,68599,68033,68900
"404",1000,0.1,0.3,0,4,1000,1000,11874,80472,91499,62096,71721,66893,69865,68983,68610,68500,68955,68550,68592,67980,69544,68332,68179,68830,68746,68599
"405",1000,0.1,0.3,0,5,1000,1000,11830,80859,91710,62042,70329,68104,69534,68447,69349,68531,68803,69305,69128,68480,69334,68405,68723,69386,68521,69400
"406",1000,0.1,0.3,0,6,1000,1000,11866,81394,91068,61572,72034,68006,69592,69053,68504,68590,69458,68334,68084,68726,68522,69442,68178,68204,68644,69235
"407",1000,0.1,0.3,0,7,1000,1000,11864,80804,91698,62064,71738,67820,69016,67851,69529,68332,69315,68374,68028,69531,68287,68804,67879,69774,69042,69314
"408",1000,0.1,0.3,0,8,1000,1000,11831,80450,90386,62419,71644,67659,69045,69190,69145,68454,68040,69559,68346,68038,68837,68548,69432,68465,69376,68343
"409",1000,0.1,0.3,0,9,1000,1000,11843,81210,91071,62088,71691,66855,70089,68266,69459,68305,68043,69580,68402,67968,69451,68346,68152,69533,68301,68006
"410",1000,0.1,0.3,0,10,1000,1000,11810,80758,90657,61756,71996,68214,69505,68248,68205,69414,68315,68774,67727,69071,68444,68061,68829,68589,68730,68742
"411",1000,0.1,0.3,0,11,1000,1000,11828,81127,91815,62077,71588,68222,69340,67729,69693,68458,68701,67976,69593,68336,69407,69092,68687,68491,68685,68681
"412",1000,0.1,0.3,0,12,1000,1000,11864,80961,91154,61968,71796,67529,69667,68308,68690,68498,68602,69329,68579,69379,69194,68442,68709,69326,68412,69432
"413",1000,0.1,0.3,0,13,1000,1000,11887,81660,90668,62097,71829,67021,69903,68267,68088,69640,68272,68128,68866,68557,67796,69760,68293,69360,69141,68409
"414",1000,0.1,0.3,0,14,1000,1000,11857,81279,91230,61669,71854,68344,69365,68399,69478,68299,68728,68604,69335,68476,68699,68149,69563,69056,67928,68921
"415",1000,0.1,0.3,0,15,1000,1000,11851,80932,90518,62353,71671,67004,69667,69074,69140,68476,68014,69504,68271,68197,69635,68239,68844,67973,68570,68007
"416",1000,0.1,0.3,0,16,1000,1000,11871,81178,90479,62210,71674,66823,69980,68109,69557,69047,68527,68076,69484,68222,69305,69193,68348,68123,68831,67963
"417",1000,0.1,0.3,0,17,1000,1000,11836,80836,91289,62169,71845,68290,68634,68758,69306,68496,68102,68812,69286,68484,68082,68933,67887,69520,68358,68767
"418",1000,0.1,0.3,0,18,1000,1000,11806,80775,91382,61821,71850,67545,69713,69010,67897,68800,67879,68878,68518,68553,69278,68550,68635,68776,67920,68822
"419",1000,0.1,0.3,0,19,1000,1000,11843,80467,91092,62532,71578,67669,69693,68283,67949,69450,68336,68018,69487,68309,68706,68698,68001,69606,68294,69182
"420",1000,0.1,0.3,0,20,1000,1000,11880,80932,90870,62279,71657,67560,69801,68978,68495,68086,69528,68391,68057,69615,68292,68128,69600,68241,68120,68832
"421",1000,0.1,0.3,0,21,1000,1000,11883,80797,90007,62565,71605,66973,69305,69161,68437,68691,69254,68484,67998,69587,68141,69009,68488,68684,69245,68526
"422",1000,0.1,0.3,0,22,1000,1000,11836,80489,91173,62051,71883,68288,69549,68437,67998,69472,68401,68723,68603,68618,67990,69606,68330,68667,69264,69156
"423",1000,0.1,0.3,0,23,1000,1000,11802,80567,90713,62094,71792,68263,68759,68651,69405,68221,67935,69577,68029,68851,69183,68566,69359,68510,68627,68072
"424",1000,0.1,0.3,0,24,1000,1000,11841,80856,90880,61999,71796,67557,68313,69479,68392,69409,67718,69831,68522,69485,68332,69367,68238,68802,68693,69292
"425",1000,0.1,0.3,0,25,1000,1000,11829,81066,91321,61577,71975,67614,69770,68222,68746,67945,69603,68260,68048,69471,68489,68071,69609,68508,69403,68398
"426",1000,0.1,0.3,0,26,1000,1000,11866,81148,90111,61804,71868,67069,69975,68206,68057,69586,68382,68061,68921,69266,68595,68042,69505,68338,68095,69635
"427",1000,0.1,0.3,0,27,1000,1000,11826,80486,92241,62168,71672,68304,68617,68071,69564,68407,68005,69643,68258,68740,69366,68428,68768,69199,68390,68867
"428",1000,0.1,0.3,0,28,1000,1000,11833,80891,90597,62241,71815,68201,68047,69553,68340,69447,67750,68240,68931,67945,68909,69231,69093,69277,69217,68465
"429",1000,0.1,0.3,0,29,1000,1000,11802,80996,91776,61856,71786,66964,69132,67883,68868,68547,69478,68436,68650,69214,68441,68821,68642,69361,68462,68552
"430",1000,0.1,0.3,0,30,1000,1000,11863,81050,92123,61297,72135,68133,69544,67556,69720,68274,68641,68560,68685,69288,68346,68774,67877,68862,69273,68360
"431",1000,0.1,0.3,0,31,1000,1000,11885,81253,91006,62120,71039,68570,68822,68617,69332,68316,68754,67865,69671,68415,68024,68925,68465,68037,68896,67809
"432",1000,0.1,0.3,0,32,1000,1000,11816,80753,91809,61921,71857,66868,69960,68239,68194,68851,68671,67837,68940,68014,69436,68435,69386,68288,68280,68755
"433",1000,0.1,0.3,0,33,1000,1000,11873,81261,90607,61887,71833,67571,69697,68957,67806,69601,69027,68446,68061,69496,68405,69548,69055,68651,68726,68595
"434",1000,0.1,0.3,0,34,1000,1000,11816,80703,90897,62305,71573,67733,68388,69355,68372,68088,69462,68408,68620,68721,69347,69186,68566,69386,69031,69251
"435",1000,0.1,0.3,0,35,1000,1000,11857,81301,90935,62097,71604,68240,68772,69419,68952,68470,68641,69406,68334,67984,68814,69239,68385,68781,69192,68420
"436",1000,0.1,0.3,0,36,1000,1000,11816,80732,91221,61634,71880,68230,68712,68528,68107,69591,68261,68837,68588,68772,68591,67916,69555,68428,68760,69323
"437",1000,0.1,0.3,0,37,1000,1000,11865,81159,89672,62694,71518,66987,69943,68818,68631,69179,69254,68355,68700,69308,68382,68182,69540,68324,68068,69464
"438",1000,0.1,0.3,0,38,1000,1000,11790,80692,92418,61372,72014,67446,69646,68967,68450,68664,69256,68415,68110,69457,68598,68752,68531,68747,69275,68506
"439",1000,0.1,0.3,0,39,1000,1000,11840,80722,93011,61234,72042,68273,68853,68656,69188,68426,68674,68497,68562,68021,69594,68327,68854,67817,69606,68346
"440",1000,0.1,0.3,0,40,1000,1000,11843,80587,91698,62039,71766,68137,68725,69239,69066,68360,68087,69505,68359,68137,69528,68400,68860,69151,68515,69368
"441",1000,0.1,0.3,0,41,1000,1000,11840,80616,91611,62450,71493,68277,68765,68598,68651,67989,69666,68314,68775,68762,68558,69272,69279,68296,68014,69680
"442",1000,0.1,0.3,0,42,1000,1000,11854,80973,90646,62301,71644,67663,69566,68145,68829,68588,68693,68727,68583,68192,68737,68571,68003,69572,68244,69449
"443",1000,0.1,0.3,0,43,1000,1000,11824,81084,90515,62424,71706,68331,69418,68371,69494,69001,68499,68590,69408,68490,68672,69282,68319,69421,68346,68657
"444",1000,0.1,0.3,0,44,1000,1000,11837,81194,91478,61593,72048,68084,69489,68368,68051,69556,68255,68212,69458,68507,68002,68962,68502,67987,68887,68557
"445",1000,0.1,0.3,0,45,1000,1000,11844,80629,90609,62164,71830,67434,69799,68241,69447,67816,69523,68355,68799,69335,68524,68755,67940,68966,69262,68550
"446",1000,0.1,0.3,0,46,1000,1000,11862,81240,89988,62398,71600,67598,69684,68386,68875,67955,69613,68326,69481,68287,68741,69035,69258,68478,68624,68001
"447",1000,0.1,0.3,0,47,1000,1000,11833,80471,90524,62458,70322,68061,68884,68604,67954,69547,68429,68040,69557,68293,68741,68553,68636,68660,68655,69402
"448",1000,0.1,0.3,0,48,1000,1000,11826,81016,92290,61930,71848,68205,69477,67783,69590,68290,68079,69673,68273,68783,69431,68387,69512,69148,68361,69386
"449",1000,0.1,0.3,0,49,1000,1000,11843,81032,91543,61665,71886,68298,68691,67924,69651,68827,68529,68081,68874,69287,68947,68501,68604,68096,69500,68220
"450",1000,0.1,0.3,0,50,1000,1000,11840,80678,92072,61989,71793,67584,69620,67746,69599,68996,69197,68409,68690,68622,69445,68483,68680,67945,69569,68251
"451",1000,0.1,0.3,0,51,1000,1000,11870,80734,92094,61859,71990,68057,69659,68149,68236,69432,68346,67966,68876,67876,68883,68545,69275,68404,68146,69481
"452",1000,0.1,0.3,0,52,1000,1000,11840,81118,90875,61686,71940,67510,69762,68381,68753,68015,69636,68278,68219,68713,68120,69506,68320,69424,68422,68727
"453",1000,0.1,0.3,0,53,1000,1000,11866,81143,91026,62086,71795,68331,68147,69486,68367,68703,68525,68685,69180,69342,68480,68639,68117,69517,68349,69542
"454",1000,0.1,0.3,0,54,1000,1000,11859,81229,91616,61965,71780,68338,68737,68640,69439,68317,68070,68814,69372,68340,68823,67975,69617,68214,69010,68548
"455",1000,0.1,0.3,0,55,1000,1000,11854,80946,91696,61384,72057,68107,68831,69262,69145,68971,69217,69206,68493,68708,69298,68351,68577,68015,68902,69231
"456",1000,0.1,0.3,0,56,1000,1000,11856,80817,92700,61784,71901,68248,69508,68227,68132,68860,68656,67938,68936,69270,68376,69270,69008,69386,69082,69189
"457",1000,0.1,0.3,0,57,1000,1000,11853,80486,91519,62067,71848,67522,68972,67796,69635,68361,69480,68396,68587,69394,68378,68089,68857,69180,68421,69431
"458",1000,0.1,0.3,0,58,1000,1000,11877,81532,90620,62284,71632,67804,69635,69042,69242,69230,69191,69188,68470,68446,68664,69353,68409,69379,69008,68557
"459",1000,0.1,0.3,0,59,1000,1000,11890,81149,91045,61777,71846,68261,68788,67819,69575,68420,68747,69233,69116,69275,68328,68780,68540,69398,68203,68694
"460",1000,0.1,0.3,0,60,1000,1000,11837,80915,91727,61948,71895,68278,69580,69071,68550,69283,68507,68587,69295,68463,68614,67976,69651,68380,68727,69276
"461",1000,0.1,0.3,0,61,1000,1000,11836,80829,90717,62802,71513,67651,68894,68547,69346,68383,68687,69350,68470,68711,69280,68426,68024,68936,68030,68834
"462",1000,0.1,0.3,0,62,1000,1000,11834,80869,91290,62091,71819,67618,69722,68988,67760,69634,68168,68181,69496,68353,69507,68383,68022,69550,68352,68727
"463",1000,0.1,0.3,0,63,1000,1000,11862,80879,90733,61612,72006,68250,69447,68371,68081,69608,68416,68724,68513,68731,68682,67957,69652,68291,68820,68494
"464",1000,0.1,0.3,0,64,1000,1000,11831,80808,91509,62113,71779,66833,70062,68795,68476,68089,68930,67954,68936,67945,68220,68724,69189,68496,68674,68064
"465",1000,0.1,0.3,0,65,1000,1000,11886,81245,90503,62314,71743,68229,69504,68941,69275,68340,68727,69214,68462,68141,69543,68435,68073,69615,68326,69426
"466",1000,0.1,0.3,0,66,1000,1000,11793,80651,91925,62090,71812,68094,68821,68680,69432,68458,68013,69486,68311,68676,68497,69516,68241,68174,69398,68450
"467",1000,0.1,0.3,0,67,1000,1000,11870,80561,91325,62078,71842,68196,68189,69532,68343,68221,69429,68391,68497,69383,69070,69174,68483,68716,68557,69374
"468",1000,0.1,0.3,0,68,1000,1000,11849,80752,90876,62301,70933,67883,68832,68653,68687,67949,69536,68237,68829,68619,69242,67831,68339,69537,68981,69287
