1000	0.4	0.7	0	10	1000	1000	66	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.4	0.7	0	20	1000	1000	52	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.4	0.7	0	30	1000	1000	51	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.4	0.7	0	40	1000	1000	53	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.4	0.7	0	50	1000	1000	56	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.4	0.7	0	60	1000	1000	58	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.4	0.7	0	70	1000	1000	63	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.4	0.7	0	80	1000	1000	68	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.4	0.7	0	90	1000	1000	66	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.4	0.7	0	100	1000	1000	58	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
