1000	0.9	0.6	0	10	2000	1000	1753	1505	1963	2904	1375	1741	3071	1605	2005	3472	1805	2356	3888	1966	2473	3966	1977	2476	4340	2229
1000	0.9	0.6	1	20	2000	1000	1753	2517	1152	987	1119	1387	2332	3600	3464	2780	1056	1713	3446	1894	0	0	0	0	0	0
1000	0.9	0.6	0	30	2000	1000	1752	1675	2222	3546	1736	2295	3851	1952	2464	4274	2191	1019	1239	2030	3217	1583	2211	3953	2074	2271
1000	0.9	0.6	1	40	2000	1000	1765	2141	2212	2783	3293	1385	2221	4082	2167	0	0	0	0	0	0	0	0	0	0	0
1000	0.9	0.6	1	50	2000	1000	1737	2264	1367	300	34	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000	0.9	0.6	0	60	2000	1000	1743	1721	2266	3338	1561	1975	3463	1783	2796	1317	1179	1507	2621	3940	1881	2645	4265	2216	885	872
1000	0.9	0.6	0	70	2000	1000	1753	2121	2520	3030	4226	2017	2755	4212	2040	2580	4117	2059	3026	1408	1335	1847	2808	4038	1916	2694
1000	0.9	0.6	1	80	2000	1000	1725	2196	2135	2078	2436	1994	2099	1463	508	799	1661	3669	2101	0	0	0	0	0	0	0
1000	0.9	0.6	0	90	2000	1000	1769	1393	1691	2488	3639	1727	2340	3954	2024	2548	4080	2045	2505	3882	1926	2863	4309	2149	1521	1365
1000	0.9	0.6	0	100	2000	1000	1761	2697	1206	1470	2116	3209	1563	2166	3819	1983	2529	4096	2049	2642	4371	2228	1473	1167	334	139
