1	1000	1	0.9	1	-0.994	0.994	39958	0.0045	0.375	17747885
2	1000	1	0.9	1	0.0814999999999999	0.0814999999999999	38202.875	0.027124773960217	0.428571428571429	21059342
3	1000	1	0.9	1	-0.2395	0.2395	39994	0.001	0.333333333333333	5678963
4	1000	1	0.9	1	0.097	0.097	38056.5	0.0340469435130255	0.4	13334921
5	1000	1	0.9	1	0.00299999999999989	0.00299999999999989	39257.5	0.0164682036990119	0.333333333333333	9227903
6	1000	1	0.9	1	-0.982	0.982	40000	0	0.4	11425915
7	1000	1	0.9	0	-0.9995	0.9995	37704.75	0.044018643190057	0.45	24692237
8	1000	1	0.9	1	0.097	0.097	37573.6875	0.0346093340325118	0.428571428571429	18248335
9	1000	1	0.9	1	0.1015	0.1015	37619.125	0.031209021767637	0.333333333333333	10024860
10	1000	1	0.9	1	-0.056	0.056	39557.75	0.0110552763819095	0.333333333333333	10237133
11	1000	1	0.9	1	0.0329999999999999	0.0329999999999999	39259.25	0.0405031446540881	0.375	9035868
12	1000	1	0.9	1	-0.0580000000000001	0.0580000000000001	39706.75	0.00903614457831325	0.333333333333333	9388315
13	1000	1	0.9	1	-0.977	0.977	40000	0	0.285714285714286	15249232
14	1000	1	0.9	0	-0.262	0.262	35873.0625	0.0561252023745278	0.65	23199208
15	1000	1	0.9	0	0.2385	0.2385	39348	0.027176648213387	0.5	27830846
16	1000	1	0.9	1	-0.249	0.249	40000	0	0.5	20160132
17	1000	1	0.9	1	-0.00649999999999995	0.00649999999999995	39290.75	0.0123925139099646	0.333333333333333	10417275
18	1000	1	0.9	1	0.0854999999999999	0.0854999999999999	38066.25	0.0400309917355372	0.368421052631579	31742815
19	1000	1	0.9	1	-0.08	0.08	39802.5	0.00650976464697046	0.333333333333333	8807008
20	1000	1	0.9	1	-0.9855	0.9855	40000	0	0.526315789473684	39097502
21	1000	1	0.9	1	-0.9925	0.9925	40000	0	0.285714285714286	15925935
22	1000	1	0.9	1	0.073	0.073	38377.75	0.0352564102564103	0.454545454545455	14329943
23	1000	1	0.9	1	-0.164	0.164	40000	0	0.615384615384615	13479523
24	1000	1	0.9	1	0.0765	0.0765	38853.625	0.0339026255416773	0.333333333333333	10050652
25	1000	1	0.9	1	0.0555000000000001	0.0555000000000001	38400.375	0.0236351958895312	0.4	13720705
26	1000	1	0.9	1	0.0129999999999999	0.0129999999999999	38868	0.0234215885947047	0.333333333333333	15057266
27	1000	1	0.9	0	0.4355	0.4355	37460	0.0379763469119579	0.5	26231233
28	1000	1	0.9	1	-0.9915	0.9915	39982	0.0035	0.473684210526316	41090394
29	1000	1	0.9	1	0.0495000000000001	0.0495000000000001	38735.875	0.0296447738308203	0.411764705882353	19678230
30	1000	1	0.9	1	-0.9915	0.9915	40000	0	0.416666666666667	20183801
31	1000	1	0.9	0	-0.818	0.818	39517.5	0.0253386853988961	0.6	42567857
32	1000	1	0.9	1	0.0529999999999999	0.0529999999999999	38940.125	0.0236100533130236	0.4	13854857
33	1000	1	0.9	1	0.0535000000000001	0.0535000000000001	38443.75	0.0391204295576579	0.333333333333333	26479939
34	1000	1	0.9	1	-0.101	0.101	39850.5	0.00750750750750751	0.357142857142857	16291318
35	1000	1	0.9	1	0.1765	0.1765	37976.5	0.0313796680497925	0.5	12134523
