"memory","budget","ratio","UT","BB","Extinct","rep","target","popInit","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20"
0,1000,0.5,0.1,0,1,2,2000,1000,21,22,16,16,16,16,55,16,16,16,16,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,4,2000,1000,31,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,6,2000,1000,21,55,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,8,2000,1000,25,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,10,2000,1000,22,16,100,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,12,2000,1000,27,16,16,55,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,14,2000,1000,30,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,16,2000,1000,20,16,16,16,45,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,18,2000,1000,27,16,28,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,20,2000,1000,20,29,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,22,2000,1000,33,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,24,2000,1000,24,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,26,2000,1000,27,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,28,2000,1000,26,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,30,2000,1000,37,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,32,2000,1000,26,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,34,2000,1000,28,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,36,2000,1000,25,16,76,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,38,2000,1000,27,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,40,2000,1000,28,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,42,2000,1000,23,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,44,2000,1000,22,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,46,2000,1000,47,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,48,2000,1000,27,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,50,2000,1000,26,16,16,16,83,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,52,2000,1000,21,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,54,2000,1000,29,16,16,76,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,56,2000,1000,29,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,58,2000,1000,25,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,60,2000,1000,34,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,62,2000,1000,34,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,64,2000,1000,25,18,100,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,66,2000,1000,27,16,47,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,68,2000,1000,22,34,34,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,70,2000,1000,29,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,72,2000,1000,32,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,74,2000,1000,35,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,76,2000,1000,32,16,16,16,16,50,16,16,16,16,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,78,2000,1000,43,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,80,2000,1000,31,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,82,2000,1000,29,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,84,2000,1000,25,16,16,66,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,86,2000,1000,27,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,88,2000,1000,37,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,90,2000,1000,26,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,92,2000,1000,29,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,94,2000,1000,28,16,16,38,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,96,2000,1000,27,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,98,2000,1000,31,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.5,0.1,0,1,100,2000,1000,25,16,100,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,2,2000,1000,23,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,4,2000,1000,27,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,6,2000,1000,30,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,8,2000,1000,24,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,10,2000,1000,20,14,14,35,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,12,2000,1000,20,14,47,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,14,2000,1000,24,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,16,2000,1000,22,14,100,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,18,2000,1000,27,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,20,2000,1000,20,58,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,22,2000,1000,28,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,24,2000,1000,25,14,14,47,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,26,2000,1000,23,14,52,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,28,2000,1000,23,14,14,14,14,100,100,14,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,30,2000,1000,24,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,32,2000,1000,21,14,14,41,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,34,2000,1000,23,17,29,14,14,14,90,14,14,14,14,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,36,2000,1000,19,14,14,41,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,38,2000,1000,24,14,100,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,40,2000,1000,24,14,14,14,14,14,14,14,14,100,100,14,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,42,2000,1000,31,14,14,14,14,100,14,14,14,14,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,44,2000,1000,20,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,46,2000,1000,27,14,14,71,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,48,2000,1000,22,14,14,83,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,50,2000,1000,24,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,52,2000,1000,24,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,54,2000,1000,19,14,14,14,100,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,56,2000,1000,21,14,14,14,83,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,58,2000,1000,25,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,60,2000,1000,28,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,62,2000,1000,23,14,100,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,64,2000,1000,24,25,14,14,14,14,62,14,14,14,14,14,14,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,66,2000,1000,25,14,14,37,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,68,2000,1000,28,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,70,2000,1000,27,14,14,100,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0
0,1000,0.6,0.1,0,1,72,2000,1000,18,14,14,14,14,37,14,14,14,14,14,14,14,14,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,74,2000,1000,22,14,14,41,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,76,2000,1000,26,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,78,2000,1000,20,14,14,55,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,80,2000,1000,23,43,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,82,2000,1000,33,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,84,2000,1000,25,14,100,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,86,2000,1000,22,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,88,2000,1000,21,14,14,14,14,14,58,14,14,14,14,14,14,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,90,2000,1000,25,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,92,2000,1000,24,14,47,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0
0,1000,0.6,0.1,0,1,94,2000,1000,28,14,14,43,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
