"rep","memory","budget","ratio","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev","final_ts"
55,0,1000,0.7,0.1,0,1,-0.9945,0.9945,39952.25,0.0035,0,8841,8
56,0,1000,0.7,0.1,0,1,-0.9835,0.9835,39922,0.00650325162581291,0.0769230769230769,12721,13
57,0,1000,0.7,0.1,0,1,-0.8785,0.8785,39458.75,0.0168680765357503,0,6884,7
58,0,1000,0.7,0.1,0,1,-0.944,0.944,39856.75,0.00700350175087544,0.105263157894737,14898,19
59,0,1000,0.7,0.1,0,1,-0.965,0.965,39844.5,0.00650325162581291,0.111111111111111,8887,9
60,0,1000,0.7,0.1,0,1,-0.9525,0.9525,39629.75,0.00904522613065327,0.1,9113,10
61,0,1000,0.7,0.1,0,1,-0.9875,0.9875,39970,0.0025,0.0714285714285714,12934,14
62,0,1000,0.7,0.1,0,1,-0.9155,0.9155,39754.75,0.0100250626566416,0,6722,5
63,0,1000,0.7,0.1,0,1,-0.992,0.992,40000,0,0,10253,8
64,0,1000,0.7,0.1,0,1,-0.9785,0.9785,39880,0.008,0.133333333333333,12853,15
65,0,1000,0.7,0.1,0,1,-0.851,0.851,39042.125,0.0198170731707317,0.0833333333333334,9862,12
66,0,1000,0.7,0.1,0,1,-0.876,0.876,39339.75,0.0231621349446123,0,9518,11
67,0,1000,0.7,0.1,0,1,-0.989,0.989,39994,0.001,0,10871,11
68,0,1000,0.7,0.1,0,1,-0.88,0.88,39524.25,0.0245983935742972,0.125,7371,8
69,0,1000,0.7,0.1,0,1,-0.88,0.88,39505.75,0.0138295197384964,0,6852,6
70,0,1000,0.7,0.1,0,1,-0.9795,0.9795,39952,0.003,0.1,9797,10
71,0,1000,0.7,0.1,0,1,-0.9225,0.9225,39463,0.0211373930548566,0.1,9558,10
72,0,1000,0.7,0.1,0,1,-0.995,0.995,40000,0,0.1,10528,10
73,0,1000,0.7,0.1,0,1,-0.989,0.989,39958.75,0.0165,0,10947,9
74,0,1000,0.7,0.1,0,1,-0.917,0.917,39164.125,0.019211324570273,0.111111111111111,8483,9
75,0,1000,0.7,0.1,0,1,-0.9925,0.9925,40000,0,0.1,10367,10
76,0,1000,0.7,0.1,0,1,-0.992,0.992,39928,0.006,0,8259,6
77,0,1000,0.7,0.1,0,1,-0.8815,0.8815,39357,0.0158850226928896,0.111111111111111,7940,9
78,0,1000,0.7,0.1,0,1,-0.924,0.924,39112.5,0.027455919395466,0,7997,7
79,0,1000,0.7,0.1,0,1,-0.974,0.974,39880.25,0.00650325162581291,0,11245,12
80,0,1000,0.7,0.1,0,1,-0.9485,0.9485,39553,0.016088486676722,0.0769230769230769,11019,13
81,0,1000,0.7,0.1,0,1,-0.9595,0.9595,39898,0.00600300150075038,0.157894736842105,13796,19
