"V1","V2","V3","V4"
40,10.7310194969177,44000,419.1
40,10.5321667194366,120000,450.6
40,10.4805548191071,212000,477.2
40,10.664101600647,176000,522.7
40,11.1934750080109,2e+05,558.5
40,10.9431676864624,264000,580.7
40,11.4058744907379,316000,618.6
40,10.8083317279816,344000,658.7
40,10.8300695419312,368000,681.9
40,10.8415665626526,460000,717.8
40,11.1013746261597,460000,761.1
40,11.0654594898224,532000,805.1
40,11.0776338577271,520000,823
40,11.3587696552277,632000,862.2
40,11.3719000816345,612000,900.9
40,11.4878559112549,672000,935.4
40,11.5934896469116,740000,964.3
40,11.6134393215179,720000,993.6
40,11.6427552700043,760000,999.9
40,11.7774064540863,8e+05,1000
40,11.8022680282593,840000,1000
40,11.8777709007263,880000,1000
40,12.0051455497742,920000,1000
40,11.9960031509399,960000,1000
40,12.0852415561676,1e+06,1000
40,12.1957466602325,1040000,1000
40,12.1806890964508,1080000,1000
40,12.2693467140198,1120000,1000
40,12.4189820289612,1160000,1000
40,12.4260251522064,1200000,1000
40,12.4416751861572,1240000,1000
40,12.4644176959991,1280000,1000
40,12.5671489238739,1320000,1000
40,12.6721506118774,1360000,1000
40,12.6828300952911,1400000,1000
40,12.7480325698853,1440000,1000
40,12.8955888748169,1480000,1000
40,12.8694112300873,1520000,1000
40,12.9122114181519,1560000,1000
40,13.0648391246796,1600000,1000
40,13.0661594867706,1640000,1000
40,13.1540670394897,1680000,1000
40,13.231502532959,1720000,1000
40,13.2195081710815,1760000,1000
40,13.3243324756622,1800000,1000
40,13.4609417915344,1840000,1000
40,13.4695568084717,1880000,1000
40,13.5112252235413,1920000,1000
40,13.6460680961609,1960000,1000
40,13.6668379306793,2e+06,1000
40,13.7881462574005,2040000,1000
40,13.7857010364532,2080000,1000
40,13.8633666038513,2120000,1000
40,13.93767786026,2160000,1000
40,13.9680619239807,2200000,1000
40,14.0400078296661,2240000,1000
40,14.2052011489868,2280000,1000
40,14.1845169067383,2320000,1000
40,14.2939896583557,2360000,1000
40,14.39435505867,2400000,1000
40,14.349100112915,2440000,1000
40,14.429580450058,2480000,1000
40,14.557760477066,2520000,1000
40,14.6070663928986,2560000,1000
40,14.6192307472229,2600000,1000
40,14.7888252735138,2640000,1000
40,14.8085029125214,2680000,1000
40,14.843859910965,2720000,1000
40,14.9472391605377,2760000,1000
40,14.9905054569244,2800000,1000
40,15.0133576393127,2840000,1000
40,14.8271999359131,2880000,1000
40,14.9365065097809,2920000,1000
40,15.0448281764984,2960000,1000
40,15.0918209552765,3e+06,1000
40,15.162440776825,3040000,1000
40,15.1975140571594,3080000,1000
40,15.2284865379333,3120000,1000
40,15.2506375312805,3160000,1000
40,15.4192478656769,3200000,1000
40,15.4596016407013,3240000,1000
40,15.5101382732391,3280000,1000
40,15.6563124656677,3320000,1000
40,15.7772927284241,3360000,1000
40,15.8555765151978,3400000,1000
40,16.0352873802185,3440000,1000
40,15.8623507022858,3480000,1000
40,15.9038870334625,3520000,1000
40,16.0708405971527,3560000,1000
40,16.0406513214111,3600000,1000
40,16.1031820774078,3640000,1000
40,16.247133731842,3680000,1000
40,16.226012468338,3720000,1000
40,16.3333070278168,3760000,1000
40,16.3668472766876,3800000,1000
40,16.4352049827576,3840000,1000
40,16.5488457679749,3880000,1000
40,16.5671744346619,3920000,1000
40,16.6591272354126,3960000,1000
40,16.7437014579773,4e+06,1000
40,16.7206890583038,4040000,1000
40,16.847847700119,4080000,1000
40,16.9756290912628,4120000,1000
40,16.9111549854279,4160000,1000
40,17.0067644119263,4200000,1000
40,17.1400725841522,4240000,1000
40,17.107396364212,4280000,1000
40,17.2203614711761,4320000,1000
40,17.3436477184296,4360000,1000
40,17.3190860748291,4400000,1000
40,17.367045879364,4440000,1000
40,17.4990689754486,4480000,1000
40,17.4589509963989,4520000,1000
40,17.6196570396423,4560000,1000
40,17.6118633747101,4600000,1000
40,17.7984805107117,4640000,1000
40,17.8735692501068,4680000,1000
40,17.8518433570862,4720000,1000
40,17.8975193500519,4760000,1000
40,18.0290298461914,4800000,1000
40,18.0029494762421,4840000,1000
40,18.1000230312347,4880000,1000
40,18.2474296092987,4920000,1000
40,18.1925594806671,4960000,1000
