1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004
1208.6,10885,4627.5,4765.8,6278.5,3489.5,2785.8,4025.6,3869.8,2158.2,4107.4,3230.8,2085.9,1010.4,2169.3,281.82,272.03,432.74,459.44,1060.1,1672.2,3786.4,6475,6179.3,5343.9,8089,9756,8615.4,4225.3,3912.1,3583.5,3359.5,6208.5,5011.1,3351.4,4120.1,4979.2,2674.9,2688.7,6898.8,4189.1,9226.4,4117.2,1966.7,1954.6
