"","rep","scar","at","bb","extinct","act_dev","fin_yield","max_diff_yield","inac_ts","abs_act_dev"
"3025",25,0,0.3,0.7,0,0.562,9333.71875,0.1,12,0.562
"3026",26,0,0.3,0.7,0,1.242,9071.1484375,0.2,7,1.242
"3027",27,0,0.3,0.7,0,-0.138,9634.65625,0.1,10,0.138
"3028",28,0,0.3,0.7,0,0.486,9378.625,0.1,10,0.486
"3029",29,0,0.3,0.7,0,-0.117,9624.2578125,0.1,10,0.117
"3030",30,0,0.3,0.7,0,-0.589,9824,0.1,7,0.589
"3031",31,0,0.3,0.7,1,-0.981,9992,0.1,5,0.981
"3032",32,0,0.3,0.7,0,0.129,9512.9375,0.1,10,0.129
"3033",33,0,0.3,0.7,0,1.362,9012.65625,0.1,6,1.362
"3034",34,0,0.3,0.7,0,1.229,9072.421875,0.1,11,1.229
"3035",35,0,0.3,0.7,0,0.569,9342.0625,0.1,7,0.569
"3036",36,0,0.3,0.7,0,-0.452,9761.125,0.1,9,0.452
"3037",37,0,0.3,0.7,0,-0.506,9783.375,0.1,7,0.506
"3038",38,0,0.3,0.7,0,1.525,8956.46875,0.1,3,1.525
"3039",39,0,0.3,0.7,0,1.274,9045.796875,0.1,7,1.274
"3040",40,0,0.3,0.7,1,-0.967,9986,0.1,5,0.967
"3041",41,0,0.3,0.7,0,-0.154,9631.75,0.1,11,0.154
"3042",42,0,0.3,0.7,0,0.915,9199.5,0.1,9,0.915
"3043",43,0,0.3,0.7,0,-0.318,9703.25,0.1,5,0.318
"3044",44,0,0.3,0.7,0,1.274,9050.03125,0.1,8,1.274
"3045",45,0,0.3,0.7,0,1.411,9022.640625,0.2,7,1.411
"3046",46,0,0.3,0.7,0,1.665,8895.828125,0.1,3,1.665
"3047",47,0,0.3,0.7,0,0.24,9481.03125,0.1,11,0.24
"3048",48,0,0.3,0.7,0,-0.223,9670.78125,0.1,6,0.223
"3049",49,0,0.3,0.7,0,-0.105,9620.21875,0.2,11,0.105
"3050",50,0,0.3,0.7,0,-0.048,9593.03125,0.1,8,0.048
"3051",51,0,0.3,0.7,0,0.792,9242.53125,0.1,6,0.792
"3052",52,0,0.3,0.7,0,1.644,8892.796875,0.1,9,1.644
"3053",53,0,0.3,0.7,0,-0.301,9700.25,0.1,10,0.301
"3054",54,0,0.3,0.7,0,1.384,9027.453125,0.2,7,1.384
"3055",55,0,0.3,0.7,0,-0.535,9797.75,0.1,11,0.535
"3056",56,0,0.3,0.7,0,-0.406,9745.90625,0.1,5,0.406
"3057",57,0,0.3,0.7,0,0.433,9388.53125,0.1,10,0.433
"3058",58,0,0.3,0.7,0,-0.85,9935,0.1,8,0.85
"3059",59,0,0.3,0.7,0,1.204,9077.4375,0.2,7,1.204
"3060",60,0,0.3,0.7,0,-0.0580000000000001,9594.59375,0,9,0.0580000000000001
"3061",61,0,0.3,0.7,0,0.262,9459.125,0.1,9,0.262
"3062",62,0,0.3,0.7,0,0.756,9256.609375,0.1,9,0.756
"3063",63,0,0.3,0.7,0,1.216,9068.5625,0.1,6,1.216
"3064",64,0,0.3,0.7,0,0.138,9515.34375,0.1,11,0.138
"3065",65,0,0.3,0.7,0,1.354,9022.5390625,0.1,9,1.354
"3066",66,0,0.3,0.7,0,0.687,9284.09375,0.1,6,0.687
"3067",67,0,0.3,0.7,0,1.251,9059.703125,0.2,5,1.251
"3068",68,0,0.3,0.7,0,-0.231,9665.8125,0.1,11,0.231
"3069",69,0,0.3,0.7,0,0.734,9266.203125,0.1,8,0.734
"3070",70,0,0.3,0.7,0,-0.036,9586.21875,0.1,9,0.036
"3071",71,0,0.3,0.7,0,1.163,9111.1015625,0.1,8,1.163
"3072",72,0,0.3,0.7,0,-0.134,9632.5,0.1,6,0.134
"3073",73,0,0.3,0.7,0,-0.571,9811.9375,0.1,12,0.571
"3074",74,0,0.3,0.7,0,1.115,9123.734375,0.1,4,1.115
"3075",75,0,0.3,0.7,0,-0.81,9917,0.1,6,0.81
"3076",76,0,0.3,0.7,0,0.406,9411.15625,0.1,11,0.406
"3077",77,0,0.3,0.7,0,-0.005,9573.4375,0.1,11,0.005
"3078",78,0,0.3,0.7,1,-0.277,9680.25,0.1,15,0.277
"3079",79,0,0.3,0.7,0,0.0980000000000001,9538.46875,0.1,5,0.0980000000000001
"3080",80,0,0.3,0.7,1,-0.502,9783.75,0.1,10,0.502
"3081",81,0,0.3,0.7,0,1.285,9053.09375,0.1,10,1.285
"3082",82,0,0.3,0.7,1,-0.99,9996.25,0.1,1,0.99
"3083",83,0,0.3,0.7,0,1.443,8984.703125,0.1,5,1.443
"3084",84,0,0.3,0.7,1,-0.985,9993.5,0.1,1,0.985
"3085",85,0,0.3,0.7,0,0.1,9529.21875,0.1,11,0.1
"3086",86,0,0.3,0.7,0,0.116,9521.828125,0.1,7,0.116
"3087",87,0,0.3,0.7,1,-0.989,9995.75,0.1,1,0.989
"3088",88,0,0.3,0.7,0,-0.257,9675.78125,0.1,10,0.257
"3089",89,0,0.3,0.7,0,-0.313,9699.5625,0.1,15,0.313
"3090",90,0,0.3,0.7,0,-0.459,9764.625,0,10,0.459
"3091",91,0,0.3,0.7,0,-0.046,9591.8125,0.1,7,0.046
"3092",92,0,0.3,0.7,0,-0.828,9927.5,0.1,2,0.828
"3093",93,0,0.3,0.7,0,0.016,9566.71875,0.1,14,0.016
"3094",94,0,0.3,0.7,1,-0.986,9993.75,0.1,1,0.986
"3095",95,0,0.3,0.7,0,0.246,9470.71875,0.1,10,0.246
"3096",96,0,0.3,0.7,0,0.004,9571.875,0.1,8,0.004
"3097",97,0,0.3,0.7,1,-0.963,9982,0.1,5,0.963
"3098",98,0,0.3,0.7,0,0.0760000000000001,9546.53125,0.1,11,0.0760000000000001
"3099",99,0,0.3,0.7,0,0.231,9473.796875,0.1,8,0.231
"3100",100,0,0.3,0.7,0,-0.511,9787.4375,0.2,8,0.511
"3101",1,0,0.3,0.8,0,0.457,9387.9375,0.2,8,0.457
"3102",2,0,0.3,0.8,0,0.112,9518.46875,0.1,13,0.112
"3103",3,0,0.3,0.8,0,0.621,9320.90625,0.1,4,0.621
"3104",4,0,0.3,0.8,0,0.52,9364.84375,0.1,7,0.52
"3105",5,0,0.3,0.8,0,-0.375,9727.5625,0.1,14,0.375
"3106",6,0,0.3,0.8,0,1.325,9041.34375,0.1,6,1.325
"3107",7,0,0.3,0.8,0,1.295,9044.75,0.1,3,1.295
"3108",8,0,0.3,0.8,0,-0.158,9639.1875,0.1,5,0.158
"3109",9,0,0.3,0.8,0,1.163,9110.015625,0.2,8,1.163
"3110",10,0,0.3,0.8,0,0.294,9450.046875,0.1,10,0.294
"3111",11,0,0.3,0.8,0,-0.135,9633.96875,0.1,6,0.135
"3112",12,0,0.3,0.8,0,-0.649,9847.9375,0.1,2,0.649
"3113",13,0,0.3,0.8,0,0.216,9480.875,0.1,9,0.216
"3114",14,0,0.3,0.8,0,-0.382,9730.84375,0.1,13,0.382
"3115",15,0,0.3,0.8,0,-0.156,9640.78125,0.1,11,0.156
"3116",16,0,0.3,0.8,0,0.097,9535.28125,0.1,12,0.097
"3117",17,0,0.3,0.8,0,0.109,9528.375,0.1,8,0.109
"3118",18,0,0.3,0.8,0,0.331,9428.921875,0.1,7,0.331
"3119",19,0,0.3,0.8,0,0.736,9262.375,0.1,8,0.736
"3120",20,0,0.3,0.8,0,-0.269,9684.21875,0.1,13,0.269
"3121",21,0,0.3,0.8,0,-0.197,9653.8125,0.1,15,0.197
"3122",22,0,0.3,0.8,0,-0.069,9594.578125,0.1,7,0.069
"3123",23,0,0.3,0.8,0,0.0800000000000001,9536.375,0.1,12,0.0800000000000001
"3124",24,0,0.3,0.8,0,-0.307,9702.96875,0.1,8,0.307
"3125",25,0,0.3,0.8,0,1.217,9075.21875,0.1,7,1.217
"3126",26,0,0.3,0.8,0,0.867,9217.984375,0.1,8,0.867
"3127",27,0,0.3,0.8,0,-0.011,9579.7421875,0.2,9,0.011
"3128",28,0,0.3,0.8,0,1.245,9061.484375,0.1,9,1.245
"3129",29,0,0.3,0.8,0,0.486,9376.3125,0.1,11,0.486
"3130",30,0,0.3,0.8,0,-0.021,9579.46875,0.1,9,0.021
"3131",31,0,0.3,0.8,0,-0.561,9804.75,0.1,9,0.561
"3132",32,0,0.3,0.8,0,1.165,9112.5078125,0.2,8,1.165
"3133",33,0,0.3,0.8,0,0.217,9478.109375,0.1,9,0.217
"3134",34,0,0.3,0.8,0,-0.257,9676.78125,0.1,8,0.257
"3135",35,0,0.3,0.8,0,0.434,9392.953125,0.1,9,0.434
"3136",36,0,0.3,0.8,0,1.515,8963.21875,0.1,8,1.515
"3137",37,0,0.3,0.8,1,-0.98,9991.375,0.1,1,0.98
"3138",38,0,0.3,0.8,0,0.95,9187.609375,0.1,7,0.95
"3139",39,0,0.3,0.8,0,0.745,9272.796875,0.2,5,0.745
"3140",40,0,0.3,0.8,0,0.39,9406.53125,0.1,12,0.39
"3141",41,0,0.3,0.8,0,1.546,8952.453125,0.1,9,1.546
"3142",42,0,0.3,0.8,1,-0.984,9992.875,0.1,1,0.984
"3143",43,0,0.3,0.8,0,1.499,8968.21875,0.2,5,1.499
"3144",44,0,0.3,0.8,0,1.33,9030.765625,0.2,8,1.33
"3145",45,0,0.3,0.8,0,0.241,9470.46875,0.2,9,0.241
"3146",46,0,0.3,0.8,0,-0.465,9764.3125,0.1,6,0.465
"3147",47,0,0.3,0.8,0,1.429,8993.1796875,0.1,5,1.429
"3148",48,0,0.3,0.8,0,-0.774,9899.875,0.1,12,0.774
"3149",49,0,0.3,0.8,0,-0.316,9702.25,0.1,8,0.316
"3150",50,0,0.3,0.8,0,-0.851,9935.375,0.1,2,0.851
"3151",51,0,0.3,0.8,0,0.23,9474.4375,0.2,7,0.23
"3152",52,0,0.3,0.8,0,-0.187,9648.71875,0.1,10,0.187
"3153",53,0,0.3,0.8,1,-0.955,9979.375,0.1,9,0.955
"3154",54,0,0.3,0.8,0,1.243,9064.421875,0.1,12,1.243
"3155",55,0,0.3,0.8,0,-0.992,9996.875,0.1,3,0.992
"3156",56,0,0.3,0.8,0,0.286,9446.828125,0.1,10,0.286
"3157",57,0,0.3,0.8,0,-0.287,9690.375,0.1,10,0.287
"3158",58,0,0.3,0.8,0,1.364,9021.171875,0.2,7,1.364
"3159",59,0,0.3,0.8,0,-0.109,9622.75,0.1,11,0.109
"3160",60,0,0.3,0.8,0,1.297,9042.921875,0.2,8,1.297
"3161",61,0,0.3,0.8,0,-0.304,9696.625,0.1,10,0.304
"3162",62,0,0.3,0.8,0,1.312,9057.15625,0.2,3,1.312
"3163",63,0,0.3,0.8,0,-0.001,9569.65625,0.1,11,0.001
"3164",64,0,0.3,0.8,0,-0.00700000000000001,9571.375,0.1,11,0.00700000000000001
"3165",65,0,0.3,0.8,0,0.499,9357.75,0.1,6,0.499
"3166",66,0,0.3,0.8,0,1.334,9049.9375,0.1,7,1.334
"3167",67,0,0.3,0.8,0,1.455,8981.15625,0.1,3,1.455
"3168",68,0,0.3,0.8,0,-0.573,9813.4375,0.1,8,0.573
"3169",69,0,0.3,0.8,0,1.21,9078.1171875,0.2,5,1.21
"3170",70,0,0.3,0.8,0,1.18,9078.71875,0.2,9,1.18
"3171",71,0,0.3,0.8,0,0.127,9515,0.1,10,0.127
"3172",72,0,0.3,0.8,1,-0.954,9980.625,0.1,5,0.954
"3173",73,0,0.3,0.8,0,1.305,9045.8125,0.1,8,1.305
"3174",74,0,0.3,0.8,0,-0.406,9743.375,0.1,9,0.406
"3175",75,0,0.3,0.8,0,-0.372,9725.875,0.1,15,0.372
"3176",76,0,0.3,0.8,1,-0.99,9995.75,0.1,3,0.99
"3177",77,0,0.3,0.8,0,-0.293,9694.375,0.1,10,0.293
"3178",78,0,0.3,0.8,1,-0.988,9995.125,0.1,1,0.988
"3179",79,0,0.3,0.8,0,0.052,9552.8125,0.1,6,0.052
"3180",80,0,0.3,0.8,0,0.383,9414.921875,0.1,7,0.383
"3181",81,0,0.3,0.8,0,1.326,9035.4375,0.1,6,1.326
"3182",82,0,0.3,0.8,0,0.071,9542.734375,0.1,11,0.071
"3183",83,0,0.3,0.8,0,0.87,9214.09375,0.1,8,0.87
"3184",84,0,0.3,0.8,0,0.251,9457.125,0.1,16,0.251
"3185",85,0,0.3,0.8,1,-0.95,9976.75,0.1,7,0.95
"3186",86,0,0.3,0.8,0,0.193,9497.361328125,0.1,8,0.193
"3187",87,0,0.3,0.8,0,-0.738,9886.9375,0.1,1,0.738
"3188",88,0,0.3,0.8,0,-0.096,9615.34375,0.1,10,0.096
"3189",89,0,0.3,0.8,0,-0.121,9623.4375,0.1,10,0.121
"3190",90,0,0.3,0.8,0,-0.636,9840,0.1,2,0.636
"3191",91,0,0.3,0.8,0,0.124,9532.734375,0.1,7,0.124
"3192",92,0,0.3,0.8,0,-0.488,9784.140625,0.1,7,0.488
"3193",93,0,0.3,0.8,0,1.233,9054.71875,0.1,6,1.233
"3194",94,0,0.3,0.8,0,0.607,9322.03125,0.1,13,0.607
"3195",95,0,0.3,0.8,0,-0.522,9794.4375,0.1,5,0.522
"3196",96,0,0.3,0.8,1,-0.977,9989.625,0.1,1,0.977
"3197",97,0,0.3,0.8,0,1.202,9086.265625,0.2,5,1.202
"3198",98,0,0.3,0.8,0,-0.664,9853.9375,0.1,1,0.664
"3199",99,0,0.3,0.8,0,1.38,9021.5390625,0.2,7,1.38
"3200",100,0,0.3,0.8,0,0.163,9503.75,0.1,10,0.163
"3201",1,0,0.3,0.9,0,-0.312,9702.625,0.1,9,0.312
"3202",2,0,0.3,0.9,0,0.546,9346.09375,0.1,13,0.546
"3203",3,0,0.3,0.9,0,-0.351,9721.125,0.1,11,0.351
"3204",4,0,0.3,0.9,0,0.0620000000000001,9547.09375,0.1,8,0.0620000000000001
"3205",5,0,0.3,0.9,0,1.196,9090.046875,0.1,7,1.196
"3206",6,0,0.3,0.9,0,1.292,9049.1875,0.1,10,1.292
"3207",7,0,0.3,0.9,0,0.141,9507.125,0.1,11,0.141
"3208",8,0,0.3,0.9,0,0.166,9507.5,0.1,10,0.166
"3209",9,0,0.3,0.9,0,-0.586,9816.9375,0.1,1,0.586
"3210",10,0,0.3,0.9,0,1.428,8984.25,0.1,3,1.428
"3211",11,0,0.3,0.9,1,-0.986,9994.375,0.1,1,0.986
"3212",12,0,0.3,0.9,0,0.344,9430.9375,0.2,8,0.344
"3213",13,0,0.3,0.9,0,-0.052,9592.75,0.1,11,0.052
"3214",14,0,0.3,0.9,0,1.275,9037.515625,0.2,5,1.275
"3215",15,0,0.3,0.9,0,0.032,9550.015625,0.1,9,0.032
"3216",16,0,0.3,0.9,0,-0.956,9980.625,0.1,6,0.956
"3217",17,0,0.3,0.9,0,-0.015,9579.9375,0.1,10,0.015
"3218",18,0,0.3,0.9,0,1.3,9047.171875,0.1,6,1.3
"3219",19,0,0.3,0.9,0,0.734,9275.34375,0.1,8,0.734
"3220",20,0,0.3,0.9,0,-0.111,9618.84375,0.1,9,0.111
"3221",21,0,0.3,0.9,0,-0.447,9762,0.1,7,0.447
"3222",22,0,0.3,0.9,0,0.951,9187.890625,0.1,8,0.951
"3223",23,0,0.3,0.9,0,1.1,9127.6103515625,0.1,9,1.1
"3224",24,0,0.3,0.9,0,1.044,9152.25,0.2,10,1.044
"3225",25,0,0.3,0.9,0,0.531,9340.625,0.1,10,0.531
"3226",26,0,0.3,0.9,0,0.285,9460.875,0.1,8,0.285
"3227",27,0,0.3,0.9,1,-0.972,9986.5,0,4,0.972
"3228",28,0,0.3,0.9,0,0.608,9320.4140625,0.1,14,0.608
"3229",29,0,0.3,0.9,0,0.637,9310.203125,0.1,10,0.637
"3230",30,0,0.3,0.9,0,1.355,9015.6875,0.2,6,1.355
"3231",31,0,0.3,0.9,0,1.337,9033,0.1,5,1.337
"3232",32,0,0.3,0.9,0,0.0820000000000001,9542.28125,0.1,9,0.0820000000000001
"3233",33,0,0.3,0.9,0,0.105,9526,0.1,9,0.105
"3234",34,0,0.3,0.9,0,-0.434,9754.875,0.1,9,0.434
"3235",35,0,0.3,0.9,0,-0.422,9748.375,0.1,12,0.422
"3236",36,0,0.3,0.9,0,-0.108,9616.984375,0.1,9,0.108
"3237",37,0,0.3,0.9,0,-0.171,9651.1875,0.1,7,0.171
"3238",38,0,0.3,0.9,0,-0.153,9638.28125,0.1,13,0.153
"3239",39,0,0.3,0.9,0,0.169,9497.875,0.1,11,0.169
"3240",40,0,0.3,0.9,0,-0.926,9970.125,0.1,11,0.926
"3241",41,0,0.3,0.9,0,1.29,9046.671875,0.1,8,1.29
"3242",42,0,0.3,0.9,0,1.498,8956.1875,0.1,3,1.498
"3243",43,0,0.3,0.9,0,0.539,9348.15625,0.1,10,0.539
"3244",44,0,0.3,0.9,0,0.646,9297.6875,0.1,14,0.646
"3245",45,0,0.3,0.9,0,-0.013,9572.71875,0.1,8,0.013
"3246",46,0,0.3,0.9,0,1.155,9096.234375,0.2,10,1.155
"3247",47,0,0.3,0.9,0,-0.597,9827.625,0.1,11,0.597
"3248",48,0,0.3,0.9,0,-0.4,9736.5625,0.1,2,0.4
"3249",49,0,0.3,0.9,0,1.446,8976.859375,0.1,5,1.446
"3250",50,0,0.3,0.9,0,0.107,9526.65625,0.1,7,0.107
"3251",51,0,0.3,0.9,0,-0.087,9607.65625,0.2,8,0.087
"3252",52,0,0.3,0.9,0,1.127,9100.5,0.1,8,1.127
"3253",53,0,0.3,0.9,0,0.00099999999999989,9585.15625,0.1,7,0.00099999999999989
"3254",54,0,0.3,0.9,0,1.284,9048.328125,0.1,6,1.284
"3255",55,0,0.3,0.9,0,0.802,9241.875,0.1,12,0.802
"3256",56,0,0.3,0.9,0,1.299,9047.984375,0.1,6,1.299
"3257",57,0,0.3,0.9,0,1.25,9065.09375,0.1,6,1.25
"3258",58,0,0.3,0.9,0,0.887,9209.234375,0.2,6,0.887
"3259",59,0,0.3,0.9,0,-0.109,9624.65625,0.1,14,0.109
"3260",60,0,0.3,0.9,0,-0.184,9648.96875,0.1,6,0.184
"3261",61,0,0.3,0.9,1,-0.377,9725.9375,0.1,6,0.377
"3262",62,0,0.3,0.9,0,1.313,9021.46875,0.2,6,1.313
"3263",63,0,0.3,0.9,0,1.236,9078.15625,0.2,6,1.236
"3264",64,0,0.3,0.9,0,1.26,9057.484375,0.1,9,1.26
"3265",65,0,0.3,0.9,0,1.271,9053.546875,0.2,7,1.271
"3266",66,0,0.3,0.9,0,0.203,9489.080078125,0.1,8,0.203
"3267",67,0,0.3,0.9,0,0.538,9346.84375,0.1,6,0.538
"3268",68,0,0.3,0.9,1,-0.983,9992.25,0.1,2,0.983
"3269",69,0,0.3,0.9,0,1.301,9040.53125,0.2,7,1.301
"3270",70,0,0.3,0.9,0,-0.494,9783.09375,0.1,4,0.494
"3271",71,0,0.3,0.9,0,-0.126,9630.78125,0.1,9,0.126
"3272",72,0,0.3,0.9,0,0.645,9313.4375,0.2,7,0.645
"3273",73,0,0.3,0.9,0,-0.781,9903.0625,0.1,9,0.781
"3274",74,0,0.3,0.9,1,-0.987,9994.875,0.1,1,0.987
"3275",75,0,0.3,0.9,0,-0.695,9868.25,0.1,9,0.695
"3276",76,0,0.3,0.9,0,-0.212,9661.96875,0.1,12,0.212
"3277",77,0,0.3,0.9,0,1.305,9055.5625,0.2,5,1.305
"3278",78,0,0.3,0.9,0,0.0669999999999999,9544.59375,0.1,13,0.0669999999999999
"3279",79,0,0.3,0.9,0,1.281,9060.3515625,0.1,8,1.281
"3280",80,0,0.3,0.9,0,0.921,9197.03125,0.2,9,0.921
"3281",81,0,0.3,0.9,0,-0.796,9910.625,0.1,2,0.796
"3282",82,0,0.3,0.9,0,1.239,9075.416015625,0.2,7,1.239
"3283",83,0,0.3,0.9,0,-0.392,9732.5,0.1,11,0.392
"3284",84,0,0.3,0.9,0,-1,10000,0.1,12,1
"3285",85,0,0.3,0.9,0,-0.267,9689.5,0.1,10,0.267
"3286",86,0,0.3,0.9,0,0.35,9433.42578125,0.1,7,0.35
"3287",87,0,0.3,0.9,0,-0.018,9582.9453125,0.1,10,0.018
"3288",88,0,0.3,0.9,0,1.107,9119.25,0.2,8,1.107
"3289",89,0,0.3,0.9,0,0.833,9243.31640625,0.1,6,0.833
"3290",90,0,0.3,0.9,0,0.0309999999999999,9560.46875,0.1,14,0.0309999999999999
"3291",91,0,0.3,0.9,0,0.25,9463.8125,0.1,9,0.25
"3292",92,0,0.3,0.9,0,1.402,8994.9375,0.1,4,1.402
"3293",93,0,0.3,0.9,0,0.233,9481.421875,0.1,8,0.233
"3294",94,0,0.3,0.9,0,-0.077,9599.125,0.1,11,0.077
"3295",95,0,0.3,0.9,0,-0.121,9624.484375,0.2,8,0.121
"3296",96,0,0.3,0.9,0,-0.254,9682,0,9,0.254
"3297",97,0,0.3,0.9,0,1.69,8893.546875,0.1,2,1.69
"3298",98,0,0.3,0.9,0,0.429,9387.1875,0.1,12,0.429
"3299",99,0,0.3,0.9,0,1.148,9105.1875,0.2,7,1.148
"3300",100,0,0.3,0.9,1,-0.963,9983.5,0.1,6,0.963
"3301",1,0,0.3,1,0,-0.373,9731.875,0.1,17,0.373
"3302",2,0,0.3,1,0,-0.637,9839.25,0.1,2,0.637
"3303",3,0,0.3,1,0,-0.203,9656.9375,0.1,16,0.203
"3304",4,0,0.3,1,0,-0.128,9618.8125,0.1,15,0.128
"3305",5,0,0.3,1,0,1.573,8942.6015625,0.1,7,1.573
"3306",6,0,0.3,1,0,1.196,9085.46875,0.1,6,1.196
"3307",7,0,0.3,1,1,-0.99,9996.3125,0.1,6,0.99
"3308",8,0,0.3,1,0,-0.793,9906.25,0.1,13,0.793
"3309",9,0,0.3,1,0,0.433,9385.34375,0.1,7,0.433
"3310",10,0,0.3,1,0,1.405,8995.328125,0.1,5,1.405
"3311",11,0,0.3,1,1,-0.97,9986.625,0.1,6,0.97
"3312",12,0,0.3,1,0,0.483,9371.625,0.1,13,0.483
"3313",13,0,0.3,1,0,0.111,9525.8125,0.1,12,0.111
"3314",14,0,0.3,1,0,-0.297,9699.625,0.1,12,0.297
"3315",15,0,0.3,1,0,0.0209999999999999,9554.28125,0.1,11,0.0209999999999999
"3316",16,0,0.3,1,0,-0.397,9735.3125,0.1,5,0.397
"3317",17,0,0.3,1,1,-0.979,9989.5,0.1,1,0.979
"3318",18,0,0.3,1,0,-0.63,9836.8125,0.1,2,0.63
"3319",19,0,0.3,1,0,1.237,9052.375,0.1,5,1.237
"3320",20,0,0.3,1,0,1.124,9119.84375,0.1,5,1.124
"3321",21,0,0.3,1,0,-0.125,9615.25,0.1,12,0.125
"3322",22,0,0.3,1,0,1.207,9071.421875,0.1,11,1.207
"3323",23,0,0.3,1,1,-0.988,9995.375,0.1,2,0.988
"3324",24,0,0.3,1,0,1.141,9111.671875,0.1,10,1.141
"3325",25,0,0.3,1,0,0.832,9236.203125,0.1,11,0.832
"3326",26,0,0.3,1,0,0.425,9399.734375,0.1,12,0.425
"3327",27,0,0.3,1,0,-0.197,9652.9375,0.1,13,0.197
"3328",28,0,0.3,1,0,1.207,9082.984375,0.2,10,1.207
"3329",29,0,0.3,1,0,-0.125,9625,0.1,9,0.125
"3330",30,0,0.3,1,0,-0.169,9647.875,0.1,11,0.169
"3331",31,0,0.3,1,0,1.47,8970.5625,0.1,5,1.47
"3332",32,0,0.3,1,0,0.116,9522.1875,0.1,11,0.116
"3333",33,0,0.3,1,1,-0.96,9982.25,0.1,7,0.96
"3334",34,0,0.3,1,0,1.23,9073.09375,0.1,6,1.23
"3335",35,0,0.3,1,1,-0.965,9984.375,0.1,7,0.965
"3336",36,0,0.3,1,0,1.286,9065.8125,0.2,8,1.286
"3337",37,0,0.3,1,0,-0.152,9631.453125,0.1,10,0.152
"3338",38,0,0.3,1,0,0.036,9557.78125,0.1,13,0.036
"3339",39,0,0.3,1,1,-0.974,9989.25,0.1,1,0.974
"3340",40,0,0.3,1,0,0.97,9173.71875,0.1,7,0.97
"3341",41,0,0.3,1,1,-0.989,9995.25,0.1,1,0.989
"3342",42,0,0.3,1,0,0.945,9186.984375,0.1,11,0.945
"3343",43,0,0.3,1,0,1.024,9157.359375,0.1,11,1.024
"3344",44,0,0.3,1,0,-0.479,9772.5,0.1,5,0.479
"3345",45,0,0.3,1,0,0.512,9362.875,0.1,10,0.512
"3346",46,0,0.3,1,0,-0.167,9643.6875,0.1,5,0.167
"3347",47,0,0.3,1,1,-0.986,9993.875,0.1,1,0.986
"3348",48,0,0.3,1,0,-0.0570000000000001,9601.0625,0.1,10,0.0570000000000001
"3349",49,0,0.3,1,0,-0.028,9582.6875,0.1,13,0.028
"3350",50,0,0.3,1,0,1.513,8954.6875,0.1,4,1.513
"3351",51,0,0.3,1,0,0.904,9221.640625,0.1,4,0.904
"3352",52,0,0.3,1,0,0.163,9501.453125,0.1,9,0.163
"3353",53,0,0.3,1,1,-0.99,9995,0.1,1,0.99
"3354",54,0,0.3,1,0,-0.271,9683.28125,0.1,11,0.271
"3355",55,0,0.3,1,0,0.646,9311.375,0.1,9,0.646
"3356",56,0,0.3,1,0,1.224,9065.7421875,0.2,6,1.224
"3357",57,0,0.3,1,0,1.266,9048.3125,0.1,11,1.266
"3358",58,0,0.3,1,0,0.688,9289.953125,0.1,13,0.688
"3359",59,0,0.3,1,0,1.403,9013.03125,0.2,4,1.403
"3360",60,0,0.3,1,0,0.187,9500.1875,0.1,10,0.187
"3361",61,0,0.3,1,0,0.0469999999999999,9555.4375,0.1,9,0.0469999999999999
"3362",62,0,0.3,1,0,-0.149,9636.65625,0.1,13,0.149
"3363",63,0,0.3,1,0,-0.721,9877.625,0.1,9,0.721
"3364",64,0,0.3,1,0,-0.207,9662.375,0.1,9,0.207
"3365",65,0,0.3,1,0,1.363,9019.4375,0.1,5,1.363
"3366",66,0,0.3,1,0,1.344,9011.53125,0.1,10,1.344
"3367",67,0,0.3,1,1,-0.973,9988,0.1,4,0.973
"3368",68,0,0.3,1,0,0.153,9505.3125,0.1,9,0.153
"3369",69,0,0.3,1,0,-0.445,9760,0.1,7,0.445
"3370",70,0,0.3,1,0,-0.565,9812.375,0.1,8,0.565
"3371",71,0,0.3,1,0,0.698,9288.734375,0.2,7,0.698
"3372",72,0,0.3,1,1,-0.965,9984.5,0,5,0.965
"3373",73,0,0.3,1,0,1.411,8998.953125,0.1,3,1.411
"3374",74,0,0.3,1,1,-0.924,9966.375,0.1,5,0.924
"3375",75,0,0.3,1,0,-0.185,9646,0.1,10,0.185
"3376",76,0,0.3,1,0,1.495,8957.828125,0.1,6,1.495
"3377",77,0,0.3,1,0,1.096,9120.5703125,0.1,7,1.096
"3378",78,0,0.3,1,0,0.207,9486.109375,0.2,6,0.207
"3379",79,0,0.3,1,0,-0.01,9586.28125,0.1,9,0.01
"3380",80,0,0.3,1,0,0.767,9253.140625,0.1,9,0.767
"3381",81,0,0.3,1,0,-0.24,9671.25,0.1,15,0.24
"3382",82,0,0.3,1,0,1.401,9005.25,0.1,5,1.401
"3383",83,0,0.3,1,0,1.308,9038.7890625,0.1,6,1.308
"3384",84,0,0.3,1,0,-0.908,9960.75,0,9,0.908
"3385",85,0,0.3,1,0,0.431,9390.015625,0.1,13,0.431
"3386",86,0,0.3,1,1,-0.985,9993.5,0.1,1,0.985
"3387",87,0,0.3,1,0,-0.311,9702.375,0,9,0.311
"3388",88,0,0.3,1,0,0.483,9384.375,0.2,7,0.483
"3389",89,0,0.3,1,0,0.509,9365.15625,0.2,6,0.509
"3390",90,0,0.3,1,0,0.39,9409.0703125,0.1,10,0.39
"3391",91,0,0.3,1,0,-0.595,9821,0.1,3,0.595
"3392",92,0,0.3,1,0,-0.997,9998.75,0.1,1,0.997
