1000	0.4	0.4	0	10	1000	1000	9505	59510	80852	44142	58845	53362	55476	54693	54609	55078	54291	54667	54494	54792	54288	54749	54169	54297	54294	54237
1000	0.4	0.4	0	20	1000	1000	9478	59095	82292	44404	59318	53037	55608	53840	55387	53884	55221	54615	55100	53806	54436	53319	55027	54340	54245	54943
1000	0.4	0.4	0	30	1000	1000	9518	59405	80364	44416	58693	52528	55136	54761	54995	54864	55029	54839	54213	54354	54242	55154	53772	55036	53396	54655
1000	0.4	0.4	0	40	1000	1000	9529	59612	81999	43842	59016	53101	55619	54554	54168	54340	54232	54404	55093	53933	55352	53673	53952	54536	54331	54391
1000	0.4	0.4	0	50	1000	1000	9506	58804	80691	44224	59431	53178	55484	53683	55505	54599	55136	53137	55646	54604	53368	53888	54436	53715	55382	54479
1000	0.4	0.4	0	60	1000	1000	9487	59908	82454	43753	58983	52488	54181	55179	54968	54773	54073	55175	54756	54905	54358	55098	53885	54522	53774	54550
1000	0.4	0.4	0	70	1000	1000	9505	59515	81153	44248	59398	53186	54841	55072	53992	55211	54734	54935	54763	54834	54839	54086	54330	54208	54327	54213
1000	0.4	0.4	0	80	1000	1000	9525	59757	82484	43016	59948	51378	56375	54318	55072	54009	53533	55500	54753	53176	54885	54919	54781	53914	54537	55052
1000	0.4	0.4	0	90	1000	1000	9492	59333	81360	44020	59360	53089	53916	55387	53812	54505	55078	54798	54983	53702	55454	53765	55360	53853	54382	55197
1000	0.4	0.4	0	100	1000	1000	9527	59493	80820	44381	59423	52096	56032	53490	55451	54678	55022	54045	55239	54647	55021	54121	54368	54250	54207	55153
