"rep","bdgt_ratio","at","bb","ext_prob","act_dev","act_dev_sd","act_dev_95ci","abs_act_dev","abs_act_dev_sd","abs_act_dev_95ci","fin_yield","fin_yield_sd","fin_yield_95ci","max_diff_yield","max_diff_yield_sd","max_diff_yield_95ci","inac_ts","inac_ts_sd","inac_ts_95ci","overK_tot","overK_sd","overK_95ci"
100,1.6,0.1,0.9,0.07,-0.175,0.374306001727588,0.0696209163213313,0.307,0.275752208156218,0.0512899107170566,9640.083,161.680456535159,30.0725649155396,0.096,0.0232037112032174,0.00431589028379843,0.221,0.0974263046724723,0.0181212926690799,0.011,0.0307780390518518,0.00572471526364443
100,1.6,0.1,1,0.03,-0.16,0.352248623600267,0.0655182439896497,0.3,0.243246284761977,0.0452438089657278,9628.717,147.928272563115,27.5146586967394,0.094,0.0194661987067974,0.00362071295946431,0.213,0.0857363776122643,0.0159469662358812,0.009,0.025995337577296,0.00483513278937705
100,2,0.1,0,0.06,-0.194,0.354836326474416,0.0659995567242414,0.298,0.272248283147512,0.0506381806654372,9643.95,144.195491737133,26.8203614631067,0.097,0.0236405529120639,0.00439714284164389,0.214,0.0936402090673326,0.0174170788865239,0.006,0.0158005454713394,0.00293890145766912
100,2,0.1,0.1,0.04,-0.211,0.342932033198912,0.0637853581749976,0.311,0.255073248342906,0.0474436241917806,9651.532,152.692950254892,28.4008887474099,0.092,0.0236906682605492,0.00440646429646215,0.222,0.0897511185498973,0.0166937080502809,0.003,0.0124842071952098,0.00232206253830903
100,2,0.1,0.2,0.04,-0.154,0.339739650766628,0.0631915750425928,0.284,0.240620662101788,0.0447554431509326,9623.827,129.524444296497,24.0915466391485,0.093,0.0192359789661703,0.00357789208770768,0.224,0.0864250895072441,0.0160750666483474,0.003,0.0147603336686644,0.00274542206237157
100,2,0.1,0.3,0.03,-0.144,0.285829767801774,0.05316433681113,0.231,0.221076109203609,0.0411201563118713,9648.057,115.408458831623,21.4659733426818,0.092,0.0202808887990041,0.00377224531661477,0.219,0.0785476989807815,0.0146098720104254,0.007,0.0235916437868508,0.00438804574435425
100,2,0.1,0.4,0.02,-0.192,0.34721461880968,0.0645819190986005,0.296,0.263738564307593,0.0490553729612123,9646.576,152.691681524778,28.4006527636087,0.095,0.0239697461203849,0.0044583727783916,0.22,0.0883773206136461,0.0164381816341382,0.006,0.0191748994176441,0.0035665312916818
100,2,0.1,0.5,0.02,-0.133,0.351582784193729,0.0653943978600336,0.28,0.25007960671948,0.0465148068498232,9637.064,148.292420289155,27.5823901737828,0.095,0.0213473834238803,0.00397061331684174,0.223,0.0991531894081905,0.0184424932299234,0.012,0.0264527404014683,0.00492020971467311
100,2,0.1,0.6,0.06,-0.095,0.372838678792907,0.0693479942554807,0.277,0.266237090359004,0.0495200988067747,9617.862,155.812990656527,28.9812162621141,0.094,0.0228107870590047,0.00424280639297488,0.212,0.0967131430579584,0.0179886446087803,0.014,0.0346555926368328,0.00644594023045091
100,2,0.1,0.7,0.04,-0.126,0.34126071315555,0.0634744926469323,0.277,0.234078399195007,0.0435385822502713,9616.586,151.225801179133,28.1279990193187,0.094,0.0216641805779937,0.00402953758750684,0.231,0.0828360534500187,0.0154075059417035,0.018,0.0294174487200337,0.00547164546192627
100,2,0.1,0.8,0.04,-0.128,0.375478327126099,0.0698389688454545,0.296,0.262340482748829,0.0487953297912823,9625.101,159.201697134393,29.6115156669971,0.091,0.0223961450508473,0.0041656829794576,0.227,0.0908067981120342,0.0168900644488384,0.016,0.031239401391261,0.00581052865877454
100,2,0.1,0.9,0.04,-0.1,0.320075460799575,0.059534035708721,0.252,0.220393469077741,0.0409931852484598,9617.084,134.010419084789,24.9259379497707,0.091,0.0219788633622693,0.00408806858538208,0.242,0.0909423343389071,0.0169152741870367,0.016,0.0311910059005225,0.00580152709749719
100,2,0.1,1,0.02,-0.106,0.306320676198435,0.056975645772909,0.246,0.209624052854995,0.038990073831029,9609.027,131.751424998879,24.5057650497915,0.09,0.0244474359427785,0.0045472230853568,0.215,0.100958076683849,0.0187782022631959,0.017,0.0377215676591876,0.00701621158460889
100,0.4,0.2,0,1,-0.908,0.145342443417557,0.0270336944756657,0.908,0.145342443417557,0.0270336944756657,9959.94,62.9125110592288,11.7017270570165,0.094,0.0213370965524023,0.00396869995874683,0.003,0.0234508823560483,0.00436186411822498,0,0,0
100,0.4,0.2,0.1,1,-0.913,0.12568220746282,0.0233768905880845,0.913,0.12568220746282,0.0233768905880845,9961.663,54.7505311895888,10.1835988012635,0.092,0.0221872292551271,0.00412682464145365,0.011,0.0455915849197785,0.00848003479507881,0,0,0
100,0.4,0.2,0.2,1,-0.888,0.175427126370658,0.0326294455049423,0.888,0.175427126370658,0.0326294455049423,9951.149,75.1702276732783,13.9816623472298,0.09,0.0230072949971221,0.00427935686946471,0.006,0.0298099059757869,0.00554464251149637,0,0,0
100,0.4,0.2,0.3,1,-0.897,0.14234668023434,0.0264764825235872,0.897,0.14234668023434,0.0264764825235872,9954.96,62.0358589463616,11.5386697640233,0.09,0.0209981055365288,0.00390564762979435,0.003,0.0218414607025454,0.00406251169067344,0,0,0
100,0.4,0.2,0.4,1,-0.905,0.14487119845371,0.02694604291239,0.905,0.14487119845371,0.02694604291239,9958.373,62.1629330081059,11.5623055395077,0.093,0.0250811732484095,0.00466509822420416,0.012,0.0438190120850051,0.00815033624781094,0,0,0
100,0.4,0.2,0.5,1,-0.912,0.130468416008464,0.0242671253775743,0.912,0.130468416008464,0.0242671253775743,9961.508,56.5176105799687,10.5122755678742,0.091,0.0235171857496599,0.00437419654943675,0.009,0.0370551560160027,0.0068922590189765,0,0,0
100,0.4,0.2,0.6,1,-0.896,0.161206976564072,0.0299844976409174,0.896,0.161206976564072,0.0299844976409174,9954.55,69.1090317977465,12.8542799143809,0.094,0.022632762652248,0.00420969385331813,0.003,0.0218414607025454,0.00406251169067344,0,0,0
100,0.4,0.2,0.7,1,-0.885,0.18755736496207,0.034885669882945,0.885,0.18755736496207,0.034885669882945,9949.975,80.6817873607829,15.0068124491056,0.088,0.0204360949997222,0.00380111366994832,0.005,0.0272837956727115,0.00507478599512433,0,0,0
100,0.4,0.2,0.8,1,-0.89,0.158996879456069,0.0295734195788288,0.89,0.158996879456069,0.0295734195788288,9952.034,68.5228908525172,12.7452576985682,0.09,0.0237855749902012,0.00442411694817743,0.006,0.031719866562162,0.00589989518056213,0,0,0
100,0.4,0.2,0.9,1,-0.894,0.159835552801603,0.0297294128210981,0.894,0.159835552801603,0.0297294128210981,9953.773,68.86926962392,12.8096841500491,0.091,0.0237590638023378,0.00441918586723484,0.004,0.0259045125614008,0.00481823933642055,0,0,0
100,0.4,0.2,1,1,-0.914,0.108302449677099,0.0201442556399405,0.914,0.108302449677099,0.0201442556399405,9962.589,46.8723079445825,8.71824927769234,0.092,0.0240283964087709,0.00446928173203139,0.005,0.0272837956727115,0.00507478599512433,0,0,0
100,0.8,0.2,0,0.64,-0.724,0.35473751627724,0.0659811780275667,0.736,0.329257186019462,0.0612418365996199,9877.726,154.393429273643,28.7171778448976,0.092,0.0224552697354932,0.00417668017080174,0.097,0.132241376764583,0.0245968960782124,0,0,0
100,0.8,0.2,0.1,0.65,-0.757,0.338364189666231,0.0629357392779189,0.772,0.303317406175262,0.0564170375485987,9891.125,147.926120880892,27.5142584838459,0.091,0.0221877722445128,0.00412692563747938,0.113,0.157143910756092,0.029228767400633,0,0,0
100,0.8,0.2,0.2,0.5,-0.659,0.389666002928641,0.0724778765447273,0.676,0.359384750776809,0.0668455636444865,9846.367,164.364275869767,30.5717553117768,0.093,0.022577625523384,0.00419943834734942,0.146,0.177789082161053,0.0330687692819559,0,0,0
100,0.8,0.2,0.3,0.51,-0.66,0.383177888245661,0.0712710872136929,0.675,0.35436080611305,0.0659111099370274,9841.875,179.05657640885,33.3045232120461,0.092,0.0236136594983283,0.00439214066668906,0.136,0.159187187099116,0.0296088168004355,0,0,0
100,0.8,0.2,0.4,0.68,-0.779,0.319885178105703,0.0594986431276607,0.783,0.308333863881607,0.057350098681979,9903.473,134.684146754948,25.0512512964203,0.094,0.0227738396398324,0.00423593417300883,0.099,0.141180402267128,0.0262595548216857,0,0,0
100,0.8,0.2,0.5,0.62,-0.78,0.313399078208954,0.0582922285468655,0.786,0.296059718927984,0.0550671077206051,9893.876,144.043278440324,26.7920497899002,0.091,0.0214723743463697,0.00399386162842476,0.086,0.135576690318399,0.0252172643992222,0.001,0.00703526470681448,0.00130855923546749
100,0.8,0.2,0.6,0.53,-0.694,0.383802439051945,0.0713872536636618,0.718,0.337823540543661,0.0628351785411209,9866.562,159.344262476107,29.6380328205559,0.091,0.0247091873649106,0.00459590884987338,0.123,0.153225060580053,0.0284998612678899,0.001,0.00703526470681448,0.00130855923546749
100,0.8,0.2,0.7,0.58,-0.716,0.351832776509328,0.065440896430735,0.739,0.299322739908385,0.0556740296229596,9876.133,146.381062850345,27.2268776901642,0.09,0.0223567731512096,0.00415835980612498,0.11,0.15138353081095,0.0281573367308367,0,0,0
100,0.8,0.2,0.8,0.57,-0.684,0.41675673644674,0.0775167529790936,0.728,0.334378184248031,0.0621943422701337,9860.76,172.273332663868,32.0428398754794,0.093,0.0242416095728786,0.00450893938055542,0.119,0.164104586318655,0.0305234530552698,0.003,0.0157803028282505,0.00293513632605459
100,0.8,0.2,0.9,0.55,-0.699,0.395457929673201,0.0735551749192153,0.729,0.336074826925388,0.0625099178081221,9865.124,170.049870894115,31.6292759863054,0.095,0.0244404888824091,0.0045459309321281,0.114,0.152584560803603,0.0283807283094702,0.002,0.00857233039988826,0.00159445345437922
100,0.8,0.2,1,0.65,-0.781,0.333968825134347,0.0621182014749886,0.799,0.287167648215843,0.0534131825681468,9898.243,145.332743652352,27.0318903193375,0.094,0.0238315301356831,0.00443266460523706,0.091,0.133826847854045,0.0248917937008524,0,0.005,0.00093
100,1.2,0.2,0,0.09,-0.33,0.357870019149496,0.0665638235618062,0.388,0.293147244520048,0.054525387480729,9701.852,149.824877511254,27.8674272170932,0.094,0.0233210244728826,0.00433771055195616,0.343,0.123686710936717,0.0230057282342295,0.004,0.0136329962172145,0.0025357372964019
100,1.2,0.2,0.1,0.08,-0.27,0.376360797773905,0.0700031083859463,0.355,0.296274715544049,0.0551070970911931,9692.331,149.309489497556,27.7715650465454,0.092,0.0220125317025555,0.00409433089667532,0.346,0.122032290018955,0.0226980059435257,0.004,0.0137519324554225,0.00255785943670859
100,1.2,0.2,0.2,0.07,-0.33,0.361488636394596,0.0672368863693948,0.384,0.302513226858335,0.0562674601956503,9720.536,143.013854894137,26.6005770103094,0.092,0.0242573437070967,0.00451186592951999,0.335,0.115166907608444,0.0214210448151705,0.008,0.0193598408057058,0.00360093038986129
100,1.2,0.2,0.3,0.15,-0.333,0.411738513666579,0.0765833635419837,0.421,0.319997530924818,0.0595195407520161,9712.465,174.854035187623,32.5228505448979,0.093,0.0244331799653914,0.0045445714735628,0.327,0.134324603955311,0.0249843763356879,0.006,0.0192424242424242,0.00357909090909091
100,1.2,0.2,0.4,0.08,-0.315,0.361079824270132,0.0671608473142446,0.375,0.298380297471519,0.0554987353297025,9697.794,155.762966239542,28.9719117205549,0.093,0.0242998505499771,0.00451977220229574,0.329,0.12906103580971,0.024005352660606,0.007,0.0215406357010147,0.00400655824038874
100,1.2,0.2,0.5,0.09,-0.262,0.384867420961,0.071585340298746,0.371,0.280144821854913,0.0521069368650139,9680.907,159.054932536205,29.5842174517342,0.099,0.0226094106819084,0.00420535038683497,0.329,0.129973503130946,0.024175071582356,0.006,0.0204494943258218,0.00380360594460286
100,1.2,0.2,0.6,0.11,-0.349,0.419751234168357,0.0780737295553143,0.437,0.326069213077794,0.0606488736324696,9702.639,180.613258814007,33.5940661394053,0.094,0.022415823704483,0.00416934320903384,0.323,0.124078779321747,0.0230786529538449,0.009,0.0269909534843355,0.00502031734808641
100,1.2,0.2,0.7,0.08,-0.358,0.346112857608642,0.0643769915152074,0.397,0.299680842183342,0.0557406366461016,9700.799,154.623435982127,28.7599590926757,0.093,0.0222514821556573,0.00413877568095225,0.333,0.130150462555765,0.0242079860353722,0.014,0.0330734670498933,0.00615166487128015
100,1.2,0.2,0.8,0.12,-0.317,0.397624703010822,0.0739581947600129,0.403,0.308279602853244,0.0573400061307033,9697.272,169.832571488579,31.5888582968757,0.09,0.0199539881346938,0.00371144179305304,0.328,0.126996625400096,0.0236213723244179,0.018,0.0359590736591307,0.00668838770059831
100,1.2,0.2,0.9,0.17,-0.349,0.42237037638604,0.0785608900078034,0.441,0.324651691988677,0.060385214709894,9708.73,181.337033744002,33.7286882763844,0.092,0.0210487321686975,0.00391506418337773,0.344,0.109430724953353,0.0203541148413237,0.025,0.0404896629006693,0.0075310772995245
100,1.2,0.2,1,0.08,-0.326,0.416062614144661,0.0773876462309069,0.435,0.299838699229362,0.0557699980566613,9692.937,178.687157143051,33.2358112286076,0.092,0.0222460238011853,0.00413776042702047,0.358,0.112570863219699,0.020938180558864,0.022,0.0376523255138123,0.00700333254556909
100,1.6,0.2,0,0.09,-0.283,0.363634721258917,0.0676360581541586,0.355,0.293343450927441,0.0545618818725041,9684.876,159.532599106684,29.6730634338433,0.097,0.0263251452397581,0.00489647701459501,0.358,0.125854651062186,0.0234089650975666,0.009,0.0207682268824698,0.00386289020013937
100,1.6,0.2,0.1,0.11,-0.3,0.373019114927118,0.0693815553764439,0.362,0.311534212496085,0.0579453635242717,9699.765,162.021031442112,30.1359118482329,0.09,0.0223753620238825,0.00416181733644214,0.358,0.122395510292324,0.0227655649143723,0.01,0.0216312739178436,0.00402341694871891
100,1.6,0.2,0.2,0.06,-0.271,0.383590693449424,0.0713478689815929,0.362,0.297817966739972,0.0553941418136349,9677.468,166.688588178962,31.004077401287,0.093,0.0256105719790927,0.00476356638811125,0.372,0.136267679116381,0.0253457883156469,0.011,0.0286104306307712,0.00532154009732344
100,1.6,0.2,0.3,0.04,-0.222,0.333245852763149,0.0619837286139457,0.31,0.25325541943806,0.0471055080154791,9658.262,131.734376370508,24.5025940049146,0.098,0.0245805724137047,0.00457198646894907,0.366,0.117409605069688,0.021838186542962,0.009,0.0250050499950015,0.00465093929907028
100,1.6,0.2,0.4,0.13,-0.297,0.425717374237031,0.0791834316080879,0.413,0.312855880429299,0.0581911937598496,9684.35,188.004578501557,34.9688516012896,0.097,0.0235355375714029,0.00437760998828095,0.324,0.12181074440055,0.0226567984585023,0.02,0.0377759209288166,0.00702632129275988
