1000	0.2	0.2	0	10	1000	1000	63	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.2	0.2	0	20	1000	1000	60	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.2	0.2	0	30	1000	1000	62	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.2	0.2	0	40	1000	1000	56	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.2	0.2	0	50	1000	1000	69	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.2	0.2	0	60	1000	1000	54	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.2	0.2	0	70	1000	1000	67	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.2	0.2	0	80	1000	1000	67	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.2	0.2	0	90	1000	1000	69	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1000	0.2	0.2	0	100	1000	1000	67	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
