1	1000	0	0	0	61.312	61.312	1.91365682951676	0.211758079303352	0	1	1
2	1000	0	0	0	61.374	61.374	1.88216421405352	0.410420933123342	0	1	1
3	1000	0	0	0	61.531	61.531	1.90513279166175	0.524707440222763	0	1	1
4	1000	0	0	0	61.39	61.39	1.89047435301717	0.389079464638612	0	1	1
5	1000	0	0	0	61.575	61.575	1.89986515679243	0.458495966854772	0	1	1
6	1000	0	0	0	61.497	61.497	1.759947002044	0.395582345216058	0	1	1
7	1000	0	0	0	61.28	61.28	1.90019996297942	0.531638624438052	0	1	1
8	1000	0	0	0	61.669	61.669	1.91477983214959	0.36493485837967	0	1	1
9	1000	0	0	0	61.511	61.511	1.94026439867087	0.457920288536466	0	1	1
10	1000	0	0	0	61.313	61.313	1.80747743397192	0.477575258796858	0	1	1
11	1000	0	0	0	61.407	61.407	2.02181216619375	0.424291734668643	0	1	1
12	1000	0	0	0	61.512	61.512	1.99264294831148	0.224908687900472	0	1	1
1	1000	0.5	0	0	61.516	61.516	2.06355216346719	0.449684010688394	0	1	2
2	1000	0.5	0	0	61.594	61.594	1.8454156929751	0.337060825676345	0	1	2
3	1000	0.5	0	0	61.518	61.518	1.94970914941789	0.451886593835192	0	1	2
4	1000	0.5	0	0	61.341	61.341	2.00108185797822	0.312161456759058	0	1	2
5	1000	0.5	0	0	61.393	61.393	1.98015547078255	0.43244837369677	0	1	2
6	1000	0.5	0	0	61.39	61.39	1.8832759803097	0.436718378986007	0	1	2
7	1000	0.5	0	0	61.457	61.457	2.05330123574812	0.485096777985675	0	1	2
8	1000	0.5	0	0	61.476	61.476	2.19809081329415	0.497929875088284	0	1	2
9	1000	0.5	0	0	61.52	61.52	1.93872426950186	0.463540594478474	0	1	2
10	1000	0.5	0	0	61.175	61.175	1.81938642665735	0.369539994425461	0	1	2
11	1000	0.5	0	0	61.477	61.477	1.84563888742679	0.568219434636448	0	1	2
12	1000	0.5	0	0	61.31	61.31	1.96697448363078	0.514402970218262	0	1	2
1	1000	1	0	0	61.553	61.553	1.97094190600191	0.446404436015944	0	1	3
2	1000	1	0	0	61.409	61.409	1.96240999580103	0.404109505831834	0	1	3
3	1000	1	0	0	61.431	61.431	1.74266929674566	0.311785954828164	0	1	3
4	1000	1	0	0	61.256	61.256	1.88516268937187	0.426467766285854	0	1	3
5	1000	1	0	0	61.474	61.474	1.93024943793193	0.420235894914981	0	1	3
6	1000	1	0	0	61.36	61.36	1.8853564784049	0.344818507656454	0	1	3
7	1000	1	0	0	61.431	61.431	2.00600940932954	0.49838329642146	0	1	3
8	1000	1	0	0	61.606	61.606	1.95630828398611	0.271603196246698	0	1	3
9	1000	1	0	0	61.307	61.307	1.82015193082517	0.343850788028226	0	1	3
10	1000	1	0	0	61.336	61.336	1.99614964648322	0.464576933348516	0	1	3
11	1000	1	0	0	61.339	61.339	2.12571940454294	0.442692537576425	0	1	3
12	1000	1	0	0	61.383	61.383	1.95889245697602	0.43276804651056	0	1	3
