"rep","scar","at","bb","ext_prob","act_dev","act_dev_sd","act_dev_95ci","fin_yield","fin_yield_sd","fin_yield_95ci","max_diff_yield","max_diff_yield_sd","max_diff_yield_95ci","inac_ts","inac_ts_sd","inac_ts_95ci"
100,0,0.4,0.1,9428.95,0.35789,0.795692607199235,0.147998824939058,9428.94927734375,327.625309834259,60.9383076291722,0.112,0.0356186309210063,0.00662506535130718,9,3.64317543809343,0.677630631485378
100,0,0.4,0.2,9379.74,0.4771,0.854828312846764,0.158998066189498,9379.738671875,353.719475356489,65.791822416307,0.113,0.0337997668989631,0.00628675664320714,8.31,3.94070957052051,0.732971980116814
100,0,0.4,0.3,9426.27,0.36689,0.796272476269679,0.14810668058616,9426.27068359375,327.801271884379,60.9710365704946,0.118,0.0411452219939241,0.00765301129086988,9.36,3.74036135023116,0.695707211142995
100,0,0.4,0.4,9436.63,0.33761,0.760403719125969,0.14143509175743,9436.62857421875,314.243125791117,58.4492213971478,0.114,0.0348735088019777,0.00648647263716785,9.13,3.88120308328969,0.721903773491882
100,0,0.4,0.5,9433.5,0.34427,0.749888205203302,0.139479206167814,9433.503828125,309.846574583603,57.6314628725501,0.114,0.0402517331328978,0.00748682236271899,9.29,3.85676632227653,0.717358535943435
100,0,0.4,0.6,9457.84,0.28948,0.798191003697635,0.14846352668776,9457.840546875,329.129469134966,61.2180812591037,0.114,0.0348735088019777,0.00648647263716785,8.82,3.73998325497251,0.695636885424886
100,0,0.4,0.7,9425.89,0.3659,0.801805355608721,0.149135796143222,9425.88505859375,330.761452520837,61.5216301688757,0.116,0.0394917201397452,0.00734545994599261,9.3,3.39786028927832,0.632002013805767
100,0,0.4,0.8,9460.77,0.28144,0.76091918523891,0.141530968454437,9460.77482421875,315.229759367222,58.6327352423034,0.111,0.034509550720186,0.0064187764339546,9.42,3.86692789086263,0.719248587700449
100,0,0.4,0.9,9415.48,0.39192,0.847644242127628,0.157661829035739,9415.48244140625,349.908516425052,65.0829840550597,0.117,0.0403394686042433,0.00750314116038925,8.7,3.95045068391704,0.734783827208569
100,0,0.4,1,9460.42,0.28337,0.821486600897754,0.152796507766982,9460.416015625,339.369184817464,63.1226683760482,0.113,0.0337997668989631,0.00628675664320714,9.24,3.33066559914581,0.619503801441121
100,0,0.5,0,9436.38,0.34264,0.821526892285015,0.152804001965013,9436.3762109375,339.285544991755,63.1071113684664,0.115,0.0358870281282637,0.00667498723185704,10.17,4.1707374054297,0.775757157409925
100,0,0.5,0.1,9396.03,0.43943,0.82752314203656,0.1539193044188,9396.03212890625,340.079552144928,63.2547966989567,0.122,0.0439926531974776,0.00818263349473083,10.53,4.17170604347086,0.77593732408558
100,0,0.5,0.2,9410.52,0.40444,0.86239261161356,0.160405025760122,9410.52140625,356.733423192375,66.3524167137818,0.112,0.032659863237109,0.00607473456210228,9.79,4.39994260752285,0.81838932499925
100,0,0.5,0.3,9386.16,0.4633,0.830441655647369,0.154462147950411,9386.16453125,342.976101462985,63.7935548721153,0.116,0.0394917201397452,0.00734545994599261,10.37,3.96106046406767,0.736757246316587
100,0,0.5,0.4,9416.09,0.39056,0.798816224171743,0.148579817695944,9416.09030273438,329.040051406381,61.2014495615868,0.109,0.0287623491264661,0.0053497969375227,9.87,4.00921917383403,0.745714766333129
100,0,0.5,0.5,9464.07,0.27604,0.827680047488219,0.153948488832809,9464.07365234375,341.58867129881,63.5354928615786,0.118,0.0386122919665369,0.00718188630577587,10.21,4.50654966676169,0.838218238017674
100,0,0.5,0.6,9463.22,0.27858,0.837790880346593,0.155829103744466,9463.21546875,345.746593295305,64.3088663529268,0.111,0.0373219679669936,0.0069418860418608,9.81,4.4939802609556,0.835880328537742
100,0,0.5,0.7,9440.5,0.33224,0.837040627762627,0.155689556763849,9440.4995703125,346.188192620356,64.3910038273862,0.117,0.0377525168068637,0.00702196812607665,9.64,4.26997977427613,0.794216238015361
100,0,0.5,0.8,9403.31,0.42196,0.811771611907555,0.150989519814805,9403.30786132812,335.378207324378,62.3803465623344,0.11,0.0333333333333333,0.0062,9.91,4.42238337861777,0.822563308422906
100,0,0.5,0.9,9397.97,0.43579,0.796149208072929,0.148083752701565,9397.97220703125,328.30107839828,61.0640005820802,0.109,0.0320825954263823,0.00596736274930712,9.87,4.0692366444687,0.756878015871178
100,0,0.5,1,9427.16,0.36236,0.763051761221367,0.141927627587174,9427.15705078125,314.280235455452,58.4561237947141,0.114,0.0376587548676509,0.00700452840538306,10.83,4.01777615759331,0.747306365312355
100,0,0.6,0,9319.76,0.62233,0.839186391149731,0.15608866875385,9319.757890625,346.592157484091,64.466141292041,0.115,0.0358870281282637,0.00667498723185704,11.66,4.13953591308948,0.769953679834644
100,0,0.6,0.1,9400.59,0.42893,0.909824450322171,0.169227347759924,9400.59075195312,376.973284060547,70.1170308352618,0.119,0.0394277244403663,0.00733355674590812,10.28,4.78440226679416,0.889898821623713
100,0,0.6,0.2,9406.5,0.41291,0.818173700346934,0.15218030826453,9406.4980859375,338.688403709925,62.9960430900461,0.113,0.0393251147037697,0.00731447133490117,11.41,4.42009872370208,0.822138362608586
100,0,0.6,0.3,9367.23,0.51024,0.854252855902854,0.158891031197931,9367.2290625,352.714709253351,65.6049359211232,0.114,0.0348735088019777,0.00648647263716785,10.84,4.18925995730737,0.779202352059172
100,0,0.6,0.4,9400.32,0.42776,0.870309432026763,0.161877554356978,9400.3230078125,360.19716240186,66.9966722067459,0.115,0.0358870281282637,0.00667498723185704,10.82,5.00984888580343,0.931831892759438
100,0,0.6,0.5,9346.55,0.55898,0.827499091885125,0.153914831090633,9346.55171875,341.322537106998,63.4859919019017,0.123,0.0422952584681651,0.0078669180750787,11.23,4.2589300121609,0.792160982261928
100,0,0.6,0.6,9377,0.48513,0.852673355755979,0.158597244170612,9376.99984375,352.200994493313,65.5093849757562,0.114,0.0348735088019777,0.00648647263716785,11.31,4.26329175235012,0.792972265937123
100,0,0.6,0.7,9391.57,0.45384,0.906887035607818,0.168680988623054,9391.568125,374.387423471491,69.6360607656974,0.118,0.0411452219939241,0.00765301129086988,10.32,4.63600315493047,0.862296586817067
100,0,0.6,0.8,9394.22,0.44413,0.834554458705634,0.155227129319248,9394.2212890625,344.235108147169,64.0277301153734,0.112,0.032659863237109,0.00607473456210228,11.59,3.88754810941682,0.723083948351529
100,0,0.6,0.9,9417.71,0.38776,0.918831978353194,0.170902747973694,9417.70958984375,380.936774273513,70.8542400148734,0.11,0.0333333333333333,0.0062,10.02,4.75028973066407,0.883553889903517
100,0,0.6,1,9395.57,0.43848,0.847818227611737,0.157694190335783,9395.571328125,351.180440290271,65.3195618939904,0.117,0.0403394686042433,0.00750314116038925,11.31,4.47144701230355,0.831689144288461
100,0,0.7,0,9379.98,0.48059,0.897722484114578,0.166976382045311,9379.979140625,371.982827415215,69.1888058992299,0.113,0.0366666666666667,0.00682,11.69,5.08452792719484,0.94572219445824
100,0,0.7,0.1,9372.93,0.49863,0.912153536329484,0.169660557757284,9372.93208984375,377.005575192219,70.1230369857527,0.115,0.0411329453348431,0.00765072783228082,11.69,4.72623240301117,0.879079226960078
100,0,0.7,0.2,9312.3,0.64425,0.878854872185184,0.163467006226444,9312.2955859375,362.815668924657,67.4837144199862,0.108,0.0272659924344291,0.00507147459280381,11.92,4.69187994025182,0.872689668886838
100,0,0.7,0.3,9372.14,0.49982,0.902076430500568,0.167786216073106,9372.1412890625,373.34880765331,69.4428782235157,0.117,0.0403394686042433,0.00750314116038925,11.32,4.77975528725693,0.88903448342979
100,0,0.7,0.4,9355.52,0.53963,0.927455339718154,0.172506693187577,9355.51784179687,383.633178424303,71.3557711869203,0.115,0.0358870281282637,0.00667498723185704,11.49,4.70438222524617,0.875015093895788
100,0,0.7,0.5,9376.71,0.48755,0.908010316487916,0.168889918866752,9376.708515625,376.252430109706,69.9829520004054,0.117,0.0427702341505507,0.00795526355200242,10.91,5.04744159616203,0.938824136886137
100,0,0.7,0.6,9372,0.4996,0.924677645168708,0.17199004200138,9371.9987109375,382.416275299815,71.1294272057655,0.116,0.0368452949177471,0.00685322485470096,11.51,4.84610642420773,0.901375794902639
100,0,0.7,0.7,9405.43,0.41917,0.950466510177869,0.176786770893084,9405.430703125,394.438315881481,73.3655267539555,0.113,0.0366666666666667,0.00682,11.21,5.42961389701948,1.00990818484562
100,0,0.7,0.8,9322.16,0.62308,0.925059950882792,0.172061150864199,9322.1641015625,382.112610242435,71.0729455050928,0.114,0.0376587548676509,0.00700452840538306,10.98,4.63622103167498,0.862337111891547
100,0,0.7,0.9,9355.58,0.53996,0.943224117459671,0.175439685847499,9355.57640625,391.19020026001,72.7613772483619,0.106,0.0342893215995531,0.00637781381751687,11.45,4.83751125595746,0.899777093608088
100,0,0.7,1,9442.53,0.32909,0.913847865408193,0.169975702965924,9442.53064453125,379.003392704815,70.4946310430956,0.117,0.0403394686042433,0.00750314116038925,11.46,5.04609059599908,0.938572850855828
100,0,0.8,0,9313.79,0.63836,0.950251062199944,0.17674669756919,9313.79021484375,392.822427032351,73.0649714280173,0.11,0.0389249472080761,0.00724004018070216,13.16,4.53654075482653,0.843796580397734
100,0,0.8,0.1,9389.63,0.45819,0.939157807707404,0.174683352233577,9389.62951171875,387.590000036292,72.0917400067504,0.111,0.0399368187885502,0.00742824829467033,13.57,4.95893235495405,0.922361418021453
100,0,0.8,0.2,9315.05,0.63852,0.958567402034111,0.178293536778345,9315.04813476562,397.559357865081,73.9460405629051,0.112,0.032659863237109,0.00607473456210228,12.48,4.70005372847003,0.874209993495426
100,0,0.8,0.3,9324.84,0.61572,0.978930751257501,0.182081119733895,9324.8376171875,405.004977837088,75.3309258776984,0.108,0.0307482445914323,0.00571917349400641,12.31,4.90865037305047,0.913008969387387
100,0,0.8,0.4,9343.66,0.56831,0.971929100118196,0.180778812621984,9343.6620703125,403.225733267481,74.9999863877514,0.109,0.0350900716914789,0.00652675333461508,12.74,5.32503141736831,0.990455843630506
100,0,0.8,0.5,9386.45,0.46699,0.9791069678255,0.182113896015543,9386.4544140625,404.831189128303,75.2986011778644,0.105,0.0297294195005282,0.00552967202709824,12.52,5.33992017494152,0.993225152539123
100,0,0.8,0.6,9428.73,0.36764,1.01797285709285,0.18934295141927,9428.726796875,421.089764930403,78.3226962770549,0.107,0.0256432399976243,0.00476964263955812,12.39,5.10277207293083,0.949115605565135
100,0,0.8,0.7,9289.85,0.69652,0.875690578626349,0.162878447624501,9289.849296875,362.964309548404,67.5113615760031,0.111,0.031446603773522,0.0058490683018751,12.94,4.88828738264779,0.909221453172488
100,0,0.8,0.8,9299,0.67693,0.90846928929709,0.168975287809259,9299.0014453125,375.284768919777,69.8029670190786,0.121,0.0433333333333333,0.00806,12.44,4.71258791413856,0.876541352029773
100,0,0.8,0.9,9412.26,0.40457,1.05548862020097,0.19632088335738,9412.257890625,438.078155460409,81.482536915636,0.104,0.0315268043724605,0.00586398561327765,11.68,5.41020360340561,1.00629787023344
100,0,0.8,1,9395.89,0.44464,1.01296157973548,0.1884108538308,9395.88962890625,419.241808812122,77.9789764390547,0.109,0.0320825954263823,0.00596736274930712,12.35,5.26734748188778,0.979726631631126
100,0,0.9,0,9348.43,0.55404,0.984919510837451,0.183195029015766,9348.4253125,407.99733232425,75.8875038123106,0.108,0.0272659924344291,0.00507147459280381,14.95,4.13503142049548,0.769115844212159
100,0,0.9,0.1,9370.31,0.50438,1.03298624454256,0.192135441484916,9370.30634765625,428.539456991074,79.7083390003397,0.108,0.0272659924344291,0.00507147459280381,13.56,4.97533309376763,0.92541195544078
100,0,0.9,0.2,9374,0.49611,1.0390394349464,0.193261334900031,9374.00314453125,431.350337442694,80.2311627643411,0.105,0.0297294195005282,0.00552967202709824,13.25,5.091833429794,0.947081017941683
100,0,0.9,0.3,9333.58,0.59289,1.00393325359646,0.186731585168941,9333.576640625,414.981087794627,77.1864823298007,0.104,0.0242878362539562,0.00451753754323586,14.24,4.74846067561676,0.883213685664718
100,0,0.9,0.4,9407.16,0.41257,1.02432794676571,0.190524998098422,9407.155703125,425.812678424418,79.2011581869417,0.107,0.0256432399976243,0.00476964263955812,14.13,4.91268200115217,0.913758852214303
100,0,0.9,0.5,9376.18,0.48944,1.03050986027365,0.191674834010898,9376.1791015625,427.774968603244,79.5661441602034,0.107,0.0256432399976243,0.00476964263955812,13.62,5.18112346929123,0.963688965288169
100,0,0.9,0.6,9457.92,0.29518,1.07684281681275,0.200292763927171,9457.91875,447.037000747973,83.148882139123,0.108,0.0272659924344291,0.00507147459280381,13.12,4.93243235015838,0.917432417129458
100,0,0.9,0.7,9400.68,0.43263,1.04803172570338,0.194933900980829,9400.67582519531,434.731324873169,80.8600264264095,0.113,0.0366666666666667,0.00682,13.01,4.87520007359449,0.906787213688576
100,0,0.9,0.8,9323.5,0.61459,0.967545359206075,0.17996343681233,9323.503984375,400.625552492473,74.5163527636001,0.106,0.031204765240863,0.00580408633480052,14.31,4.8172564386754,0.896009697593624
100,0,0.9,0.9,9417.12,0.39362,1.10432970464697,0.205405325064336,9417.119296875,458.141581005171,85.2143340669618,0.104,0.0242878362539562,0.00451753754323586,13.06,5.32920294607027,0.99123174796907
100,0,0.9,1,9423.06,0.3747,1.04485407129562,0.194342857260985,9423.0562109375,432.873102400748,80.5143970465392,0.107,0.0256432399976243,0.00476964263955812,13.95,5.20173824870887,0.96752331425985
100,0,1,0,9403.74,0.42456,1.09222394122166,0.203153653067229,9403.73642578125,453.393118826441,84.331120101718,0.105,0.0297294195005282,0.00552967202709824,15.65,4.27436568629803,0.795032017651433
100,0,1,0.1,9300.5,0.6745,1.01027662478445,0.187911452209908,9300.50499023437,417.840067796383,77.7182526101273,0.102,0.02,0.00372,15.28,4.63643889818098,0.862377635061662
100,0,1,0.2,9330.81,0.60334,1.05880977793869,0.196938618696597,9330.81474609375,437.222708089498,81.3234237046466,0.109,0.0287623491264661,0.0053497969375227,14.89,4.70524100650465,0.875174827209866
100,0,1,0.3,9425.4,0.3728,1.08356544832699,0.201543173388821,9425.4047265625,449.399594889533,83.5883246494531,0.107,0.0325824517434794,0.00606033602428716,15.17,5.02328919567989,0.93433179039646
100,0,1,0.4,9382.91,0.4741,1.04784631940515,0.194899415409357,9382.90560546875,433.957867176205,80.7161632947742,0.1,0.014213381090374,0.00264368888280957,15.99,4.34496108943301,0.80816276263454
100,0,1,0.5,9374.11,0.49279,0.965770162077705,0.179633250146453,9374.1103125,398.938755229997,74.2026084727794,0.104,0.0242878362539562,0.00451753754323586,15.91,4.92385453017689,0.915836942612901
100,0,1,0.6,9424.18,0.37565,1.04722953765899,0.194784694004571,9424.1826953125,432.943739599498,80.5275355655066,0.104,0.0196946385566932,0.00366320277154494,15.87,4.29153500827766,0.798225511539645
100,0,1,0.7,9389.78,0.4587,1.05974769724599,0.197113071687754,9389.7821875,438.658716114842,81.5905211973607,0.106,0.0238683256575942,0.00443950857231252,15.32,4.94592986426438,0.919942954753174
100,0,1,0.8,9305,0.66139,1.02032960504402,0.189781306538188,9305.00465087891,422.467639939579,78.5789810287616,0.108,0.0272659924344291,0.00507147459280381,15.42,4.19036894786031,0.779408624302018
100,0,1,0.9,9381.77,0.47643,1.05076758143845,0.195442770147553,9381.76665039063,435.676973205493,81.0359170162218,0.102,0.0283556062188838,0.00527414275671239,15.21,4.98744889343705,0.927665494179292
100,0,1,1,9339.38,0.57779,1.00937049384177,0.18774291185457,9339.38328125,418.242027456268,77.7930171068659,0.105,0.0261116483933547,0.00485676660116397,16.21,3.85676632227653,0.717358535943435
100,1,0,0,9800.59,-0.53947,0.324858584773452,0.0604236967678621,9800.5903125,139.701489409982,25.9844770302566,0.096,0.0196946385566932,0.00366320277154494,0,0,0
100,1,0.1,0,9693.89,-0.28267,0.534253619926005,0.099371173306237,9693.8893359375,221.577952464671,41.2134991584288,0.104,0.0281410588272579,0.00523423694186998,2.27,1.58180947402689,0.294216562169001
100,1,0.1,0.1,9665.53,-0.21353,0.594741068436381,0.110621838729167,9665.5282421875,245.447378643508,45.6532124276925,0.109,0.0320825954263823,0.00596736274930712,2.22,1.50809264779835,0.280505232490493
100,1,0.1,0.2,9672.47,-0.22912,0.555414492232439,0.103307095555234,9672.4658984375,229.340479929516,42.65732926689,0.106,0.0277797979063414,0.00516704241057951,2.46,1.77763888346312,0.33064083232414
100,1,0.1,0.3,9670.25,-0.22401,0.570685154313248,0.106147438702264,9670.2505078125,235.002553972036,43.7104750387986,0.107,0.0325824517434794,0.00606033602428716,2.35,1.68400076777256,0.313224142805697
100,1,0.1,0.4,9645.32,-0.16342,0.664842674182503,0.123660737397946,9645.31988769531,273.744254438817,50.91643132562,0.109,0.0320825954263823,0.00596736274930712,2.48,1.52739297265939,0.284095092914647
100,1,0.1,0.5,9630.85,-0.12748,0.651681081449502,0.121212681149607,9630.845703125,269.12275593475,50.0568326038634,0.112,0.0383497988352882,0.0071330625833636,2.35,1.59148618681668,0.296016430747902
100,1,0.1,0.6,9665.47,-0.21367,0.603692326730707,0.112286772771912,9665.47068359375,249.456942482155,46.3989913016809,0.104,0.0242878362539562,0.00451753754323586,2.3,1.62368828177198,0.302006020409588
100,1,0.1,0.7,9688.38,-0.26796,0.558873432483021,0.103950458441842,9688.375859375,231.324738047137,43.0264012767675,0.111,0.034509550720186,0.0064187764339546,1.88,1.49260804897963,0.277625097110212
100,1,0.1,0.8,9680.22,-0.24963,0.526277582688455,0.0978876303800527,9680.21560546875,218.233446158764,40.5914209855301,0.105,0.0358870281282637,0.00667498723185704,1.93,1.52590426907583,0.283818194048104
100,1,0.1,0.9,9656.25,-0.19117,0.60985862006259,0.113433703331642,9656.254296875,251.96102212972,46.8647501161278,0.116,0.041971611377408,0.00780671971619788,2.33,1.62713728909879,0.302647535772375
100,1,0.1,1,9671.31,-0.22738,0.563836475685221,0.104873584477451,9671.31484375,233.502354771136,43.4314379874312,0.105,0.0329523684408054,0.0061291405299898,2.07,1.46511626042634,0.272511624439299
100,1,0.2,0,9560.62,0.04386,0.717617579427253,0.133476869773469,9560.6160546875,295.038454720635,54.8771525780382,0.116,0.041971611377408,0.00780671971619788,4.28,2.23416990211469,0.415555601793332
100,1,0.2,0.1,9590.54,-0.03497,0.584860191443522,0.108783995608495,9590.53984375,240.902808389013,44.8079223603565,0.109,0.0350900716914789,0.00652675333461508,4.68,2.4365897678866,0.453205696826908
100,1,0.2,0.2,9519.65,0.13914,0.64260225409634,0.119524019261919,9519.64748535156,263.246928262949,48.9639286569085,0.12,0.0402015126103685,0.00747748134552854,4.61,2.15507388141183,0.4008437419426
100,1,0.2,0.3,9594.2,-0.04444,0.549693547682376,0.102242999868922,9594.2040234375,226.847208125696,42.1935807113795,0.115,0.0385992097056273,0.00717945300524667,4.55,2.25798247302428,0.419984739982516
100,1,0.2,0.4,9569.18,0.02244,0.652045705778546,0.12128050127481,9569.18337890625,267.33785796387,49.7248415812798,0.116,0.0368452949177471,0.00685322485470096,3.8,2.26524019285221,0.421334675870512
100,1,0.2,0.5,9546.46,0.07373,0.633704577875371,0.117869051484819,9546.460625,260.040005491862,48.3674410214863,0.115,0.0385992097056273,0.00717945300524667,4.82,2.14796121327583,0.399520785669304
100,1,0.2,0.6,9536.09,0.10105,0.644207137385628,0.119822527553727,9536.0893359375,264.189608568445,49.1392671937308,0.121,0.0498381217928443,0.00926989065346904,4.45,2.28024010786034,0.424124660062024
100,1,0.2,0.7,9554.79,0.05822,0.694724559618684,0.129218768089075,9554.7859375,283.297700711612,52.6933723323598,0.123,0.0489382212074519,0.00910250914458605,4.47,2.06683772508104,0.384431816865074
100,1,0.2,0.8,9569.84,0.01503,0.571955046178006,0.106383638589109,9569.8431640625,235.083591946579,43.7255481020637,0.116,0.041971611377408,0.00780671971619788,4.91,2.1653609119008,0.402757129613549
100,1,0.2,0.9,9593.51,-0.03997,0.635879784315408,0.118273639882666,9593.50625,262.348199690525,48.7967651424376,0.115,0.0411329453348431,0.00765072783228082,4.53,2.42651597933741,0.451331972156759
100,1,0.2,1,9583.55,-0.01361,0.639302348523985,0.118910236825461,9583.545546875,262.926691042409,48.9043645338881,0.118,0.0386122919665369,0.00718188630577587,4.64,2.21801622167106,0.412551017230817
