"rep","budget","at","bb","ext_prob","act_dev","act_dev_sd","act_dev_95ci","abs_act_dev","abs_act_dev_sd","abs_act_dev_95ci","fin_yield","fin_yield_sd","fin_yield_95ci","max_diff_yield","max_diff_yield_sd","max_diff_yield_95ci","inac_ts","inac_ts_sd","inac_ts_95ci","overK_tot","overK_sd","overK_95ci"
100,1000,0,0,0.03,-0.17773,0.328565687819226,0.0611132179343761,0.28809,0.236702860868715,0.044026732121581,9647.99265625,132.367763438864,24.6204039996288,0.0959865531904613,0.0242027799051667,0.00450171706236101,0,0,0,0.04,0.196946385566932,0.0366320277154494
100,1000,0.1,0,0.06,-0.25961,0.373362360749236,0.0694453990993578,0.35023,0.289097790417434,0.0537721890176427,9683.168671875,150.238711698705,27.9444003759592,0.0938408749330346,0.0214503509627867,0.00398976527907832,0.166154914529915,0.113742480789325,0.0211561014268144,0.001,0.00703526470681448,0.00130855923546749
100,1000,0.1,0.1,0.09,-0.3431,0.38219019275008,0.0710873758515149,0.40662,0.312995361891605,0.0582171373118385,9714.845234375,155.745937787347,28.9687444284465,0.0966268028034529,0.0221956520856616,0.00412839128793306,0.177086859305126,0.104010296439361,0.0193459151377211,0.001,0.00703526470681448,0.00130855923546749
100,1000,0.1,0.2,0.04,-0.28749,0.32917882202336,0.0612272608963449,0.34515,0.267417668817824,0.0497396864001153,9681.060078125,145.207773487773,27.0086458687258,0.0948519215941963,0.0227249830724204,0.0042268468514702,0.1625,0.121724768194149,0.0226408068841116,0.002,0.0121439181269781,0.00225876877161793
100,1000,0.1,0.3,0.09,-0.23104,0.364690263487837,0.0678323890087378,0.32934,0.278131653296881,0.0517324875132199,9666.512734375,143.962120980946,26.776954502456,0.0947041897939405,0.0204707463245445,0.00380755881636527,0.189140228021033,0.111554329980542,0.0207491053763809,0.00226984126984127,0.011314263202793,0.0021044529557195
100,1000,0.1,0.4,0.09,-0.29204,0.378636280257548,0.070426348127904,0.37278,0.298572718584315,0.0555345256566825,9693.04828125,149.372436371965,27.7832731651855,0.0959678957747194,0.0218428009074892,0.00406276096879298,0.171800954592363,0.102327151688477,0.0190328502140567,0.0025,0.0109521456778795,0.00203709909608559
100,1000,0.1,0.5,0.04,-0.2458,0.347469989983875,0.0646294181370007,0.32478,0.27425497168684,0.0510114247337523,9671.45634765625,143.90023460539,26.7654436366025,0.0975488464294496,0.0234602698979418,0.00436361020101717,0.179199280251912,0.103467077873573,0.0192448764844846,5e-04,0.005,0.00093
100,1000,0.1,0.6,0.02,-0.27835,0.356840240262652,0.0663722846888532,0.36021,0.273009945243795,0.050779849815346,9686.212734375,139.666855686397,25.9780351576698,0.0946746840002875,0.0220210851001081,0.0040959218286201,0.165964285714286,0.106425514691182,0.0197951457325599,0.001,0.00703526470681448,0.00130855923546749
100,1000,0.1,0.7,0.05,-0.25738,0.340195362173626,0.0632763373642944,0.3179,0.283840206148218,0.0527942783435685,9677.1053125,141.14251775378,26.252508302203,0.0976678601074518,0.0225439622023371,0.0041931769696347,0.173668793195109,0.105872238932907,0.0196922364415207,0.001,0.00703526470681448,0.00130855923546749
100,1000,0.1,0.8,0.05,-0.29991,0.34664735071478,0.0644764072329491,0.35479,0.289605802965188,0.0538666793515249,9689.034609375,145.32304459277,27.0300862942553,0.0937574012388774,0.0230837322153791,0.00429357419206052,0.163542483660131,0.116629904560001,0.0216931622481602,0.003,0.0138898989531707,0.00258352120528975
100,1000,0.1,0.9,0.04,-0.22182,0.369651361270169,0.0687551531962514,0.3427,0.260218497933307,0.0484006406155952,9665.77796875,145.481514786334,27.0595617502581,0.0936583624815555,0.021792807209207,0.0040534621409125,0.166285633484163,0.111120683295335,0.0206684470929323,0.0025,0.0130558241966773,0.00242838330058198
100,1000,0.1,1,0.05,-0.2299,0.342319258510933,0.0636713820830335,0.31476,0.265510376445065,0.049384930018782,9664.1058984375,139.580521581157,25.9619770140951,0.095068603589402,0.0208048662423205,0.00386970512107161,0.170078947368421,0.0994259067167049,0.0184932186493071,0.002,0.00984731927834662,0.00183160138577247
100,1000,0.2,0,0.1,-0.37661,0.344423596811258,0.064062789006894,0.41165,0.301210868618211,0.0560252215629873,9727.13875,139.4505837475,25.937808577035,0.0906519038651191,0.0244526756915642,0.00454819767863094,0.270184445370591,0.15125873085063,0.0281341239382171,0.0025,0.0130558241966773,0.00242838330058198
100,1000,0.2,0.1,0.12,-0.39835,0.3623569135925,0.0673983859282051,0.43547,0.316288624582681,0.0588296841723786,9734.27921875,147.77185746114,27.4855654877721,0.0968313540843991,0.0223934375925496,0.00416517939221423,0.313700935029882,0.181978499509011,0.033848000908676,0.00425,0.0170616085070689,0.00317345918231481
100,1000,0.2,0.2,0.1,-0.35488,0.386949042138782,0.0719725218378135,0.42568,0.306443623763743,0.0569985140200562,9726.3234375,149.786007419792,27.8601973800812,0.0985888747858596,0.022887015075852,0.00425698480410847,0.259614215119246,0.14063868784995,0.0261587959400908,0.001,0.00703526470681448,0.00130855923546749
100,1000,0.2,0.3,0.12,-0.392,0.340583278651448,0.0633484898291693,0.41774,0.308129404142107,0.0573120691704318,9728.22421875,154.772718109351,28.7877255683393,0.0923417943767844,0.0209135876468584,0.00388992730231567,0.280669898256199,0.1390503861838,0.0258633718301868,0.00308823529411765,0.0142156862745098,0.00264411764705882
100,1000,0.2,0.4,0.06,-0.37665,0.373943261914576,0.0695534467161111,0.42997,0.310467632139102,0.0577469795778729,9717.979140625,157.302266428255,29.2582215556555,0.0945347484448156,0.0254760408772556,0.00473854360316954,0.2796086523126,0.165149671158656,0.03071783883551,0.003,0.0138898989531707,0.00258352120528975
100,1000,0.2,0.5,0.1,-0.32228,0.348046005318524,0.0647365569892454,0.38626,0.274491766173358,0.0510554685082447,9704.87515625,139.170615393567,25.8857344632034,0.0946971615370263,0.0196885259580645,0.0036620658282,0.301517345399698,0.154868286666823,0.028805501320029,0.00226923076923077,0.0114160169843506,0.00212337915908922
100,1000,0.2,0.6,0.12,-0.35869,0.391488836354115,0.0728169235618654,0.42267,0.320573131163924,0.0596266023964899,9715.347734375,165.395683104761,30.7635970574856,0.0961731738734493,0.0235703497773112,0.00438408505857989,0.309795867402292,0.136536300124754,0.0253957518232042,0.00838742690058479,0.0238272124188344,0.0044318615099032
100,1000,0.2,0.7,0.07,-0.30987,0.344409864328048,0.064060234765017,0.36847,0.280117668457058,0.0521018863330128,9694.1965234375,139.742387648142,25.9920841025544,0.0942365795513425,0.0232416379772068,0.00432294466376047,0.291453191803037,0.15191794607369,0.0282567379697063,0.005,0.0194624736040381,0.00362002009035108
100,1000,0.2,0.8,0.07,-0.28608,0.372425673691063,0.0692711753065378,0.36846,0.290233045337812,0.0539833464328331,9691.929296875,152.470459088016,28.3595053903709,0.0906430358367602,0.0228474325758394,0.00424962245910614,0.337583935328517,0.152933795554433,0.0284456859731245,0.00755555555555556,0.0230014882649318,0.00427827681727732
100,1000,0.2,0.9,0.07,-0.32829,0.37604451958122,0.069944280642107,0.38827,0.313043252408973,0.058226044948069,9694.685,154.903560742392,28.8120622980849,0.0930523438989485,0.0213588429755217,0.00397274479344705,0.309154411764706,0.160517744784841,0.0298563005299804,0.00767647058823529,0.0236660286684434,0.00440188133233047
100,1000,0.2,1,0.1,-0.30341,0.42323108034942,0.0787209809449922,0.41271,0.316325790854296,0.0588365970988991,9681.63734375,185.26228005106,34.4587840894971,0.0938103349496973,0.0215045502437688,0.003999846345341,0.318286297852474,0.134427978034465,0.0250036039144105,0.0157549019607843,0.0316094046564591,0.0058793492661014
100,1000,0.3,0,0.13,-0.46834,0.344477798906394,0.0640728705965893,0.51382,0.271192033046472,0.0504417181466438,9751.186796875,156.819217835579,29.1683745174176,0.0901779296706697,0.021042486918365,0.00391390256681589,0.415397882518239,0.197270151259281,0.0366922481342263,0.00466666666666667,0.0149971939013879,0.00278947806565814
100,1000,0.3,0.1,0.2,-0.46214,0.394368335750253,0.073352510449547,0.51828,0.316116494317835,0.0587976679431174,9756.6125,165.769820071471,30.8331865332936,0.0958577745603032,0.0232997822393361,0.00433375949651651,0.423192658734454,0.165165467555876,0.0307207769653929,0.00458823529411765,0.0146869753681631,0.00273177741847835
100,1000,0.3,0.2,0.28,-0.55746,0.380966008187003,0.0708596775227825,0.58496,0.336750962144209,0.0626356789588229,9800.752890625,164.750204626004,30.6435380604368,0.0955061907672749,0.0241420586468416,0.00449042290831254,0.390742938348202,0.1719412554477,0.0319810735132723,0.00422222222222222,0.0144767832760492,0.00269268168934516
100,1000,0.3,0.3,0.22,-0.51454,0.404675912729476,0.0752697197676825,0.57944,0.303391047456525,0.0564307348269137,9787.782265625,160.263591882983,29.8090280902349,0.0916038898953719,0.0211339296343673,0.00393091091199232,0.378371171140521,0.178817394979013,0.0332600354660964,0.0071437908496732,0.0216592650749611,0.00402862330394277
100,1000,0.3,0.4,0.25,-0.41267,0.46009568734683,0.0855777978465103,0.52551,0.323657959343602,0.0602003804379099,9742.7614453125,189.173730170052,35.1863138116297,0.0915948746144738,0.0203338080904364,0.00378208830482117,0.426189643002337,0.181564833804868,0.0337710590877055,0.0151145510835913,0.03071296328636,0.00571261117126297
100,1000,0.3,0.5,0.23,-0.49114,0.436796141341598,0.0812440822895372,0.56858,0.328477116033333,0.0610967435821999,9772.99453125,182.473212066101,33.9400174442947,0.0902611624334221,0.0240246766084062,0.00446858984916356,0.408388699406888,0.185012955733487,0.0344124097664286,0.00952631578947368,0.0243491052768264,0.00452893358148971
100,1000,0.3,0.6,0.21,-0.45847,0.448586499546919,0.0834370889157268,0.54867,0.330859793766654,0.0615399216405977,9753.993046875,185.031963154341,34.4159451467075,0.0889829424502954,0.0259188665931863,0.00482090918633266,0.402145477759255,0.167156770700322,0.0310911593502599,0.0226244939271255,0.0368556953690408,0.00685515933864159
100,1000,0.3,0.7,0.19,-0.44279,0.438496266411204,0.081560305552484,0.51807,0.34527495279893,0.0642211412206009,9752.3978125,187.521894113405,34.8790723050933,0.0934988599842912,0.0241740764098179,0.00449637821222613,0.412183284637619,0.173464814019461,0.0322644554076197,0.0216878023936848,0.0401951507365519,0.00747629803699866
100,1000,0.3,0.8,0.24,-0.48783,0.447692604113333,0.08327082436508,0.57869,0.320227781777631,0.0595623674106394,9760.98453125,191.104812158326,35.5454950614487,0.0881822775360772,0.0229951570462802,0.00427709921060812,0.429582454911789,0.156112882189348,0.0290369960872187,0.0389351442331319,0.0487942540100449,0.00907573124586836
100,1000,0.3,0.9,0.18,-0.41485,0.478082837482114,0.0889234077716732,0.53993,0.328531604647902,0.0611068784645097,9734.185234375,205.414316691422,38.2070629046045,0.093094276120686,0.0222403162493076,0.00413669882237122,0.429574505645713,0.159513501721756,0.0296695113202466,0.0341500886454447,0.0486670676113753,0.0090520745757158
100,1000,0.3,1,0.26,-0.48657,0.43268952769132,0.0804802521505855,0.55913,0.332532421294708,0.0618510303608157,9773.1659375,175.536251356987,32.6497427523995,0.0950121344299067,0.0222078097712363,0.00413065261744995,0.397110259150894,0.154310583652511,0.028701768559367,0.0317861480624638,0.04591156520275,0.00853955112771149
100,1000,0.4,0,0.37,-0.60343,0.408715115398924,0.0760210114641998,0.65101,0.326739803037354,0.0607736033649478,9818.161015625,172.748999929865,32.1313139869549,0.088880417672627,0.020205024219665,0.00375813450485769,0.451660768797766,0.225142252639732,0.0418764589909902,0.0137678510000491,0.0309104204270136,0.00574933819942452
100,1000,0.4,0.1,0.31,-0.56519,0.400572839692096,0.0745065481827299,0.60765,0.331898772903043,0.0617331717599659,9784.933515625,181.543712720335,33.7671305659823,0.0930740548544605,0.0216132031892513,0.00402005579320075,0.510708390036176,0.192029778272027,0.0357175387585971,0.0152781832031058,0.0271426442313585,0.00504853182703267
100,1000,0.4,0.2,0.43,-0.61381,0.431773198390642,0.0803098149006594,0.67431,0.328191484356375,0.0610436160902857,9823.36015625,188.189492582988,35.0032456204358,0.094541039659503,0.0259041132172792,0.00481816505841393,0.469258500228701,0.197623200850225,0.0367579153581418,0.0124414037544843,0.0296469915560184,0.00551434042941943
100,1000,0.4,0.3,0.31,-0.55471,0.446357498044567,0.0830224946362896,0.63843,0.313586269766166,0.0583270461765069,9799.378984375,187.783177376724,34.9276709920707,0.0935990972652914,0.0239951649868282,0.00446310068755004,0.496731834256215,0.195477569589963,0.0363588279437332,0.0196014791881665,0.0376239224267119,0.00699804957136841
100,1000,0.4,0.4,0.35,-0.51889,0.480729472948785,0.0894156819684739,0.63795,0.303275797906723,0.0564092984106505,9784.046953125,207.410828011527,38.578414010144,0.0960580830286705,0.0218991550461203,0.00407324283857837,0.447481789881945,0.214011237821484,0.039806090234796,0.0233014805112328,0.0473430886957379,0.00880581449740726
100,1000,0.4,0.5,0.35,-0.54469,0.461059751928625,0.0857571138587242,0.63269,0.328511940191654,0.0611032208756476,9796.6984375,188.005233452413,34.9689734221488,0.0879365047419726,0.0240544797322951,0.0044741332302069,0.495251719041193,0.171902263413961,0.0319738209949967,0.0314875008032903,0.0472936167165269,0.008796612709274
100,1000,0.4,0.6,0.28,-0.50176,0.452764730753337,0.0842142399201206,0.57936,0.346775959461734,0.0645003284598825,9767.291953125,190.019392597519,35.3436070231385,0.0952668322811094,0.0240066693320719,0.00446524049576537,0.526478654214722,0.144329832146104,0.0268453487791754,0.0384835925598309,0.054817403187769,0.010196036992925
100,1000,0.4,0.7,0.36,-0.43872,0.506757489467411,0.0942568930409384,0.57052,0.349916713900132,0.0650845087854245,9753.97203125,201.626721956148,37.5025702838435,0.088558349157356,0.0207748206816427,0.00386411664678555,0.515838300974911,0.181717729780705,0.0337994977392111,0.0561065961472308,0.059499606611708,0.0110669268297777
100,1000,0.4,0.8,0.44,-0.57973,0.458466522906812,0.0852747732606671,0.67133,0.307305890282012,0.0571588955924543,9807.63078125,190.676719025841,35.4658697388064,0.0932433772502034,0.0255017754729831,0.00474333023797485,0.476874592684577,0.168668549450344,0.0313723501977639,0.0554030901159384,0.0617535356447484,0.0114861576299232
100,1000,0.4,0.9,0.44,-0.52633,0.509451102024066,0.0947579049764763,0.65689,0.321712303090193,0.0598384883747758,9795.814765625,203.119242249444,37.7801790583965,0.0936071792403168,0.0223188886030801,0.0041513132801729,0.48943547547224,0.17663565594264,0.0328542320053311,0.0570222308221534,0.0629532945422927,0.0117093127848664
100,1000,0.4,1,0.41,-0.48607,0.498946369762312,0.0928040247757901,0.60017,0.351789108513449,0.0654327741835014,9764.279375,223.92703101454,41.6504277687044,0.0915344118256425,0.0198239914072804,0.00368726240175416,0.509772859708231,0.151496069217279,0.0281782688744138,0.06642888990954,0.0665896829529615,0.0123856810292508
100,1000,0.5,0,0.48,-0.68281,0.412376450919214,0.0767020198709739,0.73745,0.302766349056846,0.0563145409245734,9856.284375,170.037241567738,31.6269269315993,0.093407269547125,0.0211409110362208,0.00393220945273706,0.442045337273665,0.238534635341202,0.0443674421734636,0.00858312825805085,0.0251273007908928,0.00467367794710606
100,1000,0.5,0.1,0.46,-0.61451,0.42435006739362,0.0789291125352133,0.67505,0.31814215661899,0.0591744411311321,9816.826875,182.647590539651,33.9724518403751,0.0889145347232978,0.0207231922770345,0.00385451376352842,0.515928168236992,0.227503110365298,0.0423155785279454,0.0168234004127967,0.034032280614026,0.00633000419420883
100,1000,0.5,0.2,0.51,-0.54215,0.512004209558926,0.0952327829779602,0.66463,0.335929906559705,0.0624829626201051,9784.671640625,223.038441979945,41.4851502082697,0.0930283125114416,0.0188731821488926,0.00351041187969403,0.556688212286509,0.219499977991789,0.0408269959064728,0.0341809647610731,0.0459204258862411,0.00854119921484084
100,1000,0.5,0.3,0.44,-0.63837,0.395888328683581,0.073635229135146,0.68069,0.316766609268519,0.0589185893239446,9814.73015625,197.343652989379,36.7059194560245,0.0942741009646144,0.0246300590533588,0.00458119098392474,0.542327125188193,0.202158568497814,0.0376014937405935,0.0377370237691445,0.055572007671604,0.0103363934269184
100,1000,0.5,0.4,0.46,-0.63711,0.503438558035806,0.0936395717946599,0.75019,0.308204303714732,0.0573260004909402,9804.3789453125,229.570543277419,42.7001210495999,0.089022253653884,0.0227829857307317,0.0042376353459161,0.522850992359893,0.222715415267976,0.0414250672398435,0.0496192418262852,0.0603217567527383,0.0112198467560093
100,1000,0.5,0.5,0.52,-0.5823,0.477254955898095,0.0887694217970457,0.67386,0.334060661641813,0.0621352830653772,9796.398359375,208.336396871696,38.7505698181354,0.0872504611589975,0.0213013774105186,0.00396205619835646,0.554988330254197,0.205784270833463,0.0382758743750242,0.0612219580814782,0.070866036294034,0.0131810827506903
100,1000,0.5,0.6,0.47,-0.52468,0.454398567539355,0.0845181335623201,0.60532,0.338281571798083,0.0629203723544435,9761.626875,204.025915412019,37.9488202666355,0.0965055226943005,0.0254788872327688,0.004739073025295,0.564575851092492,0.18812975941976,0.0349921352520753,0.0684078002321036,0.0693655069719988,0.0129019842967918
100,1000,0.5,0.7,0.54,-0.51759,0.546288544302701,0.101609669240302,0.66989,0.340222235598968,0.063281335821408,9781.7715625,221.498714908538,41.198760972988,0.0947098367743352,0.024409843805805,0.00454023094787974,0.532434530811466,0.190946837024993,0.0355161116866487,0.055398567591679,0.0643946382408634,0.0119774027128006
