1	1	1000	0.5	0	0	1	-0.923	0.923	39535.5	0.018560321043391	0	7376	8
2	1	1000	0.5	0	0	1	-0.993	0.993	39110.125	0.0275113579000505	0	5480	4
3	1	1000	0.5	0	0	1	-0.9435	0.9435	39976	0.002	0	6669	5
4	1	1000	0.5	0	0	1	-0.93	0.93	39964	0.002	0	6490	5
5	1	1000	0.5	0	0	1	-0.868	0.868	39156.5	0.0222728423184004	0	6112	6
6	1	1000	0.5	0	0	1	-0.797	0.797	38641.125	0.0369238604532722	0	6763	8
7	1	1000	0.5	0	0	1	-0.6145	0.6145	37917.1875	0.0295035092279698	0	3481	3
8	1	1000	0.5	0	0	1	-0.631	0.631	37427.0625	0.038552321007081	0	3544	3
9	1	1000	0.5	0	0	1	-0.633	0.633	40000	0	0	3552	3
10	1	1000	0.5	0	0	1	-0.9885	0.9885	38906.75	0.0238699847638395	0	5388	4
