1	1	1000	0.3	0.1	0.7	1	-0.6145	0.6145	38364.5	0.0294871794871795	0	3474	3
2	1	1000	0.3	0.1	0.7	1	-0.6095	0.6095	39791.25	0.00976953907815631	0	3449	3
3	1	1000	0.3	0.1	0.7	1	-0.6135	0.6135	39850	0.0075	0	3472	3
4	1	1000	0.3	0.1	0.7	1	-0.609	0.609	39524.375	0.0113236034222446	0	3463	3
5	1	1000	0.3	0.1	0.7	1	-0.9925	0.9925	40000	0	0	6514	5
6	1	1000	0.3	0.1	0.7	1	-0.6065	0.6065	38702.125	0.029979674796748	0	3446	3
7	1	1000	0.3	0.1	0.7	1	-0.6125	0.6125	39922.25	0.00425	0	3463	3
8	1	1000	0.3	0.1	0.7	1	-0.615	0.615	39772.5	0.0115115115115115	0	3475	3
9	1	1000	0.3	0.1	0.7	1	-0.617	0.617	38959.125	0.0314083080040527	0	3491	3
10	1	1000	0.3	0.1	0.7	1	-0.987	0.987	39940	0.006	0	5433	4
