1000	0.3	1	0	10	2000	1000	14	90	9	9	100	4	90	9	9	71	4	27	27	90	4	9	100	9	25	50
1000	0.3	1	0	20	2000	1000	16	9	90	9	9	100	4	52	9	9	100	9	100	9	9	100	4	100	9	9
1000	0.3	1	0	30	2000	1000	17	38	58	9	9	100	4	76	9	9	100	4	55	9	9	90	4	58	9	9
1000	0.3	1	0	40	2000	1000	16	71	9	9	66	9	9	100	4	100	9	9	100	4	76	9	9	100	4	62
1000	0.3	1	0	50	2000	1000	17	38	38	4	100	9	12	100	9	21	76	9	9	100	4	90	9	9	100	4
1000	0.3	1	0	60	2000	1000	17	9	18	100	9	55	9	38	38	38	3	62	9	9	100	4	90	9	9	100
1000	0.3	1	0	70	2000	1000	13	58	9	9	58	4	66	9	9	100	4	100	9	9	100	4	76	9	9	76
1000	0.3	1	0	80	2000	1000	16	9	90	9	9	100	4	100	9	9	100	4	55	9	9	62	9	9	100	9
1000	0.3	1	0	90	2000	1000	14	9	100	9	9	100	8	100	9	9	100	6	100	9	9	47	9	83	9	9
1000	0.3	1	0	100	2000	1000	13	31	31	100	4	55	9	9	100	4	55	9	100	9	18	90	9	9	100	4
