1000	0.4	0.9	0	10	2000	1000	1729	1870	2635	1218	1493	2139	3306	1635	2378	1141	930	1070	1314	1756	2680	1327	1941	3785	2064	2327
1000	0.4	0.9	0	20	2000	1000	1755	1925	2662	1224	1059	1282	1763	2657	1315	1958	3635	1944	2446	1345	1424	2545	1383	1808	3188	1674
1000	0.4	0.9	0	30	2000	1000	1744	2346	1155	1486	2669	1440	1891	3285	1705	2219	3914	2046	2584	1186	1424	2062	3135	1548	2263	1430
1000	0.4	0.9	0	40	2000	1000	1744	2750	1288	1166	1560	2224	2266	1689	3197	1677	2189	3582	1805	2319	1298	1307	2165	2474	2649	1089
1000	0.4	0.9	0	50	2000	1000	1702	1694	2315	1251	1209	1656	2472	1222	1874	3355	1762	2665	1269	1130	1401	1961	2981	1453	2214	2117
1000	0.4	0.9	0	60	2000	1000	1736	1885	2612	1194	1500	2234	1765	708	1095	1423	2517	1336	1623	3232	1769	2302	1392	1543	2798	1500
1000	0.4	0.9	0	70	2000	1000	1732	2459	1209	1466	2070	3102	1522	2258	1388	1544	2733	1468	2268	1573	2469	1396	1893	2929	1457	1812
1000	0.4	0.9	0	80	2000	1000	1719	1476	2233	1826	852	1119	1834	3285	1731	2228	3711	1905	2911	1366	1306	2303	2150	924	1677	3263
1000	0.4	0.9	0	90	2000	1000	1733	2032	3370	1614	1608	2801	1483	1977	3866	2105	1909	3103	1580	2408	1650	2355	1786	467	276	132
1000	0.4	0.9	0	100	2000	1000	1738	1968	2819	1285	1599	2888	1523	1965	3727	2010	2820	1314	1563	3011	1652	2478	1317	1740	3060	1629
