"","budget","at","bb","extinct","","","","","","","","","","","","","","","","","","","",""
"251",1000,0.3,0.2,1,14,14,7,9,9,9,9,9,9,9,58,58,58,6,9,9,0,0,0,0
"252",1000,0.3,0.2,1,16,9,9,9,9,9,9,9,9,9,9,71,71,7,9,0,0,0,0,0
"253",1000,0.3,0.2,0,13,9,9,9,9,6,6,7,7,7,7,7,7,7,7,50,66,9,9,9
"254",1000,0.3,0.2,1,16,9,9,7,9,9,52,52,7,9,9,9,9,9,0,0,0,0,0,0
"255",1000,0.3,0.2,0,13,9,9,7,9,9,9,6,6,6,6,6,100,9,9,9,9,9,9,9
"256",1000,0.3,0.2,0,17,17,7,7,7,6,6,7,9,9,9,9,9,37,37,37,6,6,6,6
"257",1000,0.3,0.2,1,16,9,9,7,7,58,9,9,9,9,9,9,9,9,9,9,9,9,0,0
"258",1000,0.3,0.2,1,18,18,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
"259",1000,0.3,0.2,0,15,9,9,7,7,7,7,40,40,7,7,7,7,7,7,7,7,7,71,71
"260",1000,0.3,0.2,0,18,18,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,90
"261",1000,0.3,0.3,0,16,9,9,7,9,9,9,9,9,9,55,9,9,9,9,9,9,9,9,7
"262",1000,0.3,0.3,0,18,18,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,16
"263",1000,0.3,0.3,1,16,16,16,16,5,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0
"264",1000,0.3,0.3,0,21,9,9,9,9,9,9,7,7,7,7,7,40,40,7,9,9,9,9,9
"265",1000,0.3,0.3,0,14,9,9,7,7,7,47,47,7,9,9,9,9,9,9,9,9,7,9,9
"266",1000,0.3,0.3,0,17,9,9,9,9,9,9,5,5,7,7,7,7,7,7,7,7,7,7,30
"267",1000,0.3,0.3,0,20,9,9,9,9,9,9,9,5,9,9,9,9,7,7,7,7,7,7,62
"268",1000,0.3,0.3,0,15,9,9,9,9,9,9,9,9,9,3,9,9,7,9,9,90,9,9,9
"269",1000,0.3,0.3,0,16,9,9,9,9,7,7,7,7,7,45,45,7,9,9,9,9,9,9,9
"270",1000,0.3,0.3,0,13,9,9,9,9,9,9,9,9,9,9,9,9,17,71,71,7,9,9,7
"271",1000,0.3,0.4,1,16,16,6,6,6,6,6,6,47,47,47,5,9,9,0,0,0,0,0,0
"272",1000,0.3,0.4,1,15,15,6,9,9,9,9,9,40,40,40,5,9,9,9,9,9,9,0,0
"273",1000,0.3,0.4,0,15,15,6,6,6,6,6,6,6,6,100,9,9,9,9,9,9,9,9,9
"274",1000,0.3,0.4,0,16,16,6,6,6,6,6,6,6,6,55,55,55,5,9,9,9,9,9,9
"275",1000,0.3,0.4,0,18,18,6,9,9,9,9,6,9,9,9,9,9,6,6,6,6,6,6,55
"276",1000,0.3,0.4,0,17,17,6,9,9,9,9,6,9,9,9,9,9,3,3,43,43,6,9,9
"277",1000,0.3,0.4,0,18,18,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"278",1000,0.3,0.4,0,16,16,6,6,6,6,4,4,4,4,38,38,38,38,4,9,9,9,9,9
"279",1000,0.3,0.4,0,16,9,9,6,9,9,9,6,9,9,9,9,9,9,6,9,9,9,9,9
"280",1000,0.3,0.4,1,15,15,6,9,9,9,9,9,6,6,6,6,6,6,6,90,90,6,0,0
"281",1000,0.3,0.5,0,15,9,9,9,4,4,4,4,4,4,4,23,38,34,34,34,4,4,4,4
"282",1000,0.3,0.5,0,17,9,9,9,9,9,9,6,9,9,9,9,9,6,6,6,6,6,6,6
"283",1000,0.3,0.5,0,15,15,15,15,3,9,9,9,9,9,3,9,9,6,9,9,9,9,9,9
"284",1000,0.3,0.5,1,15,15,6,9,9,6,6,6,6,6,6,58,58,58,4,9,9,9,9,0
"285",1000,0.3,0.5,0,18,18,18,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"286",1000,0.3,0.5,0,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"287",1000,0.3,0.5,0,17,17,17,4,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9,9
"288",1000,0.3,0.5,0,16,9,9,6,9,9,9,4,4,4,4,4,4,35,76,9,9,9,4,4
"289",1000,0.3,0.5,1,15,9,9,9,9,9,9,9,9,9,9,9,9,12,12,83,83,6,9,0
"290",1000,0.3,0.5,1,15,9,9,9,9,9,9,62,9,9,9,9,9,9,9,9,9,9,9,0
"291",1000,0.3,0.6,0,12,12,5,9,9,9,9,9,9,9,14,14,14,35,52,9,9,9,9,9
"292",1000,0.3,0.6,0,15,9,9,5,9,9,9,9,66,9,9,9,9,9,9,17,100,9,9,9
"293",1000,0.3,0.6,1,18,9,9,9,9,9,9,71,9,9,9,9,9,9,9,0,0,0,0,0
"294",1000,0.3,0.6,0,19,9,9,9,9,9,9,9,9,18,50,50,5,9,9,9,9,9,9,9
"295",1000,0.3,0.6,1,23,23,5,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0
"296",1000,0.3,0.6,0,15,9,9,9,4,4,4,37,47,47,5,9,9,9,9,9,9,9,9,9
"297",1000,0.3,0.6,1,16,16,16,4,9,9,5,5,5,5,5,5,24,58,58,58,4,9,9,0
"298",1000,0.3,0.6,0,14,14,5,9,9,9,9,9,4,4,5,5,5,43,43,5,9,9,9,9
"299",1000,0.3,0.6,0,18,9,9,9,9,9,9,5,9,9,9,9,3,9,9,9,9,9,66,9
"300",1000,0.3,0.6,0,17,17,5,9,9,9,5,9,9,9,9,5,9,9,9,9,5,9,9,9
"301",1000,0.3,0.7,0,17,17,5,9,9,9,9,5,9,9,9,4,4,4,4,4,38,38,5,9
"302",1000,0.3,0.7,0,17,9,9,9,9,9,3,3,3,3,3,3,16,66,66,5,9,9,9,9
"303",1000,0.3,0.7,0,14,9,9,9,9,9,9,9,9,7,71,9,9,5,9,9,9,9,3,3
"304",1000,0.3,0.7,0,17,9,9,9,9,9,9,9,38,38,5,5,5,5,5,41,41,5,5,5
"305",1000,0.3,0.7,0,16,16,5,9,9,9,4,4,4,71,71,5,9,9,9,9,9,9,9,9
"306",1000,0.3,0.7,1,20,9,9,5,9,9,9,5,9,9,9,9,9,9,9,9,9,0,0,0
"307",1000,0.3,0.7,0,16,9,9,9,9,9,9,9,9,9,8,76,9,9,5,9,9,9,9,9
"308",1000,0.3,0.7,0,27,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"309",1000,0.3,0.7,1,19,9,9,9,9,9,5,5,5,5,5,4,55,55,5,9,9,0,0,0
"310",1000,0.3,0.7,0,20,20,5,5,5,9,9,9,9,9,9,5,5,5,4,38,38,38,4,9
"311",1000,0.3,0.8,1,23,23,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
"312",1000,0.3,0.8,0,15,15,5,9,9,9,9,9,9,9,9,9,9,9,6,90,90,5,9,9
"313",1000,0.3,0.8,0,18,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,62,62,5,5
"314",1000,0.3,0.8,0,14,14,5,5,5,5,5,20,20,20,20,20,76,9,9,9,9,9,9,9
"315",1000,0.3,0.8,0,15,9,9,9,3,3,3,3,90,9,9,9,9,9,9,9,9,9,9,9
"316",1000,0.3,0.8,0,15,15,5,9,9,9,9,9,9,9,9,9,9,6,83,83,5,9,9,9
"317",1000,0.3,0.8,0,19,9,9,9,5,9,9,9,52,9,9,5,5,5,5,37,41,41,5,9
"318",1000,0.3,0.8,0,20,9,9,9,9,2,2,2,2,62,35,35,35,3,9,9,9,9,9,9
"319",1000,0.3,0.8,0,15,9,9,9,9,9,9,5,5,5,5,5,38,38,38,3,9,9,9,9
"320",1000,0.3,0.8,1,17,9,9,9,9,9,2,9,66,9,9,9,9,9,9,9,9,9,9,0
"321",1000,0.3,0.9,0,15,9,9,9,9,9,3,3,3,3,3,13,41,41,41,41,41,2,9,9
"322",1000,0.3,0.9,0,16,9,9,9,9,9,9,9,10,10,10,83,83,5,9,9,9,9,9,9
"323",1000,0.3,0.9,1,14,9,9,5,9,9,9,3,3,3,40,50,50,5,9,9,9,9,0,0
"324",1000,0.3,0.9,0,21,9,9,9,3,3,3,100,9,9,5,9,9,9,9,9,9,9,9,9
"325",1000,0.3,0.9,1,14,14,14,3,9,9,9,9,21,21,47,47,47,3,9,9,9,9,0,0
"326",1000,0.3,0.9,0,16,9,9,9,9,9,9,9,9,9,9,9,5,5,71,35,35,35,3,9
"327",1000,0.3,0.9,0,20,9,9,9,9,9,5,9,9,9,5,5,5,5,5,14,90,90,5,9
"328",1000,0.3,0.9,1,19,9,9,9,5,40,40,5,9,9,9,9,9,9,0,0,0,0,0,0
"329",1000,0.3,0.9,0,17,9,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2
"330",1000,0.3,0.9,0,15,9,9,9,9,9,9,9,2,2,2,40,40,40,3,9,9,9,9,9
"331",1000,0.3,1,1,16,9,9,4,4,4,4,24,40,40,40,3,9,9,9,9,0,0,0,0
"332",1000,0.3,1,0,15,15,4,4,4,4,4,4,29,29,52,9,9,9,9,9,9,9,9,6
"333",1000,0.3,1,0,20,20,20,3,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9
"334",1000,0.3,1,1,16,9,9,9,9,9,2,83,9,9,9,9,9,9,9,9,9,0,0,0
"335",1000,0.3,1,0,18,18,18,3,9,9,9,9,9,9,9,4,9,9,4,4,4,4,4,4
"336",1000,0.3,1,1,16,9,9,9,9,9,9,9,9,9,9,6,100,100,4,0,0,0,0,0
"337",1000,0.3,1,0,15,9,9,9,4,4,4,4,4,9,38,43,43,43,3,9,9,9,9,4
"338",1000,0.3,1,1,14,9,9,9,9,9,9,2,2,2,66,66,4,9,9,9,9,0,0,0
"339",1000,0.3,1,0,15,15,4,9,9,9,4,47,9,9,9,4,9,9,9,9,9,9,9,9
"340",1000,0.3,1,0,13,13,4,9,9,9,9,2,2,50,9,9,9,9,9,9,9,6,6,76
"341",1000,0.4,0,0,18,18,18,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"342",1000,0.4,0,1,15,15,15,15,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0
"343",1000,0.4,0,0,27,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"344",1000,0.4,0,1,17,17,17,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0
"345",1000,0.4,0,0,17,17,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,83,83
"346",1000,0.4,0,1,15,15,9,9,9,9,9,9,9,9,9,9,9,9,90,90,9,0,0,0
"347",1000,0.4,0,1,15,15,15,15,9,9,9,9,9,9,9,9,9,76,76,9,0,0,0,0
"348",1000,0.4,0,1,14,14,9,9,9,9,9,9,9,9,9,100,100,9,0,0,0,0,0,0
"349",1000,0.4,0,1,13,13,9,9,9,9,9,9,9,9,45,45,45,9,9,9,0,0,0,0
"350",1000,0.4,0,1,22,22,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"351",1000,0.4,0.1,0,13,13,13,13,7,7,8,9,9,8,8,8,8,8,8,8,52,52,8,9
"352",1000,0.4,0.1,0,15,15,15,7,7,7,7,7,7,7,7,7,7,76,76,8,9,9,9,9
"353",1000,0.4,0.1,1,13,13,13,7,7,7,7,7,7,7,7,90,90,8,0,0,0,0,0,0
"354",1000,0.4,0.1,1,15,15,15,15,7,7,7,7,7,6,6,6,6,6,100,100,8,0,0,0
"355",1000,0.4,0.1,0,16,16,16,7,9,9,9,9,9,7,7,7,7,7,7,7,7,7,66,66
"356",1000,0.4,0.1,0,16,16,16,7,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9
"357",1000,0.4,0.1,0,16,9,9,9,9,9,9,8,9,9,8,9,9,9,9,8,9,9,9,9
"358",1000,0.4,0.1,0,17,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,76,76,8,9
"359",1000,0.4,0.1,0,12,12,12,7,9,9,9,9,9,9,9,52,52,8,8,8,9,9,9,9
"360",1000,0.4,0.1,0,14,14,8,9,9,9,7,7,7,7,7,7,7,7,7,7,83,83,8,9
"361",1000,0.4,0.2,0,14,14,14,14,14,5,5,5,5,5,5,5,90,9,9,9,9,9,47,47
"362",1000,0.4,0.2,0,20,9,9,9,6,9,9,9,9,9,9,9,9,9,50,50,7,7,7,6
"363",1000,0.4,0.2,0,17,17,7,9,9,7,7,7,6,6,6,6,9,9,9,6,6,7,7,7
"364",1000,0.4,0.2,1,15,15,7,7,7,9,9,9,9,9,9,47,47,47,47,6,9,9,9,0
"365",1000,0.4,0.2,1,22,22,22,6,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"366",1000,0.4,0.2,1,17,17,17,6,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0
"367",1000,0.4,0.2,1,15,15,15,15,5,5,5,5,52,52,7,9,0,0,0,0,0,0,0,0
"368",1000,0.4,0.2,0,16,16,7,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,100
"369",1000,0.4,0.2,0,16,16,7,9,9,9,9,9,9,9,9,9,5,5,5,5,83,83,7,9
"370",1000,0.4,0.2,1,15,9,9,9,9,9,9,9,9,9,9,9,9,9,71,71,7,9,0,0
"371",1000,0.4,0.3,0,18,9,9,7,7,7,7,7,7,7,7,71,9,9,9,5,5,5,5,5
"372",1000,0.4,0.3,0,17,17,7,9,9,9,9,9,9,9,3,3,3,3,3,55,55,7,9,9
"373",1000,0.4,0.3,1,18,18,18,5,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0
"374",1000,0.4,0.3,0,15,15,15,15,5,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7
"375",1000,0.4,0.3,0,15,15,15,15,5,5,7,7,7,7,7,7,7,58,55,55,7,9,9,9
"376",1000,0.4,0.3,0,15,15,15,5,9,9,9,9,9,9,9,9,9,55,55,55,5,9,9,9
"377",1000,0.4,0.3,0,15,9,9,9,9,9,9,9,9,9,9,9,9,38,38,7,9,9,9,9
"378",1000,0.4,0.3,1,14,14,14,14,5,5,5,5,5,76,76,7,9,9,9,0,0,0,0,0
"379",1000,0.4,0.3,0,14,9,9,9,9,9,9,9,9,9,9,9,9,15,15,55,55,55,5,9
"380",1000,0.4,0.3,0,16,9,9,9,5,5,5,5,5,5,5,5,76,9,9,9,52,52,7,9
"381",1000,0.4,0.4,0,16,9,9,9,9,9,9,9,9,9,9,9,9,11,62,62,6,9,9,9
"382",1000,0.4,0.4,0,19,9,9,9,9,9,9,9,5,9,9,6,6,6,6,6,6,6,6,76
"383",1000,0.4,0.4,1,20,20,20,5,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0
"384",1000,0.4,0.4,0,16,16,16,16,16,16,16,16,16,2,9,9,9,9,9,9,9,35,55,55
"385",1000,0.4,0.4,0,16,16,16,5,5,5,5,5,5,5,5,47,47,6,9,9,9,9,9,9
"386",1000,0.4,0.4,0,17,17,6,9,9,9,9,6,9,9,9,9,5,5,5,5,5,5,5,5
"387",1000,0.4,0.4,1,22,9,9,9,6,6,6,6,6,6,6,71,71,6,9,9,0,0,0,0
"388",1000,0.4,0.4,0,17,17,17,5,9,9,9,9,9,9,6,9,9,9,5,9,9,9,9,9
"389",1000,0.4,0.4,0,16,16,6,6,6,6,6,6,6,100,9,9,9,6,6,6,6,6,6,6
"390",1000,0.4,0.4,1,17,17,6,6,6,6,6,6,6,58,58,58,5,9,9,0,0,0,0,0
"391",1000,0.4,0.5,0,15,15,6,6,6,6,6,6,6,6,6,6,11,66,66,6,9,9,9,9
"392",1000,0.4,0.5,1,17,17,17,4,9,9,9,4,4,4,4,4,4,4,27,90,90,6,0,0
"393",1000,0.4,0.5,0,16,16,16,16,3,3,3,3,3,3,58,58,6,9,9,9,9,9,9,9
"394",1000,0.4,0.5,0,16,9,9,6,6,6,6,6,6,45,45,50,9,9,9,9,6,6,6,6
"395",1000,0.4,0.5,0,14,14,6,9,9,9,9,9,9,9,2,2,2,62,62,6,9,9,9,9
"396",1000,0.4,0.5,1,16,16,16,4,9,9,9,9,9,9,6,9,9,9,9,9,9,9,0,0
"397",1000,0.4,0.5,0,15,15,15,4,9,9,9,9,9,9,4,4,6,6,6,6,6,6,6,6
"398",1000,0.4,0.5,0,19,9,9,9,9,9,9,9,9,9,14,66,66,6,6,6,6,6,6,6
"399",1000,0.4,0.5,0,17,9,9,9,9,9,9,9,9,9,9,9,9,8,47,83,9,9,9,9
"400",1000,0.4,0.5,0,15,9,9,9,9,9,9,3,3,3,3,3,3,58,58,6,6,6,6,3
"401",1000,0.4,0.6,1,16,9,9,9,5,5,5,5,62,62,5,9,9,0,0,0,0,0,0,0
"402",1000,0.4,0.6,0,19,9,9,5,9,9,9,9,9,9,25,25,5,9,9,9,9,66,66,5
"403",1000,0.4,0.6,0,14,9,9,9,9,9,9,9,9,9,9,7,100,9,9,9,9,9,55,50
"404",1000,0.4,0.6,0,17,17,5,5,5,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9
"405",1000,0.4,0.6,0,15,15,5,5,5,5,5,5,5,5,9,45,45,45,45,3,9,9,5,9
"406",1000,0.4,0.6,0,13,13,13,13,3,9,9,9,5,9,9,9,9,9,2,2,2,4,4,4
"407",1000,0.4,0.6,0,14,14,5,5,5,5,5,5,5,14,52,52,5,5,5,5,5,5,24,24
"408",1000,0.4,0.6,0,16,16,5,5,5,5,5,5,5,5,5,5,40,40,40,40,3,9,9,9
"409",1000,0.4,0.6,0,14,14,14,14,14,2,2,5,9,9,9,9,3,55,55,5,9,9,9,9
"410",1000,0.4,0.6,0,14,14,14,14,3,3,5,5,52,9,9,9,9,9,9,9,9,9,9,9
"411",1000,0.4,0.7,0,18,18,18,4,9,9,9,5,9,9,5,5,5,5,5,58,58,5,9,9
"412",1000,0.4,0.7,0,13,13,13,13,3,3,3,3,62,62,5,5,5,5,5,5,5,45,45,45
"413",1000,0.4,0.7,1,14,14,5,5,5,5,5,5,5,5,5,7,100,100,5,0,0,0,0,0
"414",1000,0.4,0.7,0,15,15,5,9,9,5,9,9,5,5,5,5,5,5,5,5,5,5,5,5
"415",1000,0.4,0.7,0,21,21,5,9,9,9,5,5,5,5,5,5,5,9,83,83,5,9,9,9
"416",1000,0.4,0.7,0,14,14,14,4,4,4,4,4,4,4,9,52,52,5,9,9,9,9,9,9
"417",1000,0.4,0.7,1,18,9,9,9,4,4,4,4,4,4,4,4,4,7,100,100,5,0,0,0
"418",1000,0.4,0.7,1,20,20,20,4,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0
"419",1000,0.4,0.7,0,15,9,9,5,5,5,5,5,5,5,5,7,7,83,83,5,9,9,9,9
"420",1000,0.4,0.7,0,17,17,5,5,5,5,5,5,5,9,52,9,9,9,47,47,5,9,9,9
"421",1000,0.4,0.8,0,18,18,5,9,9,9,9,3,3,3,3,3,3,3,3,3,11,71,71,5
"422",1000,0.4,0.8,1,16,16,5,9,9,9,5,5,5,5,5,5,5,5,5,6,100,100,5,0
"423",1000,0.4,0.8,0,14,9,9,5,5,5,5,29,29,29,29,29,2,9,9,9,9,9,9,9
"424",1000,0.4,0.8,1,17,17,5,5,5,5,5,5,58,58,58,3,9,9,9,0,0,0,0,0
"425",1000,0.4,0.8,0,16,9,9,9,9,9,9,9,9,9,9,8,52,52,52,3,3,5,9,9
"426",1000,0.4,0.8,0,18,18,5,9,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9
"427",1000,0.4,0.8,0,17,17,5,5,5,9,9,9,9,9,9,2,71,9,9,5,5,5,58,9
"428",1000,0.4,0.8,0,14,14,14,14,14,14,2,9,9,9,9,9,2,2,2,2,76,9,9,9
"429",1000,0.4,0.8,0,14,9,9,9,9,9,9,9,2,2,2,2,90,9,9,9,5,5,5,9
"430",1000,0.4,0.8,1,17,17,5,5,5,5,5,5,10,83,83,5,9,9,0,0,0,0,0,0
"431",1000,0.4,0.9,1,17,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,100,100,5,0
"432",1000,0.4,0.9,1,13,13,13,13,13,13,13,13,13,13,1,1,1,100,100,5,0,0,0,0
"433",1000,0.4,0.9,0,14,14,14,14,14,2,2,2,2,2,2,2,8,83,83,5,9,9,9,9
"434",1000,0.4,0.9,1,14,9,9,9,3,3,3,55,55,5,9,9,9,9,9,9,0,0,0,0
"435",1000,0.4,0.9,0,15,15,5,5,5,5,5,15,15,15,15,15,15,15,15,15,15,15,9,9
"436",1000,0.4,0.9,1,14,14,14,3,3,3,3,3,11,90,90,5,9,0,0,0,0,0,0,0
"437",1000,0.4,0.9,0,16,16,5,5,5,5,31,31,31,3,3,5,5,5,55,55,5,9,9,9
"438",1000,0.4,0.9,1,20,20,5,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0
"439",1000,0.4,0.9,1,20,20,20,3,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"440",1000,0.4,0.9,0,18,9,9,9,9,9,9,2,2,2,2,62,9,9,9,9,5,5,83,9
"441",1000,0.4,1,1,15,15,15,15,15,2,2,2,2,76,76,4,9,9,9,9,9,0,0,0
"442",1000,0.4,1,0,19,19,4,4,4,4,4,4,4,11,66,66,4,4,4,4,4,4,4,4
"443",1000,0.4,1,1,16,16,4,4,4,4,4,4,4,4,5,100,100,4,0,0,0,0,0,0
"444",1000,0.4,1,0,16,16,16,16,16,2,9,9,4,9,9,4,4,4,4,4,4,9,66,66
"445",1000,0.4,1,0,18,18,18,3,9,9,9,9,3,3,4,9,9,9,9,9,9,7,83,83
"446",1000,0.4,1,0,16,16,4,9,9,9,4,9,9,9,9,2,2,2,2,25,47,47,47,3
"447",1000,0.4,1,1,15,9,9,9,3,3,3,3,3,3,7,100,100,4,9,9,0,0,0,0
"448",1000,0.4,1,0,14,14,14,3,3,3,3,21,21,21,45,100,9,9,9,9,9,9,9,9
"449",1000,0.4,1,1,16,16,16,16,2,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"450",1000,0.4,1,0,18,18,4,4,4,4,4,4,4,4,4,7,7,7,71,58,58,4,9,9
"451",1000,0.5,0,0,16,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"452",1000,0.5,0,1,23,23,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"453",1000,0.5,0,0,14,14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76,76,9,9
"454",1000,0.5,0,1,18,18,18,18,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"455",1000,0.5,0,0,21,21,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"456",1000,0.5,0,1,19,9,9,9,9,9,9,9,9,9,100,100,9,0,0,0,0,0,0,0
"457",1000,0.5,0,1,15,15,15,15,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"458",1000,0.5,0,1,20,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,0,0,0,0
"459",1000,0.5,0,1,19,19,19,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"460",1000,0.5,0,0,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"461",1000,0.5,0.1,1,17,9,9,8,8,8,8,8,8,8,8,8,8,8,8,100,100,8,0,0
"462",1000,0.5,0.1,0,17,17,17,7,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5
"463",1000,0.5,0.1,1,20,20,20,7,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0
"464",1000,0.5,0.1,1,16,9,9,9,7,7,7,7,7,7,7,7,90,90,8,9,0,0,0,0
"465",1000,0.5,0.1,1,13,13,13,7,7,8,8,8,8,8,8,76,76,8,9,9,0,0,0,0
"466",1000,0.5,0.1,0,17,17,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"467",1000,0.5,0.1,1,16,16,16,16,7,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"468",1000,0.5,0.1,1,19,19,8,8,8,9,9,9,9,9,9,9,9,8,9,9,9,0,0,0
"469",1000,0.5,0.1,0,16,16,16,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"470",1000,0.5,0.1,0,15,15,15,7,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5
"471",1000,0.5,0.2,1,13,13,13,13,5,5,5,5,5,5,5,100,100,7,0,0,0,0,0,0
"472",1000,0.5,0.2,0,16,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,20
"473",1000,0.5,0.2,0,14,14,14,14,14,5,9,9,9,9,9,9,9,9,9,9,9,9,9,41
"474",1000,0.5,0.2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,19
"475",1000,0.5,0.2,0,14,14,14,14,5,5,5,5,5,5,5,5,5,5,83,83,7,9,9,9
"476",1000,0.5,0.2,0,16,16,16,16,5,9,9,9,9,9,9,9,9,9,9,9,9,66,66,7
"477",1000,0.5,0.2,1,16,16,7,7,7,7,7,7,7,7,7,7,7,100,100,7,0,0,0,0
"478",1000,0.5,0.2,1,18,18,18,6,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"479",1000,0.5,0.2,0,17,17,7,9,9,9,6,6,6,6,6,6,6,6,90,9,9,9,9,9
"480",1000,0.5,0.2,1,13,13,13,6,6,6,6,6,6,6,6,6,83,83,7,9,9,0,0,0
"481",1000,0.5,0.3,0,18,18,18,5,9,9,9,9,5,5,5,5,5,5,5,5,66,66,7,7
"482",1000,0.5,0.3,1,14,14,14,5,5,5,5,76,76,7,9,9,9,0,0,0,0,0,0,0
"483",1000,0.5,0.3,0,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,90,90
"484",1000,0.5,0.3,0,15,15,15,15,5,5,5,5,5,5,5,5,5,5,5,83,83,7,9,9
"485",1000,0.5,0.3,1,16,16,16,16,5,9,9,9,9,9,7,9,9,9,9,9,0,0,0,0
"486",1000,0.5,0.3,0,16,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,100,100,7
"487",1000,0.5,0.3,0,25,9,9,9,9,9,9,5,9,9,7,7,7,7,5,9,9,9,9,9
"488",1000,0.5,0.3,0,14,14,14,14,5,9,9,9,5,5,5,5,5,5,5,5,5,62,62,7
"489",1000,0.5,0.3,1,15,15,7,7,7,7,7,7,7,7,7,7,83,83,7,9,9,9,0,0
"490",1000,0.5,0.3,0,16,16,7,7,7,7,7,7,7,7,7,7,7,58,58,58,5,9,9,9
"491",1000,0.5,0.4,0,17,17,17,5,9,9,9,9,6,6,6,5,5,5,5,5,5,100,100,6
"492",1000,0.5,0.4,0,17,17,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,100,100
"493",1000,0.5,0.4,0,15,15,15,5,9,9,9,9,6,9,9,9,9,6,6,6,9,9,9,9
"494",1000,0.5,0.4,0,19,9,9,9,6,6,6,6,6,6,6,6,6,20,20,20,20,20,20,20
"495",1000,0.5,0.4,1,20,20,20,20,20,3,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"496",1000,0.5,0.4,0,14,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,29,29,29
"497",1000,0.5,0.4,1,22,22,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0
"498",1000,0.5,0.4,1,21,21,21,5,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"499",1000,0.5,0.4,1,16,16,6,6,6,6,6,6,6,66,66,6,9,9,9,9,0,0,0,0
"500",1000,0.5,0.4,1,20,20,20,5,5,5,5,9,9,9,9,9,9,9,0,0,0,0,0,0
