"","budget","at","bb","extinct","","","","","","","","","","","","","","","","","","","",""
"501",1000,0.5,0.5,1,17,17,6,6,6,6,6,6,6,6,6,6,12,90,90,6,9,9,0,0
"502",1000,0.5,0.5,1,14,14,6,6,6,6,6,6,6,6,14,83,83,6,9,9,0,0,0,0
"503",1000,0.5,0.5,1,18,9,9,9,9,9,9,9,9,15,15,83,83,6,9,9,0,0,0,0
"504",1000,0.5,0.5,0,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,90,90
"505",1000,0.5,0.5,1,14,14,6,6,6,6,6,6,6,6,6,6,6,9,58,58,58,58,3,0
"506",1000,0.5,0.5,0,18,18,18,4,4,4,4,4,4,41,41,41,4,4,4,4,4,71,71,6
"507",1000,0.5,0.5,1,16,9,9,6,6,6,6,6,71,71,6,9,9,9,9,9,0,0,0,0
"508",1000,0.5,0.5,1,15,15,6,6,6,6,58,58,6,9,9,0,0,0,0,0,0,0,0,0
"509",1000,0.5,0.5,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"510",1000,0.5,0.5,1,15,15,15,4,4,4,4,4,4,4,4,4,4,10,100,100,6,0,0,0
"511",1000,0.5,0.6,1,17,9,9,9,9,3,3,3,3,3,3,3,3,11,100,100,5,0,0,0
"512",1000,0.5,0.6,0,17,17,17,4,4,4,4,4,4,4,4,50,83,9,9,9,9,9,9,9
"513",1000,0.5,0.6,0,16,16,16,16,3,9,9,5,5,5,5,5,5,5,11,11,66,66,5,9
"514",1000,0.5,0.6,0,17,17,17,17,3,9,9,9,9,9,3,3,5,5,5,5,5,5,5,5
"515",1000,0.5,0.6,0,17,17,17,4,4,5,9,9,9,9,5,9,9,9,5,5,5,5,5,5
"516",1000,0.5,0.6,0,14,14,14,14,14,14,2,2,2,2,2,2,2,2,9,9,100,100,5,9
"517",1000,0.5,0.6,0,14,14,14,14,14,14,14,14,14,14,2,2,2,2,2,2,2,90,90,5
"518",1000,0.5,0.6,0,14,14,5,5,5,4,4,4,4,4,4,22,71,71,5,9,9,9,9,9
"519",1000,0.5,0.6,1,16,16,16,4,4,4,4,4,4,4,12,66,66,66,4,9,0,0,0,0
"520",1000,0.5,0.6,0,14,14,14,14,14,2,9,9,5,5,5,5,5,5,5,12,66,66,66,4
"521",1000,0.5,0.7,0,15,15,15,4,9,9,9,9,3,9,9,9,4,4,4,4,4,4,4,10
"522",1000,0.5,0.7,1,21,9,9,9,9,9,9,9,9,9,9,9,5,83,83,5,9,9,9,0
"523",1000,0.5,0.7,1,14,14,14,14,14,14,14,14,2,9,9,9,9,9,9,9,9,9,9,0
"524",1000,0.5,0.7,0,17,9,9,9,9,9,9,9,9,9,9,9,6,66,66,66,4,9,9,9
"525",1000,0.5,0.7,0,17,17,17,4,4,5,9,9,9,9,3,3,3,4,4,4,4,4,4,4
"526",1000,0.5,0.7,0,16,16,16,4,4,4,4,4,4,4,4,4,4,4,6,71,71,5,5,5
"527",1000,0.5,0.7,1,15,15,15,15,15,2,2,2,2,2,2,15,100,100,5,0,0,0,0,0
"528",1000,0.5,0.7,1,18,18,18,4,4,4,4,4,4,4,4,4,7,100,100,5,9,9,0,0
"529",1000,0.5,0.7,1,18,18,5,5,5,5,5,5,5,9,9,100,100,5,0,0,0,0,0,0
"530",1000,0.5,0.7,1,17,17,17,4,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"531",1000,0.5,0.8,1,19,9,9,5,5,5,5,5,22,22,22,71,71,5,9,0,0,0,0,0
"532",1000,0.5,0.8,1,17,17,5,5,5,5,5,5,5,5,5,5,5,83,83,5,9,9,9,0
"533",1000,0.5,0.8,1,18,18,5,5,5,3,3,3,3,3,3,3,11,100,100,5,0,0,0,0
"534",1000,0.5,0.8,1,19,19,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0
"535",1000,0.5,0.8,1,16,16,5,5,5,5,5,5,5,5,5,5,5,90,90,5,9,9,0,0
"536",1000,0.5,0.8,0,19,19,5,9,9,5,5,5,5,5,5,5,8,90,9,9,5,9,9,9
"537",1000,0.5,0.8,1,17,9,9,9,9,2,2,2,2,2,2,10,90,90,5,9,9,9,0,0
"538",1000,0.5,0.8,0,15,15,15,15,15,2,9,9,9,3,3,3,3,47,47,47,3,9,9,9
"539",1000,0.5,0.8,1,17,17,17,17,2,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0
"540",1000,0.5,0.8,0,20,20,5,9,9,5,9,9,5,9,9,9,9,9,9,9,9,9,9,9
"541",1000,0.5,0.9,1,17,17,17,3,9,9,5,5,5,5,5,5,10,100,100,5,0,0,0,0
"542",1000,0.5,0.9,1,14,14,14,3,3,3,3,3,3,9,9,100,100,5,9,9,0,0,0,0
"543",1000,0.5,0.9,1,14,14,14,3,3,3,3,52,52,5,9,9,9,9,9,0,0,0,0,0
"544",1000,0.5,0.9,0,19,9,9,5,5,5,5,5,5,5,5,5,5,83,83,5,9,9,9,9
"545",1000,0.5,0.9,1,18,9,9,9,9,9,9,9,9,9,9,9,5,55,55,55,55,2,0,0
"546",1000,0.5,0.9,0,17,9,9,9,5,5,5,5,5,5,5,7,62,62,62,3,9,9,9,9
"547",1000,0.5,0.9,1,16,16,5,5,5,5,5,5,5,13,13,90,90,5,9,9,0,0,0,0
"548",1000,0.5,0.9,0,16,16,16,16,2,9,9,5,9,9,9,9,9,9,9,9,9,5,9,9
"549",1000,0.5,0.9,0,18,18,18,3,3,5,5,5,5,5,5,5,5,5,5,4,90,90,5,9
"550",1000,0.5,0.9,1,17,9,9,5,5,5,5,5,5,5,5,7,7,100,100,5,9,0,0,0
"551",1000,0.5,1,1,16,16,16,16,2,9,9,4,9,9,9,9,9,9,9,9,0,0,0,0
"552",1000,0.5,1,1,14,9,9,9,9,9,9,9,9,1,1,1,1,100,100,4,0,0,0,0
"553",1000,0.5,1,0,17,17,4,4,4,4,4,4,4,4,4,4,4,83,83,4,9,9,9,9
"554",1000,0.5,1,0,17,9,9,9,4,4,4,4,4,4,4,4,4,4,4,90,90,4,9,9
"555",1000,0.5,1,1,17,17,17,3,3,3,3,3,3,3,3,5,83,83,4,9,9,9,0,0
"556",1000,0.5,1,1,16,16,16,3,9,9,9,9,9,9,9,9,9,5,100,100,4,0,0,0
"557",1000,0.5,1,1,20,20,4,4,4,4,4,100,9,9,9,9,9,9,9,9,9,9,0,0
"558",1000,0.5,1,1,21,21,4,4,4,9,9,9,3,3,3,3,3,3,7,7,100,100,4,0
"559",1000,0.5,1,0,16,16,16,3,9,9,4,4,4,4,4,4,4,4,4,6,100,100,4,9
"560",1000,0.5,1,1,23,23,4,4,4,4,4,4,4,4,4,4,4,5,100,100,4,0,0,0
"561",1000,0.6,0,0,18,18,18,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"562",1000,0.6,0,1,15,15,15,15,15,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0
"563",1000,0.6,0,1,14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,0,0
"564",1000,0.6,0,1,16,16,16,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0
"565",1000,0.6,0,1,15,15,15,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0
"566",1000,0.6,0,1,16,16,16,16,16,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0
"567",1000,0.6,0,1,16,16,16,16,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"568",1000,0.6,0,0,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,76,76
"569",1000,0.6,0,1,14,14,14,14,14,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0
"570",1000,0.6,0,0,19,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"571",1000,0.6,0.1,0,15,15,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,71,71
"572",1000,0.6,0.1,0,16,16,16,16,7,7,7,7,7,7,6,6,6,6,6,6,6,71,71,71
"573",1000,0.6,0.1,0,15,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"574",1000,0.6,0.1,0,13,13,13,13,13,13,6,6,6,6,6,6,6,6,6,6,6,6,83,83
"575",1000,0.6,0.1,0,13,13,13,13,13,13,13,5,5,5,5,5,5,5,5,5,5,5,5,5
"576",1000,0.6,0.1,1,17,17,17,17,7,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"577",1000,0.6,0.1,1,14,14,14,14,14,6,6,6,6,6,6,6,6,6,100,100,8,0,0,0
"578",1000,0.6,0.1,0,15,15,8,8,8,8,8,8,8,8,8,8,8,8,8,76,76,8,9,9
"579",1000,0.6,0.1,1,18,18,18,18,7,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"580",1000,0.6,0.1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"581",1000,0.6,0.2,1,14,14,14,14,14,14,14,4,9,9,9,9,9,9,0,0,0,0,0,0
"582",1000,0.6,0.2,1,17,17,17,17,17,5,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"583",1000,0.6,0.2,0,18,18,18,18,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,50
"584",1000,0.6,0.2,1,20,20,20,20,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"585",1000,0.6,0.2,0,15,15,15,15,5,5,5,5,5,5,5,5,5,5,5,90,90,7,9,9
"586",1000,0.6,0.2,1,16,16,16,16,5,5,5,5,5,5,5,76,76,7,0,0,0,0,0,0
"587",1000,0.6,0.2,0,18,18,18,6,9,9,7,7,7,7,7,7,7,7,7,7,7,7,100,100
"588",1000,0.6,0.2,0,18,18,7,7,7,7,7,7,7,7,7,7,7,71,71,7,9,9,9,9
"589",1000,0.6,0.2,1,14,14,14,14,5,9,9,7,9,9,9,9,9,0,0,0,0,0,0,0
"590",1000,0.6,0.2,1,17,17,17,17,17,5,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"591",1000,0.6,0.3,1,14,14,14,14,14,14,14,3,9,9,9,9,9,9,0,0,0,0,0,0
"592",1000,0.6,0.3,0,19,19,19,5,5,5,5,5,5,5,5,5,5,5,5,20,83,83,7,9
"593",1000,0.6,0.3,0,13,13,13,13,13,13,13,3,3,3,3,3,3,3,3,3,3,43,43,43
"594",1000,0.6,0.3,1,18,18,18,18,5,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"595",1000,0.6,0.3,1,18,18,18,18,5,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"596",1000,0.6,0.3,1,19,19,19,5,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"597",1000,0.6,0.3,1,17,17,17,17,5,5,7,7,7,9,9,9,9,0,0,0,0,0,0,0
"598",1000,0.6,0.3,1,17,17,17,17,5,9,9,9,7,9,9,9,9,0,0,0,0,0,0,0
"599",1000,0.6,0.3,1,17,17,17,17,5,5,7,9,9,9,9,9,9,9,0,0,0,0,0,0
"600",1000,0.6,0.3,1,18,18,18,18,5,9,9,7,9,9,9,0,0,0,0,0,0,0,0,0
"601",1000,0.6,0.4,1,17,17,17,17,17,3,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"602",1000,0.6,0.4,1,14,14,14,14,4,4,4,4,4,4,4,4,4,4,13,100,100,6,0,0
"603",1000,0.6,0.4,0,18,18,18,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"604",1000,0.6,0.4,0,16,16,16,5,5,5,5,5,5,5,5,5,5,5,10,10,83,83,6,9
"605",1000,0.6,0.4,0,17,17,17,5,5,5,5,5,5,5,5,5,5,5,5,5,14,100,100,6
"606",1000,0.6,0.4,1,16,16,6,6,6,6,6,6,6,6,43,43,43,43,43,3,9,9,0,0
"607",1000,0.6,0.4,0,15,15,6,6,6,6,6,6,6,6,6,6,6,6,6,9,71,71,71,5
"608",1000,0.6,0.4,1,17,17,17,17,17,17,17,2,9,9,0,0,0,0,0,0,0,0,0,0
"609",1000,0.6,0.4,1,15,15,15,15,4,4,4,4,4,4,4,4,4,4,13,100,100,6,0,0
"610",1000,0.6,0.4,0,16,16,16,16,4,4,4,4,4,4,4,4,4,14,83,83,6,9,9,9
"611",1000,0.6,0.5,0,13,13,13,4,4,4,4,4,4,4,4,4,4,8,8,66,66,66,4,9
"612",1000,0.6,0.5,1,14,14,14,14,14,14,2,2,2,2,2,2,2,2,11,11,100,100,6,0
"613",1000,0.6,0.5,0,16,16,16,16,3,3,3,3,3,3,3,3,3,3,3,33,33,83,9,9
"614",1000,0.6,0.5,0,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"615",1000,0.6,0.5,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"616",1000,0.6,0.5,0,13,13,13,13,13,3,3,3,3,3,3,3,3,3,10,83,83,6,9,9
"617",1000,0.6,0.5,1,16,16,16,16,3,3,3,3,3,3,3,3,16,100,100,6,9,0,0,0
"618",1000,0.6,0.5,0,15,15,15,4,4,4,4,4,4,4,4,13,13,83,83,6,9,9,9,9
"619",1000,0.6,0.5,1,20,20,20,4,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"620",1000,0.6,0.5,0,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,18,90,90,6,9
"621",1000,0.6,0.6,1,16,16,16,16,3,3,3,3,3,3,3,3,9,100,100,5,9,0,0,0
"622",1000,0.6,0.6,0,15,15,15,4,9,9,9,4,4,4,4,4,4,4,4,4,8,90,90,5
"623",1000,0.6,0.6,1,16,16,16,4,9,9,9,9,3,9,9,9,9,9,0,0,0,0,0,0
"624",1000,0.6,0.6,1,16,16,5,5,5,5,5,5,5,5,9,90,90,5,9,9,0,0,0,0
"625",1000,0.6,0.6,0,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,8,100,100,5
"626",1000,0.6,0.6,0,14,14,14,14,14,2,2,2,2,3,3,3,3,3,100,9,9,9,9,9
"627",1000,0.6,0.6,1,15,15,15,15,15,15,2,9,9,9,9,9,9,0,0,0,0,0,0,0
"628",1000,0.6,0.6,0,15,15,5,5,5,5,5,5,30,30,30,30,30,2,2,2,2,2,2,2
"629",1000,0.6,0.6,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"630",1000,0.6,0.6,1,16,16,16,16,16,16,2,9,9,9,9,9,0,0,0,0,0,0,0,0
"631",1000,0.6,0.7,0,15,15,15,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"632",1000,0.6,0.7,1,19,19,19,19,3,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"633",1000,0.6,0.7,0,16,16,16,16,3,3,3,3,3,3,3,10,76,76,5,5,5,4,9,9
"634",1000,0.6,0.7,1,16,16,16,16,16,16,2,9,9,9,9,9,0,0,0,0,0,0,0,0
"635",1000,0.6,0.7,1,17,17,17,17,3,3,3,4,9,9,9,9,9,9,9,9,9,0,0,0
"636",1000,0.6,0.7,0,18,18,18,4,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,9
"637",1000,0.6,0.7,0,16,16,16,4,4,4,4,4,4,4,4,4,4,4,5,83,83,5,9,9
"638",1000,0.6,0.7,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,1,1,1
"639",1000,0.6,0.7,1,16,16,16,16,16,2,2,2,2,2,2,2,2,2,7,7,100,100,5,0
"640",1000,0.6,0.7,0,14,14,14,14,14,14,14,14,2,2,2,2,2,2,2,2,2,12,12,71
"641",1000,0.6,0.8,1,18,18,18,18,2,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"642",1000,0.6,0.8,0,20,20,20,3,9,9,5,5,5,5,5,3,3,3,3,3,3,3,3,3
"643",1000,0.6,0.8,1,17,17,17,17,17,17,2,9,9,9,9,9,9,0,0,0,0,0,0,0
"644",1000,0.6,0.8,1,16,16,16,3,3,3,3,3,3,3,3,6,6,100,100,5,0,0,0,0
"645",1000,0.6,0.8,1,16,16,16,16,16,16,16,2,9,9,9,9,9,9,9,9,0,0,0,0
"646",1000,0.6,0.8,1,13,13,13,13,2,2,2,2,2,2,2,9,83,83,5,9,9,9,9,0
"647",1000,0.6,0.8,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"648",1000,0.6,0.8,1,13,13,13,13,13,2,2,2,2,2,2,2,2,7,100,100,5,9,9,0
"649",1000,0.6,0.8,0,16,16,16,16,16,16,16,2,2,5,5,5,5,5,5,5,5,5,7,100
"650",1000,0.6,0.8,0,22,22,5,5,5,5,5,5,5,5,5,5,5,5,5,4,83,83,5,9
"651",1000,0.6,0.9,0,14,14,14,14,14,14,2,2,2,2,2,2,2,2,2,7,71,71,71,3
"652",1000,0.6,0.9,1,20,20,20,3,3,3,3,3,3,3,3,3,5,100,100,5,0,0,0,0
"653",1000,0.6,0.9,1,21,21,21,3,9,9,5,9,9,9,9,9,9,9,9,9,0,0,0,0
"654",1000,0.6,0.9,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,1,1,1,1,1
"655",1000,0.6,0.9,0,14,14,14,14,14,2,2,2,2,2,2,2,9,76,76,5,9,9,5,9
"656",1000,0.6,0.9,0,16,16,16,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3
"657",1000,0.6,0.9,0,15,15,15,15,2,2,2,2,2,2,2,2,2,2,2,2,2,3,100,100
"658",1000,0.6,0.9,1,16,16,16,3,3,3,3,3,3,3,3,10,10,100,100,5,9,0,0,0
"659",1000,0.6,0.9,1,14,14,14,3,9,9,5,5,5,5,5,5,5,7,100,100,5,0,0,0
"660",1000,0.6,0.9,1,14,14,5,5,5,5,5,5,5,5,5,5,5,4,90,90,5,9,9,0
"661",1000,0.6,1,0,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"662",1000,0.6,1,1,18,18,4,9,9,9,9,9,2,9,9,9,9,9,9,9,0,0,0,0
"663",1000,0.6,1,1,13,13,13,13,2,2,2,2,2,2,2,2,5,100,100,4,9,0,0,0
"664",1000,0.6,1,1,15,15,15,3,3,3,3,3,3,3,3,3,5,5,76,76,76,3,0,0
"665",1000,0.6,1,1,16,16,16,16,2,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"666",1000,0.6,1,1,13,13,13,13,2,2,2,2,2,2,2,9,100,100,4,9,9,9,0,0
"667",1000,0.6,1,1,15,15,15,15,15,15,2,9,9,9,9,0,0,0,0,0,0,0,0,0
"668",1000,0.6,1,0,16,16,16,16,2,9,9,9,4,4,4,4,4,4,4,4,5,76,76,4
"669",1000,0.6,1,0,16,16,16,16,16,16,2,2,2,2,2,2,2,2,2,7,100,100,4,9
"670",1000,0.6,1,1,18,18,18,18,18,18,2,9,9,9,0,0,0,0,0,0,0,0,0,0
"671",1000,0.7,0,1,16,16,16,16,16,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"672",1000,0.7,0,0,15,15,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"673",1000,0.7,0,1,17,17,17,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"674",1000,0.7,0,1,18,18,18,18,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"675",1000,0.7,0,1,16,16,16,16,16,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"676",1000,0.7,0,1,21,21,21,21,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"677",1000,0.7,0,1,14,14,14,14,14,14,14,14,14,14,14,9,9,9,9,9,0,0,0,0
"678",1000,0.7,0,1,15,15,15,15,15,15,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"679",1000,0.7,0,1,16,16,16,16,16,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"680",1000,0.7,0,1,13,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,0,0,0,0
"681",1000,0.7,0.1,1,14,14,14,14,14,14,14,14,14,5,9,9,9,9,0,0,0,0,0,0
"682",1000,0.7,0.1,1,13,13,13,13,13,13,13,13,5,9,9,8,9,9,9,9,0,0,0,0
"683",1000,0.7,0.1,1,15,15,15,15,15,15,15,15,5,9,9,9,9,0,0,0,0,0,0,0
"684",1000,0.7,0.1,0,17,17,17,7,7,7,7,7,8,8,8,9,9,9,9,9,9,8,8,8
"685",1000,0.7,0.1,0,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,100
"686",1000,0.7,0.1,1,18,18,18,18,7,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"687",1000,0.7,0.1,1,15,15,15,15,15,6,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"688",1000,0.7,0.1,0,18,18,18,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"689",1000,0.7,0.1,1,15,15,15,15,15,15,6,9,9,9,9,9,0,0,0,0,0,0,0,0
"690",1000,0.7,0.1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"691",1000,0.7,0.2,1,18,18,18,18,5,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"692",1000,0.7,0.2,0,17,17,17,17,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"693",1000,0.7,0.2,1,15,15,15,15,15,15,15,15,4,9,9,9,9,9,0,0,0,0,0,0
"694",1000,0.7,0.2,1,19,19,19,19,5,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"695",1000,0.7,0.2,0,16,16,16,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,34,34
"696",1000,0.7,0.2,1,14,14,14,14,14,14,14,14,14,14,3,9,9,9,9,9,0,0,0,0
"697",1000,0.7,0.2,0,14,14,14,14,14,14,14,14,14,3,3,3,3,3,3,3,3,3,3,3
"698",1000,0.7,0.2,0,13,13,13,13,13,13,13,13,13,13,13,13,3,3,7,7,7,7,7,9
"699",1000,0.7,0.2,1,15,15,15,15,15,15,4,9,9,9,9,9,9,9,0,0,0,0,0,0
"700",1000,0.7,0.2,1,17,17,17,17,5,5,7,9,9,9,9,9,9,0,0,0,0,0,0,0
"701",1000,0.7,0.3,0,18,9,9,9,9,9,9,9,9,9,9,9,9,17,83,83,7,9,9,9
"702",1000,0.7,0.3,0,20,20,20,5,5,7,7,7,7,7,7,7,7,7,7,7,7,2,9,9
"703",1000,0.7,0.3,1,17,17,17,17,17,17,3,9,9,9,0,0,0,0,0,0,0,0,0,0
"704",1000,0.7,0.3,1,17,17,17,17,5,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"705",1000,0.7,0.3,1,19,19,19,19,5,5,7,9,9,9,9,0,0,0,0,0,0,0,0,0
"706",1000,0.7,0.3,0,15,15,15,15,15,15,15,15,15,2,2,2,2,2,2,2,2,2,2,2
"707",1000,0.7,0.3,1,17,17,17,17,17,4,4,4,4,4,4,9,9,9,9,9,9,0,0,0
"708",1000,0.7,0.3,1,20,20,20,20,5,9,9,7,9,9,9,0,0,0,0,0,0,0,0,0
"709",1000,0.7,0.3,1,15,15,15,15,15,15,15,15,3,9,9,9,0,0,0,0,0,0,0,0
"710",1000,0.7,0.3,0,15,15,15,15,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11
"711",1000,0.7,0.4,0,16,16,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,100
"712",1000,0.7,0.4,0,22,22,6,6,6,6,6,6,6,6,6,6,6,6,6,8,100,100,6,9
"713",1000,0.7,0.4,1,16,16,16,16,16,16,3,9,9,9,0,0,0,0,0,0,0,0,0,0
"714",1000,0.7,0.4,1,17,17,17,17,17,17,17,2,9,9,9,0,0,0,0,0,0,0,0,0
"715",1000,0.7,0.4,1,15,15,15,15,15,15,15,2,9,9,9,9,0,0,0,0,0,0,0,0
"716",1000,0.7,0.4,1,18,18,18,18,4,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"717",1000,0.7,0.4,1,17,17,17,17,4,9,9,6,9,9,9,0,0,0,0,0,0,0,0,0
"718",1000,0.7,0.4,1,17,17,17,17,4,4,6,9,9,9,9,9,0,0,0,0,0,0,0,0
"719",1000,0.7,0.4,0,17,17,17,17,17,3,3,3,3,3,3,3,3,3,3,3,3,10,100,100
"720",1000,0.7,0.4,1,15,15,15,15,15,15,3,9,9,9,9,9,0,0,0,0,0,0,0,0
"721",1000,0.7,0.5,1,17,17,17,17,17,3,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"722",1000,0.7,0.5,1,17,17,17,17,17,17,2,9,9,9,0,0,0,0,0,0,0,0,0,0
"723",1000,0.7,0.5,1,16,16,16,16,16,16,16,2,9,9,9,9,9,9,0,0,0,0,0,0
"724",1000,0.7,0.5,0,18,18,18,18,3,3,3,3,3,3,3,3,3,3,9,9,9,100,100,6
"725",1000,0.7,0.5,1,14,14,14,14,14,14,14,14,14,2,9,9,9,9,0,0,0,0,0,0
"726",1000,0.7,0.5,0,16,16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,83
"727",1000,0.7,0.5,0,14,14,14,14,14,14,14,2,2,2,2,2,2,2,2,2,2,2,10,10
"728",1000,0.7,0.5,1,18,18,18,18,3,9,9,9,6,9,9,0,0,0,0,0,0,0,0,0
"729",1000,0.7,0.5,1,17,17,17,17,3,9,9,6,9,9,6,9,9,9,9,9,0,0,0,0
"730",1000,0.7,0.5,0,15,15,15,15,15,15,2,2,2,2,2,3,3,3,3,3,3,3,3,3
"731",1000,0.7,0.6,0,12,12,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
"732",1000,0.7,0.6,1,16,16,16,16,16,16,2,2,5,9,9,9,9,9,9,0,0,0,0,0
"733",1000,0.7,0.6,1,15,15,15,15,15,15,15,15,2,9,9,9,5,9,9,9,9,0,0,0
"734",1000,0.7,0.6,1,14,14,14,14,14,14,2,9,9,9,5,9,9,9,0,0,0,0,0,0
"735",1000,0.7,0.6,1,16,16,16,16,16,16,2,9,9,9,9,9,9,0,0,0,0,0,0,0
"736",1000,0.7,0.6,1,14,14,14,14,14,2,2,2,2,2,2,2,2,2,8,8,100,100,5,0
"737",1000,0.7,0.6,0,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2,6,100,100
"738",1000,0.7,0.6,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"739",1000,0.7,0.6,1,17,17,17,17,3,9,9,5,9,9,9,9,9,9,0,0,0,0,0,0
"740",1000,0.7,0.6,0,14,14,14,14,14,14,2,9,9,9,9,9,2,2,2,2,2,2,2,2
"741",1000,0.7,0.7,1,14,14,14,14,14,14,2,9,9,9,5,9,9,9,9,9,0,0,0,0
"742",1000,0.7,0.7,0,21,21,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,100,100,5
"743",1000,0.7,0.7,0,13,13,13,13,13,13,13,13,13,13,13,13,13,1,9,9,9,9,9,9
"744",1000,0.7,0.7,1,19,19,19,19,3,3,3,4,9,9,9,9,5,9,9,9,9,9,0,0
"745",1000,0.7,0.7,1,16,16,16,16,16,2,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"746",1000,0.7,0.7,0,23,23,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,100
"747",1000,0.7,0.7,1,14,14,14,14,14,14,14,14,14,2,9,9,9,9,0,0,0,0,0,0
"748",1000,0.7,0.7,0,16,16,16,4,4,4,4,4,4,4,4,4,4,4,6,90,90,5,9,9
"749",1000,0.7,0.7,1,16,16,16,16,16,2,2,2,2,2,2,2,2,2,8,100,100,5,0,0
"750",1000,0.7,0.7,1,16,16,16,16,16,16,16,16,2,2,5,9,9,9,9,9,0,0,0,0
