"rep","budget","at","bb","ext_prob","act_dev","act_dev_sd","act_dev_95ci","abs_act_dev","abs_act_dev_sd","abs_act_dev_95ci","fin_yield","fin_yield_sd","fin_yield_95ci","max_diff_yield","max_diff_yield_sd","max_diff_yield_95ci","inac_ts","inac_ts_sd","inac_ts_95ci","overK_tot","overK_sd","overK_95ci"
100,1000,0,0,0.04,-0.215,0.306838202354665,0.0570719056379677,0.277,0.251988005967576,0.0468697691099692,9665.149,127.248185208389,23.6681624487604,0.091,0.0218151534877087,0.00405761854871381,0,0,0,0.03,0.171446607997765,0.0318890690875843
100,1000,0.1,0,0.08,-0.346,0.344276781269391,0.0640354813161067,0.388,0.29587174722856,0.0550321449845121,9711.782,141.095666378261,26.2437939463566,0.095,0.0257994633363698,0.00479870018056479,3.1,2.19963265987388,0.409131674736542,0.01,0.1,0.0186
100,1000,0.1,0.1,0.07,-0.271,0.358914226128154,0.0667580460598367,0.348,0.284612841941434,0.0529379886011068,9682.87,150.501420650103,27.9932642409191,0.094,0.0227143186850162,0.00422486327541301,3.52,2.25397516410542,0.419239380523608,0.04,0.196946385566932,0.0366320277154494
100,1000,0.1,0.2,0.07,-0.268,0.350475948251846,0.0651885263748433,0.329,0.293100927906061,0.0545167725905273,9676.654,154.184455827755,28.6783087839624,0.094,0.0238714924630901,0.00444009759813477,3.26,2.28132515096916,0.424326478080263,0.04,0.196946385566932,0.0366320277154494
100,1000,0.1,0.3,0.05,-0.26,0.341689385793057,0.0635542257575085,0.322,0.283540529588262,0.0527385385034167,9677.79,138.378047537286,25.7383168419352,0.092,0.0233213167215046,0.00433776491019985,3.46,2.12450826158322,0.395158536654479,0.05,0.21904291355759,0.0407419819217118
100,1000,0.1,0.4,0.04,-0.294,0.350716031062802,0.0652331817776812,0.361,0.28005879234853,0.0520909353768266,9696.833,139.777774938515,25.9986661385638,0.09,0.0213836461881556,0.00397735819099695,3.17,1.93351618780005,0.35963401093081,0.01,0.1,0.0186
100,1000,0.1,0.5,0.07,-0.271,0.347971632420945,0.0647227236302957,0.344,0.274713390406596,0.0510966906156269,9681.658,144.480774265326,26.8734240133507,0.091,0.0250075244296227,0.00465139954390983,3.56,2.30204125492875,0.428179673416748,0.05,0.21904291355759,0.0407419819217118
100,1000,0.1,0.6,0.05,-0.274,0.328631271528232,0.0611254165042512,0.323,0.279940616177536,0.0520689546090217,9669.864,139.908886690401,26.0230529244146,0.098,0.0241802116965916,0.00449751937556604,3.57,2.15676057123088,0.401157466248944,0.02,0.14070529413629,0.0261711847093499
100,1000,0.1,0.7,0.08,-0.299,0.366282836429208,0.0681286075758328,0.368,0.296610187848215,0.055169494939768,9687.95,159.726819413374,29.7091884108875,0.094,0.02103975078087,0.00391339364524182,3.16,2.31691191202445,0.430945615636548,0.06,0.277797979063414,0.0516704241057951
100,1000,0.1,0.8,0.02,-0.266,0.33582484973118,0.0624634220499995,0.328,0.275561625951383,0.0512544624269572,9676.033,140.673252694334,26.1652250011461,0.093,0.0239949127378997,0.00446305376924935,3.52,2.11526438875698,0.393439176308798,0.03,0.171446607997765,0.0318890690875843
