"","case_nb","popinit","K","MT","nb_stkh","at","bb","extinct","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"205",41,8539,11444,7321,40,1,0.5,1,14,14,14,14,14,100,100,100,100,100,3,0,0,0,0,0,0,0,0,0
"206",42,1531,6432,4222,24,0,0.5,0,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,25,37
"207",42,1531,6432,4222,24,0.1,0.5,0,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"208",42,1531,6432,4222,24,0.523448602558029,0.5,0,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"209",42,1531,6432,4222,24,0.7,0.5,0,17,17,17,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"210",42,1531,6432,4222,24,1,0.5,1,17,17,17,17,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"211",43,6728,7391,5083,36,0,0.5,0,16,71,35,9,18,66,16,9,31,24,23,62,9,55,9,9,45,12,9,83
"212",43,6728,7391,5083,36,0.1,0.5,0,16,71,22,22,22,31,45,45,45,4,9,9,9,20,40,40,40,4,9,9
"213",43,6728,7391,5083,36,0.454062561479441,0.5,0,16,16,16,90,90,6,9,9,9,9,9,9,9,9,9,9,9,8,76,76
"214",43,6728,7391,5083,36,0.7,0.5,1,14,14,14,14,100,100,100,4,0,0,0,0,0,0,0,0,0,0,0,0
"215",43,6728,7391,5083,36,1,0.5,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"216",44,1721,2756,1740,12,0,0.5,0,16,9,9,83,30,11,9,38,9,32,76,9,55,11,9,9,25,9,71,9
"217",44,1721,2756,1740,12,0.1,0.5,0,16,16,16,16,55,55,55,4,9,9,9,17,17,26,100,9,9,23,24,24
"218",44,1721,2756,1740,12,0.583908045977011,0.5,1,15,15,15,15,15,100,100,100,4,0,0,0,0,0,0,0,0,0,0,0
"219",44,1721,2756,1740,12,0.7,0.5,1,17,17,17,17,17,17,17,50,50,50,100,100,6,9,9,9,9,9,0,0
"220",44,1721,2756,1740,12,1,0.5,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,6,100,100,100
"221",45,5180,6568,4589,5,0,0.5,0,16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"222",45,5180,6568,4589,5,0.1,0.5,0,23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"223",45,5180,6568,4589,5,0.431248638047505,0.5,0,19,19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"224",45,5180,6568,4589,5,0.7,0.5,0,14,14,14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66
"225",45,5180,6568,4589,5,1,0.5,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,5,100,100
"226",46,5565,2648,2016,8,0,0.5,0,17,100,9,100,66,100,9,58,16,100,9,50,100,9,47,100,16,83,58,9
"227",46,5565,2648,2016,8,0.1,0.5,0,18,100,71,28,100,32,76,76,6,58,9,9,100,100,9,100,100,6,9,9
"228",46,5565,2648,2016,8,0.313492063492063,0.5,0,14,100,100,100,100,3,9,9,9,9,9,9,100,100,100,4,9,9,9,9
"229",46,5565,2648,2016,8,0.7,0.5,0,17,17,17,17,17,17,17,17,17,13,13,13,100,100,100,100,100,3,9,9
"230",46,5565,2648,2016,8,1,0.5,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"231",47,1433,1085,768,3,0,0.5,0,20,100,100,9,9,34,100,71,66,52,58,9,100,83,9,9,9,9,100,9
"232",47,1433,1085,768,3,0.1,0.5,0,15,100,100,43,9,9,41,76,100,66,90,9,9,9,34,100,100,6,9,9
"233",47,1433,1085,768,3,0.412760416666667,0.5,1,18,100,100,100,100,100,3,9,9,9,9,9,9,9,9,0,0,0,0,0
"234",47,1433,1085,768,3,0.7,0.5,1,19,100,100,100,100,100,100,3,9,9,9,0,0,0,0,0,0,0,0,0
"235",47,1433,1085,768,3,1,0.5,0,20,20,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,100,100,100
"236",48,1772,3822,2502,18,0,0.5,0,16,9,9,9,13,9,23,27,32,26,22,9,76,12,9,9,47,32,9,58
"237",48,1772,3822,2502,18,0.1,0.5,0,15,9,9,9,9,9,9,33,33,6,9,9,66,66,6,9,9,9,6,6
"238",48,1772,3822,2502,18,0.52757793764988,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,6,100,100,100,4
"239",48,1772,3822,2502,18,0.7,0.5,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
"240",48,1772,3822,2502,18,1,0.5,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"241",49,7548,11101,9225,29,0,0.5,0,18,9,9,90,9,100,52,20,58,100,30,90,14,100,45,62,76,52,50,45
"242",49,7548,11101,9225,29,0.1,0.5,0,18,18,18,45,66,58,100,100,6,55,66,62,35,55,62,62,76,52,90,90
"243",49,7548,11101,9225,29,0.203360433604336,0.5,0,23,23,23,23,23,100,100,100,100,3,9,9,9,9,9,100,100,100,100,3
"244",49,7548,11101,9225,29,0.7,0.5,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"245",49,7548,11101,9225,29,1,0.5,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
"246",50,1928,563,416,34,0,0.5,1,21,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",50,1928,563,416,34,0.1,0.5,1,19,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248",50,1928,563,416,34,0.353365384615385,0.5,1,17,17,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",50,1928,563,416,34,0.7,0.5,1,16,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250",50,1928,563,416,34,1,0.5,1,16,16,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",51,9860,8187,6516,20,0,0.5,0,14,100,20,100,71,90,9,16,100,100,26,62,90,71,27,83,55,100,12,100
"252",51,9860,8187,6516,20,0.1,0.5,0,17,100,50,90,90,66,66,6,76,40,50,50,90,90,90,4,9,9,100,90
"253",51,9860,8187,6516,20,0.256445672191528,0.5,0,13,100,100,100,100,100,3,9,9,9,9,9,9,100,100,100,100,3,3,3
"254",51,9860,8187,6516,20,0.7,0.5,0,14,14,14,14,14,100,100,100,100,100,100,100,2,9,9,9,9,9,6,6
"255",51,9860,8187,6516,20,1,0.5,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
"256",52,5742,4134,2985,15,0,0.5,0,16,100,9,71,29,71,9,10,100,15,9,100,55,9,58,50,9,62,9,55
"257",52,5742,4134,2985,15,0.1,0.5,0,15,90,55,55,55,4,43,43,6,38,38,27,27,27,27,43,62,83,83,6
"258",52,5742,4134,2985,15,0.384924623115578,0.5,0,13,100,100,100,4,9,9,9,9,9,9,9,9,9,9,9,52,100,100,100
"259",52,5742,4134,2985,15,0.7,0.5,1,14,14,14,100,100,100,100,3,9,9,0,0,0,0,0,0,0,0,0,0
"260",52,5742,4134,2985,15,1,0.5,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"261",53,4218,7235,5700,11,0,0.5,0,15,9,9,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"262",53,4218,7235,5700,11,0.1,0.5,0,15,9,62,76,9,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100
"263",53,4218,7235,5700,11,0.269298245614035,0.5,0,13,13,13,13,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"264",53,4218,7235,5700,11,0.7,0.5,0,23,23,23,23,23,23,23,23,31,31,100,100,100,100,100,100,100,100,100,100
"265",53,4218,7235,5700,11,1,0.5,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"266",54,8367,6336,3757,49,0,0.5,0,18,55,9,9,20,31,11,9,16,23,21,9,21,9,13,22,9,11,10,9
"267",54,8367,6336,3757,49,0.1,0.5,1,18,71,71,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268",54,8367,6336,3757,49,0.68645195634815,0.5,1,18,18,18,66,66,6,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"269",54,8367,6336,3757,49,0.7,0.5,1,15,62,62,6,6,6,6,3,3,3,4,9,9,9,9,9,0,0,0,0
"270",54,8367,6336,3757,49,1,0.5,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
"271",55,3258,4237,3309,8,0,0.5,0,13,100,83,62,100,100,9,66,100,100,100,34,100,76,100,100,100,100,71,100
"272",55,3258,4237,3309,8,0.1,0.5,0,14,100,50,50,100,100,100,100,100,100,6,6,76,76,100,100,100,100,4,4
"273",55,3258,4237,3309,8,0.280447265034754,0.5,0,17,100,100,100,100,100,3,3,3,3,3,100,100,100,100,100,100,100,100,100
"274",55,3258,4237,3309,8,0.7,0.5,0,14,14,14,14,14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"275",55,3258,4237,3309,8,1,0.5,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"276",56,463,392,305,16,0,0.5,1,16,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277",56,463,392,305,16,0.1,0.5,1,18,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278",56,463,392,305,16,0.285245901639344,0.5,1,13,10,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279",56,463,392,305,16,0.7,0.5,1,11,11,11,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280",56,463,392,305,16,1,0.5,1,16,16,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281",57,1912,1288,1064,8,0,0.5,0,13,100,9,9,9,9,9,43,9,9,25,9,19,62,9,9,9,9,17,100
"282",57,1912,1288,1064,8,0.1,0.5,0,15,62,9,9,100,9,9,9,9,9,9,9,9,6,9,9,9,19,19,6
"283",57,1912,1288,1064,8,0.210526315789474,0.5,1,16,50,50,6,9,9,90,90,6,9,9,9,9,0,0,0,0,0,0,0
"284",57,1912,1288,1064,8,0.7,0.5,1,15,15,15,15,15,100,100,6,9,9,0,0,0,0,0,0,0,0,0,0
"285",57,1912,1288,1064,8,1,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"286",58,5840,1392,1148,10,0,0.5,0,15,66,43,9,9,50,15,9,9,9,52,9,9,50,9,9,38,9,16,41
"287",58,5840,1392,1148,10,0.1,0.5,0,11,100,9,18,34,9,9,9,9,43,41,41,6,9,9,6,9,9,9,9
"288",58,5840,1392,1148,10,0.212543554006969,0.5,0,16,71,71,6,9,9,9,9,9,6,6,6,6,32,43,43,6,9,9,9
"289",58,5840,1392,1148,10,0.7,0.5,1,15,90,90,6,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"290",58,5840,1392,1148,10,1,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"291",59,1615,1145,1030,38,0,0.5,1,15,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",59,1615,1145,1030,38,0.1,0.5,1,17,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293",59,1615,1145,1030,38,0.111650485436893,0.5,1,25,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",59,1615,1145,1030,38,0.7,0.5,1,18,18,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295",59,1615,1145,1030,38,1,0.5,1,17,17,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",60,2837,6639,4766,15,0,0.5,0,18,9,9,9,9,35,43,9,100,9,100,66,83,9,100,45,100,37,100,45
"297",60,2837,6639,4766,15,0.1,0.5,0,14,9,9,9,50,50,76,9,58,58,100,100,6,9,9,100,52,47,100,100
"298",60,2837,6639,4766,15,0.392992026856903,0.5,0,16,9,9,9,9,9,9,100,100,100,100,100,100,100,100,2,9,9,9,9
"299",60,2837,6639,4766,15,0.7,0.5,0,16,16,16,16,16,16,16,16,16,16,9,100,100,100,100,100,100,100,100,100
"300",60,2837,6639,4766,15,1,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"301",61,338,955,668,11,0,0.5,1,14,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302",61,338,955,668,11,0.1,0.5,1,22,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303",61,338,955,668,11,0.429640718562874,0.5,1,21,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304",61,338,955,668,11,0.7,0.5,1,18,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305",61,338,955,668,11,1,0.5,1,17,17,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306",62,8463,12572,9609,38,0,0.5,0,16,9,9,90,9,76,37,11,100,22,47,71,90,26,47,33,24,83,40,50
"307",62,8463,12572,9609,38,0.1,0.5,0,18,18,18,40,47,71,71,71,71,3,9,9,41,41,50,58,37,34,34,71
"308",62,8463,12572,9609,38,0.308356748881257,0.5,0,14,14,14,14,100,100,100,100,3,9,9,9,9,9,9,9,9,9,9,9
"309",62,8463,12572,9609,38,0.7,0.5,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,6,6,6,6
"310",62,8463,12572,9609,38,1,0.5,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
"311",63,6110,7159,4279,38,0,0.5,0,16,66,9,28,25,38,9,9,24,9,9,35,37,9,14,16,15,41,9,35
"312",63,6110,7159,4279,38,0.1,0.5,0,17,76,15,15,15,31,12,35,35,35,4,9,9,9,38,38,6,6,6,6
"313",63,6110,7159,4279,38,0.673054451974761,0.5,1,16,100,100,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314",63,6110,7159,4279,38,0.7,0.5,1,14,14,100,100,6,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"315",63,6110,7159,4279,38,1,0.5,1,16,16,16,16,100,100,100,4,0,0,0,0,0,0,0,0,0,0,0,0
"316",64,7525,4333,3519,16,0,0.5,0,14,100,21,28,90,52,9,27,38,38,90,47,31,100,9,9,9,26,83,43
"317",64,7525,4333,3519,16,0.1,0.5,0,20,41,50,71,52,47,47,47,47,3,43,31,31,55,62,62,62,4,9,29
"318",64,7525,4333,3519,16,0.231315714691674,0.5,0,16,100,100,6,9,9,9,9,90,62,62,62,4,9,9,9,9,9,76,83
"319",64,7525,4333,3519,16,0.7,0.5,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
"320",64,7525,4333,3519,16,1,0.5,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"321",65,8703,14132,10599,29,0,0.5,0,20,9,9,66,90,83,52,100,100,47,55,55,100,76,66,100,100,9,100,62
"322",65,8703,14132,10599,29,0.1,0.5,0,17,9,9,100,100,58,58,55,71,71,71,71,71,50,50,76,83,83,83,83
"323",65,8703,14132,10599,29,0.333333333333333,0.5,0,17,17,17,17,100,100,100,100,100,100,100,2,2,2,2,2,100,100,100,100
"324",65,8703,14132,10599,29,0.7,0.5,0,18,18,18,18,18,18,18,100,100,100,100,100,100,100,100,100,100,100,100,1
"325",65,8703,14132,10599,29,1,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"326",66,1288,4599,3463,27,0,0.5,1,17,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"327",66,1288,4599,3463,27,0.1,0.5,1,16,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"328",66,1288,4599,3463,27,0.328039272307248,0.5,1,15,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
"329",66,1288,4599,3463,27,0.7,0.5,1,17,17,6,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"330",66,1288,4599,3463,27,1,0.5,1,16,16,16,16,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331",67,541,3586,2671,20,0,0.5,1,21,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",67,541,3586,2671,20,0.1,0.5,1,21,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",67,541,3586,2671,20,0.342568326469487,0.5,1,14,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",67,541,3586,2671,20,0.7,0.5,1,16,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",67,541,3586,2671,20,1,0.5,1,14,14,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",68,3770,3661,2886,19,0,0.5,0,17,55,19,9,26,58,9,45,38,9,19,83,9,9,9,12,76,9,11,55
"337",68,3770,3661,2886,19,0.1,0.5,0,15,55,55,6,9,31,31,24,24,29,29,55,9,9,9,26,38,9,28,58
"338",68,3770,3661,2886,19,0.268537768537769,0.5,0,16,62,62,6,9,9,9,55,55,6,6,6,6,71,71,6,9,9,9,9
"339",68,3770,3661,2886,19,0.7,0.5,1,10,10,10,10,10,100,100,100,4,0,0,0,0,0,0,0,0,0,0,0
"340",68,3770,3661,2886,19,1,0.5,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
"341",69,9481,8943,6908,36,0,0.5,0,14,90,12,31,25,90,9,26,58,9,50,28,83,9,62,12,66,9,45,83
"342",69,9481,8943,6908,36,0.1,0.5,0,13,58,40,52,52,52,4,9,9,22,22,66,58,58,6,6,22,22,55,29
"343",69,9481,8943,6908,36,0.294585987261146,0.5,0,16,100,100,6,9,9,9,9,9,9,9,62,62,62,62,62,3,9,9,9
"344",69,9481,8943,6908,36,0.7,0.5,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,7,7,7,7,100,100
"345",69,9481,8943,6908,36,1,0.5,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"346",70,9191,7368,6993,23,0,0.5,0,18,90,9,9,22,83,10,71,9,83,9,40,62,18,100,47,55,9,76,47
"347",70,9191,7368,6993,23,0.0536250536250535,0.5,0,16,83,83,6,30,100,9,9,38,100,100,6,9,50,50,35,9,71,71,6
"348",70,9191,7368,6993,23,0.1,0.5,0,17,52,45,45,45,45,45,40,40,34,90,90,90,4,9,9,9,66,66,66
"349",70,9191,7368,6993,23,0.7,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"350",70,9191,7368,6993,23,1,0.5,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
"351",71,330,248,186,27,0,0.5,1,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352",71,330,248,186,27,0.1,0.5,1,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353",71,330,248,186,27,0.333333333333333,0.5,1,15,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354",71,330,248,186,27,0.7,0.5,1,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355",71,330,248,186,27,1,0.5,1,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356",72,3636,69,58,43,0,0.5,1,15,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357",72,3636,69,58,43,0.1,0.5,1,17,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358",72,3636,69,58,43,0.189655172413793,0.5,1,17,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359",72,3636,69,58,43,0.7,0.5,1,18,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",72,3636,69,58,43,1,0.5,1,15,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361",73,1730,1996,1517,44,0,0.5,1,15,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"362",73,1730,1996,1517,44,0.1,0.5,1,16,16,6,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",73,1730,1996,1517,44,0.315754779169413,0.5,1,18,18,6,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",73,1730,1996,1517,44,0.7,0.5,1,15,15,15,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365",73,1730,1996,1517,44,1,0.5,1,16,16,16,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",74,8685,5512,3999,24,0,0.5,0,15,100,18,58,9,21,43,9,66,25,9,58,32,62,9,13,76,27,9,45
"367",74,8685,5512,3999,24,0.1,0.5,0,14,66,83,83,6,9,9,9,6,6,6,27,27,58,20,100,9,9,9,76
"368",74,8685,5512,3999,24,0.378344586146537,0.5,0,20,100,100,6,9,9,9,9,9,9,9,9,15,100,100,100,4,9,9,9
"369",74,8685,5512,3999,24,0.7,0.5,0,16,16,16,16,16,16,16,16,25,25,25,25,25,25,25,25,25,25,25,25
"370",74,8685,5512,3999,24,1,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"371",75,8489,8538,6680,44,0,0.5,0,15,76,9,9,22,71,9,14,13,33,43,29,66,9,27,11,66,9,9,83
"372",75,8489,8538,6680,44,0.1,0.5,0,17,83,83,6,9,9,9,9,9,9,9,9,9,9,9,9,9,62,62,6
"373",75,8489,8538,6680,44,0.27814371257485,0.5,0,16,16,16,62,62,62,4,9,9,9,9,9,9,9,55,55,55,4,9,9
"374",75,8489,8538,6680,44,0.7,0.5,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"375",75,8489,8538,6680,44,1,0.5,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"376",76,7695,10746,7581,4,0,0.5,0,18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"377",76,7695,10746,7581,4,0.1,0.5,0,22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"378",76,7695,10746,7581,4,0.417491096161456,0.5,0,16,16,16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"379",76,7695,10746,7581,4,0.7,0.5,0,16,16,16,16,16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"380",76,7695,10746,7581,4,1,0.5,0,16,16,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,100,100,100
"381",77,5709,10221,8375,33,0,0.5,0,20,9,9,9,9,45,90,24,47,9,62,28,66,9,76,9,100,9,100,9
"382",77,5709,10221,8375,33,0.1,0.5,0,20,9,9,9,9,100,100,6,9,9,9,58,41,83,41,47,47,50,45,62
"383",77,5709,10221,8375,33,0.220417910447761,0.5,0,17,9,9,9,9,100,100,6,6,6,6,100,100,100,4,9,9,9,9,9
"384",77,5709,10221,8375,33,0.7,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"385",77,5709,10221,8375,33,1,0.5,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"386",78,5703,3944,2694,21,0,0.5,0,16,100,9,9,27,55,13,18,76,9,9,19,9,18,40,47,9,40,12,40
"387",78,5703,3944,2694,21,0.1,0.5,0,19,90,90,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"388",78,5703,3944,2694,21,0.463994060876021,0.5,1,15,100,100,6,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
"389",78,5703,3944,2694,21,0.7,0.5,1,15,15,15,100,100,6,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"390",78,5703,3944,2694,21,1,0.5,0,18,18,18,18,18,18,18,18,18,18,18,10,10,10,10,10,10,10,10,100
"391",79,9596,12785,10147,28,0,0.5,0,19,83,14,90,45,100,90,27,100,90,62,32,83,58,100,41,100,27,100,83
"392",79,9596,12785,10147,28,0.1,0.5,0,14,14,100,100,100,100,3,9,9,76,76,71,71,50,83,43,100,90,55,83
"393",79,9596,12785,10147,28,0.259978318714891,0.5,0,17,17,100,100,100,100,3,3,3,3,3,100,100,100,100,100,100,100,2,9
"394",79,9596,12785,10147,28,0.7,0.5,0,16,16,16,16,16,16,16,16,16,16,16,8,8,8,8,8,100,100,100,100
"395",79,9596,12785,10147,28,1,0.5,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
"396",80,8915,4410,2738,37,0,0.5,0,16,83,9,9,9,9,9,9,22,17,9,11,20,9,9,9,9,9,9,23
"397",80,8915,4410,2738,37,0.1,0.5,1,14,76,76,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398",80,8915,4410,2738,37,0.610664718772827,0.5,1,17,76,76,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399",80,8915,4410,2738,37,0.7,0.5,1,14,62,62,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400",80,8915,4410,2738,37,1,0.5,1,18,18,18,18,18,18,90,90,6,0,0,0,0,0,0,0,0,0,0,0
"401",81,4033,2837,2281,37,0,0.5,0,15,11,16,16,9,24,9,9,9,11,24,9,16,9,9,9,9,9,9,9
"402",81,4033,2837,2281,37,0.1,0.5,0,15,31,9,9,6,9,9,6,6,6,6,12,14,14,14,14,15,17,17,6
"403",81,4033,2837,2281,37,0.243752740026304,0.5,1,17,19,19,19,19,3,9,9,9,9,9,9,9,9,9,0,0,0,0,0
"404",81,4033,2837,2281,37,0.7,0.5,1,17,17,17,17,17,17,17,17,2,9,9,9,0,0,0,0,0,0,0,0
"405",81,4033,2837,2281,37,1,0.5,1,15,15,15,15,15,15,15,15,15,15,15,15,1,0,0,0,0,0,0,0
"406",82,7472,5341,4137,18,0,0.5,0,16,71,62,12,66,62,52,55,45,9,66,9,27,55,12,100,10,52,100,9
"407",82,7472,5341,4137,18,0.1,0.5,0,14,100,100,6,9,43,76,76,6,6,40,43,52,31,83,9,58,58,6,47
"408",82,7472,5341,4137,18,0.291032148900169,0.5,0,15,100,100,100,4,9,9,9,6,6,6,6,100,100,6,6,6,6,100,100
"409",82,7472,5341,4137,18,0.7,0.5,1,17,17,100,100,100,100,3,9,9,9,9,9,9,0,0,0,0,0,0,0
"410",82,7472,5341,4137,18,1,0.5,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"411",83,6952,4032,2377,6,0,0.5,0,16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"412",83,6952,4032,2377,6,0.1,0.5,0,14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"413",83,6952,4032,2377,6,0.69625578460244,0.5,0,14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"414",83,6952,4032,2377,6,0.7,0.5,0,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"415",83,6952,4032,2377,6,1,0.5,0,15,15,15,15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"416",84,5118,6055,4418,34,0,0.5,0,17,43,18,16,40,9,27,37,9,50,9,25,50,9,43,9,22,28,9,35
