"","case_nb","popinit","K","MT","nb_stkh","at","bb","extinct","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"417",84,5118,6055,4418,34,0.1,0.5,0,19,27,25,28,47,47,6,6,6,6,76,76,6,9,9,9,9,9,9,9
"418",84,5118,6055,4418,34,0.370529651425985,0.5,1,14,14,83,83,6,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0
"419",84,5118,6055,4418,34,0.7,0.5,1,16,16,16,16,16,100,100,6,9,9,9,9,0,0,0,0,0,0,0,0
"420",84,5118,6055,4418,34,1,0.5,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"421",85,5962,9157,7186,31,0,0.5,0,12,17,9,52,25,100,9,41,52,83,35,66,9,47,23,66,90,37,31,52
"422",85,5962,9157,7186,31,0.1,0.5,0,16,16,16,16,62,90,27,27,76,76,6,6,6,100,100,6,6,40,40,40
"423",85,5962,9157,7186,31,0.274283328694684,0.5,0,15,15,15,76,76,76,4,9,9,9,9,9,90,90,90,90,3,9,9,9
"424",85,5962,9157,7186,31,0.7,0.5,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"425",85,5962,9157,7186,31,1,0.5,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
"426",86,4856,2734,2082,25,0,0.5,0,14,26,24,9,9,71,9,9,9,9,9,9,10,9,45,9,19,9,15,9
"427",86,4856,2734,2082,25,0.1,0.5,0,17,41,9,9,24,24,24,24,3,9,9,9,6,6,38,38,6,9,9,9
"428",86,4856,2734,2082,25,0.313160422670509,0.5,1,16,55,55,6,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"429",86,4856,2734,2082,25,0.7,0.5,1,17,17,17,17,17,17,76,76,6,0,0,0,0,0,0,0,0,0,0,0
"430",86,4856,2734,2082,25,1,0.5,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"431",87,2887,6638,5607,11,0,0.5,0,19,9,9,9,9,9,100,100,55,90,100,100,100,9,100,76,100,100,34,100
"432",87,2887,6638,5607,11,0.1,0.5,0,18,9,9,9,9,9,100,100,90,100,100,76,100,100,100,100,100,100,100,100
"433",87,2887,6638,5607,11,0.183877296236847,0.5,0,17,9,9,9,9,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"434",87,2887,6638,5607,11,0.7,0.5,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"435",87,2887,6638,5607,11,1,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"436",88,3806,11173,7941,47,0,0.5,0,15,9,9,9,9,9,9,9,9,30,33,9,22,35,66,23,9,34,90,9
"437",88,3806,11173,7941,47,0.1,0.5,0,16,9,9,9,9,9,9,9,9,9,9,66,66,6,6,6,43,35,50,38
"438",88,3806,11173,7941,47,0.407001637073416,0.5,0,18,9,9,9,9,9,9,9,3,3,3,3,3,3,100,100,100,4,9,9
"439",88,3806,11173,7941,47,0.7,0.5,0,15,15,15,15,15,15,15,15,15,2,9,9,9,4,4,4,4,4,4,4
"440",88,3806,11173,7941,47,1,0.5,1,15,15,15,15,15,15,15,15,15,15,15,15,1,0,0,0,0,0,0,0
"441",89,2433,3123,2335,26,0,0.5,0,17,9,17,9,17,29,9,9,9,9,35,9,9,14,43,9,9,9,12,12
"442",89,2433,3123,2335,26,0.1,0.5,0,18,18,18,4,4,33,10,34,34,6,9,9,9,9,9,6,6,6,22,11
"443",89,2433,3123,2335,26,0.337473233404711,0.5,0,18,18,18,18,18,18,18,2,9,9,9,9,9,6,9,9,9,9,9,9
"444",89,2433,3123,2335,26,0.7,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"445",89,2433,3123,2335,26,1,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"446",90,9426,9283,6333,14,0,0.5,0,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"447",90,9426,9283,6333,14,0.1,0.5,0,15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"448",90,9426,9283,6333,14,0.465813990210011,0.5,0,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"449",90,9426,9283,6333,14,0.7,0.5,0,14,14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"450",90,9426,9283,6333,14,1,0.5,0,13,13,13,13,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"451",91,9657,2478,2203,18,0,0.5,0,20,100,9,9,9,9,9,23,40,9,9,23,9,32,9,33,9,9,55,9
"452",91,9657,2478,2203,18,0.1,0.5,0,16,76,76,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"453",91,9657,2478,2203,18,0.124829777576033,0.5,0,14,45,23,18,34,34,34,34,3,9,9,6,30,30,30,30,30,3,9,19
"454",91,9657,2478,2203,18,0.7,0.5,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"455",91,9657,2478,2203,18,1,0.5,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
"456",92,8390,7785,5895,47,0,0.5,0,16,47,11,40,9,35,38,9,10,25,52,9,13,23,35,13,18,27,21,21
"457",92,8390,7785,5895,47,0.1,0.5,0,16,62,20,20,20,14,14,30,21,23,40,30,30,6,6,32,41,20,20,20
"458",92,8390,7785,5895,47,0.320610687022901,0.5,0,16,16,58,58,6,6,6,6,6,71,71,6,9,9,9,9,9,9,9,9
"459",92,8390,7785,5895,47,0.7,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,8,8,100,100,6,9,9
"460",92,8390,7785,5895,47,1,0.5,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
"461",93,5589,9256,6250,18,0,0.5,0,17,9,71,58,100,100,9,76,16,100,100,62,9,76,100,100,18,100,100,55
"462",93,5589,9256,6250,18,0.1,0.5,0,20,20,71,45,83,62,90,76,100,100,100,4,9,9,9,90,66,100,100,47
"463",93,5589,9256,6250,18,0.48096,0.5,0,14,14,14,14,14,100,100,100,100,100,100,100,100,100,100,100,100,2,9,9
"464",93,5589,9256,6250,18,0.7,0.5,0,17,17,17,17,17,17,17,52,100,100,100,100,100,100,100,100,100,100,100,100
"465",93,5589,9256,6250,18,1,0.5,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"466",94,9152,9518,7012,43,0,0.5,0,20,100,9,13,29,40,9,41,38,9,47,20,32,11,66,23,58,13,9,41
"467",94,9152,9518,7012,43,0.1,0.5,0,19,71,71,6,6,6,34,24,47,26,29,45,45,45,4,4,27,22,30,30
"468",94,9152,9518,7012,43,0.357387335995436,0.5,0,18,71,71,71,4,9,9,9,9,9,9,9,9,9,9,27,100,100,6,9
"469",94,9152,9518,7012,43,0.7,0.5,1,15,15,15,15,15,100,100,100,4,9,9,0,0,0,0,0,0,0,0,0
"470",94,9152,9518,7012,43,1,0.5,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"471",95,5713,4499,3103,48,0,0.5,0,19,45,9,9,9,9,9,9,26,9,9,9,9,9,9,9,9,9,9,9
"472",95,5713,4499,3103,48,0.1,0.5,0,16,34,34,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"473",95,5713,4499,3103,48,0.449887205929745,0.5,1,15,15,33,33,33,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"474",95,5713,4499,3103,48,0.7,0.5,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,1,1,1
"475",95,5713,4499,3103,48,1,0.5,1,21,21,21,21,21,21,21,21,2,0,0,0,0,0,0,0,0,0,0,0
"476",96,2172,3275,2304,16,0,0.5,0,15,9,11,37,30,10,45,47,9,9,9,90,47,9,9,9,9,27,37,9
"477",96,2172,3275,2304,16,0.1,0.5,0,16,22,22,6,52,9,40,40,6,6,16,22,22,27,38,19,21,33,45,9
"478",96,2172,3275,2304,16,0.421440972222222,0.5,1,16,16,16,83,83,6,9,9,9,9,9,9,9,9,9,0,0,0,0,0
"479",96,2172,3275,2304,16,0.7,0.5,1,15,15,15,15,15,15,15,15,15,12,12,12,12,12,100,100,100,4,0,0
"480",96,2172,3275,2304,16,1,0.5,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"481",97,6943,6863,5460,49,0,0.5,0,20,52,9,9,16,35,11,23,47,29,9,9,9,16,18,38,9,26,29,16
"482",97,6943,6863,5460,49,0.1,0.5,0,18,58,9,9,9,16,26,19,28,21,21,21,40,40,6,9,9,9,9,9
"483",97,6943,6863,5460,49,0.256959706959707,0.5,1,15,62,62,6,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0
"484",97,6943,6863,5460,49,0.7,0.5,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"485",97,6943,6863,5460,49,1,0.5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"486",98,6234,7496,5422,34,0,0.5,0,17,37,24,23,58,9,50,38,12,19,34,35,9,76,9,9,34,18,52,35
"487",98,6234,7496,5422,34,0.1,0.5,0,16,71,71,6,9,9,9,9,9,31,45,25,34,25,58,58,6,9,9,24
"488",98,6234,7496,5422,34,0.382515676872003,0.5,1,16,16,16,90,90,90,4,9,9,9,9,9,0,0,0,0,0,0,0,0
"489",98,6234,7496,5422,34,0.7,0.5,1,17,17,17,17,17,100,100,100,4,9,9,0,0,0,0,0,0,0,0,0
"490",98,6234,7496,5422,34,1,0.5,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
"491",99,175,3049,2425,39,0,0.5,1,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492",99,175,3049,2425,39,0.1,0.5,1,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493",99,175,3049,2425,39,0.257319587628866,0.5,1,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494",99,175,3049,2425,39,0.7,0.5,1,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495",99,175,3049,2425,39,1,0.5,1,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496",100,8488,11269,8586,37,0,0.5,0,17,26,14,45,66,76,58,9,55,83,35,37,9,50,22,50,66,50,76,9
"497",100,8488,11269,8586,37,0.1,0.5,0,13,58,58,6,6,100,100,6,9,9,33,33,50,58,37,37,34,35,52,38
"498",100,8488,11269,8586,37,0.312485441416259,0.5,0,18,18,18,100,100,100,4,9,9,9,9,9,9,9,9,9,100,100,100,4
"499",100,8488,11269,8586,37,0.7,0.5,0,16,16,16,16,16,100,100,100,100,3,9,9,6,6,6,6,6,6,6,6
"500",100,8488,11269,8586,37,1,0.5,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
