1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004
185.8212,163.8547,109.9172,217.0503,201.6676,143.5557,127.2826,92.1176,41.1897,42.3863,37.4648,26.6012,28.8291,23.3376,16.1987,8.1634,7.7831,4.7392,6.4652,10.6852,13.0675,19.529,27.8198,43.2287,67.89,69.8953,67.8695,89.9507,119.2575,124.6881,118.1721,97.6157,69.9605,46.8853,50.6133,45.5913,44.8673,53.5966,70.6639,81.334,80.7603,125.2627,155.9025,170.1926,185.5799
