"Fitness_calls","Mean_Fitness","LCI","UCI"
805,9885698.88871796,9855365.76888476,9915931.65053233
807,9885394.57023656,9853704.43052911,9912670.75218828
809,9882827.74749673,9851223.41439501,9912317.88348665
811,9884115.04750383,9851809.73631879,9913728.65819135
813,9884522.87217794,9855470.98761674,9912953.56851313
815,9882487.22947314,9848182.70723499,9911006.61613441
817,9884200.90120391,9851857.55061666,9912423.8863042
819,9883217.8615821,9849937.75518999,9912779.60219553
821,9885130.70291108,9853404.45623547,9912104.23638511
823,9884232.85374789,9849618.81668172,9911228.13377742
825,9883600.0925189,9848784.18770378,9912323.4922285
827,9885673.38299281,9852927.02289724,9912720.12745942
829,9884660.00792033,9853784.31105819,9914278.14822835
831,9884063.06323543,9850775.08925915,9912993.45844304
833,9884279.37449038,9852750.72412388,9912302.37357641
835,9885400.78285904,9852681.76230763,9911926.56856649
837,9884404.24320893,9852240.5911305,9912590.60494652
839,9883844.85546244,9850895.18272972,9911988.34248846
841,9883723.35997648,9851944.03081997,9912750.01457393
843,9884581.33260058,9852655.43963279,9912028.3589716
845,9883432.63496092,9851711.30510329,9911590.58005131
847,9883887.931708,9851649.67576561,9911143.0617689
849,9885034.1670845,9853747.18422349,9913615.24603106
851,9885387.61482955,9855300.91710553,9913649.33373983
853,9884184.64270453,9851304.90483308,9911305.0210812
855,9884326.71609961,9852457.65607808,9912613.90987875
857,9883831.51486666,9853148.70199062,9912273.02018345
859,9884124.2158849,9849454.71606272,9913264.93724363
861,9883983.71262348,9850700.22511335,9911541.94276142
863,9884740.63691462,9853853.31164961,9912346.04890943
865,9884289.9196988,9849592.33825695,9914632.45196354
867,9884603.18781694,9852551.62503683,9912319.37720001
869,9882880.87084155,9851080.96245322,9909987.81390719
871,9884094.81423536,9848508.43181551,9912722.99048138
873,9884451.14132658,9852421.49853974,9914666.67732715
875,9885181.89862919,9857437.49842224,9911391.96027627
877,9883737.57744085,9852887.80164304,9911779.40893099
879,9884860.94956822,9854498.56290085,9913486.81546797
881,9884951.83855409,9853791.00834379,9913147.7296736
883,9884333.54052599,9855189.83437798,9912417.73704498
885,9883230.94544428,9854667.82538967,9911930.60274796
887,9885405.47740895,9855679.00369832,9910867.0828662
889,9882909.46222341,9849307.05322807,9910996.41352445
891,9884525.66318451,9853609.50376647,9913175.72856151
893,9884079.42386647,9850264.90449214,9913474.46993675
895,9884821.95400417,9852424.27750579,9912724.13965701
897,9884130.9075537,9855619.56612739,9912831.35645158
899,9884480.70625977,9851178.77179224,9914022.30570546
901,9883888.92589331,9852048.1799856,9912482.06303062
903,9884565.2659303,9854221.46509934,9911913.03703
905,9883355.41644241,9849897.31788688,9911611.32922236
907,9885110.49350216,9854348.01361794,9912067.81363314
909,9884301.92999075,9851935.69670161,9912823.08923537
911,9883283.37222526,9851640.08435436,9912788.38352604
913,9882770.01766343,9847721.87596481,9910710.53193098
915,9884298.12819915,9851048.52002977,9912389.52910592
917,9884456.59165298,9850852.30624919,9912838.61715055
919,9884428.90193894,9852664.88550104,9911476.79860231
921,9885318.80792118,9851339.55649703,9910995.24601389
923,9884556.53218646,9852113.32916633,9914647.22447811
925,9882588.99157829,9849914.19916098,9911999.65803803
927,9884273.28092503,9853279.39254315,9914568.71184888
929,9884148.08155179,9853372.94745867,9909878.27715347
931,9884764.84312629,9852361.49571953,9910721.35195622
933,9883113.55921694,9852364.73129044,9910189.0764495
935,9883461.37898342,9852555.10227469,9911963.05194569
937,9885098.92741066,9853765.77910803,9912980.41323656
939,9884193.10677106,9851982.70670564,9911667.47596231
941,9882508.06270322,9850184.69838632,9912094.0250583
943,9884404.20812853,9849547.31613128,9913990.67982948
945,9883693.56833549,9848907.85751843,9913008.96969814
947,9884067.68781454,9851240.56465741,9913782.54554412
949,9883763.71919121,9850959.87751738,9911995.86828011
951,9884227.5298245,9851621.95019071,9913266.69174166
953,9883920.35471662,9851211.18047761,9913628.46528566
955,9885276.67772282,9853123.31890052,9914903.82637898
957,9884367.41763029,9853856.10106199,9911400.48948896
959,9884751.8485789,9854487.94520309,9913339.33718029
961,9884732.50443616,9851772.867953,9910857.86210562
963,9884248.76870874,9852569.3605941,9909688.14332751
965,9884450.79217204,9853006.45913993,9911462.82885546
967,9885119.04770003,9853753.6220797,9912280.2413897
969,9883045.00599376,9851458.35622842,9909982.52660908
971,9883688.75008496,9852124.31085422,9911516.60088089
973,9885135.02118845,9854443.59102413,9913909.52178506
975,9884474.65880517,9853789.84062966,9911856.58352513
977,9885476.79939865,9853974.05686167,9912279.82951668
979,9883482.82676334,9852320.40436147,9912515.6299646
981,9883129.40578924,9848495.97467462,9912107.4424879
983,9883771.77496653,9851081.98723397,9912390.89591579
985,9885082.71107745,9853932.73733479,9914130.88115024
987,9883443.1663692,9852896.83239384,9911919.38251995
989,9884708.13104338,9853613.34542859,9911189.64701746
991,9884771.62005336,9852623.93481192,9914326.89995892
993,9884145.90802133,9850401.48574507,9912773.01880027
995,9884130.1673077,9851066.2659382,9912883.85885622
997,9884048.34244135,9850788.45329589,9913651.36367063
999,9882957.43869102,9851460.71874326,9912831.04645763
1001,9885070.38407948,9852339.51936722,9913768.28942036
1003,9884863.09421538,9851464.0177678,9911942.9698952
1005,9884633.66340124,9854458.32986137,9913333.216733
1007,9885248.34398938,9855126.91412115,9913472.97001097
1009,9884148.08029687,9853444.89864275,9912177.85353325
1011,9885065.34922777,9854504.18148633,9911369.91862066
1013,9883529.62669805,9850561.54236499,9912606.25612615
1015,9885230.70781159,9855480.53910672,9913774.76420112
1017,9883712.9773323,9851099.61321573,9910964.45387291
1019,9882128.92283537,9848012.21779279,9910273.62692227
1021,9883702.58785906,9851748.09730344,9912594.11057408
1023,9883684.62784067,9848329.21217652,9911845.67249828
1025,9884409.87815869,9852251.96904619,9913448.34135406
1027,9883084.06822554,9845569.07121322,9910900.39360188
1029,9883985.01431665,9853603.97809086,9913508.99737064
1031,9882595.12452733,9849293.73429811,9913227.11101883
1033,9884659.510049,9854024.28286425,9912562.97689268
1035,9884244.80935972,9854320.58318049,9911583.25738781
1037,9884291.38763069,9852607.16899071,9912298.77699043
1039,9883708.83651973,9853756.55956972,9912925.63484536
1041,9885588.77112384,9856189.29027017,9912800.28436793
1043,9884189.01735897,9850367.79522943,9913348.40975166
1045,9884457.5452454,9850684.65120627,9911595.2715035
1047,9883967.64561256,9852972.72096087,9910588.36860679
1049,9884798.80083436,9855345.97414805,9913480.49267007
1051,9885068.63830364,9855448.43096438,9912743.33695334
1053,9884541.14131671,9852480.35093253,9910708.32385941
1055,9884809.05748732,9852394.6407106,9912975.26998429
1057,9885148.30896758,9855835.62486153,9913316.39139522
1059,9883343.03658324,9852511.74616953,9912295.9725515
1061,9884792.46983382,9851725.89557501,9912343.56131148
1063,9884778.98351868,9854417.36573315,9912285.9907265
1065,9884099.33616917,9853628.41768508,9912391.82191859
1067,9882678.45025688,9849100.29613953,9912083.80870485
1069,9884781.9588584,9852924.0445216,9910903.64067634
1071,9884423.21075862,9854235.86797386,9914171.50818313
1073,9884391.27141257,9852703.20531627,9913764.86347939
1075,9884072.4431859,9850844.46474145,9913787.84082653
1077,9885089.10309998,9853990.1087964,9914314.74224893
1079,9883615.41833933,9849649.38946968,9911902.80419768
1081,9884523.17627442,9853260.56470649,9913800.06913138
1083,9884625.29907711,9852266.62629333,9912281.85747213
1085,9883435.9127836,9851326.36925112,9913552.75547859
1087,9885229.01528852,9854431.81475459,9913074.87664919
1089,9882974.74805734,9851361.27828736,9913541.58418329
1091,9884138.64792032,9852631.96502759,9912415.00719231
1093,9884696.08235737,9853168.54322508,9913254.09303747
1095,9883946.04025459,9850727.44390231,9912394.80055535
1097,9885054.09458759,9855938.16243349,9911478.94223848
1099,9884527.06679081,9851403.89905373,9911333.80874181
1101,9884115.8325945,9851217.86891479,9912923.97942513
1103,9883580.08862614,9846151.50930936,9911220.50982874
1105,9883639.2478975,9851581.39142238,9911418.57548839
1107,9882810.60027067,9847433.35645733,9912062.87188888
1109,9882749.41707815,9848824.51787962,9912998.07848911
1111,9884647.07255373,9851868.10854838,9913342.57616434
1113,9883967.55096406,9847381.14815672,9915515.45458125
1115,9883638.57617055,9848870.79193405,9913270.36729229
1117,9883652.70542591,9851444.97009406,9913152.97214021
1119,9882898.37561963,9849129.98192316,9911439.24116988
1121,9884785.71647607,9854104.05776441,9912415.04798214
1123,9884794.2000001,9853568.3488706,9910523.36475562
1125,9883599.48304439,9851532.73094134,9911168.35649127
1127,9884668.6195008,9853358.96743554,9911913.08879639
1129,9883910.33713097,9852378.89996104,9912797.0815174
1131,9883823.28359624,9851464.54360176,9910535.33391203
1133,9882588.68784364,9848276.93117636,9913123.68527043
1135,9883539.79256062,9853941.74131235,9913376.33866481
1137,9883292.8550153,9849372.73523126,9911781.19028429
1139,9884825.36026626,9854426.84447485,9913944.06509719
1141,9883997.84221577,9853149.59902936,9913778.84221703
1143,9883044.62699653,9848655.54608183,9912236.05655802
1145,9884697.99903066,9855236.78602866,9910203.69551834
1147,9884304.2470211,9852565.47830579,9912251.91563125
1149,9883948.3487357,9852398.83564209,9913621.383633
1151,9883676.32007076,9851872.40679212,9912954.69348994
1153,9884523.64934069,9854166.68492091,9913946.30348833
1155,9882194.86537723,9847652.40537505,9912102.69470975
1157,9882857.54747206,9849825.11151824,9911301.97502068
1159,9884953.38951769,9853050.06003889,9911631.34605878
1161,9883334.23205097,9852175.25717388,9910096.72233675
1163,9883834.97589436,9851454.90896298,9913607.8107793
1165,9883104.01496501,9846769.68539759,9911772.95788089
