"rep","memory","budget","ratio","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev","final_ts"
7,1,1000,0.1,0.1,0,1,-0.615,0.615,39719.75,0.0170426065162907,0,3473,3
8,1,1000,0.1,0.1,0,1,-0.6215,0.6215,39904.25,0.004004004004004,0,3507,3
9,1,1000,0.1,0.1,0,1,-0.6215,0.6215,39952,0.0035,0,3498,3
10,1,1000,0.1,0.1,0,1,-0.622,0.622,40000,0,0,3506,3
1,1,1000,0.2,0.1,0,1,-0.759,0.759,38747.875,0.0292769857433809,0,4268,4
2,1,1000,0.2,0.1,0,1,-0.606,0.606,39109.625,0.0180203045685279,0,3436,3
3,1,1000,0.2,0.1,0,1,-0.985,0.985,40000,0,0,5388,4
4,1,1000,0.2,0.1,0,1,-0.611,0.611,39826.75,0.0105052526263132,0,3461,3
5,1,1000,0.2,0.1,0,1,-0.6175,0.6175,39690,0.0110330992978937,0,3496,3
6,1,1000,0.2,0.1,0,1,-0.6065,0.6065,37765.5,0.047012987012987,0,3445,3
7,1,1000,0.2,0.1,0,1,-0.623,0.623,38901.75,0.0320950214809199,0,3512,3
8,1,1000,0.2,0.1,0,1,-0.6125,0.6125,39694.75,0.0175482577086989,0,3469,3
9,1,1000,0.2,0.1,0,1,-0.9185,0.9185,39970,0.002,0,5048,4
10,1,1000,0.2,0.1,0,1,-0.608,0.608,39210.25,0.0262891809908999,0,3441,3
1,1,1000,0.3,0.1,0,1,-0.9675,0.9675,40000,0,0,6225,6
2,1,1000,0.3,0.1,0,1,-0.615,0.615,39448.5,0.0235943775100402,0,3477,3
3,1,1000,0.3,0.1,0,1,-0.844,0.844,39737.25,0.012781954887218,0,5844,5
4,1,1000,0.3,0.1,0,1,-0.617,0.617,39707.75,0.00727728983688833,0,3484,3
5,1,1000,0.3,0.1,0,1,-0.9465,0.9465,39772.25,0.0100200400801603,0,5206,4
6,1,1000,0.3,0.1,0,1,-0.617,0.617,39252.25,0.0159412955465587,0,3492,3
7,1,1000,0.3,0.1,0,1,-0.839,0.839,39398.25,0.0216297786720322,0,5480,5
8,1,1000,0.3,0.1,0,1,-0.975,0.975,39844,0.00650650650650651,0,5345,4
9,1,1000,0.3,0.1,0,1,-0.957,0.957,40000,0,0,6665,5
10,1,1000,0.3,0.1,0,1,-0.621,0.621,39310.875,0.0241448692152917,0,3499,3
1,1,1000,0.4,0.1,0,1,-0.9625,0.9625,40000,0,0,6905,6
2,1,1000,0.4,0.1,0,1,-0.976,0.976,39442,0.0191146881287726,0,5356,4
3,1,1000,0.4,0.1,0,1,-0.6135,0.6135,39138.5,0.0277078085642317,0,3475,3
4,1,1000,0.4,0.1,0,1,-0.611,0.611,37832.375,0.0387004918457158,0,3455,3
5,1,1000,0.4,0.1,0,1,-0.982,0.982,39529.25,0.0163111668757842,0,5424,4
6,1,1000,0.4,0.1,0,1,-0.9575,0.9575,39123,0.0169921379660157,0,5232,4
7,1,1000,0.4,0.1,0,1,-0.992,0.992,39558.25,0.0185836263184329,0,5408,4
8,1,1000,0.4,0.1,0,1,-0.932,0.932,39898.25,0.0055,0.125,6475,8
9,1,1000,0.4,0.1,0,1,-0.9865,0.9865,39547.5,0.0118209255533199,0,5401,4
10,1,1000,0.4,0.1,0,1,-0.977,0.977,39398,0.0176233635448137,0,5344,4
1,1,1000,0.5,0.1,0,1,-0.9645,0.9645,40000,0,0,6915,5
2,1,1000,0.5,0.1,0,1,-0.9845,0.9845,39994,0.001,0,8604,8
3,1,1000,0.5,0.1,0,1,-0.9795,0.9795,40000,0,0,9198,11
4,1,1000,0.5,0.1,0,1,-0.875,0.875,39851,0.00875875875875876,0.125,7589,8
5,1,1000,0.5,0.1,0,1,-0.8865,0.8865,39518.75,0.0185836263184329,0,6153,5
6,1,1000,0.5,0.1,0,1,-0.904,0.904,39218,0.0222278353119475,0,9725,11
7,1,1000,0.5,0.1,0,1,-0.8925,0.8925,39154.625,0.0194936708860759,0,6612,6
8,1,1000,0.5,0.1,0,1,-0.617,0.617,37689.625,0.0417536534446764,0,3483,3
9,1,1000,0.5,0.1,0,1,-0.955,0.955,40000,0,0,6824,5
10,1,1000,0.5,0.1,0,1,-0.994,0.994,40000,0,0,7778,6
1,1,1000,0.6,0.1,0,1,-0.988,0.988,39994,0.0015,0.111111111111111,12557,18
2,1,1000,0.6,0.1,0,1,-0.9125,0.9125,39808.75,0.00901352028042063,0,6537,5
3,1,1000,0.6,0.1,0,1,-0.98,0.98,39970,0.002,0,8504,7
4,1,1000,0.6,0.1,0,1,-0.995,0.995,40000,0,0,8752,7
5,1,1000,0.6,0.1,0,1,-0.9385,0.9385,39880.5,0.0085,0,6785,5
6,1,1000,0.6,0.1,0,1,-0.8945,0.8945,39904.25,0.0055,0.125,7364,8
7,1,1000,0.6,0.1,0,1,-0.95,0.95,39994,0.001,0,6948,5
8,1,1000,0.6,0.1,0,1,-0.9875,0.9875,40000,0,0,7351,5
9,1,1000,0.6,0.1,0,1,-0.894,0.894,39541.75,0.0143288084464555,0,6366,5
10,1,1000,0.6,0.1,0,1,-0.9005,0.9005,39684,0.012531328320802,0,6391,5
1,1,1000,0.7,0.1,0,1,-0.9055,0.9055,39174.25,0.0249370277078086,0,11600,12
2,1,1000,0.7,0.1,0,1,-0.929,0.929,39505.75,0.0186304128902316,0,10488,10
3,1,1000,0.7,0.1,0,1,-0.9855,0.9855,39964,0.003,0,8801,8
4,1,1000,0.7,0.1,0,1,-0.9575,0.9575,40000,0,0,7156,5
5,1,1000,0.7,0.1,0,1,-0.9865,0.9865,39964,0.0025,0,8205,6
6,1,1000,0.7,0.1,0,0,-0.9325,0,37826.125,0.0438778151695573,0.1,13121,20
7,1,1000,0.7,0.1,0,1,-0.988,0.988,40000,0,0.0833333333333334,11497,12
8,1,1000,0.7,0.1,0,1,-0.995,0.995,39982,0.002,0.111111111111111,9137,9
9,1,1000,0.7,0.1,0,1,-0.9815,0.9815,39988,0.0015,0.0625,14307,16
10,1,1000,0.7,0.1,0,0,-0.6425,0,36782.3125,0.0625,0.1,12415,20
1,1,1000,0.8,0.1,0,1,-0.96,0.96,39940,0.0055,0.166666666666667,14516,18
2,1,1000,0.8,0.1,0,0,-0.2775,0,34203.46875,0.0826713008937438,0.15,10046,20
3,1,1000,0.8,0.1,0,1,-0.942,0.942,39404.5,0.019874213836478,0.111111111111111,8681,9
4,1,1000,0.8,0.1,0,1,-0.957,0.957,39713.25,0.0130325814536341,0,8524,8
5,1,1000,0.8,0.1,0,0,0.326,0,34821.71875,0.0719369243650572,0.05,10749,20
6,1,1000,0.8,0.1,0,1,-0.9555,0.9555,39582.75,0.0130587644399799,0,8505,8
7,1,1000,0.8,0.1,0,1,-0.9005,0.9005,39535.5,0.0198094282848546,0,6653,5
8,1,1000,0.8,0.1,0,0,-0.7385,0,37034.25,0.0461619625428647,0.15,13370,20
9,1,1000,0.8,0.1,0,0,-0.647,0,38305.125,0.0394535240040858,0.1,11117,20
10,1,1000,0.8,0.1,0,1,-0.93,0.93,39470.875,0.019578313253012,0.0909090909090909,11273,11
1,1,1000,0.9,0.1,0,0,-0.2925,0,34609,0.0482400785303604,0.05,12010,20
2,1,1000,0.9,0.1,0,0,-0.045,0,31089.984375,0.0994058500914077,0.3,10866,20
3,1,1000,0.9,0.1,0,0,-0.5035,0,39742.75,0.00952858575727182,0.1,10370,20
4,1,1000,0.9,0.1,0,0,-0.5745,0,36796.5,0.0571805006587615,0.1,13782,20
5,1,1000,0.9,0.1,0,0,-0.5855,0,33674.125,0.0748949732000579,0.1,12171,20
6,1,1000,0.9,0.1,0,0,-0.3425,0,34757,0.0589425223214286,0.15,13348,20
7,1,1000,0.9,0.1,0,1,-0.9495,0.9495,39671.75,0.0167919799498747,0,9868,9
8,1,1000,0.9,0.1,0,1,-0.919,0.919,39372,0.0171457387796268,0,10989,9
9,1,1000,0.9,0.1,0,1,-0.8945,0.8945,39360.5,0.0286144578313253,0,9600,8
10,1,1000,0.9,0.1,0,1,-0.9915,0.9915,39976.25,0.00625,0.0625,15342,16
1,1,1000,0.1,0.1,0.1,1,-0.6325,0.6325,39988,0.003,0,3543,3
2,1,1000,0.1,0.1,0.1,1,-0.606,0.606,40000,0,0,3439,3
3,1,1000,0.1,0.1,0.1,1,-0.9925,0.9925,40000,0,0,5458,4
4,1,1000,0.1,0.1,0.1,1,-0.6225,0.6225,40000,0,0,3507,3
5,1,1000,0.1,0.1,0.1,1,-0.622,0.622,39988,0.0015,0,3509,3
6,1,1000,0.1,0.1,0.1,1,-0.629,0.629,40000,0,0,3533,3
7,1,1000,0.1,0.1,0.1,1,-0.62,0.62,39773.125,0.022136068034017,0,3504,3
8,1,1000,0.1,0.1,0.1,1,-0.609,0.609,39767,0.00802005012531328,0,3453,3
9,1,1000,0.1,0.1,0.1,1,-0.629,0.629,39898.25,0.006,0,3534,3
10,1,1000,0.1,0.1,0.1,1,-0.62,0.62,39814.75,0.0105052526263132,0,3505,3
1,1,1000,0.2,0.1,0.1,1,-0.6155,0.6155,39916,0.007,0,3475,3
2,1,1000,0.2,0.1,0.1,1,-0.9545,0.9545,40000,0,0,5254,4
3,1,1000,0.2,0.1,0.1,1,-0.985,0.985,40000,0,0,5401,4
4,1,1000,0.2,0.1,0.1,1,-0.818,0.818,39281.25,0.0287153652392947,0,4595,4
5,1,1000,0.2,0.1,0.1,1,-0.9555,0.9555,40000,0,0,5292,4
6,1,1000,0.2,0.1,0.1,1,-0.6145,0.6145,39002.5,0.0306019221041983,0,3479,3
7,1,1000,0.2,0.1,0.1,1,-0.6195,0.6195,39642.25,0.0160642570281124,0,3493,3
8,1,1000,0.2,0.1,0.1,1,-0.625,0.625,39046.75,0.0245694022289767,0,3519,3
9,1,1000,0.2,0.1,0.1,1,-0.615,0.615,40000,0,0,3483,3
10,1,1000,0.2,0.1,0.1,1,-0.6105,0.6105,38443.875,0.0423685553854007,0,3468,3
1,1,1000,0.3,0.1,0.1,1,-0.6115,0.6115,39045.25,0.0233384069000507,0,3462,3
2,1,1000,0.3,0.1,0.1,1,-0.993,0.993,39934.25,0.0035,0,5417,4
3,1,1000,0.3,0.1,0.1,1,-0.976,0.976,39946.25,0.0035,0,5372,4
4,1,1000,0.3,0.1,0.1,1,-0.622,0.622,38738.125,0.0259872611464968,0,3507,3
5,1,1000,0.3,0.1,0.1,1,-0.9885,0.9885,39916.5,0.005,0,5455,4
6,1,1000,0.3,0.1,0.1,1,-0.968,0.968,39874.25,0.00375375375375375,0,5335,4
7,1,1000,0.3,0.1,0.1,1,-0.982,0.982,39910,0.0045,0,5390,4
8,1,1000,0.3,0.1,0.1,1,-0.971,0.971,40000,0,0,6171,5
9,1,1000,0.3,0.1,0.1,1,-0.615,0.615,39417.375,0.0196374622356495,0,3477,3
10,1,1000,0.3,0.1,0.1,1,-0.897,0.897,39143.5,0.0212335692618807,0,4929,4
1,1,1000,0.4,0.1,0.1,1,-0.8865,0.8865,39756,0.0120300751879699,0,6490,6
2,1,1000,0.4,0.1,0.1,1,-0.9705,0.9705,39217.25,0.0234493192133132,0,5307,4
3,1,1000,0.4,0.1,0.1,1,-0.995,0.995,40000,0,0,7403,5
4,1,1000,0.4,0.1,0.1,1,-0.979,0.979,39410.25,0.0176233635448137,0,5377,4
5,1,1000,0.4,0.1,0.1,1,-0.93,0.93,39826,0.00600901352028042,0,6004,5
6,1,1000,0.4,0.1,0.1,1,-0.995,0.995,40000,0,0,7350,5
7,1,1000,0.4,0.1,0.1,1,-0.6155,0.6155,37944.5,0.0378630705394191,0,3485,3
8,1,1000,0.4,0.1,0.1,1,-0.961,0.961,39964,0.003,0.125,7222,8
9,1,1000,0.4,0.1,0.1,1,-0.9835,0.9835,40000,0,0,6837,5
