1000	0.1	0.6	0	10	2000	1000	16	9	100	9	9	9	9	45	9	40	9	9	9	100	9	9	31	9	9	100
1000	0.1	0.6	1	20	2000	1000	20	23	23	5	5	100	100	5	0	0	0	0	0	0	0	0	0	0	0	0
1000	0.1	0.6	0	30	2000	1000	13	90	9	9	76	9	9	9	27	27	5	9	9	9	100	9	9	55	9	9
1000	0.1	0.6	0	40	2000	1000	16	9	25	25	5	9	32	9	9	100	9	9	35	9	9	100	9	9	32	9
1000	0.1	0.6	0	50	2000	1000	17	11	83	9	9	9	9	100	9	9	9	100	9	9	9	100	9	9	24	24
1000	0.1	0.6	0	60	2000	1000	18	62	9	9	9	9	9	9	9	9	9	9	100	9	9	40	9	9	9	100
1000	0.1	0.6	0	70	2000	1000	15	12	76	9	9	9	9	9	38	9	9	9	9	100	9	9	9	100	9	9
1000	0.1	0.6	0	80	2000	1000	21	30	9	9	38	9	9	100	9	9	9	100	9	9	9	100	9	9	71	9
1000	0.1	0.6	0	90	2000	1000	16	9	76	9	9	9	9	100	9	9	100	9	43	9	9	9	9	100	100	5
1000	0.1	0.6	0	100	2000	1000	18	30	9	35	9	9	100	9	9	100	9	9	33	9	9	62	9	9	9	9
