"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","overK"
"188",88,1000,0.1,0,0,0.948,0.948,33681.8125,0.0743801652892562,0.15,0.4
"189",89,1000,0.1,0,1,-0.087,0.087,39838.25,0.011,0.125,0.3125
"190",90,1000,0.1,0,1,0.0780000000000001,0.0780000000000001,38906.25,0.0310590631364562,0.222222222222222,0.444444444444444
"191",91,1000,0.1,0,0,0.085,0.085,34595.5,0.0806944444444444,0.1,0.35
"192",92,1000,0.1,0,0,-0.1975,0.1975,31201.875,0.0904434250764526,0.15,0.3
"193",93,1000,0.1,0,1,-0.0805,0.0805,39850.75,0.00500751126690035,0.111111111111111,0.277777777777778
"194",94,1000,0.1,0,1,-0.039,0.039,39553,0.0100553041729512,0.222222222222222,0.333333333333333
"195",95,1000,0.1,0,0,0.2355,0.2355,33024.90625,0.0780944093974331,0.05,0.35
"196",96,1000,0.1,0,1,-0.982,0.982,39970,0.0045,0.0769230769230769,0.153846153846154
"197",97,1000,0.1,0,0,0.1575,0.1575,39832.75,0.00701051577366049,0.05,0.4
"198",98,1000,0.1,0,1,-0.954,0.954,39760.75,0.0115172759138708,0,0.125
"199",99,1000,0.1,0,0,-0.3305,0.3305,35096,0.0667078020019197,0,0.3
"200",100,1000,0.1,0,0,-0.4305,0.4305,36307.5,0.040899241603467,0.05,0.35
"201",1,1000,0.1,0.1,0,-0.3435,0.3435,35028.0625,0.0509779442363712,0.05,0.2
"202",2,1000,0.1,0.1,0,-0.352,0.352,32606.9375,0.087701242373006,0.1,0.2
"203",3,1000,0.1,0.1,1,-0.968,0.968,39838.25,0.00750750750750751,0,0.0769230769230769
"204",4,1000,0.1,0.1,0,-0.195,0.195,30550.0625,0.129694389539304,0.2,0.3
"205",5,1000,0.1,0.1,1,0.0694999999999999,0.0694999999999999,38948.5,0.0292100584201168,0.285714285714286,0.428571428571429
"206",6,1000,0.1,0.1,0,0.436,0.436,34333.90625,0.0681626336522228,0.25,0.35
"207",7,1000,0.1,0.1,0,0.0575000000000001,0.0575000000000001,33854.75,0.0633737846852601,0.15,0.25
"208",8,1000,0.1,0.1,0,0.744,0.744,34360.84375,0.0928688748973446,0.15,0.3
