"rep","budget","at","bb","ext_prob","ext_prob_sd","ext_prob_95ci_inf","ext_prob_95ci_sup","act_dev","act_dev_sd","act_dev_95ci_inf","act_dev_95ci_sup","abs_act_dev","abs_act_dev_sd","abs_act_dev_95ci_inf","abs_act_dev_95ci_sup","fin_yield","fin_yield_sd","fin_yield_95ci_inf","fin_yield_95ci_sup","max_diff_yield","max_diff_yield_sd","max_diff_yield_95ci_inf","max_diff_yield_95ci_sup","inac_ts","inac_ts_sd","inac_ts_95ci_inf","inac_ts_95ci_sup","overK_tot","overK_sd","overK_95ci_inf","overK_95ci_sup"
100,1000,0.4,1,1,0,1,1,-0.496325,0.119331159221113,-0.5772,-0.42896,0.498495,0.125579523856656,0.42416,0.577425,39784.0975,156.569782200644,39677.06375,39870.98,0.00747190727452501,0.00392215143490857,0.00529276431682994,0.00997803496162207,0.246659162732692,0.028528921987009,0.229322843822844,0.26511211011211,0.298704187152717,0.0423370234588964,0.2732592709578,0.324439535138065
100,1000,0.5,0,1,0,1,1,-0.524155,0.121358547667828,-0.59596,-0.452095,0.524235,0.121533166144991,0.4506,0.59611,39826.3275,96.853628200249,39763.88875,39882.6875,0.00667508239754082,0.003316066092896,0.00458388883412125,0.00868223373153474,0.262706349206349,0.0261282679789316,0.246821428571429,0.278813492063492,0.326246031746032,0.0379259055193656,0.302615079365079,0.350095238095238
100,1000,0.5,0.1,1,0,1,1,-0.47121,0.11755811704777,-0.54208,-0.39828,0.47558,0.119646064840579,0.398615,0.54728,39735.978125,180.506884687371,39608.128125,39833.27125,0.0090412840673385,0.00393045638256825,0.0067120911155101,0.0116833005353319,0.260174325674326,0.0234510162715602,0.24634126984127,0.274635281385281,0.334466755466755,0.0366284973725954,0.311441086691087,0.356758547008547
100,1000,0.5,0.2,1,0,1,1,-0.505715,0.116927592824194,-0.581585,-0.43408,0.509865,0.115400690732574,0.44202,0.578035,39786.695625,141.048974883645,39693.445625,39868.81125,0.00790538987831964,0.00392724214327851,0.00549368693939591,0.0102964473992919,0.248956349206349,0.020855481660796,0.23659126984127,0.261464285714286,0.304301587301587,0.037781633826265,0.281230158730159,0.327202380952381
100,1000,0.5,0.3,0.99,0.0310393038555697,0.97,1,-0.451925,0.112690063161457,-0.52476,-0.384935,0.454105,0.110395692467015,0.384015,0.51719,39693.963125,129.853483719644,39612.26875,39766.51875,0.00901002679160208,0.00319714653735413,0.00709790175338497,0.0109912239509201,0.274604978354978,0.0294243902751691,0.255093073593074,0.291809523809524,0.300445887445887,0.0369927653846802,0.277517316017316,0.322701298701299
100,1000,0.5,0.4,1,0,1,1,-0.51293,0.120548627558183,-0.58864,-0.441655,0.51992,0.112281157954304,0.45175,0.58901,39725.568125,161.191553866585,39620.2975,39818.95625,0.008900216227971,0.00391479571538412,0.00659547492352517,0.011348394154168,0.256601370851371,0.0256729941153712,0.241579365079365,0.272768398268398,0.320021645021645,0.0362080009645897,0.295727994227994,0.341450216450216
100,1000,0.5,0.5,1,0,1,1,-0.459935,0.118511161711843,-0.530595,-0.388455,0.464575,0.116271943559132,0.390915,0.536065,39799.95125,114.539642029571,39729.6825,39865.26125,0.00792998622382646,0.00394955584339262,0.00553027663572884,0.0104382678916257,0.255759379509379,0.0270768657268315,0.239103174603175,0.271810966810967,0.314652236652237,0.0424952168174817,0.287705266955267,0.339440476190476
100,1000,0.5,0.6,1,0,1,1,-0.36895,0.104835465331676,-0.43805,-0.30968,0.37384,0.103207895825391,0.31131,0.437595,39528.2978125,201.512248554644,39401.0734375,39642.519375,0.0128676274139006,0.00435585320522807,0.010228809453097,0.0155614752913376,0.30260101010101,0.0259042942603687,0.286603174603175,0.318521645021645,0.305310966810967,0.0353402207707353,0.283944444444444,0.325849206349206
100,1000,0.5,0.7,0.99,0.0304537901308414,0.97,1,-0.5125,0.126374730445207,-0.593,-0.434905,0.51561,0.118004991207313,0.442385,0.592985,39761.278125,142.302934596847,39662.56,39839.985,0.00867433030574766,0.00365506249749244,0.00664762065075266,0.0110864429296075,0.260531718281718,0.0288352559436229,0.243071400821401,0.278194416694417,0.309991064491065,0.0402568238034674,0.285976717726718,0.336534715284715
100,1000,0.5,0.8,1,0,1,1,-0.530155,0.117107256986649,-0.603205,-0.457535,0.534205,0.120526501327435,0.45067,0.60626,39752.996875,165.925458590124,39644.123125,39844.41625,0.00888167441490821,0.00389345353074043,0.00652379610077901,0.011309229895302,0.247694444444444,0.0245277393996492,0.232400793650794,0.261963203463203,0.332573953823954,0.0371527870719308,0.309777056277056,0.355445165945166
100,1000,0.5,0.9,1,0,1,1,-0.49277,0.124547322194231,-0.572495,-0.417025,0.4997,0.11883402503321,0.42575,0.57809,39757.824375,142.738605079888,39664.81125,39839.535,0.00780027907980737,0.00364731815747662,0.0056039171004071,0.0100057134956106,0.259104700854701,0.0239471247296309,0.243874542124542,0.273192002442002,0.319130647130647,0.0436226506517705,0.292058608058608,0.345833333333333
100,1000,0.5,1,1,0,1,1,-0.41802,0.105335094996373,-0.48554,-0.354285,0.42271,0.105248671445382,0.357495,0.488095,39625.5675,203.35541268128,39486.006875,39739.75875,0.0120766892048089,0.00441457912788179,0.00943343841695619,0.0148619125965712,0.264933164058164,0.0217047481839602,0.252294275169275,0.278878052503052,0.319499000999001,0.0357130880011963,0.297121933621934,0.341404761904762
100,1000,0.6,0,1,0,1,1,-0.56846,0.121250561566908,-0.645265,-0.497215,0.57344,0.119708532926665,0.496045,0.64462,39748.26625,164.289229877473,39638.0925,39838.12125,0.00935967782034443,0.00379036334010539,0.00708112568471699,0.0116738150570134,0.268809523809524,0.0243660741123882,0.254583333333333,0.285007936507937,0.345,0.0366471914253476,0.321515873015873,0.36684126984127
100,1000,0.6,0.1,1,0,1,1,-0.593965,0.124050012399626,-0.67204,-0.51953,0.602395,0.125045185661949,0.526635,0.679705,39744.941875,183.625475962264,39619.900625,39844.24625,0.00836653475826544,0.00426790731946487,0.00585336871795282,0.01115706496781,0.276053751803752,0.0214287492074398,0.263575396825397,0.28933189033189,0.364303751803752,0.0362358240714394,0.341519841269841,0.386430735930736
100,1000,0.6,0.2,1,0,1,1,-0.612015,0.113160127682506,-0.678805,-0.542435,0.612565,0.113080519511336,0.53966,0.68007,39825.525,110.329532285262,39750.10125,39885.9225,0.00680458663559625,0.00309932308367497,0.00489643727698057,0.008688689292889,0.260626984126984,0.0187962014516307,0.249095238095238,0.272761904761905,0.334912698412698,0.0359185516489981,0.312440476190476,0.356242063492064
100,1000,0.6,0.3,1,0,1,1,-0.44778,0.128005111778232,-0.5262,-0.37369,0.4549,0.123971541874069,0.376395,0.531685,39570.8953125,193.431911331321,39442.2559375,39682.439375,0.0124825720437568,0.00441426490677779,0.00979094243425261,0.0152611572266899,0.287480463980464,0.0220175677092085,0.274738095238095,0.300932844932845,0.343635225885226,0.0364622030540721,0.322551892551893,0.365718559218559
100,1000,0.6,0.4,1,0,1,1,-0.597565,0.117934149644381,-0.66906,-0.524725,0.602005,0.12162160330872,0.530195,0.67862,39736.595,169.072964421503,39626.225,39830.079375,0.00955158141492657,0.00464346561828548,0.0067474935946227,0.0124076265766634,0.262762931512932,0.0223097690101551,0.248303751803752,0.275782467532468,0.346080752580753,0.0353308615123536,0.324342657342657,0.366795038295038
100,1000,0.6,0.5,1,0,1,1,-0.56784,0.124849671125726,-0.644955,-0.492365,0.57192,0.121730597292675,0.497135,0.64847,39826.91875,89.0077434668247,39769.20375,39879.71125,0.00757632443978023,0.00312010433718844,0.00567677474042675,0.00949112566317158,0.258453102453102,0.0216814939457348,0.245753968253968,0.272968253968254,0.313810606060606,0.037506221616508,0.289769841269841,0.338643939393939
100,1000,0.6,0.6,1,0,1,1,-0.555885,0.124140602005983,-0.634425,-0.476555,0.558425,0.119369582768845,0.48861,0.629055,39653.370625,200.808050720431,39521.921875,39762.89875,0.0112366592627741,0.00468977446610665,0.00856055977756477,0.0143050133500913,0.265252109002109,0.0216337162234356,0.251369047619048,0.278817765567765,0.313488622488623,0.0370291354812361,0.291075396825397,0.335904373404373
