1	1000	0.3	0.8	1	-0.1085	0.1085	39898.25	0.0065	0.333333333333333	0.166666666666667
2	1000	0.3	0.8	1	-0.9285	0.9285	39135.25	0.0194739504299444	0.25	0.25
3	1000	0.3	0.8	1	-0.0625	0.0625	39299.125	0.02221100454316	0.333333333333333	0.333333333333333
4	1000	0.3	0.8	1	-0.1785	0.1785	40000	0	0.285714285714286	0.285714285714286
5	1000	0.3	0.8	1	-0.9945	0.9945	40000	0	0.142857142857143	0.142857142857143
6	1000	0.3	0.8	1	-0.049	0.049	39322.75	0.0221774193548387	0.333333333333333	0.333333333333333
7	1000	0.3	0.8	1	-0.0205	0.0205	39689	0.0170340681362725	0.222222222222222	0.222222222222222
8	1000	0.3	0.8	1	-0.9905	0.9905	40000	0	0.285714285714286	0.428571428571429
9	1000	0.3	0.8	1	-0.2205	0.2205	40000	0	0.222222222222222	0.222222222222222
10	1000	0.3	0.8	1	-0.0225	0.0225	39345.625	0.0287443267776097	0.3	0.4
11	1000	0.3	0.8	1	0.03	0.03	39523.25	0.0153343388637506	0.272727272727273	0.454545454545455
12	1000	0.3	0.8	1	-0.164	0.164	39725.5	0.0130325814536341	0.333333333333333	0.333333333333333
13	1000	0.3	0.8	1	-0.9605	0.9605	39976	0.006	0.153846153846154	0.307692307692308
14	1000	0.3	0.8	1	-0.1335	0.1335	39982	0.0025	0.222222222222222	0.222222222222222
15	1000	0.3	0.8	1	-0.208	0.208	39922.25	0.00400200100050025	0.333333333333333	0.333333333333333
16	1000	0.3	0.8	1	-0.9105	0.9105	39700.75	0.0117794486215539	0.142857142857143	0.142857142857143
17	1000	0.3	0.8	1	-0.9855	0.9855	40000	0	0.272727272727273	0.363636363636364
18	1000	0.3	0.8	1	-0.2755	0.2755	40000	0	0.2	0.2
19	1000	0.3	0.8	1	-0.175	0.175	39982	0.002	0.2	0.4
20	1000	0.3	0.8	1	-0.9415	0.9415	39696.5	0.02002002002002	0.1	0.4
21	1000	0.3	0.8	1	-0.2945	0.2945	39994	5e-04	0.333333333333333	0.166666666666667
22	1000	0.3	0.8	1	-0.232	0.232	39988.25	0.0015	0.2	0.2
23	1000	0.3	0.8	1	-0.1945	0.1945	40000	0	0.2	0.2
24	1000	0.3	0.8	1	-0.969	0.969	40000	0	0.285714285714286	0.428571428571429
25	1000	0.3	0.8	1	-0.992	0.992	39934.25	0.005	0.25	0.375
26	1000	0.3	0.8	1	-0.1475	0.1475	39856.25	0.00750750750750751	0.2	0.4
27	1000	0.3	0.8	1	-0.0255	0.0255	39506.25	0.0208752515090543	0.333333333333333	0.444444444444444
28	1000	0.3	0.8	1	-0.18	0.18	39916	0.00500250125062531	0.2	0.4
29	1000	0.3	0.8	1	-0.076	0.076	39338	0.0267271810388301	0.333333333333333	0.333333333333333
30	1000	0.3	0.8	1	-0.2495	0.2495	39976	0.0015	0.25	0.25
31	1000	0.3	0.8	1	0.0780000000000001	0.0780000000000001	38152	0.030643910007758	0.363636363636364	0.363636363636364
32	1000	0.3	0.8	1	-0.13	0.13	39910.25	0.0045	0.333333333333333	0.416666666666667
33	1000	0.3	0.8	1	-0.2295	0.2295	39958	0.004	0.2	0.4
34	1000	0.3	0.8	1	-0.97	0.97	40000	0	0.214285714285714	0.285714285714286
35	1000	0.3	0.8	1	-0.1995	0.1995	39976	0.002	0.2	0.4
36	1000	0.3	0.8	1	-0.242	0.242	40000	0	0.333333333333333	0.166666666666667
37	1000	0.3	0.8	1	0.0245	0.0245	39498.25	0.0178481649069884	0.363636363636364	0.363636363636364
38	1000	0.3	0.8	1	-0.1125	0.1125	39892.5	0.007	0.4	0.5
39	1000	0.3	0.8	1	0.0449999999999999	0.0449999999999999	39671.75	0.0115461847389558	0.444444444444444	0.333333333333333
40	1000	0.3	0.8	1	-0.193	0.193	39904	0.00600300150075038	0.2	0.4
41	1000	0.3	0.8	1	-0.03	0.03	39743	0.0100250626566416	0.3	0.3
42	1000	0.3	0.8	1	0.00150000000000006	0.00150000000000006	38726.5	0.0348157560355781	0.333333333333333	0.5
43	1000	0.3	0.8	1	-0.183	0.183	39928.25	0.004	0.333333333333333	0.333333333333333
44	1000	0.3	0.8	1	-0.2025	0.2025	39952	0.0035	0.2	0.4
45	1000	0.3	0.8	1	0.0629999999999999	0.0629999999999999	38702.4375	0.0537074657186389	0.3	0.4
46	1000	0.3	0.8	1	-0.055	0.055	39324	0.0172805247225025	0.333333333333333	0.333333333333333
47	1000	0.3	0.8	1	-0.991	0.991	40000	0	0.111111111111111	0.111111111111111
48	1000	0.3	0.8	1	-0.277	0.277	40000	0	0.2	0.2
49	1000	0.3	0.8	1	0.0485	0.0485	39076.125	0.0265430530861062	0.222222222222222	0.555555555555556
50	1000	0.3	0.8	1	-0.096	0.096	39784.75	0.00751503006012024	0.2	0.4
51	1000	0.3	0.8	1	-0.995	0.995	39934	0.0055	0.222222222222222	0.333333333333333
52	1000	0.3	0.8	1	-0.9915	0.9915	40000	0	0.181818181818182	0.272727272727273
53	1000	0.3	0.8	1	-0.9915	0.9915	40000	0	0.142857142857143	0.142857142857143
54	1000	0.3	0.8	1	-0.2005	0.2005	39982	0.002	0.2	0.2
55	1000	0.3	0.8	1	-0.147	0.147	39910.25	0.00350175087543772	0.333333333333333	0.333333333333333
56	1000	0.3	0.8	1	-0.2545	0.2545	40000	0	0.2	0.2
57	1000	0.3	0.8	1	-0.076	0.076	39988	0.0015	0.222222222222222	0.222222222222222
58	1000	0.3	0.8	1	-0.101	0.101	39719.25	0.0127691537305959	0.333333333333333	0.333333333333333
59	1000	0.3	0.8	1	-0.1505	0.1505	39880	0.01	0.333333333333333	0.333333333333333
60	1000	0.3	0.8	1	-0.094	0.094	39653	0.0150526843953838	0.2	0.4
61	1000	0.3	0.8	1	-0.197	0.197	39970	0.0025	0.333333333333333	0.333333333333333
62	1000	0.3	0.8	1	-0.0705	0.0705	39940	0.00400200100050025	0.222222222222222	0.222222222222222
63	1000	0.3	0.8	1	-0.1465	0.1465	39904	0.00600300150075038	0.2	0.4
64	1000	0.3	0.8	1	-0.2275	0.2275	40000	0	0.222222222222222	0.222222222222222
65	1000	0.3	0.8	1	-0.269	0.269	40000	0	0.2	0.2
66	1000	0.3	0.8	1	-0.1135	0.1135	39635.75	0.0183232931726908	0.333333333333333	0.333333333333333
