"rep","memory","budget","ratio","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev","final_ts"
8,1,1000,0.9,0.3,0,0,-0.2785,0,31222.390625,0.102777777777778,0.15,10668,20
9,1,1000,0.9,0.3,0,0,-0.2195,0,31590.1875,0.106691053193111,0.2,12615,20
10,1,1000,0.9,0.3,0,1,-0.987,0.987,39976,0.0035,0.0769230769230769,13859,13
1,1,1000,0.1,0.3,0.1,1,-0.615,0.615,40000,0,0,3479,3
2,1,1000,0.1,0.3,0.1,1,-0.611,0.611,39725.25,0.0125376128385155,0,3463,3
3,1,1000,0.1,0.3,0.1,1,-0.6235,0.6235,40000,0,0,3508,3
4,1,1000,0.1,0.3,0.1,1,-0.6285,0.6285,39808.25,0.00901352028042063,0,3535,3
5,1,1000,0.1,0.3,0.1,1,-0.6205,0.6205,40000,0,0,3500,3
6,1,1000,0.1,0.3,0.1,1,-0.9795,0.9795,40000,0,0,5332,4
7,1,1000,0.1,0.3,0.1,1,-0.6185,0.6185,40000,0,0,3488,3
8,1,1000,0.1,0.3,0.1,1,-0.983,0.983,40000,0,0,5433,4
9,1,1000,0.1,0.3,0.1,1,-0.627,0.627,40000,0,0,3536,3
10,1,1000,0.1,0.3,0.1,1,-0.6165,0.6165,40000,0,0,3480,3
1,1,1000,0.2,0.3,0.1,1,-0.6175,0.6175,39988,0.0015,0,3487,3
2,1,1000,0.2,0.3,0.1,1,-0.6225,0.6225,40000,0,0,3511,3
3,1,1000,0.2,0.3,0.1,1,-0.6145,0.6145,39302.5,0.02235619191158,0,3473,3
4,1,1000,0.2,0.3,0.1,1,-0.62,0.62,39815.25,0.017017017017017,0,3494,3
5,1,1000,0.2,0.3,0.1,1,-0.611,0.611,40000,0,0,3465,3
6,1,1000,0.2,0.3,0.1,1,-0.625,0.625,39988,0.001,0,3523,3
7,1,1000,0.2,0.3,0.1,1,-0.6115,0.6115,38990.875,0.0283687943262411,0,3466,3
8,1,1000,0.2,0.3,0.1,1,-0.6195,0.6195,38602.75,0.0368394308943089,0,3505,3
9,1,1000,0.2,0.3,0.1,1,-0.938,0.938,39988,0.001,0,5153,4
10,1,1000,0.2,0.3,0.1,1,-0.623,0.623,40000,0,0,3513,3
1,1,1000,0.3,0.3,0.1,1,-0.888,0.888,38978.875,0.0205792682926829,0,4885,4
2,1,1000,0.3,0.3,0.1,1,-0.614,0.614,39808.75,0.00801603206412826,0,3469,3
3,1,1000,0.3,0.3,0.1,1,-0.625,0.625,39718.25,0.0100401606425703,0,3523,3
4,1,1000,0.3,0.3,0.1,1,-0.6185,0.6185,39612.75,0.0130587644399799,0,3492,3
5,1,1000,0.3,0.3,0.1,1,-0.62,0.62,40000,0,0,3499,3
6,1,1000,0.3,0.3,0.1,1,-0.615,0.615,39499.75,0.0123363544813696,0,3475,3
7,1,1000,0.3,0.3,0.1,1,-0.879,0.879,39886,0.0065,0,5919,5
8,1,1000,0.3,0.3,0.1,1,-0.978,0.978,39982,0.002,0,5975,5
9,1,1000,0.3,0.3,0.1,1,-0.987,0.987,39994,0.001,0,6068,5
10,1,1000,0.3,0.3,0.1,1,-0.892,0.892,39406.125,0.0161087339541908,0,5210,5
1,1,1000,0.4,0.3,0.1,1,-0.987,0.987,40000,0,0,6904,5
2,1,1000,0.4,0.3,0.1,1,-0.6295,0.6295,39718.25,0.0140280561122244,0,3539,3
3,1,1000,0.4,0.3,0.1,1,-0.995,0.995,39576.5,0.014550928248871,0,5436,4
4,1,1000,0.4,0.3,0.1,1,-0.9535,0.9535,39982,0.002,0,6386,5
5,1,1000,0.4,0.3,0.1,1,-0.902,0.902,39707.5,0.0127883650952859,0,6195,6
6,1,1000,0.4,0.3,0.1,1,-0.9515,0.9515,39946,0.0045,0,6675,6
7,1,1000,0.4,0.3,0.1,1,-0.986,0.986,40000,0,0,7236,6
8,1,1000,0.4,0.3,0.1,1,-0.8425,0.8425,38815.5,0.0298602287166455,0,5486,6
9,1,1000,0.4,0.3,0.1,1,-0.6245,0.6245,39856,0.00550550550550551,0,3520,3
10,1,1000,0.4,0.3,0.1,1,-0.878,0.878,38957.875,0.0381313131313131,0,6210,6
1,1,1000,0.5,0.3,0.1,1,-0.994,0.994,40000,0,0,8675,8
2,1,1000,0.5,0.3,0.1,1,-0.9195,0.9195,39779,0.00826653306613226,0,6363,5
3,1,1000,0.5,0.3,0.1,1,-0.613,0.613,38885.125,0.0188775510204082,0,3473,3
4,1,1000,0.5,0.3,0.1,1,-0.9915,0.9915,39023.625,0.0197768762677485,0,5430,4
5,1,1000,0.5,0.3,0.1,1,-0.98,0.98,39970,0.0025,0.181818181818182,10080,11
6,1,1000,0.5,0.3,0.1,1,-0.972,0.972,40000,0,0,7024,5
7,1,1000,0.5,0.3,0.1,1,-0.8795,0.8795,39898,0.007,0,6888,6
8,1,1000,0.5,0.3,0.1,1,-0.9695,0.9695,39970,0.0025,0,7326,6
9,1,1000,0.5,0.3,0.1,1,-0.9905,0.9905,40000,0,0,7802,6
10,1,1000,0.5,0.3,0.1,1,-0.9665,0.9665,39928,0.00350175087543772,0.352941176470588,12215,17
1,1,1000,0.6,0.3,0.1,1,-0.8805,0.8805,39665.25,0.0195488721804511,0,7164,7
2,1,1000,0.6,0.3,0.1,1,-0.994,0.994,40000,0,0,7458,5
3,1,1000,0.6,0.3,0.1,1,-0.9905,0.9905,40000,0,0.210526315789474,15067,19
4,1,1000,0.6,0.3,0.1,1,-0.839,0.839,39180.125,0.0283114256825076,0,6369,5
5,1,1000,0.6,0.3,0.1,1,-0.891,0.891,39374.5,0.0188916876574307,0,6308,5
6,1,1000,0.6,0.3,0.1,1,-0.9725,0.9725,39748.5,0.00752256770310933,0.153846153846154,11209,13
7,1,1000,0.6,0.3,0.1,1,-0.827,0.827,38896.125,0.0302183849669883,0.125,6881,8
8,1,1000,0.6,0.3,0.1,1,-0.878,0.878,39254.25,0.0214429868819374,0,6211,5
9,1,1000,0.6,0.3,0.1,1,-0.8735,0.8735,39429.25,0.0256410256410256,0,6562,7
10,1,1000,0.6,0.3,0.1,1,-0.995,0.995,40000,0,0,7497,5
1,1,1000,0.7,0.3,0.1,0,-0.9485,0.1,37827.625,0.0476129032258065,0.25,13322,20
2,1,1000,0.7,0.3,0.1,1,-0.959,0.959,39952,0.0045,0.181818181818182,10293,11
3,1,1000,0.7,0.3,0.1,1,-0.9785,0.9785,39982,0.0015,0,10767,9
4,1,1000,0.7,0.3,0.1,1,-0.9205,0.9205,39177.875,0.0334675390035229,0.111111111111111,8879,9
5,1,1000,0.7,0.3,0.1,1,-0.914,0.914,39374.875,0.0175062972292191,0.157894736842105,14711,19
6,1,1000,0.7,0.3,0.1,1,-0.967,0.967,39844,0.00750375187593797,0.0909090909090909,10694,11
7,1,1000,0.7,0.3,0.1,1,-0.934,0.934,39358.5,0.0194052419354839,0.214285714285714,11358,14
8,1,1000,0.7,0.3,0.1,1,-0.9745,0.9745,39898.25,0.0055,0,8646,8
9,1,1000,0.7,0.3,0.1,1,-0.9195,0.9195,39453.25,0.0190954773869347,0,9478,9
10,1,1000,0.7,0.3,0.1,1,-0.924,0.924,39489,0.0145985401459854,0,9228,8
1,1,1000,0.8,0.3,0.1,1,-0.987,0.987,39982,0.0055,0,10357,8
2,1,1000,0.8,0.3,0.1,1,-0.9605,0.9605,39755,0.00901803607214429,0,8439,7
3,1,1000,0.8,0.3,0.1,1,-0.9925,0.9925,40000,0,0.0625,15799,16
4,1,1000,0.8,0.3,0.1,1,-0.974,0.974,39772.5,0.0110275689223058,0,8616,8
5,1,1000,0.8,0.3,0.1,1,-0.9935,0.9935,40000,0,0,10010,8
6,1,1000,0.8,0.3,0.1,1,-0.927,0.927,39248,0.0319899244332494,0.0588235294117647,13710,17
7,1,1000,0.8,0.3,0.1,1,-0.984,0.984,39994,0.0015,0.125,15842,16
8,1,1000,0.8,0.3,0.1,1,-0.985,0.985,40000,0,0.2,11076,15
9,1,1000,0.8,0.3,0.1,1,-0.9495,0.9495,39796.75,0.0105052526263132,0.210526315789474,15238,19
10,1,1000,0.8,0.3,0.1,1,-0.9225,0.9225,39353.75,0.0199293642785066,0.157894736842105,14486,19
1,1,1000,0.9,0.3,0.1,0,0.305,0.1,35789.8125,0.0622446199945519,0.2,12044,20
2,1,1000,0.9,0.3,0.1,0,-0.55,0.1,36326.625,0.0674471198616469,0.15,13285,20
3,1,1000,0.9,0.3,0.1,1,-0.9245,0.9245,39886.5,0.00675,0.181818181818182,9618,11
4,1,1000,0.9,0.3,0.1,1,-0.9185,0.9185,39324.5,0.0211586901763224,0,10667,10
5,1,1000,0.9,0.3,0.1,1,-0.9615,0.9615,39773.75,0.0130260521042084,0,11060,10
6,1,1000,0.9,0.3,0.1,0,0.129,0.1,35738.0625,0.0784392062857904,0.2,10804,20
7,1,1000,0.9,0.3,0.1,1,-0.982,0.982,39994,0.0015,0,10056,8
8,1,1000,0.9,0.3,0.1,1,-0.913,0.913,39304.375,0.0204030226700252,0.307692307692308,8893,13
9,1,1000,0.9,0.3,0.1,1,-0.939,0.939,39922,0.005,0.111111111111111,8018,9
10,1,1000,0.9,0.3,0.1,1,-0.975,0.975,39934,0.0055,0,11071,9
1,1,1000,0.1,0.3,0.2,1,-0.6185,0.6185,40000,0,0,3495,3
2,1,1000,0.1,0.3,0.2,1,-0.628,0.628,39982,0.002,0,3532,3
3,1,1000,0.1,0.3,0.2,1,-0.612,0.612,40000,0,0,3469,3
4,1,1000,0.1,0.3,0.2,1,-0.6145,0.6145,40000,0,0,3475,3
5,1,1000,0.1,0.3,0.2,1,-0.613,0.613,40000,0,0,3466,3
6,1,1000,0.1,0.3,0.2,1,-0.615,0.615,40000,0,0,3477,3
7,1,1000,0.1,0.3,0.2,1,-0.6115,0.6115,40000,0,0,3467,3
8,1,1000,0.1,0.3,0.2,1,-0.611,0.611,40000,0,0,3457,3
9,1,1000,0.1,0.3,0.2,1,-0.62,0.62,39994,0.001,0,3504,3
10,1,1000,0.1,0.3,0.2,1,-0.623,0.623,40000,0,0,3511,3
1,1,1000,0.2,0.3,0.2,1,-0.898,0.898,39892.5,0.00550275137568784,0,4990,4
2,1,1000,0.2,0.3,0.2,1,-0.9945,0.9945,40000,0,0,5465,4
3,1,1000,0.2,0.3,0.2,1,-0.608,0.608,40000,0,0,3446,3
4,1,1000,0.2,0.3,0.2,1,-0.6295,0.6295,39748.5,0.00901803607214429,0,3541,3
5,1,1000,0.2,0.3,0.2,1,-0.959,0.959,40000,0,0,5302,4
6,1,1000,0.2,0.3,0.2,1,-0.9375,0.9375,39982,0.0015,0,5177,4
7,1,1000,0.2,0.3,0.2,1,-0.9865,0.9865,39994,0.001,0,5391,4
8,1,1000,0.2,0.3,0.2,1,-0.884,0.884,39940,0.004,0,4944,4
9,1,1000,0.2,0.3,0.2,1,-0.625,0.625,39341.375,0.022429435483871,0,3516,3
10,1,1000,0.2,0.3,0.2,1,-0.621,0.621,38003.25,0.0423969072164948,0,3515,3
1,1,1000,0.3,0.3,0.2,1,-0.927,0.927,39477,0.0133434038267875,0,5091,4
2,1,1000,0.3,0.3,0.2,1,-0.613,0.613,40000,0,0,3466,3
