1	1	1000	0.2	0	0	1	-0.6185	0.6185	39958	0.003	0	3498	3
2	1	1000	0.2	0	0	1	-0.606	0.606	38962.875	0.0243161094224924	0	3447	3
3	1	1000	0.2	0	0	1	-0.611	0.611	38812.125	0.0387341772151899	0	3461	3
4	1	1000	0.2	0	0	1	-0.9885	0.9885	40000	0	0	5421	4
5	1	1000	0.2	0	0	1	-0.631	0.631	37682.75	0.0364840301220462	0	3549	3
6	1	1000	0.2	0	0	1	-0.618	0.618	39832	0.00650976464697046	0	3485	3
7	1	1000	0.2	0	0	1	-0.6165	0.6165	38253.8125	0.0261387163561077	0	3481	3
8	1	1000	0.2	0	0	1	-0.983	0.983	40000	0	0	5362	4
9	1	1000	0.2	0	0	1	-0.635	0.635	39737.5	0.014521782674011	0	3563	3
10	1	1000	0.2	0	0	1	-0.9825	0.9825	40000	0	0	5437	4
