"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev"
"308",8,1000,0.1,0.2,0,-0.3335,0.3335,32006.84375,0.0928678678678679,0.05,6876226
"309",9,1000,0.1,0.2,1,-0.9755,0.9755,39916,0.005,0,18394614
"310",10,1000,0.1,0.2,0,-0.2095,0.2095,33117.5,0.0752656864172369,0,7429373
"311",11,1000,0.1,0.2,0,0.1535,0.1535,33098.8125,0.0537674007512705,0,7488439
"312",12,1000,0.1,0.2,1,-0.9935,0.9935,39988,0.003,0,19304416
"313",13,1000,0.1,0.2,0,0.245,0.245,34521.84375,0.079119199777716,0.05,7263226
"314",14,1000,0.1,0.2,0,-0.046,0.046,34138.5,0.0859703164379726,0,6692061
"315",15,1000,0.1,0.2,0,-0.1505,0.1505,39922,0.00350175087543772,0,6538962
"316",16,1000,0.1,0.2,1,-0.9935,0.9935,39994,0.002,0,20673856
"317",17,1000,0.1,0.2,0,-0.2745,0.2745,40000,0,0,8642407
"318",18,1000,0.1,0.2,0,0.404,0.404,34615.65625,0.0904703224481413,0,7345536
"319",19,1000,0.1,0.2,0,-0.4745,0.4745,39964,0.0025,0,8546541
"320",20,1000,0.1,0.2,0,-0.2445,0.2445,33841.84375,0.107475317348378,0,7571279
"321",21,1000,0.1,0.2,0,-0.354,0.354,39982,0.0015,0,7710986
"322",22,1000,0.1,0.2,0,-0.2375,0.2375,31220.390625,0.106869081617315,0,7925480
"323",23,1000,0.1,0.2,0,-0.32,0.32,35250,0.06304704595186,0,6619866
"324",24,1000,0.1,0.2,0,-0.0525,0.0525,31434.84375,0.0993769943777541,0.05,8437286
"325",25,1000,0.1,0.2,1,-0.943,0.943,39293.875,0.0242645209957254,0,13185395
"326",26,1000,0.1,0.2,0,-0.4735,0.4735,38226.375,0.0390162245686325,0,9234959
"327",27,1000,0.1,0.2,0,-0.669,0.669,37284.125,0.0703933747412008,0,13625316
"328",28,1000,0.1,0.2,0,-0.416,0.416,32224.0625,0.0604990229971441,0.05,8164970
"329",29,1000,0.1,0.2,0,-0.7885,0.7885,37641.75,0.0425200933367903,0,14170203
"330",30,1000,0.1,0.2,0,-0.204,0.204,39988,0.0015,0.05,7595589
"331",31,1000,0.1,0.2,0,0.1525,0.1525,33033.53125,0.0978147388126867,0,11279230
"332",32,1000,0.1,0.2,0,-0.2585,0.2585,40000,0,0,7038848
"333",33,1000,0.1,0.2,0,0.095,0.095,35488.8125,0.047053953360011,0.05,8295433
"334",34,1000,0.1,0.2,1,-0.99,0.99,40000,0,0.0833333333333334,17371679
"335",35,1000,0.1,0.2,0,-0.198,0.198,40000,0,0,8723944
"336",36,1000,0.1,0.2,0,0.0854999999999999,0.0854999999999999,36502.9375,0.0682418162618796,0,9801365
"337",37,1000,0.1,0.2,1,-0.938,0.938,39434.25,0.0208542713567839,0,15941763
"338",38,1000,0.1,0.2,1,-0.9655,0.9655,39892,0.00650325162581291,0,18157741
"339",39,1000,0.1,0.2,0,0.255,0.255,35083.8125,0.0574426953880144,0.1,10568994
"340",40,1000,0.1,0.2,0,-0.603,0.603,37211.1875,0.0616224648985959,0,10904388
"341",41,1000,0.1,0.2,0,0.4065,0.4065,34257.25,0.0870229007633588,0,9186614
"342",42,1000,0.1,0.2,0,-0.3995,0.3995,35148.59375,0.0757076119813136,0,7912498
"343",43,1000,0.1,0.2,0,-0.2935,0.2935,31788.046875,0.112422083704363,0.05,6092916
"344",44,1000,0.1,0.2,0,-0.047,0.047,39928,0.0045,0.05,7964217
"345",45,1000,0.1,0.2,0,-0.316,0.316,32530.71875,0.0969454545454545,0,10929528
"346",46,1000,0.1,0.2,0,-0.185,0.185,36193.40625,0.0574805264571582,0.05,8483657
"347",47,1000,0.1,0.2,0,-0.3145,0.3145,32515.96875,0.0828554624319953,0,7141376
"348",48,1000,0.1,0.2,0,0.2375,0.2375,33829.296875,0.0791152700978307,0,7735616
"349",49,1000,0.1,0.2,0,-0.137,0.137,36497.125,0.0578192730910303,0,9357827
"350",50,1000,0.1,0.2,0,-0.1365,0.1365,35985.0625,0.0624157454839579,0,7495107
"351",51,1000,0.1,0.2,0,-0.2615,0.2615,40000,0,0.05,7504577
"352",52,1000,0.1,0.2,0,0.2015,0.2015,33456.625,0.0904119318181818,0,6825827
"353",53,1000,0.1,0.2,0,0.543,0.543,33721.28125,0.118089027502126,0.05,8781396
"354",54,1000,0.1,0.2,0,-0.2925,0.2925,31951.75,0.0759536528477917,0,7571618
"355",55,1000,0.1,0.2,0,-0.676,0.676,37333.75,0.0431937172774869,0,11433791
"356",56,1000,0.1,0.2,0,-0.3795,0.3795,35943.96875,0.0733082706766917,0,7620378
"357",57,1000,0.1,0.2,0,-0.311,0.311,32384.78125,0.0810373962236426,0.1,5253042
"358",58,1000,0.1,0.2,0,0.2305,0.2305,35040.15625,0.0745499519032568,0,6689730
"359",59,1000,0.1,0.2,0,0.387,0.387,33303.453125,0.0810766897746967,0.05,9232911
"360",60,1000,0.1,0.2,0,-0.2705,0.2705,36795.75,0.0391895494534791,0,9891999
"361",61,1000,0.1,0.2,0,-0.3195,0.3195,36498.0625,0.0869163809021366,0,9594714
"362",62,1000,0.1,0.2,0,-0.1765,0.1765,33496.6875,0.0732216819737079,0,8073496
"363",63,1000,0.1,0.2,1,-0.9235,0.9235,39344.5,0.0254088050314465,0,14333449
"364",64,1000,0.1,0.2,0,0.484,0.484,33340.9375,0.108184650240725,0,7770984
"365",65,1000,0.1,0.2,0,-0.05,0.05,40000,0,0,8302537
"366",66,1000,0.1,0.2,0,-0.089,0.089,35873,0.0693455180755275,0,9624873
"367",67,1000,0.1,0.2,0,0.275,0.275,34504.5,0.0758784824303514,0.05,6100804
"368",68,1000,0.1,0.2,0,0.1795,0.1795,33598.875,0.0658898000287728,0,7284953
"369",69,1000,0.1,0.2,0,-0.292,0.292,40000,0,0.05,8386917
"370",70,1000,0.1,0.2,0,0.283,0.283,35045.53125,0.0575450217346305,0,7798333
"371",71,1000,0.1,0.2,0,0.1865,0.1865,35241.25,0.0619868637110016,0,7026773
"372",72,1000,0.1,0.2,0,0.7325,0.7325,32274.125,0.111331569664903,0.2,11465217
"373",73,1000,0.1,0.2,1,-0.983,0.983,39814.75,0.00850850850850851,0,17781080
"374",74,1000,0.1,0.2,0,-0.3455,0.3455,38095.375,0.0570040899795501,0,6344115
"375",75,1000,0.1,0.2,0,0.565,0.565,34871.875,0.0727450432839989,0.05,7007373
"376",76,1000,0.1,0.2,0,-1,1,39928.25,0.006,0,20295292
"377",77,1000,0.1,0.2,0,0.2515,0.2515,33820.5625,0.0753776004559704,0,6690262
"378",78,1000,0.1,0.2,0,0.544,0.544,31605.296875,0.0789453688929413,0.05,7926247
"379",79,1000,0.1,0.2,0,-0.0375,0.0375,33682.125,0.0678658449190196,0.05,7274652
"380",80,1000,0.1,0.2,0,-0.126,0.126,32246.90625,0.0635057579053978,0,8312984
"381",81,1000,0.1,0.2,0,0.681,0.681,33767.25,0.0659324942791762,0,11009664
"382",82,1000,0.1,0.2,0,0.299,0.299,36499.34375,0.0641076637496685,0.05,7368476
"383",83,1000,0.1,0.2,0,0.2165,0.2165,39785,0.0105157736604907,0.05,8680598
"384",84,1000,0.1,0.2,0,-0.218,0.218,32428.78125,0.0844477281123014,0,8993274
"385",85,1000,0.1,0.2,0,-0.138,0.138,32356.234375,0.0941346850108617,0.1,7954742
"386",86,1000,0.1,0.2,0,-0.2755,0.2755,33737.875,0.086062941554271,0,8267640
"387",87,1000,0.1,0.2,0,-0.117,0.117,39934,0.004,0,6587680
"388",88,1000,0.1,0.2,0,-0.397,0.397,33654,0.0871656997311448,0,6880789
"389",89,1000,0.1,0.2,0,-0.0255,0.0255,35030.125,0.0958355941399891,0.15,6507474
"390",90,1000,0.1,0.2,0,-0.4135,0.4135,31703.40625,0.0789791603745092,0,10095462
"391",91,1000,0.1,0.2,0,-0.434,0.434,33876.0625,0.100223494901523,0,8846772
"392",92,1000,0.1,0.2,0,0.199,0.199,32631.375,0.0753590269636577,0.05,10463008
"393",93,1000,0.1,0.2,0,0.832,0.832,32974.3125,0.0671925211802512,0,11497983
"394",94,1000,0.1,0.2,0,0.4625,0.4625,34950.6875,0.0815194787189796,0,8776480
"395",95,1000,0.1,0.2,0,-0.3455,0.3455,31568.84375,0.0896598846037048,0,10319680
"396",96,1000,0.1,0.2,0,0.1065,0.1065,34423.125,0.0670697412823397,0.05,7513273
"397",97,1000,0.1,0.2,0,-0.2425,0.2425,33577.40625,0.0720213610449592,0,8688372
"398",98,1000,0.1,0.2,0,-0.266,0.266,33729.0625,0.0589419206440483,0,9103600
"399",99,1000,0.1,0.2,0,-0.364,0.364,31740.5625,0.0842626545193362,0,11468785
"400",100,1000,0.1,0.2,0,-0.129,0.129,33817.5625,0.0852426355485983,0,6965366
"401",1,1000,0.1,0.3,0,-0.254,0.254,31959.84375,0.0739255447941889,0.05,6759311
"402",2,1000,0.1,0.3,0,0.536,0.536,34007.5,0.0542983205237689,0,8275954
"403",3,1000,0.1,0.3,0,-0.2205,0.2205,39832,0.00800800800800801,0,7406309
"404",4,1000,0.1,0.3,0,0.406,0.406,32988,0.0957508310449487,0.1,5988387
"405",5,1000,0.1,0.3,0,0.0349999999999999,0.0349999999999999,39994,5e-04,0.1,7042647
"406",6,1000,0.1,0.3,0,-0.2025,0.2025,31117.734375,0.118159584225008,0.05,12766846
"407",7,1000,0.1,0.3,0,-0.4975,0.4975,35827.8125,0.0789754535752401,0,9553945
"408",8,1000,0.1,0.3,1,-0.944,0.944,39725.25,0.0140280561122244,0,16434716
"409",9,1000,0.1,0.3,0,-0.193,0.193,39994,0.001,0,7995832
"410",10,1000,0.1,0.3,0,-0.0115,0.0115,33857.46875,0.0819531696173615,0.05,7307087
"411",11,1000,0.1,0.3,1,-0.993,0.993,40000,0,0,18891485
"412",12,1000,0.1,0.3,0,0.181,0.181,33694.46875,0.0782114975159688,0,6402214
"413",13,1000,0.1,0.3,0,0.2485,0.2485,33455.25,0.0908738548273432,0,7144708
"414",14,1000,0.1,0.3,0,-0.1945,0.1945,34945,0.0747824886065461,0,8495977
"415",15,1000,0.1,0.3,0,0.00649999999999995,0.00649999999999995,39940,0.004,0.15,8990618
"416",16,1000,0.1,0.3,0,-0.0445,0.0445,35727.0625,0.0712244897959184,0,8359044
"417",17,1000,0.1,0.3,0,0.117,0.117,39826.5,0.00701402805611222,0.05,10421083
"418",18,1000,0.1,0.3,0,-0.087,0.087,35861.25,0.068439524838013,0,6731765
"419",19,1000,0.1,0.3,0,0.6015,0.6015,33948.46875,0.0981425006930968,0.1,6750146
"420",20,1000,0.1,0.3,0,-0.4,0.4,32907.5,0.096498223736678,0,11660516
"421",21,1000,0.1,0.3,0,-0.2445,0.2445,31318.75,0.100702576112412,0,8155326
"422",22,1000,0.1,0.3,0,-0.6785,0.6785,36178.84375,0.0626168224299065,0.05,10523985
"423",23,1000,0.1,0.3,0,-0.344,0.344,39665.25,0.0133032128514056,0.05,7440442
"424",24,1000,0.1,0.3,0,-0.327,0.327,40000,0,0,8606760
"425",25,1000,0.1,0.3,0,0.462,0.462,33124.625,0.0830194146624167,0,7875257
"426",26,1000,0.1,0.3,0,-0.353,0.353,32939.3125,0.108846426043878,0,9618846
"427",27,1000,0.1,0.3,0,-0.2765,0.2765,37799.25,0.0491191976340491,0.15,8645419
"428",28,1000,0.1,0.3,0,-0.2875,0.2875,31406.734375,0.109488216001831,0.05,8798088
"429",29,1000,0.1,0.3,0,-0.281,0.281,40000,0,0.1,6990789
"430",30,1000,0.1,0.3,0,0.077,0.077,34299.5625,0.0581564305206081,0.05,9307888
"431",31,1000,0.1,0.3,0,0.8985,0.8985,33473.9375,0.0772159172532682,0,10163844
"432",32,1000,0.1,0.3,0,-0.267,0.267,31636.328125,0.0930126697519156,0.05,10121041
"433",33,1000,0.1,0.3,1,-0.9325,0.9325,39441.625,0.0203722334004024,0,18314608
"434",34,1000,0.1,0.3,0,-0.2835,0.2835,31862.421875,0.0854820627802691,0,6447012
"435",35,1000,0.1,0.3,0,0.0495000000000001,0.0495000000000001,40000,0,0.1,6250240
"436",36,1000,0.1,0.3,0,-0.0385,0.0385,40000,0,0.05,9353619
"437",37,1000,0.1,0.3,0,0.2315,0.2315,34278.625,0.0810848791455874,0,9186167
"438",38,1000,0.1,0.3,0,-0.282,0.282,33001.640625,0.0769286966686148,0,7629235
"439",39,1000,0.1,0.3,0,0.2415,0.2415,34887.875,0.0528129395218003,0,7196635
"440",40,1000,0.1,0.3,0,-0.433,0.433,38870.25,0.0369246332827516,0,8776370
"441",41,1000,0.1,0.3,0,-0.5995,0.5995,37024.875,0.0820700470465238,0.05,9090529
"442",42,1000,0.1,0.3,0,-0.2215,0.2215,34448.03125,0.0956147654732168,0,7534480
"443",43,1000,0.1,0.3,0,0.6715,0.6715,34472.8125,0.0724171676219768,0,7939294
"444",44,1000,0.1,0.3,0,-0.1685,0.1685,39862,0.00650325162581291,0.05,7688567
"445",45,1000,0.1,0.3,0,0.832,0.832,33344.859375,0.0848988439306358,0.05,10231456
"446",46,1000,0.1,0.3,0,-0.193,0.193,32358.9375,0.107308921825051,0,8566813
"447",47,1000,0.1,0.3,0,-0.16,0.16,32326.25,0.0941775836972343,0,6714008
"448",48,1000,0.1,0.3,0,0.414,0.414,36317.5,0.0616684406599255,0,7528859
"449",49,1000,0.1,0.3,0,-0.483,0.483,33351.625,0.0968387927335145,0.05,9627567
"450",50,1000,0.1,0.3,0,-0.3785,0.3785,32313.671875,0.0863470285586459,0,8890695
"451",51,1000,0.1,0.3,0,-0.268,0.268,32090.3671875,0.0975213927412216,0,8914872
"452",52,1000,0.1,0.3,0,0.2,0.2,39886.25,0.00600300150075038,0,9745002
"453",53,1000,0.1,0.3,0,0.1155,0.1155,39952,0.003,0,8783683
"454",54,1000,0.1,0.3,0,0.2985,0.2985,34328.9375,0.0613021420518602,0.05,6875469
"455",55,1000,0.1,0.3,0,0.3615,0.3615,32868.328125,0.0859891320311353,0,7366113
"456",56,1000,0.1,0.3,0,-0.2845,0.2845,33539,0.0684911565616129,0.05,11945162
"457",57,1000,0.1,0.3,0,0.4565,0.4565,34851.03125,0.0593505039193729,0,10762765
"458",58,1000,0.1,0.3,0,-0.3065,0.3065,34492.125,0.0844039231938113,0,7700173
"459",59,1000,0.1,0.3,0,-0.126,0.126,39779.75,0.013013013013013,0.05,7363894
"460",60,1000,0.1,0.3,0,-0.055,0.055,31873.59375,0.0975682978084659,0,9670384
"461",61,1000,0.1,0.3,0,-0.139,0.139,32528.40625,0.11717944943324,0,9542158
"462",62,1000,0.1,0.3,0,-0.2445,0.2445,39970,0.0025,0,9574511
"463",63,1000,0.1,0.3,0,0.1205,0.1205,39880.5,0.00750375187593797,0,10072297
"464",64,1000,0.1,0.3,0,-0.2685,0.2685,39802.75,0.013770655983976,0,9699637
"465",65,1000,0.1,0.3,0,0.342,0.342,34878.03125,0.0693461057892545,0,10653136
"466",66,1000,0.1,0.3,0,0.249,0.249,39826.75,0.00676014021031547,0,8762258
"467",67,1000,0.1,0.3,0,-0.268,0.268,39635.5,0.0125565042692115,0,10342947
"468",68,1000,0.1,0.3,0,-0.0865,0.0865,31530.03125,0.0693258084197682,0,9112400
"469",69,1000,0.1,0.3,0,-0.277,0.277,33691.25,0.0600202722270489,0.05,7168376
"470",70,1000,0.1,0.3,0,0.1465,0.1465,39964,0.0025,0,7138066
"471",71,1000,0.1,0.3,0,-0.197,0.197,32107.734375,0.0843284135578135,0,10700320
"472",72,1000,0.1,0.3,0,0.2615,0.2615,36981.75,0.0701187335092348,0,9225588
"473",73,1000,0.1,0.3,0,-0.1935,0.1935,32894.125,0.101214429433745,0.05,6180375
"474",74,1000,0.1,0.3,0,-0.358,0.358,39946,0.004,0,9988118
"475",75,1000,0.1,0.3,0,-0.3315,0.3315,34117.25,0.0668464376951462,0,9383384
"476",76,1000,0.1,0.3,0,-0.195,0.195,38673,0.0375729880680376,0,7943658
"477",77,1000,0.1,0.3,0,-0.395,0.395,32198.375,0.0704298676186226,0,10253679
"478",78,1000,0.1,0.3,0,-0.3945,0.3945,31915.5625,0.0830576026470146,0,10178470
"479",79,1000,0.1,0.3,0,0.434,0.434,34546.375,0.0970180305131761,0.05,9971104
"480",80,1000,0.1,0.3,0,-0.258,0.258,39988,0.0015,0,9221072
"481",81,1000,0.1,0.3,0,-0.3605,0.3605,32280,0.0983427823811601,0.05,8540538
"482",82,1000,0.1,0.3,0,-0.115,0.115,39940.25,0.004,0,9453895
"483",83,1000,0.1,0.3,0,0.726,0.726,33409.75,0.0719471467983157,0,11526257
"484",84,1000,0.1,0.3,0,0.0165,0.0165,30958.8125,0.130141144331462,0.05,11052551
"485",85,1000,0.1,0.3,0,-0.466,0.466,32883.671875,0.0820917112686243,0,10941365
"486",86,1000,0.1,0.3,0,0.4685,0.4685,35206.28125,0.0609338627961112,0,10069709
"487",87,1000,0.1,0.3,0,-0.1295,0.1295,32293.1875,0.0990831115054717,0,9947838
"488",88,1000,0.1,0.3,0,0.0754999999999999,0.0754999999999999,40000,0,0,6250538
"489",89,1000,0.1,0.3,0,0.4515,0.4515,39198.25,0.0388300554715078,0,11083943
"490",90,1000,0.1,0.3,0,0.038,0.038,38555.625,0.0453970662620132,0,9907814
"491",91,1000,0.1,0.3,0,-0.0225,0.0225,32151.734375,0.0918204729078645,0,12388850
"492",92,1000,0.1,0.3,0,0.9595,0.9595,34798.6875,0.0753615127919911,0,10526388
"493",93,1000,0.1,0.3,0,0.0745,0.0745,33291.28125,0.0805115273775216,0.05,9067166
"494",94,1000,0.1,0.3,0,-0.463,0.463,33022.53125,0.0980279257233338,0,9679639
"495",95,1000,0.1,0.3,0,-0.093,0.093,31309.8125,0.0868398865639611,0,9304994
"496",96,1000,0.1,0.3,0,-0.1585,0.1585,39754.75,0.0152652652652653,0,10013813
"497",97,1000,0.1,0.3,0,-0.184,0.184,31132.78125,0.110084477296727,0.05,7401960
"498",98,1000,0.1,0.3,0,0.354,0.354,39916.25,0.00525262631315658,0,11562480
"499",99,1000,0.1,0.3,0,-0.162,0.162,39904.25,0.00575287643821911,0,11130001
"500",100,1000,0.1,0.3,0,0.0645,0.0645,38174,0.060388945752303,0.05,7205011
"501",1,1000,0.1,0.4,1,-0.9415,0.9415,39570,0.0152882205513784,0,20029431
"502",2,1000,0.1,0.4,0,0.8075,0.8075,31320.140625,0.107446089112631,0.05,11867556
"503",3,1000,0.1,0.4,0,-0.3975,0.3975,32801.46875,0.077893501540267,0,9805041
"504",4,1000,0.1,0.4,0,-0.3835,0.3835,40000,0,0,8390641
"505",5,1000,0.1,0.4,0,0.471,0.471,33946.46875,0.103800340328985,0.05,7134079
"506",6,1000,0.1,0.4,0,-0.701,0.701,36355.125,0.057738572574178,0,9875969
"507",7,1000,0.1,0.4,0,-0.253,0.253,31031.15625,0.0905172413793103,0,9087634
"508",8,1000,0.1,0.4,1,-0.9905,0.9905,39976,0.003,0,19106150
"509",9,1000,0.1,0.4,0,-0.1025,0.1025,39994,0.0015,0,9770795
"510",10,1000,0.1,0.4,0,0.43,0.43,34355.3125,0.0792397456501991,0,7426432
"511",11,1000,0.1,0.4,0,0.2065,0.2065,36126.5,0.0679351467238376,0,9927051
"512",12,1000,0.1,0.4,0,0.0994999999999999,0.0994999999999999,35305.6875,0.0476651008565902,0,9360004
"513",13,1000,0.1,0.4,0,-0.958,0.958,38626.625,0.0410958904109589,0.05,16041468
"514",14,1000,0.1,0.4,0,-0.2645,0.2645,31611.03125,0.0880852683669585,0,8443325
"515",15,1000,0.1,0.4,0,-0.793,0.793,37794.625,0.0439276485788114,0,14679985
"516",16,1000,0.1,0.4,0,-0.0815,0.0815,32607.875,0.0743163775360188,0,8615310
"517",17,1000,0.1,0.4,0,-0.189,0.189,39910,0.0055,0.05,6930037
"518",18,1000,0.1,0.4,0,-0.2475,0.2475,40000,0,0,6364647
"519",19,1000,0.1,0.4,0,0.1895,0.1895,34522.640625,0.0785030951041081,0,6211353
"520",20,1000,0.1,0.4,0,0.568,0.568,34151.25,0.0919660993205856,0,8088998
"521",21,1000,0.1,0.4,0,-0.39,0.39,33016.34375,0.0978552278820375,0.05,8748507
"522",22,1000,0.1,0.4,1,-0.945,0.945,39589.5,0.0153112449799197,0,17560727
"523",23,1000,0.1,0.4,0,0.0894999999999999,0.0894999999999999,35507.5,0.0624488124488125,0.05,7571027
"524",24,1000,0.1,0.4,0,-0.0669999999999999,0.0669999999999999,31015.34375,0.0931538461538462,0,10105637
"525",25,1000,0.1,0.4,0,-0.2965,0.2965,35047.375,0.066924778761062,0,8186590
"526",26,1000,0.1,0.4,0,0.421,0.421,32808.8125,0.0870639534883721,0.05,8598044
"527",27,1000,0.1,0.4,1,-0.9365,0.9365,39450.875,0.0188631790744467,0,15884636
"528",28,1000,0.1,0.4,0,-0.24,0.24,39994,0.001,0,9718752
"529",29,1000,0.1,0.4,0,-0.2665,0.2665,31488.015625,0.098726723511643,0,7959056
"530",30,1000,0.1,0.4,0,-0.182,0.182,32537.890625,0.068491124260355,0,7814759
"531",31,1000,0.1,0.4,0,-0.219,0.219,33795.875,0.0637718543995414,0.05,8425424
"532",32,1000,0.1,0.4,0,0.1325,0.1325,34676.6875,0.0483552167160808,0,6512161
"533",33,1000,0.1,0.4,0,-0.253,0.253,31408.828125,0.0852137994339478,0,10239412
"534",34,1000,0.1,0.4,0,-0.344,0.344,32246.671875,0.0795437602504846,0,8079862
"535",35,1000,0.1,0.4,0,0.032,0.032,35585.375,0.0457056061861364,0,7809217
"536",36,1000,0.1,0.4,0,-0.4485,0.4485,38176,0.0386001029336078,0,7794311
"537",37,1000,0.1,0.4,0,-0.3715,0.3715,32883.0625,0.074643169239732,0,7287258
"538",38,1000,0.1,0.4,1,-0.97,0.97,39958,0.005,0,15974945
"539",39,1000,0.1,0.4,0,-0.223,0.223,34122.90625,0.0472587093089663,0,9085302
"540",40,1000,0.1,0.4,0,-0.0425,0.0425,34341.140625,0.0711778744910852,0.05,7963407
"541",41,1000,0.1,0.4,1,-0.966,0.966,39826.5,0.00801201802704056,0,17356477
"542",42,1000,0.1,0.4,0,0.3215,0.3215,35466.1875,0.0675145447165472,0,6591887
"543",43,1000,0.1,0.4,0,-0.3415,0.3415,31202.796875,0.128697555086025,0.05,5896479
"544",44,1000,0.1,0.4,0,0.3005,0.3005,33640.484375,0.0844081398681571,0.05,9707065
"545",45,1000,0.1,0.4,1,-0.9315,0.9315,39447.375,0.019748427672956,0,19287129
"546",46,1000,0.1,0.4,0,0.0954999999999999,0.0954999999999999,34388.6875,0.0762948485271534,0,7202931
"547",47,1000,0.1,0.4,0,0.526,0.526,32911.21875,0.0646890373742565,0.05,7267495
"548",48,1000,0.1,0.4,0,-0.2765,0.2765,34163.8125,0.0815841029946823,0.05,11475952
"549",49,1000,0.1,0.4,0,0.0305,0.0305,33737.25,0.072156862745098,0.1,6700317
"550",50,1000,0.1,0.4,0,0.2445,0.2445,32976.84375,0.114917606244579,0,6398395
"551",51,1000,0.1,0.4,1,-0.978,0.978,39928,0.005,0,19721342
"552",52,1000,0.1,0.4,0,-0.227,0.227,30822.6875,0.114731839782756,0.05,12061864
"553",53,1000,0.1,0.4,0,-0.243,0.243,31698.8125,0.108155499179227,0,7754344
"554",54,1000,0.1,0.4,0,0.0229999999999999,0.0229999999999999,31512.53125,0.0747628083491461,0,9580370
"555",55,1000,0.1,0.4,0,-0.002,0.002,34030.015625,0.0901775608375778,0,8447934
"556",56,1000,0.1,0.4,1,-0.926,0.926,39130.625,0.0202020202020202,0,13588328
"557",57,1000,0.1,0.4,1,-0.955,0.955,39566.5,0.0198094282848546,0,20334337
"558",58,1000,0.1,0.4,0,0.4345,0.4345,34282.125,0.0649816952970994,0,7528133
"559",59,1000,0.1,0.4,0,0.191,0.191,34907.3125,0.0583078207625939,0,6434136
"560",60,1000,0.1,0.4,0,-0.0675,0.0675,40000,0,0,8858729
"561",61,1000,0.1,0.4,0,-0.3765,0.3765,31507.609375,0.114112291350531,0,7894212
"562",62,1000,0.1,0.4,0,-0.413,0.413,39606,0.0200803212851406,0,7492921
"563",63,1000,0.1,0.4,0,0.0649999999999999,0.0649999999999999,33678.40625,0.0568345323741007,0.05,8373605
"564",64,1000,0.1,0.4,0,-0.0580000000000001,0.0580000000000001,40000,0,0.05,9417915
"565",65,1000,0.1,0.4,0,-0.326,0.326,32033.84375,0.0763920156085847,0.05,7172482
"566",66,1000,0.1,0.4,0,-0.281,0.281,33414.21875,0.0912963225898055,0.05,6582034
"567",67,1000,0.1,0.4,0,-0.2745,0.2745,33578.03125,0.0782546494992847,0,8285970
"568",68,1000,0.1,0.4,0,-0.1855,0.1855,38572.625,0.0456632653061224,0,7434959
"569",69,1000,0.1,0.4,0,0.5565,0.5565,32166.1875,0.0850166481687014,0.15,6796644
"570",70,1000,0.1,0.4,0,0.267,0.267,39665.5,0.0140421263791374,0.05,8253623
"571",71,1000,0.1,0.4,0,-0.371,0.371,33344.421875,0.0900226116449972,0,5690014
"572",72,1000,0.1,0.4,0,-0.3995,0.3995,31847.5625,0.0663234403391884,0.05,8513175
"573",73,1000,0.1,0.4,0,0.6475,0.6475,34381.5,0.0959382784389704,0,7450345
"574",74,1000,0.1,0.4,0,0.2005,0.2005,39970,0.002,0,10115241
"575",75,1000,0.1,0.4,0,-0.0590000000000001,0.0590000000000001,32162.5625,0.0795437377247318,0,8830077
"576",76,1000,0.1,0.4,0,-0.393,0.393,31831.640625,0.0817358094952823,0.05,8128852
"577",77,1000,0.1,0.4,0,-0.255,0.255,33650.125,0.0762633451957295,0,7235565
"578",78,1000,0.1,0.4,0,-0.17,0.17,32068.015625,0.0740211918539115,0,8806094
"579",79,1000,0.1,0.4,0,-0.3025,0.3025,34494.96875,0.0669642857142857,0,8097744
"580",80,1000,0.1,0.4,0,-0.225,0.225,32414.296875,0.0840675477239354,0,7528408
"581",81,1000,0.1,0.4,0,-0.0395,0.0395,34811.34375,0.0807230578170277,0.05,6985988
"582",82,1000,0.1,0.4,0,-0.3055,0.3055,33895.125,0.0721627408993576,0.05,9313726
"583",83,1000,0.1,0.4,0,-0.249,0.249,33244.75,0.0901651322519363,0,10739723
"584",84,1000,0.1,0.4,0,-0.0590000000000001,0.0590000000000001,40000,0,0,7759429
"585",85,1000,0.1,0.4,0,0.401,0.401,34957,0.0728262367369436,0,9690612
"586",86,1000,0.1,0.4,0,0.1305,0.1305,35597.3125,0.0734360221591677,0,8071154
"587",87,1000,0.1,0.4,0,-0.1195,0.1195,39773.25,0.014271407110666,0,8544109
"588",88,1000,0.1,0.4,0,0.0305,0.0305,35772.6875,0.0576349335503119,0,9174528
"589",89,1000,0.1,0.4,0,-0.288,0.288,33799.3125,0.08012912482066,0,11099724
"590",90,1000,0.1,0.4,0,-0.2825,0.2825,33815.34375,0.0935647756138865,0.05,8771148
"591",91,1000,0.1,0.4,0,0.413,0.413,34928.703125,0.0859288864388093,0,8770705
"592",92,1000,0.1,0.4,0,0.2385,0.2385,39707.25,0.0125250501002004,0,8612977
"593",93,1000,0.1,0.4,0,0.131,0.131,36659.25,0.0682148040638607,0.05,6461990
"594",94,1000,0.1,0.4,0,-0.2135,0.2135,32247.625,0.0926364039627384,0.05,7999797
"595",95,1000,0.1,0.4,0,-0.0135,0.0135,40000,0,0,9697360
"596",96,1000,0.1,0.4,0,0.293,0.293,39725,0.0105263157894737,0,10595849
"597",97,1000,0.1,0.4,0,-0.0815,0.0815,31951.4375,0.111069049061175,0,6683143
"598",98,1000,0.1,0.4,0,-0.0675,0.0675,31512.078125,0.103365384615385,0,12126462
"599",99,1000,0.1,0.4,0,-0.0105,0.0105,39970.25,0.00225,0,10943219
