"","rep","budget","at","bb","ext_prob","ext_prob_sd","ext_prob_95ci_inf","ext_prob_95ci_sup","act_dev","act_dev_sd","act_dev_95ci_inf","act_dev_95ci_sup","abs_act_dev","abs_act_dev_sd","abs_act_dev_95ci_inf","abs_act_dev_95ci_sup","fin_yield","fin_yield_sd","fin_yield_95ci_inf","fin_yield_95ci_sup","max_diff_yield","max_diff_yield_sd","max_diff_yield_95ci_inf","max_diff_yield_95ci_sup","inac_ts","inac_ts_sd","inac_ts_95ci_inf","inac_ts_95ci_sup","SumSqDev","SumSqDev_sd","SumSqDev_95ci_inf","SumSqDev_95ci_sup"
"42",89,1000,0.4,0.7,0.11,0.0950262908862382,0.06,0.17,-0.0190898876404494,0.134773131181355,-0.0946685393258427,0.0586460674157303,0.30985393258427,0.0883259123265231,0.259179775280899,0.36147191011236,35344.509568118,1125.58516070694,34686.5949789326,35992.2678195225,0.0601969440880731,0.0128689482516971,0.0526737559002873,0.0678035623298008,0.252247191011236,0.0188194600449902,0.241011235955056,0.262921348314607,10455411.4044944,814201.965873871,10006521.9662921,10940680.2696629
"43",92,1000,0.4,0.8,0.08,0.0891282131753935,0.03,0.14,-0.0727282608695652,0.123197756920423,-0.145755434782609,0.00157608695652174,0.315130434782609,0.066580448650711,0.2775,0.354342391304348,34654.853685462,1035.63479093559,34053.4501528533,35264.1553158967,0.0653366808853182,0.0108127341707175,0.0585743556189062,0.0715236067575411,0.234239130434783,0.0173316837242941,0.22445652173913,0.244565217391304,10084495.9021739,575698.646262571,9746027.22826087,10417005.3804348
"44",94,1000,0.4,0.9,0.06,0.0781216611407741,0.02,0.11,-0.0164095744680851,0.142004236589964,-0.0958882978723404,0.067813829787234,0.330462765957447,0.0783717437135209,0.283755319148936,0.377808510638298,35024.1249168883,1073.4909883421,34386.3349401596,35642.8438331117,0.0610127725131153,0.0113012795726321,0.0543677272545136,0.0678519893094354,0.240425531914894,0.017023645650595,0.23031914893617,0.250531914893617,10184698.8085106,849533.246108544,9715966.86170213,10716668.7446809
"45",93,1000,0.4,1,0.07,0.0791166125654934,0.02,0.12,-0.0601559139784946,0.132920305443316,-0.137258064516129,0.017258064516129,0.334048387096774,0.0769607121597556,0.288489247311828,0.37947311827957,35540.1949764785,1174.1865616807,34803.5593077957,36256.1298723118,0.0577584481335642,0.0123381601987699,0.0504629145419271,0.0648669088710197,0.227956989247312,0.0189161228243267,0.216666666666667,0.239247311827957,9648156.65591398,819183.627661261,9230216.16129032,10177819.7741935
"46",86,1000,0.5,0,0.14,0.111008235202746,0.07,0.21,-0.0798197674418605,0.131916083515486,-0.156860465116279,-0.00783720930232558,0.317098837209302,0.0769405626854154,0.275703488372093,0.361122093023256,34983.4770167151,1118.63630165091,34331.1193677326,35580.9325036337,0.0625966102248556,0.0130040961188913,0.0551272458146854,0.0700844617741756,0.37093023255814,0.0192552446724535,0.359302325581395,0.381395348837209,9376732.69767442,879205.504390081,8928001.5,9905281.47674419
"47",83,1000,0.5,0.1,0.17,0.118295555215901,0.1,0.24,-0.0230963855421687,0.13758622760837,-0.100644578313253,0.054421686746988,0.304361445783133,0.0756628998356249,0.261144578313253,0.34510843373494,34304.3082643072,1152.19707159376,33668.3169239458,34957.4939759036,0.0677370584914506,0.0128507422847935,0.0607875359169061,0.0749996374644212,0.347590361445783,0.0148328073797341,0.339156626506024,0.356024096385542,9635561.68674699,705085.125726279,9225077.92771084,10029301.4819277
"48",88,1000,0.5,0.2,0.12,0.10279857228895,0.06,0.18,0.0929431818181818,0.14411114497721,0.0105,0.180107954545455,0.340420454545455,0.0863134581538741,0.293306818181818,0.390613636363636,34544.6906072443,1237.39419076995,33793.0522017045,35232.5569069602,0.0629652503828269,0.0130788133035407,0.055375644435498,0.0707632144889822,0.332386363636364,0.0167318494245414,0.322727272727273,0.341477272727273,10292187.3068182,744506.055031729,9867219.75,10735062.3409091
"49",86,1000,0.5,0.3,0.14,0.109836384286498,0.07,0.21,0.0842848837209302,0.151768370231826,-0.0025639534883721,0.171703488372093,0.329029069767442,0.0872297201838814,0.281168604651163,0.378982558139535,34867.2400981105,1306.11017292953,34173.5254360465,35654.4385901163,0.058942458427962,0.0135448472339173,0.0515849906175418,0.0666970507625111,0.327325581395349,0.0177693876467293,0.317441860465116,0.337209302325581,10746651.9418605,892531.826276039,10204380.9883721,11233107.1860465
"50",93,1000,0.5,0.4,0.07,0.0817965880595384,0.03,0.12,-0.00844623655913978,0.1322113360758,-0.0816290322580645,0.0725,0.29297311827957,0.0921443763622579,0.242408602150538,0.349629032258065,33899.5760248656,1305.25790255797,33162.7200100806,34731.087281586,0.0685328897090158,0.0133712772615836,0.0604033609727964,0.0763854075043032,0.31989247311828,0.0159573328455866,0.310215053763441,0.329569892473118,12765054.1827957,1054780.5958752,12114964.9354839,13418154.2473118
"51",94,1000,0.5,0.5,0.06,0.0754294372244683,0.02,0.11,0.0995212765957447,0.14564197806877,0.00972340425531915,0.186260638297872,0.333117021276596,0.0933085758571771,0.280686170212766,0.391015957446809,34335.8840591755,1242.8549650033,33570.6490192819,35074.6569980053,0.0617551583730339,0.0126983177487673,0.0542364445731491,0.0691928150150793,0.307978723404255,0.0171168882235952,0.298404255319149,0.318617021276596,11980517.6702128,1058637.62238059,11366066.0744681,12623553.9255319
"52",92,1000,0.5,0.6,0.08,0.0843980707328926,0.03,0.14,-0.0438967391304348,0.164110086367811,-0.144923913043478,0.04975,0.409635869565217,0.0862741388831851,0.357869565217391,0.463472826086957,35573.1008831522,1110.18178143305,34878.384595788,36229.4950747283,0.0554509139531043,0.0114520558774156,0.048374377226887,0.0619043258290064,0.298369565217391,0.0177155595856972,0.2875,0.308695652173913,13140086.8478261,1120781.61572707,12514916.9456522,13841389.1956522
"53",84,1000,0.5,0.7,0.16,0.11865396169645,0.09,0.24,-0.0808095238095238,0.157181490077812,-0.166089285714286,0.00489285714285714,0.3265,0.0957082542641253,0.273375,0.383785714285714,34745.3120349702,1423.38756502818,33932.4157366071,35489.4418712798,0.0589575382421235,0.0131636204048466,0.0512296392429577,0.0663891404684041,0.301785714285714,0.0164668995421204,0.292261904761905,0.311309523809524,12900002.8095238,1148702.87952293,12259420.1428571,13562200.4880952
"54",85,1000,0.5,0.8,0.15,0.110683601296487,0.09,0.22,-0.0595,0.162416305076138,-0.147129411764706,0.0330588235294118,0.334052941176471,0.100066568980173,0.278741176470588,0.394170588235294,35352.9167279412,1389.67860370214,34551.4878676471,36088.4614889706,0.0570109194275631,0.0130936945251068,0.0493929796824774,0.0644486159321282,0.297058823529412,0.0199397804060862,0.285294117647059,0.308235294117647,12773866.5529412,1224240.7430953,12117510.5411765,13502692.9411765
"55",82,1000,0.5,0.9,0.18,0.125969372580333,0.1,0.25,0.0191768292682927,0.159707318395259,-0.0709024390243903,0.109774390243902,0.339810975609756,0.0978918422587611,0.287079268292683,0.39359756097561,35125.2025057165,1455.25515199726,34376.7699599848,35959.7669588415,0.0591685523305414,0.0147720496018176,0.050969363938182,0.0669563691769755,0.304878048780488,0.0210756639023827,0.293292682926829,0.317073170731707,13377267.5853659,1495591.77513514,12613880.7195122,14210787.6341463
