1	1000	0.6	0.5	0.3	1	2	2000	1000	34	70	70	70	14	106	70	70	70	70	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	1	4	2000	1000	39	70	14	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	0	6	2000	1000	37	70	70	13	88	88	88	88	88	10	142	142	10	88	88	19	88	88	88	88
1	1000	0.6	0.5	0.3	1	8	2000	1000	42	70	70	70	70	10	124	124	10	88	88	15	88	70	70	70	70	0	0	0
1	1000	0.6	0.5	0.3	1	10	2000	1000	50	70	70	10	88	70	70	70	70	70	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	1	12	2000	1000	47	44	44	44	106	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	1	14	2000	1000	43	70	70	10	88	88	17	88	70	70	70	70	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	1	16	2000	1000	44	70	70	10	88	88	88	10	106	106	24	88	70	70	70	70	0	0	0	0
1	1000	0.6	0.5	0.3	1	18	2000	1000	44	70	27	70	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	1	20	2000	1000	30	70	70	70	106	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	1	22	2000	1000	48	70	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	0	24	2000	1000	43	70	70	70	70	10	124	124	124	10	106	106	10	88	88	10	88	88	88	88
1	1000	0.6	0.5	0.3	1	26	2000	1000	44	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	1	28	2000	1000	34	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	0	30	2000	1000	48	70	70	70	10	106	106	106	10	106	106	10	88	88	88	88	10	124	124	124
1	1000	0.6	0.5	0.3	1	32	2000	1000	38	61	10	70	70	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	1	34	2000	1000	42	70	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	1	36	2000	1000	33	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.6	0.5	0.3	1	38	2000	1000	57	11	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
