1	1000	0.7	0.3	0.7	0	2	2000	1000	20	12	12	55	7	7	41	7	7	100	7	7	100	7	7	100	7	7	100	7
1	1000	0.7	0.3	0.7	1	4	2000	1000	25	12	40	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	6	2000	1000	26	12	47	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	8	2000	1000	23	12	83	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	0	10	2000	1000	20	12	12	32	7	7	100	7	7	100	7	26	26	7	83	12	12	12	12	100
1	1000	0.7	0.3	0.7	1	12	2000	1000	22	27	12	12	30	7	100	12	12	21	58	7	12	12	12	12	12	12	0	0
1	1000	0.7	0.3	0.7	0	14	2000	1000	16	12	12	100	7	12	12	12	83	5	5	100	7	7	100	7	7	100	7	7
1	1000	0.7	0.3	0.7	1	16	2000	1000	24	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	18	2000	1000	23	12	12	12	71	7	7	100	7	7	100	7	66	12	12	12	12	12	0	0
1	1000	0.7	0.3	0.7	1	20	2000	1000	29	12	12	12	55	7	12	12	83	12	12	12	12	12	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	22	2000	1000	27	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	24	2000	1000	25	12	50	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	26	2000	1000	24	12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	0	28	2000	1000	27	12	12	15	76	7	7	100	7	7	100	7	7	100	7	7	100	7	7	100
1	1000	0.7	0.3	0.7	1	30	2000	1000	18	12	12	12	12	100	4	22	71	12	12	12	12	12	12	12	0	0	0	0
1	1000	0.7	0.3	0.7	1	32	2000	1000	20	35	12	12	28	7	50	12	12	12	12	12	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	34	2000	1000	19	12	12	37	7	7	76	7	7	45	7	12	15	83	12	12	12	12	0	0
1	1000	0.7	0.3	0.7	0	36	2000	1000	26	12	12	12	100	5	33	33	7	7	100	7	7	100	7	7	100	7	7	100
1	1000	0.7	0.3	0.7	1	38	2000	1000	37	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	40	2000	1000	27	12	12	50	7	12	12	12	83	5	5	100	7	43	43	7	12	12	12	0
1	1000	0.7	0.3	0.7	1	42	2000	1000	25	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	0	44	2000	1000	19	12	12	12	12	76	4	12	76	12	12	12	45	7	7	62	7	12	12	12
1	1000	0.7	0.3	0.7	0	46	2000	1000	23	12	12	12	43	5	5	100	7	7	100	7	7	100	7	7	100	7	66	12
1	1000	0.7	0.3	0.7	1	48	2000	1000	18	58	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	50	2000	1000	21	12	12	100	7	7	100	7	7	100	7	17	62	12	12	12	12	0	0	0
1	1000	0.7	0.3	0.7	1	52	2000	1000	25	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	0	54	2000	1000	22	29	12	12	100	7	7	100	7	7	83	7	7	45	7	12	90	12	12	12
1	1000	0.7	0.3	0.7	1	56	2000	1000	21	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	58	2000	1000	21	23	23	7	12	100	12	12	12	12	12	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	60	2000	1000	23	12	71	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	62	2000	1000	18	76	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	0	64	2000	1000	24	12	12	12	90	7	7	76	7	7	58	7	12	12	100	12	12	12	12	12
1	1000	0.7	0.3	0.7	0	66	2000	1000	22	12	12	12	23	23	5	58	12	12	12	83	5	5	100	7	7	100	7	7
1	1000	0.7	0.3	0.7	1	68	2000	1000	27	12	12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	0	70	2000	1000	23	12	12	12	62	5	5	100	7	7	100	7	7	100	7	7	100	7	7	100
1	1000	0.7	0.3	0.7	1	72	2000	1000	26	12	12	33	7	76	12	12	12	12	12	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	0	74	2000	1000	20	12	12	12	83	12	12	12	12	45	7	7	62	7	7	100	7	33	12	12
1	1000	0.7	0.3	0.7	1	76	2000	1000	27	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	0	78	2000	1000	19	33	12	12	12	12	12	12	58	5	12	14	100	12	12	12	12	12	12	12
1	1000	0.7	0.3	0.7	0	80	2000	1000	21	12	12	90	7	12	12	12	90	5	5	100	7	7	100	7	66	12	12	12
1	1000	0.7	0.3	0.7	0	82	2000	1000	19	12	12	12	100	5	5	100	7	7	100	7	7	100	7	58	12	12	12	12
1	1000	0.7	0.3	0.7	1	84	2000	1000	16	71	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	0	86	2000	1000	22	12	90	12	12	12	31	5	100	12	12	58	7	7	100	7	7	100	7	52
1	1000	0.7	0.3	0.7	1	88	2000	1000	19	41	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	90	2000	1000	19	12	40	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	92	2000	1000	21	30	12	27	27	7	83	12	12	12	12	12	0	0	0	0	0	0	0	0
1	1000	0.7	0.3	0.7	1	94	2000	1000	21	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
