"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts"
"1483",83,400,0.4,0,0,-0.033,0.033,9590.734375,0.109648853084066,10
"1484",84,400,0.4,0,0,1.273,1.273,9045.828125,0.0929160843814467,9
"1485",85,400,0.4,0,0,1.484,1.484,8975.421875,0.117664205207928,6
"1486",86,400,0.4,0,0,1.349,1.349,9032.90625,0.171162087219561,7
"1487",87,400,0.4,0,0,1.254,1.254,9065.25,0.136765721074347,7
"1488",88,400,0.4,0,0,1.413,1.413,8989.140625,0.110351499516285,9
"1489",89,400,0.4,0,0,1.571,1.571,8931.09375,0.138722718906127,4
"1490",90,400,0.4,0,0,-0.18,0.18,9655.140625,0.0987747011832543,16
"1491",91,400,0.4,0,1,-0.982,0.982,9992.375,0.127120613525447,1
"1492",92,400,0.4,0,0,1.509,1.509,8954.390625,0.112972620599739,5
"1493",93,400,0.4,0,0,1.088,1.088,9140.890625,0.196813848469644,8
"1494",94,400,0.4,0,1,-0.98,0.98,9991.25,0.0771634615384615,1
"1495",95,400,0.4,0,0,-0.381,0.381,9734.0625,0.134589986793132,10
"1496",96,400,0.4,0,0,1.576,1.576,8928.21875,0.163953925128334,6
"1497",97,400,0.4,0,1,-0.989,0.989,9995,0.127579737335835,2
"1498",98,400,0.4,0,1,-0.985,0.985,9992.75,0.125422093584178,2
"1499",99,400,0.4,0,0,-0.099,0.099,9615.65625,0.114321140731556,12
"1500",100,400,0.4,0,0,-0.149,0.149,9633.125,0.0839057899901865,17
"1501",1,400,0.4,0.5,1,-0.904,0.904,9956.625,0.0471281296023564,0
"1502",2,400,0.4,0.5,0,-0.756,0.756,9897.203125,0.142965913084222,6
"1503",3,400,0.4,0.5,0,1.519,1.519,8954.5625,0.107873579616979,7
"1504",4,400,0.4,0.5,0,0.832,0.832,9240.515625,0.155991087120261,8
"1505",5,400,0.4,0.5,0,-0.683,0.683,9865.3125,0.0842743873137914,2
"1506",6,400,0.4,0.5,0,0.591,0.591,9333.78125,0.134070796460177,12
"1507",7,400,0.4,0.5,0,-0.106,0.106,9619.984375,0.104902557856273,11
"1508",8,400,0.4,0.5,0,-0.971,0.971,9987.125,0.102060373742214,4
"1509",9,400,0.4,0.5,0,0.299,0.299,9446.875,0.107947511760337,14
"1510",10,400,0.4,0.5,0,0.548,0.548,9344.6953125,0.0924359785014227,12
"1511",11,400,0.4,0.5,0,1.54,1.54,8942.390625,0.115968407709559,8
"1512",12,400,0.4,0.5,0,1.246,1.246,9068.15625,0.122052727037181,11
"1513",13,400,0.4,0.5,0,-0.9,0.9,9956.5,0.105399061032864,3
"1514",14,400,0.4,0.5,0,-0.097,0.097,9606.59375,0.114561682357256,14
"1515",15,400,0.4,0.5,0,1.184,1.184,9088.875,0.0927302834507614,5
"1516",16,400,0.4,0.5,0,0.004,0.004,9571.9375,0.0921168066173706,13
"1517",17,400,0.4,0.5,1,-0.989,0.989,9995.375,0.0883113828786453,1
"1518",18,400,0.4,0.5,1,-0.99,0.99,9995.25,0.102415458937198,2
"1519",19,400,0.4,0.5,0,0.19,0.19,9491.34375,0.123107226394189,10
"1520",20,400,0.4,0.5,0,-0.984,0.984,9993.25,0.0776930409914204,1
"1521",21,400,0.4,0.5,0,1.185,1.185,9086.859375,0.162441669819649,10
"1522",22,400,0.4,0.5,0,-0.202,0.202,9656.8125,0.130392276671148,12
"1523",23,400,0.4,0.5,0,-0.975,0.975,9988.25,0.0981729598051157,3
"1524",24,400,0.4,0.5,0,-0.917,0.917,9963.875,0.092117872544322,3
"1525",25,400,0.4,0.5,0,1.517,1.517,8955.015625,0.0892572944297082,7
"1526",26,400,0.4,0.5,0,0.285,0.285,9456.5,0.0904225174737107,12
"1527",27,400,0.4,0.5,0,1.491,1.491,8961.65625,0.109231384041561,4
"1528",28,400,0.4,0.5,0,-0.1,0.1,9610.4375,0.114596120795482,13
"1529",29,400,0.4,0.5,0,-0.144,0.144,9630.625,0.152467163649272,13
"1530",30,400,0.4,0.5,0,0.073,0.073,9541,0.0905499564514122,12
"1531",31,400,0.4,0.5,0,-0.918,0.918,9965.0625,0.0527082827301433,2
"1532",32,400,0.4,0.5,0,-0.903,0.903,9958.125,0.0677146311970979,6
"1533",33,400,0.4,0.5,0,1.404,1.404,9020.34375,0.178113376939849,8
"1534",34,400,0.4,0.5,0,1.065,1.065,9130.1875,0.0882962962962963,11
"1535",35,400,0.4,0.5,1,-0.883,0.883,9947.875,0.0793669968591447,2
"1536",36,400,0.4,0.5,1,-0.986,0.986,9994,0.0895557655954631,2
"1537",37,400,0.4,0.5,0,1.55,1.55,8942.6953125,0.132890609684376,5
"1538",38,400,0.4,0.5,0,-0.764,0.764,9898.6875,0.105918271488962,10
"1539",39,400,0.4,0.5,0,-0.079,0.079,9601.9375,0.117604617604618,6
"1540",40,400,0.4,0.5,0,-0.581,0.581,9819.4375,0.105685131195335,7
"1541",41,400,0.4,0.5,0,1.332,1.332,9032.4296875,0.103430148508345,11
"1542",42,400,0.4,0.5,0,-0.633,0.633,9842.75,0.126827570201903,2
"1543",43,400,0.4,0.5,1,-0.988,0.988,9994.25,0.0792270531400966,2
"1544",44,400,0.4,0.5,0,-0.097,0.097,9612.21875,0.125365853658537,12
"1545",45,400,0.4,0.5,0,1.365,1.365,9030.75,0.127077271257679,7
"1546",46,400,0.4,0.5,0,1.234,1.234,9068.7578125,0.119871509445964,9
"1547",47,400,0.4,0.5,0,1.164,1.164,9101,0.229799951940406,4
"1548",48,400,0.4,0.5,0,-0.94,0.94,9972.5,0.0547215496368039,4
"1549",49,400,0.4,0.5,0,1.334,1.334,9031.1484375,0.164738955823293,8
"1550",50,400,0.4,0.5,1,-0.871,0.871,9945.5,0.10718126418927,0
"1551",51,400,0.4,0.5,0,0.272,0.272,9461.359375,0.115083833833834,11
"1552",52,400,0.4,0.5,1,-0.989,0.989,9995.25,0.105515587529976,3
"1553",53,400,0.4,0.5,0,-0.664,0.664,9854.875,0.100880410858401,6
"1554",54,400,0.4,0.5,0,1.297,1.297,9044.890625,0.171710653674905,10
"1555",55,400,0.4,0.5,1,-0.907,0.907,9959.6875,0.13561190738699,2
"1556",56,400,0.4,0.5,0,-0.494,0.494,9781.765625,0.13109216426717,7
"1557",57,400,0.4,0.5,0,1.138,1.138,9111.78125,0.179610109220218,6
"1558",58,400,0.4,0.5,0,-0.967,0.967,9986.25,0.108048780487805,1
"1559",59,400,0.4,0.5,1,-0.851,0.851,9936.875,0.070450690574267,0
"1560",60,400,0.4,0.5,0,-0.594,0.594,9824.4375,0.0893385982230997,8
"1561",61,400,0.4,0.5,0,1.366,1.366,9004.125,0.130674448767834,5
"1562",62,400,0.4,0.5,0,0.0680000000000001,0.0680000000000001,9540.640625,0.10555145248646,14
"1563",63,400,0.4,0.5,0,0.658,0.658,9303.1875,0.15262017085299,8
"1564",64,400,0.4,0.5,0,1.42,1.42,8994.8671875,0.107830889604839,5
"1565",65,400,0.4,0.5,1,-0.99,0.99,9995.25,0.0907794676806084,1
"1566",66,400,0.4,0.5,0,1.319,1.319,9043.890625,0.103644015267674,9
"1567",67,400,0.4,0.5,0,-0.599,0.599,9828.875,0.0772419679326952,4
"1568",68,400,0.4,0.5,1,-0.989,0.989,9995,0.107888631090487,3
"1569",69,400,0.4,0.5,0,1.493,1.493,8964.125,0.151308304891923,8
"1570",70,400,0.4,0.5,0,-0.605,0.605,9829.6875,0.101334951456311,5
"1571",71,400,0.4,0.5,1,-0.985,0.985,9993,0.0977229601518027,1
"1572",72,400,0.4,0.5,1,-0.975,0.975,9989.625,0.0786193672099712,1
"1573",73,400,0.4,0.5,0,-0.816,0.816,9921.0625,0.10182861240588,5
"1574",74,400,0.4,0.5,0,-0.425,0.425,9750.71875,0.113160399809614,4
"1575",75,400,0.4,0.5,1,-0.984,0.984,9994.125,0.119933436348508,1
"1576",76,400,0.4,0.5,1,-0.985,0.985,9993.25,0.0932323710364411,0
"1577",77,400,0.4,0.5,1,-0.85,0.85,9934.125,0.0979577297554025,0
"1578",78,400,0.4,0.5,1,-0.989,0.989,9995.25,0.10038240917782,2
"1579",79,400,0.4,0.5,0,1.25,1.25,9074.515625,0.173296166374342,8
"1580",80,400,0.4,0.5,0,-0.285,0.285,9687.84375,0.102252143460935,10
"1581",81,400,0.4,0.5,0,-0.195,0.195,9650.09375,0.0900856185630972,13
"1582",82,400,0.4,0.5,1,-0.977,0.977,9989.75,0.110078959591268,1
"1583",83,400,0.4,0.5,0,-0.99,0.99,9995.25,0.10065543071161,2
"1584",84,400,0.4,0.5,0,-0.59,0.59,9822.3125,0.0841212121212121,7
"1585",85,400,0.4,0.5,1,-0.88,0.88,9948.75,0.0960057747834456,0
"1586",86,400,0.4,0.5,0,1.253,1.253,9070.1015625,0.225969181851535,6
"1587",87,400,0.4,0.5,0,-0.438,0.438,9760.9375,0.103181427343078,10
"1588",88,400,0.4,0.5,0,-0.733,0.733,9886.375,0.132600561272217,5
"1589",89,400,0.4,0.5,0,1.207,1.207,9093.65625,0.161176284083703,14
"1590",90,400,0.4,0.5,0,0.568,0.568,9334.1875,0.0815020682523268,9
"1591",91,400,0.4,0.5,0,1.386,1.386,9006.96875,0.153286757700857,9
"1592",92,400,0.4,0.5,0,1.641,1.641,8892.8984375,0.0488867376573088,3
"1593",93,400,0.4,0.5,0,1.266,1.266,9062.453125,0.156148815948194,13
"1594",94,400,0.4,0.5,0,-0.974,0.974,9988,0.108050847457627,1
"1595",95,400,0.4,0.5,0,-0.215,0.215,9660.46875,0.0689827543114221,10
"1596",96,400,0.4,0.5,1,-0.99,0.99,9995.25,0.0661553211888782,1
"1597",97,400,0.4,0.5,1,-0.988,0.988,9995,0.0880077369439071,1
"1598",98,400,0.4,0.5,1,-0.987,0.987,9994.25,0.123215984776403,1
"1599",99,400,0.4,0.5,0,0.905,0.905,9200.703125,0.13115584251171,11
"1600",100,400,0.4,0.5,0,-0.51,0.51,9788.46875,0.071533203125,6
"1601",1,400,0.4,1,0,-0.579,0.579,9817.875,0.0893937523151006,11
"1602",2,400,0.4,1,1,-0.977,0.977,9989.5,0.0994579307094037,1
"1603",3,400,0.4,1,1,-0.99,0.99,9995.25,0.0695777351247601,1
"1604",4,400,0.4,1,1,-0.989,0.989,9995,0.0776026743075454,1
"1605",5,400,0.4,1,0,-0.47,0.47,9767.5,0.110965278606372,5
"1606",6,400,0.4,1,0,-0.981,0.981,9991.5,0.116777883698761,3
"1607",7,400,0.4,1,0,-0.819,0.819,9922.875,0.0703883495145631,1
"1608",8,400,0.4,1,0,-0.463,0.463,9770.375,0.0916666666666667,8
"1609",9,400,0.4,1,0,1.304,1.304,9031.8125,0.093092394824694,4
"1610",10,400,0.4,1,0,1.443,1.443,8997.59375,0.158004816833566,10
"1611",11,400,0.4,1,0,0.406,0.406,9409.5,0.0822291257211691,11
"1612",12,400,0.4,1,0,-0.97,0.97,9986.875,0.0772900763358779,3
"1613",13,400,0.4,1,1,-0.988,0.988,9994.5,0.111528527823433,1
"1614",14,400,0.4,1,0,-0.9,0.9,9955.875,0.0857348703170029,2
"1615",15,400,0.4,1,1,-0.982,0.982,9992.5625,0.122685185185185,1
"1616",16,400,0.4,1,1,-0.988,0.988,9994.75,0.138302859821847,1
"1617",17,400,0.4,1,0,1.708,1.708,8881.375,0.104670755543573,3
"1618",18,400,0.4,1,1,-0.986,0.986,9994,0.0935165100024102,1
"1619",19,400,0.4,1,0,-0.365,0.365,9726.71875,0.123315363881402,12
"1620",20,400,0.4,1,0,1.176,1.176,9109.08203125,0.176908979360685,9
"1621",21,400,0.4,1,1,-0.983,0.983,9992,0.14176245210728,1
"1622",22,400,0.4,1,0,-0.517,0.517,9795.3125,0.0719415776449997,8
"1623",23,400,0.4,1,0,1.557,1.557,8942,0.0942716424817373,6
"1624",24,400,0.4,1,0,-0.931,0.931,9968.875,0.0777453838678328,4
"1625",25,400,0.4,1,0,-0.075,0.075,9611.859375,0.174061382598331,11
"1626",26,400,0.4,1,0,0.002,0.002,9579.3125,0.109706462752837,13
"1627",27,400,0.4,1,0,1.205,1.205,9089.4921875,0.207122310780847,3
"1628",28,400,0.4,1,0,1.454,1.454,8980.0234375,0.119916790778994,6
"1629",29,400,0.4,1,0,0.591,0.591,9332.765625,0.117791059960577,13
"1630",30,400,0.4,1,1,-0.986,0.986,9994.125,0.110481586402266,1
"1631",31,400,0.4,1,0,1.145,1.145,9088.046875,0.083272799313214,16
"1632",32,400,0.4,1,0,-0.975,0.975,9987.5,0.0776746458231558,5
"1633",33,400,0.4,1,1,-0.988,0.988,9994.25,0.112254443405051,1
"1634",34,400,0.4,1,0,-0.464,0.464,9766.8125,0.114434487769436,10
"1635",35,400,0.4,1,1,-0.989,0.989,9995.25,0.0848310567936736,1
"1636",36,400,0.4,1,1,-0.873,0.873,9946,0.127383222116301,0
"1637",37,400,0.4,1,0,-0.381,0.381,9736.15625,0.113151152860803,12
"1638",38,400,0.4,1,1,-0.98,0.98,9991.25,0.151271753681392,1
"1639",39,400,0.4,1,0,0.953,0.953,9184.296875,0.139144069944247,11
"1640",40,400,0.4,1,0,1.286,1.286,9052.109375,0.180008235222351,10
"1641",41,400,0.4,1,1,-0.978,0.978,9990.75,0.0939565627950897,1
"1642",42,400,0.4,1,1,-0.979,0.979,9991,0.127973358705994,1
"1643",43,400,0.4,1,0,-0.45,0.45,9762.6875,0.0777126099706745,11
"1644",44,400,0.4,1,0,-0.362,0.362,9721.875,0.0627666810957888,12
"1645",45,400,0.4,1,0,-0.295,0.295,9694.46875,0.0699075808667416,11
"1646",46,400,0.4,1,1,-0.98,0.98,9991,0.070935491549631,0
"1647",47,400,0.4,1,0,-0.478,0.478,9771.1875,0.0988372093023256,4
"1648",48,400,0.4,1,1,-0.99,0.99,9995.25,0.0889309366130558,1
"1649",49,400,0.4,1,1,-0.989,0.989,9995,0.102632214440956,1
"1650",50,400,0.4,1,0,-0.979,0.979,9990,0.0881792183031459,3
"1651",51,400,0.4,1,1,-0.86,0.86,9937.25,0.119688385269122,0
"1652",52,400,0.4,1,0,-0.341,0.341,9710.625,0.0951857282502444,9
"1653",53,400,0.4,1,1,-0.984,0.984,9993.375,0.130568720379147,1
"1654",54,400,0.4,1,0,1.291,1.291,9044.25,0.164310954063604,7
"1655",55,400,0.4,1,0,-0.038,0.038,9582.875,0.126266280752533,12
"1656",56,400,0.4,1,0,-0.013,0.013,9579.40625,0.131057937568323,13
"1657",57,400,0.4,1,0,0.034,0.034,9551.359375,0.0836374884008661,12
"1658",58,400,0.4,1,0,0.11,0.11,9526.59375,0.0928920646859722,7
"1659",59,400,0.4,1,0,0.883,0.883,9218.625,0.127894805704566,7
"1660",60,400,0.4,1,1,-0.979,0.979,9990.75,0.0864374403056351,2
"1661",61,400,0.4,1,0,1.209,1.209,9078.734375,0.172480312460307,9
"1662",62,400,0.4,1,0,1.053,1.053,9134.9541015625,0.169892948495279,9
"1663",63,400,0.4,1,0,-0.932,0.932,9970.1875,0.0788351407335202,5
"1664",64,400,0.4,1,0,1.408,1.408,8994.625,0.14566603879581,12
"1665",65,400,0.4,1,0,-0.985,0.985,9993.5,0.0841209829867675,2
"1666",66,400,0.4,1,1,-0.945,0.945,9975.375,0.0956189566670646,2
"1667",67,400,0.4,1,0,-0.559,0.559,9807.03125,0.12199739675778,6
"1668",68,400,0.4,1,0,1.062,1.062,9134.46875,0.120847229348384,6
"1669",69,400,0.4,1,0,1.63,1.63,8906.859375,0.0772273176719288,3
"1670",70,400,0.4,1,1,-0.984,0.984,9993,0.0925837320574163,1
"1671",71,400,0.4,1,1,-0.984,0.984,9992.5,0.108818011257036,2
"1672",72,400,0.4,1,0,-0.969,0.969,9986.625,0.114322641287745,3
"1673",73,400,0.4,1,0,0.192,0.192,9489.90625,0.0815694698932204,16
"1674",74,400,0.4,1,0,-0.982,0.982,9992.75,0.104861773117255,3
"1675",75,400,0.4,1,0,1.461,1.461,8970.890625,0.0904519243663672,5
"1676",76,400,0.4,1,0,0.048,0.048,9551.84375,0.068873098977811,10
"1677",77,400,0.4,1,1,-0.99,0.99,9995.75,0.0825137922763253,0
"1678",78,400,0.4,1,0,0.526,0.526,9360.296875,0.0653323019403081,12
"1679",79,400,0.4,1,1,-0.988,0.988,9994.25,0.0803996194100856,2
"1680",80,400,0.4,1,0,-0.237,0.237,9668.34375,0.137498470199486,11
"1681",81,400,0.4,1,1,-0.975,0.975,9989.25,0.0931796349663785,0
"1682",82,400,0.4,1,1,-0.99,0.99,9995.25,0.0965909090909091,2
"1683",83,400,0.4,1,1,-0.989,0.989,9994.75,0.0613437195715677,2
"1684",84,400,0.4,1,0,-0.965,0.965,9984.875,0.122674829291264,3
"1685",85,400,0.4,1,0,0.975,0.975,9167.15625,0.0953086737981699,6
"1686",86,400,0.4,1,0,0.314,0.314,9439.15625,0.135461292463646,10
"1687",87,400,0.4,1,0,1.144,1.144,9125.421875,0.154078645965895,3
"1688",88,400,0.4,1,0,1.393,1.393,9000.8125,0.112622309197652,9
"1689",89,400,0.4,1,1,-0.979,0.979,9991.125,0.11032196969697,1
"1690",90,400,0.4,1,0,-0.501,0.501,9781.0625,0.0716064757160648,5
"1691",91,400,0.4,1,0,0.972,0.972,9174.96875,0.122510334460729,7
"1692",92,400,0.4,1,0,-0.977,0.977,9990.25,0.0904593639575972,2
"1693",93,400,0.4,1,0,0.164,0.164,9503.96875,0.0783094301307272,11
"1694",94,400,0.4,1,0,-0.81,0.81,9918.8125,0.0769511527465174,4
"1695",95,400,0.4,1,0,0.511,0.511,9360.828125,0.13180639585134,8
"1696",96,400,0.4,1,0,0.125,0.125,9525,0.159246781374083,10
"1697",97,400,0.4,1,0,1.361,1.361,9028.609375,0.170638337125638,8
"1698",98,400,0.4,1,1,-0.984,0.984,9993,0.125642223260159,1
"1699",99,400,0.4,1,0,1.544,1.544,8953.5,0.158681092220505,9
"1700",100,400,0.4,1,0,0.297,0.297,9453.53125,0.129751348669932,9
"1701",1,400,0.4,1.5,0,-0.962,0.962,9982.875,0.0877004067958842,3
"1702",2,400,0.4,1.5,0,1.321,1.321,9037.75,0.177358138377302,6
"1703",3,400,0.4,1.5,1,-0.989,0.989,9995.25,0.0854579792256846,1
"1704",4,400,0.4,1.5,0,0.666,0.666,9306.546875,0.129818594104308,6
"1705",5,400,0.4,1.5,0,1.004,1.004,9161.96875,0.173903467371468,7
"1706",6,400,0.4,1.5,0,-0.984,0.984,9993.5625,0.0964252116650988,3
"1707",7,400,0.4,1.5,1,-0.86,0.86,9939.125,0.0975669099756691,0
"1708",8,400,0.4,1.5,0,0.613,0.613,9307.8125,0.116505460218409,13
"1709",9,400,0.4,1.5,0,-0.543,0.543,9795.5,0.076950998185118,7
"1710",10,400,0.4,1.5,1,-0.881,0.881,9946,0.115167527320764,0
"1711",11,400,0.4,1.5,0,-0.993,0.993,9996.75,0.0774378585086042,2
"1712",12,400,0.4,1.5,0,0.614,0.614,9317.5625,0.0871472158657513,12
"1713",13,400,0.4,1.5,0,0.753,0.753,9264.3125,0.0941426638314324,13
"1714",14,400,0.4,1.5,0,-0.553,0.553,9805.6875,0.0833943833943834,4
"1715",15,400,0.4,1.5,0,-0.771,0.771,9900,0.088785046728972,6
"1716",16,400,0.4,1.5,0,-0.166,0.166,9633.09375,0.146914319952067,13
"1717",17,400,0.4,1.5,0,0.776,0.776,9253,0.188988723391425,9
"1718",18,400,0.4,1.5,0,0.735,0.735,9265.59375,0.162438599763726,12
"1719",19,400,0.4,1.5,1,-0.969,0.969,9986.375,0.0996140858658948,1
"1720",20,400,0.4,1.5,1,-0.989,0.989,9995,0.11048951048951,1
"1721",21,400,0.4,1.5,0,-0.335,0.335,9721.015625,0.154270462633452,15
"1722",22,400,0.4,1.5,1,-0.982,0.982,9991.75,0.074447646493756,1
"1723",23,400,0.4,1.5,0,1.396,1.396,9005.0703125,0.126021888185654,7
"1724",24,400,0.4,1.5,0,-0.185,0.185,9649.875,0.104184722050266,13
"1725",25,400,0.4,1.5,0,-0.005,0.005,9574.9375,0.112865133623369,13
"1726",26,400,0.4,1.5,0,-0.27,0.27,9689.921875,0.111754068716094,15
"1727",27,400,0.4,1.5,0,-0.977,0.977,9989.8125,0.0794110547912141,2
"1728",28,400,0.4,1.5,1,-0.987,0.987,9994.75,0.097340930674264,2
"1729",29,400,0.4,1.5,0,1.022,1.022,9154.203125,0.13496951993904,13
"1730",30,400,0.4,1.5,0,1.659,1.659,8889.671875,0.0666168681244058,4
"1731",31,400,0.4,1.5,0,1.084,1.084,9133.546875,0.114456300813008,10
"1732",32,400,0.4,1.5,1,-0.972,0.972,9987.625,0.11852207293666,1
"1733",33,400,0.4,1.5,0,1.324,1.324,9039.9453125,0.210904303070202,13
"1734",34,400,0.4,1.5,0,1.415,1.415,8985.890625,0.0846156391674112,11
"1735",35,400,0.4,1.5,0,1.176,1.176,9097.375,0.112219611881698,9
"1736",36,400,0.4,1.5,0,1.587,1.587,8924.4375,0.104923486360612,4
"1737",37,400,0.4,1.5,1,-0.984,0.984,9993,0.0744265495363592,1
"1738",38,400,0.4,1.5,1,-0.879,0.879,9946,0.124289772727273,0
"1739",39,400,0.4,1.5,1,-0.988,0.988,9994.875,0.0988538681948424,2
"1740",40,400,0.4,1.5,0,0.722,0.722,9270.4375,0.0960163432073544,7
"1741",41,400,0.4,1.5,0,-0.165,0.165,9640.5,0.0997957035844735,14
"1742",42,400,0.4,1.5,0,1.3,1.3,9039.046875,0.192491210447012,8
"1743",43,400,0.4,1.5,1,-0.986,0.986,9994.625,0.130555555555556,3
"1744",44,400,0.4,1.5,0,0.533,0.533,9354.0078125,0.0746275802088902,13
"1745",45,400,0.4,1.5,0,-0.938,0.938,9971.625,0.119228938600666,6
"1746",46,400,0.4,1.5,1,-0.859,0.859,9936.875,0.079923426657095,0
"1747",47,400,0.4,1.5,0,-0.219,0.219,9662.5,0.0517918196783589,16
"1748",48,400,0.4,1.5,1,-0.983,0.983,9992.25,0.0775945683802134,0
"1749",49,400,0.4,1.5,1,-0.984,0.984,9992.5,0.138967136150235,1
"1750",50,400,0.4,1.5,0,1.534,1.534,8951.1875,0.107058203845141,4
"1751",51,400,0.4,1.5,1,-0.871,0.871,9944,0.0994304698623635,0
"1752",52,400,0.4,1.5,0,1.511,1.511,8962.203125,0.0830080578962357,12
"1753",53,400,0.4,1.5,0,0.107,0.107,9521.0625,0.123355364753845,14
"1754",54,400,0.4,1.5,1,-0.989,0.989,9995.25,0.0831758034026465,1
"1755",55,400,0.4,1.5,1,-0.99,0.99,9995.5,0.09375,2
"1756",56,400,0.4,1.5,0,-0.137,0.137,9632.09375,0.140866222142128,9
"1757",57,400,0.4,1.5,1,-0.975,0.975,9990.1875,0.0833733781835656,2
"1758",58,400,0.4,1.5,0,1.181,1.181,9103.625,0.131536887866002,6
"1759",59,400,0.4,1.5,0,-0.987,0.987,9994,0.0874066939561763,2
"1760",60,400,0.4,1.5,0,-0.558,0.558,9807.1875,0.0951273261508325,4
"1761",61,400,0.4,1.5,1,-0.955,0.955,9981.625,0.10775002931176,1
"1762",62,400,0.4,1.5,0,0.0149999999999999,0.0149999999999999,9563.9296875,0.0856044060393125,13
"1763",63,400,0.4,1.5,0,1.314,1.314,9041.953125,0.184299698795181,8
"1764",64,400,0.4,1.5,0,0.702,0.702,9281.40625,0.130309916051253,11
"1765",65,400,0.4,1.5,0,-0.328,0.328,9708.1875,0.0779516884397338,9
"1766",66,400,0.4,1.5,0,0.974,0.974,9182.875,0.150969442178578,6
"1767",67,400,0.4,1.5,0,0.184,0.184,9502.234375,0.111666459704458,10
"1768",68,400,0.4,1.5,0,-0.989,0.989,9995,0.105613701236917,1
"1769",69,400,0.4,1.5,0,-0.539,0.539,9797.75,0.115536892621476,7
"1770",70,400,0.4,1.5,1,-0.983,0.983,9992.625,0.10985384252711,2
"1771",71,400,0.4,1.5,0,-0.972,0.972,9988.25,0.0773145904023267,1
"1772",72,400,0.4,1.5,0,-0.624,0.624,9839.625,0.0807355090112031,6
"1773",73,400,0.4,1.5,1,-0.98,0.98,9991.625,0.0889399806389158,2
"1774",74,400,0.4,1.5,0,-0.992,0.992,9996,0.108184383819379,2
"1775",75,400,0.4,1.5,0,-0.09,0.09,9617.34375,0.103623412821307,13
"1776",76,400,0.4,1.5,0,-0.567,0.567,9814.875,0.0946457544618713,14
"1777",77,400,0.4,1.5,1,-0.846,0.846,9933.625,0.0837120306146855,0
"1778",78,400,0.4,1.5,0,1.508,1.508,8959.5546875,0.126349892008639,7
"1779",79,400,0.4,1.5,1,-0.988,0.988,9994.75,0.0597302504816956,0
"1780",80,400,0.4,1.5,0,-0.504,0.504,9782.71875,0.121890251160576,7
"1781",81,400,0.4,1.5,0,1.312,1.312,9042.46875,0.100681922496885,7
"1782",82,400,0.4,1.5,0,1.494,1.494,8957.875,0.105042016806723,10
"1783",83,400,0.4,1.5,0,-0.013,0.013,9583.921875,0.0884038800705467,9
"1784",84,400,0.4,1.5,1,-0.976,0.976,9989.75,0.103778096604495,1
"1785",85,400,0.4,1.5,0,-0.622,0.622,9838.5,0.11367759100254,7
"1786",86,400,0.4,1.5,1,-0.987,0.987,9994.25,0.0884255930984903,1
"1787",87,400,0.4,1.5,0,0.318,0.318,9441.40625,0.162969490701349,13
"1788",88,400,0.4,1.5,1,-0.984,0.984,9993.25,0.12593984962406,1
"1789",89,400,0.4,1.5,0,-0.334,0.334,9710.90625,0.0793802365697388,14
"1790",90,400,0.4,1.5,0,1.393,1.393,8990.75,0.129430092171881,4
"1791",91,400,0.4,1.5,1,-0.979,0.979,9990,0.111791009649329,1
"1792",92,400,0.4,1.5,0,0.357,0.357,9423.53125,0.125613798183157,7
"1793",93,400,0.4,1.5,0,1.242,1.242,9068.40625,0.169614097138887,9
"1794",94,400,0.4,1.5,0,1.177,1.177,9095.359375,0.153326435916729,9
"1795",95,400,0.4,1.5,1,-0.989,0.989,9995,0.0384992643452673,1
"1796",96,400,0.4,1.5,0,1.331,1.331,9030.4921875,0.103138199577614,7
"1797",97,400,0.4,1.5,1,-0.989,0.989,9995.5,0.118595825426945,1
"1798",98,400,0.4,1.5,1,-0.878,0.878,9944.375,0.103415559772296,0
"1799",99,400,0.4,1.5,0,0.953,0.953,9187.0625,0.116441441441441,12
"1800",100,400,0.4,1.5,0,-0.961,0.961,9982.625,0.0584479371316306,3
"1801",1,400,0.8,0,0,1.299,1.299,9054.375,0.151232215447154,15
"1802",2,400,0.8,0,1,-0.985,0.985,9993.5,0.0906502135738016,7
"1803",3,400,0.8,0,0,1.652,1.652,8900.625,0.093605933052716,13
"1804",4,400,0.8,0,0,1.582,1.582,8931.265625,0.151051870884856,8
"1805",5,400,0.8,0,0,-0.984,0.984,9992.5,0.110308285163776,5
"1806",6,400,0.8,0,0,1.465,1.465,8966.75,0.105548574829707,14
"1807",7,400,0.8,0,0,1.395,1.395,8995.828125,0.137357900114957,14
"1808",8,400,0.8,0,0,0.763,0.763,9246.390625,0.114468629961588,19
"1809",9,400,0.8,0,0,1.591,1.591,8927.5,0.0825910522150567,13
"1810",10,400,0.8,0,0,1.063,1.063,9143.75,0.162363625092983,16
"1811",11,400,0.8,0,0,-0.545,0.545,9802.1875,0.10689990281827,14
"1812",12,400,0.8,0,0,1.693,1.693,8886.9140625,0.0772052579735743,8
"1813",13,400,0.8,0,1,-0.986,0.986,9994,0.138287864534337,5
"1814",14,400,0.8,0,0,1.42,1.42,9007.171875,0.113394615889691,11
"1815",15,400,0.8,0,0,1.397,1.397,8997.03125,0.0595310700006776,14
"1816",16,400,0.8,0,0,1.424,1.424,8988.046875,0.168517821285141,13
"1817",17,400,0.8,0,0,-0.948,0.948,9976.9375,0.0806645076166487,8
