"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts"
"2673",73,800,0,0,0,-0.87,0.87,9907.625,0.0883467550923733,0
"2674",74,800,0,0,0,-1,1,9984.25,0.104815864022663,0
"2675",75,800,0,0,0,0.014,0.014,9599.171875,0.109240644301805,0
"2676",76,800,0,0,0,-0.202,0.202,9667.5625,0.0988379280504389,0
"2677",77,800,0,0,0,-0.252,0.252,9599.984375,0.0697761310209546,0
"2678",78,800,0,0,0,-0.219,0.219,9673.8125,0.0897172396611858,0
"2679",79,800,0,0,1,-0.941,0.941,9974.5,0.0853018372703412,0
"2680",80,800,0,0,0,-0.328,0.328,9448.1875,0.0758723457096734,0
"2681",81,800,0,0,1,-0.954,0.954,9980.625,0.0994813767090995,0
"2682",82,800,0,0,0,-0.198,0.198,9647.5,0.0854004689621128,0
"2683",83,800,0,0,0,-1,1,9986.75,0.104562737642586,0
"2684",84,800,0,0,0,-0.216,0.216,9659.203125,0.0795880149812734,0
"2685",85,800,0,0,0,-0.408,0.408,9742.5625,0.161737734983952,0
"2686",86,800,0,0,0,-0.292,0.292,9695.375,0.112501138675493,0
"2687",87,800,0,0,0,0.246,0.246,9509.8125,0.0901168298073887,0
"2688",88,800,0,0,0,-0.396,0.396,9735.21875,0.0918845584607795,0
"2689",89,800,0,0,0,-0.459,0.459,9755.34375,0.0785385858083758,0
"2690",90,800,0,0,0,0.205,0.205,9522.15625,0.0833700787401575,0
"2691",91,800,0,0,0,0.246,0.246,9513.59375,0.11205047318612,0
"2692",92,800,0,0,0,-0.214,0.214,9652.84375,0.0786128594347772,0
"2693",93,800,0,0,0,-0.312,0.312,9703.40625,0.0643158678917308,0
"2694",94,800,0,0,0,-0.1,0.1,9618.3125,0.0877480831729404,0
"2695",95,800,0,0,0,-0.165,0.165,9651.3125,0.117795101589835,0
"2696",96,800,0,0,0,0.129,0.129,9544.96875,0.112336917784871,0
"2697",97,800,0,0,0,-0.528,0.528,9779.6875,0.0818384263268588,0
"2698",98,800,0,0,0,-0.212,0.212,9486.4375,0.0913191226444239,0
"2699",99,800,0,0,0,-0.623,0.623,9821.8125,0.115545465408054,0
"2700",100,800,0,0,0,-0.234,0.234,9663.8125,0.0870262930502407,0
"2701",1,800,0.4,0,1,-0.989,0.989,9995.25,0.117959372114497,2
"2702",2,800,0.4,0,0,1.043,1.043,9142.6875,0.1512104283054,9
"2703",3,800,0.4,0,0,-0.306,0.306,9694.75,0.0781068702290076,11
"2704",4,800,0.4,0,0,0.613,0.613,9324.375,0.0859439800931538,11
"2705",5,800,0.4,0,0,-0.775,0.775,9902.625,0.0965626138710069,8
"2706",6,800,0.4,0,0,-0.451,0.451,9768.84375,0.109481086323957,10
"2707",7,800,0.4,0,1,-0.979,0.979,9991,0.105904404873477,2
"2708",8,800,0.4,0,0,-0.571,0.571,9811.625,0.070051890289103,3
"2709",9,800,0.4,0,0,0.217,0.217,9485.2578125,0.101000625390869,13
"2710",10,800,0.4,0,0,1.414,1.414,8984.6875,0.117485434322034,3
"2711",11,800,0.4,0,1,-0.989,0.989,9995.625,0.0836920133907221,1
"2712",12,800,0.4,0,1,-0.98,0.98,9991.375,0.0670864616129813,1
"2713",13,800,0.4,0,0,0.596,0.596,9323.796875,0.0624181937172775,13
"2714",14,800,0.4,0,0,-0.263,0.263,9679.25,0.100232245446767,16
"2715",15,800,0.4,0,0,0.169,0.169,9502.1259765625,0.0869620575502928,13
"2716",16,800,0.4,0,0,-0.367,0.367,9726.96875,0.10552339604438,15
"2717",17,800,0.4,0,0,-0.395,0.395,9739,0.0889997536339,13
"2718",18,800,0.4,0,0,-0.201,0.201,9655.84375,0.101605619668841,8
"2719",19,800,0.4,0,0,-0.681,0.681,9860.28125,0.109759050732534,4
"2720",20,800,0.4,0,0,-0.487,0.487,9776.8125,0.118268994344726,14
"2721",21,800,0.4,0,0,-0.995,0.995,9997.5,0.101599247412982,2
"2722",22,800,0.4,0,0,1.099,1.099,9111.875,0.141225108088491,8
"2723",23,800,0.4,0,1,-0.981,0.981,9991.25,0.0908433734939759,1
"2724",24,800,0.4,0,0,1.457,1.457,8972.3515625,0.106790654576742,4
"2725",25,800,0.4,0,0,0.513,0.513,9357.21875,0.120571570885997,6
"2726",26,800,0.4,0,0,0.327,0.327,9433.890625,0.10589828838813,9
"2727",27,800,0.4,0,0,1.082,1.082,9145.970703125,0.225523213856146,9
"2728",28,800,0.4,0,1,-0.99,0.99,9996.25,0.0771428571428571,2
"2729",29,800,0.4,0,0,-0.104,0.104,9615.203125,0.123802413836008,12
"2730",30,800,0.4,0,0,0.695,0.695,9282.375,0.154624803006425,6
"2731",31,800,0.4,0,0,0.742,0.742,9259.2421875,0.129595353586929,12
"2732",32,800,0.4,0,0,0.0369999999999999,0.0369999999999999,9552.6875,0.147452114203108,13
"2733",33,800,0.4,0,0,0.0680000000000001,0.0680000000000001,9548.046875,0.152,12
"2734",34,800,0.4,0,0,1.574,1.574,8937.4375,0.111720177499347,3
"2735",35,800,0.4,0,0,0.135,0.135,9511.515625,0.106341888861201,8
"2736",36,800,0.4,0,0,0.469,0.469,9375.625,0.125983514424878,12
"2737",37,800,0.4,0,0,-0.337,0.337,9713.3125,0.147081995030604,12
"2738",38,800,0.4,0,0,1.38,1.38,9002.875,0.0828732912723449,6
"2739",39,800,0.4,0,0,1.489,1.489,8970.125,0.095688401005158,7
"2740",40,800,0.4,0,0,1.279,1.279,9056.828125,0.178006620080912,10
"2741",41,800,0.4,0,0,-0.635,0.635,9841.3125,0.0604898565066799,2
"2742",42,800,0.4,0,0,-0.086,0.086,9599.5625,0.0916791230692576,13
"2743",43,800,0.4,0,1,-0.943,0.943,9974,0.0428571428571429,5
"2744",44,800,0.4,0,0,0.626,0.626,9320.609375,0.160784790135455,10
"2745",45,800,0.4,0,0,1.542,1.542,8939.5859375,0.0622635135135135,4
"2746",46,800,0.4,0,0,0.414,0.414,9408.15625,0.0915586890243902,16
"2747",47,800,0.4,0,0,-0.994,0.994,9997.25,0.138545953360768,1
"2748",48,800,0.4,0,1,-0.988,0.988,9994.25,0.105653382761817,1
"2749",49,800,0.4,0,0,0.886,0.886,9209.265625,0.158556116791918,12
"2750",50,800,0.4,0,0,-0.273,0.273,9688.5625,0.0624253473313636,11
"2751",51,800,0.4,0,0,0.791,0.791,9250.203125,0.146204724409449,5
"2752",52,800,0.4,0,0,-0.248,0.248,9680.3125,0.123355869698832,11
"2753",53,800,0.4,0,0,0.363,0.363,9420.1875,0.0985501812273466,15
"2754",54,800,0.4,0,0,-0.722,0.722,9876.125,0.0998332142006195,4
"2755",55,800,0.4,0,0,-0.005,0.005,9577,0.124214026602177,10
"2756",56,800,0.4,0,0,0.0229999999999999,0.0229999999999999,9562.8125,0.0927140029688273,9
"2757",57,800,0.4,0,0,-0.332,0.332,9714.40625,0.14468886728245,12
"2758",58,800,0.4,0,0,1.265,1.265,9058.234375,0.17261563911688,7
"2759",59,800,0.4,0,0,-0.437,0.437,9760.40625,0.13030035335689,8
"2760",60,800,0.4,0,0,1.461,1.461,8977.6328125,0.114212135844198,10
"2761",61,800,0.4,0,0,1.669,1.669,8890.1875,0.0834912088277329,6
"2762",62,800,0.4,0,0,0.375,0.375,9418.625,0.14520590043024,7
"2763",63,800,0.4,0,0,-0.64,0.64,9844.125,0.0894456548051319,11
"2764",64,800,0.4,0,0,1.522,1.522,8946,0.127065879975226,4
"2765",65,800,0.4,0,0,-0.408,0.408,9741.9375,0.104688811608106,6
"2766",66,800,0.4,0,0,1.643,1.643,8896.03125,0.0640270727580372,3
"2767",67,800,0.4,0,0,0.215,0.215,9487.9375,0.0817083909925777,14
"2768",68,800,0.4,0,0,-0.699,0.699,9870.03125,0.0853362466618111,8
"2769",69,800,0.4,0,0,0.0189999999999999,0.0189999999999999,9567.125,0.0893123138033764,12
"2770",70,800,0.4,0,0,1.531,1.531,8955.63671875,0.093291197577194,6
"2771",71,800,0.4,0,0,0.145,0.145,9513.796875,0.0817949848790323,7
"2772",72,800,0.4,0,0,-0.121,0.121,9624.84375,0.146302058401149,11
"2773",73,800,0.4,0,0,1.683,1.683,8876.3125,0.0589008404523917,5
"2774",74,800,0.4,0,0,-0.227,0.227,9664.0390625,0.08,11
"2775",75,800,0.4,0,0,0.571,0.571,9336.03125,0.120777185835161,10
"2776",76,800,0.4,0,0,0.0569999999999999,0.0569999999999999,9543.40625,0.0642741027885457,13
"2777",77,800,0.4,0,0,-0.136,0.136,9628.09375,0.134700998676453,8
"2778",78,800,0.4,0,0,1.226,1.226,9068.578125,0.157665889470036,9
"2779",79,800,0.4,0,1,-0.986,0.986,9993.5,0.062984496124031,1
"2780",80,800,0.4,0,0,0.84,0.84,9227.78125,0.179383756899375,6
"2781",81,800,0.4,0,0,0.0780000000000001,0.0780000000000001,9547.703125,0.156936894351217,8
"2782",82,800,0.4,0,0,0.3,0.3,9438.78125,0.0808513358046785,19
"2783",83,800,0.4,0,0,-0.469,0.469,9770.375,0.0713060524381279,17
"2784",84,800,0.4,0,0,-0.034,0.034,9584.4375,0.129032258064516,10
"2785",85,800,0.4,0,0,0.634,0.634,9318.765625,0.0512560180788,16
"2786",86,800,0.4,0,1,-0.987,0.987,9994.125,0.094106463878327,2
"2787",87,800,0.4,0,0,-0.145,0.145,9634.40625,0.11912648754754,12
"2788",88,800,0.4,0,0,-0.197,0.197,9654.96875,0.107788851974898,12
"2789",89,800,0.4,0,0,0.285,0.285,9451.3125,0.13630286825474,12
"2790",90,800,0.4,0,0,-0.785,0.785,9908.1875,0.0536789092249109,3
"2791",91,800,0.4,0,0,0.0820000000000001,0.0820000000000001,9540.296875,0.105931154036652,8
"2792",92,800,0.4,0,0,-0.159,0.159,9632.5625,0.101943527686102,5
"2793",93,800,0.4,0,0,1.515,1.515,8954.53125,0.133652240914344,11
"2794",94,800,0.4,0,0,1.446,1.446,8971.640625,0.0961535271774287,4
"2795",95,800,0.4,0,1,-0.969,0.969,9986.875,0.123004694835681,7
"2796",96,800,0.4,0,0,-0.612,0.612,9828.8125,0.116397005554214,7
"2797",97,800,0.4,0,0,-0.086,0.086,9609.96875,0.112176355642404,11
"2798",98,800,0.4,0,0,1.15,1.15,9113.046875,0.143199693075005,7
"2799",99,800,0.4,0,0,-0.534,0.534,9792.6875,0.0582692784527647,9
"2800",100,800,0.4,0,0,1.432,1.432,9000.890625,0.144709045515652,8
"2801",1,800,0.4,0.5,0,-0.005,0.005,9570.125,0.150800074715149,11
"2802",2,800,0.4,0.5,0,1.328,1.328,9041.8984375,0.206234142805364,7
"2803",3,800,0.4,0.5,1,-0.984,0.984,9994.0625,0.0785920925747348,2
"2804",4,800,0.4,0.5,0,0.081,0.081,9532.84375,0.154603854389722,8
"2805",5,800,0.4,0.5,1,-0.982,0.982,9992.125,0.0808612440191388,3
"2806",6,800,0.4,0.5,0,1.162,1.162,9106.734375,0.163130265308689,5
"2807",7,800,0.4,0.5,0,0.435,0.435,9392.546875,0.054518345650201,13
"2808",8,800,0.4,0.5,0,0.0860000000000001,0.0860000000000001,9534.671875,0.0803761139124092,12
"2809",9,800,0.4,0.5,0,1.259,1.259,9056.59375,0.0806928740468052,8
"2810",10,800,0.4,0.5,0,1.197,1.197,9088.2421875,0.171454386839482,9
"2811",11,800,0.4,0.5,1,-0.988,0.988,9994.5,0.0898046688899476,2
"2812",12,800,0.4,0.5,0,-0.036,0.036,9583.9375,0.135820096376941,15
"2813",13,800,0.4,0.5,0,1.293,1.293,9044.375,0.210094480358031,11
"2814",14,800,0.4,0.5,0,-0.553,0.553,9802.25,0.0867188470617468,3
"2815",15,800,0.4,0.5,0,1.027,1.027,9138.25,0.126428708256178,9
"2816",16,800,0.4,0.5,1,-0.987,0.987,9994.375,0.120911214953271,1
"2817",17,800,0.4,0.5,0,0.573,0.573,9332.109375,0.110248643190711,13
"2818",18,800,0.4,0.5,0,0.32,0.32,9443.90625,0.097749114820435,15
"2819",19,800,0.4,0.5,0,1.171,1.171,9106.296875,0.168672780537511,8
"2820",20,800,0.4,0.5,0,-0.224,0.224,9669.25,0.0777214877054244,12
"2821",21,800,0.4,0.5,0,1.479,1.479,8984.15625,0.153024016094556,7
"2822",22,800,0.4,0.5,0,-0.993,0.993,9996.5,0.0703953712632594,13
"2823",23,800,0.4,0.5,0,1.598,1.598,8916.0078125,0.0999833416625021,7
"2824",24,800,0.4,0.5,0,-0.367,0.367,9724.625,0.0991815117958594,13
"2825",25,800,0.4,0.5,0,1.246,1.246,9067.9375,0.16294868554095,12
"2826",26,800,0.4,0.5,0,-0.00600000000000001,0.00600000000000001,9581.390625,0.153039893153708,10
"2827",27,800,0.4,0.5,0,1.455,1.455,8964.9375,0.100371747211896,6
"2828",28,800,0.4,0.5,0,0.442,0.442,9377.0625,0.164141100484412,13
"2829",29,800,0.4,0.5,0,1.332,1.332,9024.78125,0.199131592292089,8
"2830",30,800,0.4,0.5,0,1.483,1.483,8965,0.147962877641019,8
"2831",31,800,0.4,0.5,0,0.11,0.11,9528.703125,0.127207816610297,12
"2832",32,800,0.4,0.5,1,-0.987,0.987,9994.5,0.113565426170468,1
"2833",33,800,0.4,0.5,0,1.632,1.632,8906.921875,0.0787213740458015,6
"2834",34,800,0.4,0.5,0,-0.244,0.244,9672.90625,0.09960024600246,6
"2835",35,800,0.4,0.5,0,1.288,1.288,9056.140625,0.142528163316114,6
"2836",36,800,0.4,0.5,0,-0.095,0.095,9611.9375,0.116904936461388,12
"2837",37,800,0.4,0.5,0,-0.554,0.554,9800.75,0.0857593401261524,8
"2838",38,800,0.4,0.5,0,0.628,0.628,9324.9609375,0.156504311915462,8
"2839",39,800,0.4,0.5,0,0.481,0.481,9377.625,0.188779284833539,10
"2840",40,800,0.4,0.5,1,-0.985,0.985,9993.125,0.0661659513590844,2
"2841",41,800,0.4,0.5,0,-0.222,0.222,9662.28125,0.096663788850518,11
"2842",42,800,0.4,0.5,0,0.103,0.103,9528.4375,0.0736336032388664,10
"2843",43,800,0.4,0.5,0,1.565,1.565,8928.53125,0.0844306226427579,2
"2844",44,800,0.4,0.5,0,1.209,1.209,9070.09375,0.120324675324675,7
"2845",45,800,0.4,0.5,0,0.354,0.354,9426.09375,0.148317188276205,10
"2846",46,800,0.4,0.5,0,0.0549999999999999,0.0549999999999999,9554.625,0.119533527696793,12
"2847",47,800,0.4,0.5,0,0.492,0.492,9374.9375,0.211977816625475,8
"2848",48,800,0.4,0.5,0,1.249,1.249,9068.65625,0.0953672242550967,4
"2849",49,800,0.4,0.5,0,0.951,0.951,9183,0.133811761717262,11
"2850",50,800,0.4,0.5,0,1.244,1.244,9067.515625,0.106990201880713,10
"2851",51,800,0.4,0.5,0,-0.462,0.462,9768.1875,0.0895833333333333,7
"2852",52,800,0.4,0.5,0,1.514,1.514,8958.734375,0.157023720673654,5
"2853",53,800,0.4,0.5,0,-0.242,0.242,9676.59375,0.134389886405277,13
"2854",54,800,0.4,0.5,0,-0.758,0.758,9894.90625,0.0882621672656393,10
"2855",55,800,0.4,0.5,0,0.257,0.257,9467.21875,0.0587213789554927,10
"2856",56,800,0.4,0.5,0,0.125,0.125,9529.1875,0.103127281577026,12
"2857",57,800,0.4,0.5,0,-0.71,0.71,9872.25,0.0895798519933158,9
"2858",58,800,0.4,0.5,0,1.522,1.522,8941.25,0.102464927232201,3
"2859",59,800,0.4,0.5,0,-0.082,0.082,9600.8125,0.115614257282432,11
"2860",60,800,0.4,0.5,0,1.535,1.535,8933.828125,0.086930152633175,6
"2861",61,800,0.4,0.5,0,0.386,0.386,9418.3125,0.127678462103588,7
"2862",62,800,0.4,0.5,0,1.627,1.627,8907.5625,0.154044972861204,3
"2863",63,800,0.4,0.5,0,1.039,1.039,9142.765625,0.0893317243403672,12
"2864",64,800,0.4,0.5,0,0.069,0.069,9543.375,0.0841546864209932,10
"2865",65,800,0.4,0.5,0,1.485,1.485,8970.703125,0.148057089945401,5
"2866",66,800,0.4,0.5,0,1.296,1.296,9044.0625,0.142745353765895,8
"2867",67,800,0.4,0.5,0,0.394,0.394,9409.25,0.138199344758065,8
"2868",68,800,0.4,0.5,0,1.508,1.508,8955.03125,0.0805796316359697,8
"2869",69,800,0.4,0.5,1,-0.989,0.989,9995.625,0.0811008280565027,1
"2870",70,800,0.4,0.5,0,-0.539,0.539,9798.84375,0.0984950446592439,4
"2871",71,800,0.4,0.5,0,-0.104,0.104,9617.375,0.122673434856176,10
"2872",72,800,0.4,0.5,0,-0.433,0.433,9755.375,0.0982693936826818,15
"2873",73,800,0.4,0.5,0,1.625,1.625,8905,0.132377022335757,3
"2874",74,800,0.4,0.5,0,1.563,1.563,8958.796875,0.13767803908579,9
"2875",75,800,0.4,0.5,0,-0.251,0.251,9680.15625,0.12828023922861,16
"2876",76,800,0.4,0.5,1,-0.981,0.981,9991.875,0.1051944971537,1
"2877",77,800,0.4,0.5,0,0.134,0.134,9522.875,0.0987685035452171,11
"2878",78,800,0.4,0.5,0,0.321,0.321,9434.828125,0.0695823784059078,12
"2879",79,800,0.4,0.5,0,-0.197,0.197,9659.59375,0.0943102589641434,6
"2880",80,800,0.4,0.5,1,-0.977,0.977,9989.5,0.122690667929891,3
"2881",81,800,0.4,0.5,0,-0.479,0.479,9774.25,0.0923415170392085,14
"2882",82,800,0.4,0.5,0,-0.051,0.051,9586,0.106075453209211,8
"2883",83,800,0.4,0.5,1,-0.99,0.99,9996.125,0.113849765258216,1
"2884",84,800,0.4,0.5,0,0.445,0.445,9388.40625,0.179642514395393,12
"2885",85,800,0.4,0.5,0,0.122,0.122,9515.9375,0.0805084745762712,12
"2886",86,800,0.4,0.5,0,0.163,0.163,9507.25,0.0779695175714826,9
"2887",87,800,0.4,0.5,0,0.0409999999999999,0.0409999999999999,9548.40625,0.0782597824728091,9
"2888",88,800,0.4,0.5,0,-0.39,0.39,9734.5,0.100610851598994,13
"2889",89,800,0.4,0.5,0,-0.185,0.185,9649.5,0.0810310804144055,10
"2890",90,800,0.4,0.5,0,0.571,0.571,9339.0625,0.171609669811321,10
"2891",91,800,0.4,0.5,0,0.969,0.969,9186.8359375,0.110495100567303,10
"2892",92,800,0.4,0.5,1,-0.982,0.982,9992.5,0.0809248554913295,2
"2893",93,800,0.4,0.5,0,-0.301,0.301,9699.3125,0.140332515997847,15
"2894",94,800,0.4,0.5,0,0.924,0.924,9204.2890625,0.13376017310425,8
"2895",95,800,0.4,0.5,0,-0.439,0.439,9757.140625,0.0804851157662624,12
"2896",96,800,0.4,0.5,0,0.117,0.117,9524.46875,0.119833692639359,12
"2897",97,800,0.4,0.5,0,-0.245,0.245,9674.0625,0.0811883644483037,11
"2898",98,800,0.4,0.5,0,1.033,1.033,9149.546875,0.105616465336134,11
"2899",99,800,0.4,0.5,0,0.0429999999999999,0.0429999999999999,9556.6875,0.066879484180916,19
"2900",100,800,0.4,0.5,0,0.532,0.532,9362.171875,0.0605687633607566,12
"2901",1,800,0.4,1,1,-0.979,0.979,9990.625,0.105683419445749,1
"2902",2,800,0.4,1,0,0.109,0.109,9530.09375,0.133199257425743,8
"2903",3,800,0.4,1,0,-0.933,0.933,9969.625,0.0890900428775607,10
"2904",4,800,0.4,1,0,0.277,0.277,9455.265625,0.106191911580005,8
"2905",5,800,0.4,1,0,-0.0610000000000001,0.0610000000000001,9592.625,0.118521247850651,14
"2906",6,800,0.4,1,0,-0.192,0.192,9654.5625,0.0692336636146996,13
"2907",7,800,0.4,1,0,1.262,1.262,9065.9375,0.146082978997552,10
"2908",8,800,0.4,1,0,-0.979,0.979,9990.75,0.0833333333333333,6
"2909",9,800,0.4,1,0,0.599,0.599,9323,0.082874360137368,11
"2910",10,800,0.4,1,0,0.299,0.299,9451.171875,0.101889042299485,13
"2911",11,800,0.4,1,0,-0.095,0.095,9604.96875,0.0739030023094688,10
"2912",12,800,0.4,1,0,1.119,1.119,9118.34375,0.141059747738725,11
"2913",13,800,0.4,1,0,1.066,1.066,9132.171875,0.137295728437125,9
"2914",14,800,0.4,1,0,0.806,0.806,9233.90625,0.101814190715992,11
"2915",15,800,0.4,1,0,1.435,1.435,8980.640625,0.0924863205658615,7
"2916",16,800,0.4,1,0,0.635,0.635,9316.546875,0.163966632412501,11
"2917",17,800,0.4,1,0,-0.274,0.274,9689.59375,0.0759422813782809,11
"2918",18,800,0.4,1,0,1.263,1.263,9062.953125,0.19348454385524,5
"2919",19,800,0.4,1,0,-0.051,0.051,9590.203125,0.0992176828511114,16
"2920",20,800,0.4,1,0,-0.64,0.64,9842,0.0627729257641921,2
"2921",21,800,0.4,1,0,0.162,0.162,9500.125,0.101800163080976,14
"2922",22,800,0.4,1,0,1.062,1.062,9146.796875,0.138117003273814,13
"2923",23,800,0.4,1,0,-0.982,0.982,9992.375,0.0826210826210826,2
"2924",24,800,0.4,1,0,1.224,1.224,9064.90625,0.179471343873518,6
"2925",25,800,0.4,1,0,0.454,0.454,9385.65625,0.121051642015543,13
"2926",26,800,0.4,1,0,1.148,1.148,9105.609375,0.153821283409287,6
"2927",27,800,0.4,1,0,-0.208,0.208,9664.1875,0.110672782874618,8
"2928",28,800,0.4,1,0,0.0469999999999999,0.0469999999999999,9550.53125,0.118615633155213,11
"2929",29,800,0.4,1,0,-0.409,0.409,9744.875,0.0769775315481687,10
"2930",30,800,0.4,1,0,0.409,0.409,9406.875,0.108950151057402,11
"2931",31,800,0.4,1,0,0.191,0.191,9491.5,0.113371394230769,10
"2932",32,800,0.4,1,1,-0.986,0.986,9994.25,0.0701923076923077,1
"2933",33,800,0.4,1,0,1.646,1.646,8892.734375,0.0919486736254238,5
"2934",34,800,0.4,1,0,-0.512,0.512,9787.5,0.0853763705802636,9
"2935",35,800,0.4,1,1,-0.969,0.969,9986,0.062137330754352,5
"2936",36,800,0.4,1,0,-0.191,0.191,9646.125,0.0921510183805266,14
"2937",37,800,0.4,1,0,1.405,1.405,9009.515625,0.117403680656693,8
"2938",38,800,0.4,1,0,0.18,0.18,9494.1875,0.0670338017470566,12
"2939",39,800,0.4,1,1,-0.986,0.986,9993.875,0.0829925426990618,8
"2940",40,800,0.4,1,0,0.373,0.373,9419.09375,0.135045906175324,12
"2941",41,800,0.4,1,0,-0.544,0.544,9804,0.0926417370325694,13
"2942",42,800,0.4,1,0,-0.719,0.719,9880.625,0.0746305117869794,3
"2943",43,800,0.4,1,0,0.11,0.11,9524.96875,0.137593171435441,11
"2944",44,800,0.4,1,1,-0.932,0.932,9971.75,0.0754092441020703,11
"2945",45,800,0.4,1,1,-0.989,0.989,9994.75,0.105871029836381,3
"2946",46,800,0.4,1,0,0.036,0.036,9555.15625,0.0580289193302892,13
"2947",47,800,0.4,1,0,0.494,0.494,9374.578125,0.105909034422766,10
"2948",48,800,0.4,1,0,0.344,0.344,9431.359375,0.126283414686395,13
"2949",49,800,0.4,1,0,-0.486,0.486,9775.03125,0.0792309576291942,12
"2950",50,800,0.4,1,0,1.226,1.226,9060.875,0.136404009643446,9
"2951",51,800,0.4,1,0,1.444,1.444,8988.734375,0.119783819194235,4
"2952",52,800,0.4,1,1,-0.965,0.965,9984.5,0.139252336448598,4
"2953",53,800,0.4,1,0,-0.377,0.377,9723.3125,0.103225018323968,7
"2954",54,800,0.4,1,0,0.136,0.136,9516.59375,0.139830508474576,13
"2955",55,800,0.4,1,0,1.055,1.055,9147,0.126321752265861,11
"2956",56,800,0.4,1,0,-0.815,0.815,9918.125,0.0921402660217654,7
"2957",57,800,0.4,1,0,-0.237,0.237,9667.640625,0.0525724275724276,6
"2958",58,800,0.4,1,1,-0.917,0.917,9964.25,0.0721048798252003,4
"2959",59,800,0.4,1,0,1.466,1.466,8975.6953125,0.143282726099632,9
"2960",60,800,0.4,1,0,-0.153,0.153,9639.34375,0.159512485136742,8
"2961",61,800,0.4,1,0,0.85,0.85,9217.890625,0.108439615808534,11
"2962",62,800,0.4,1,0,1.255,1.255,9061.140625,0.125836201857505,13
"2963",63,800,0.4,1,0,0.73,0.73,9271.0625,0.0644887845592071,12
"2964",64,800,0.4,1,0,0.722,0.722,9270.71875,0.145632887667125,11
"2965",65,800,0.4,1,0,0.713,0.713,9287.796875,0.127502833396298,10
"2966",66,800,0.4,1,0,1.451,1.451,8977.703125,0.0969506905985187,5
"2967",67,800,0.4,1,0,0.393,0.393,9404.34375,0.126875,10
"2968",68,800,0.4,1,0,0.365,0.365,9427.265625,0.143835193980139,13
"2969",69,800,0.4,1,0,-0.395,0.395,9736.84375,0.119158306826523,13
"2970",70,800,0.4,1,0,-0.38,0.38,9734.875,0.135379588025909,12
"2971",71,800,0.4,1,0,1.415,1.415,8990.078125,0.113130979874629,13
"2972",72,800,0.4,1,0,-0.577,0.577,9812.4375,0.0979537474270493,9
"2973",73,800,0.4,1,0,1.173,1.173,9088.984375,0.153168513782325,7
"2974",74,800,0.4,1,0,-0.362,0.362,9727.09375,0.0676448644615767,11
"2975",75,800,0.4,1,0,0.403,0.403,9400,0.0918509159823121,16
"2976",76,800,0.4,1,0,0.0329999999999999,0.0329999999999999,9555.5,0.105640771895101,7
"2977",77,800,0.4,1,0,1.342,1.342,9028.40625,0.134585542480279,10
"2978",78,800,0.4,1,0,0.272,0.272,9450.8125,0.0973367152821814,10
"2979",79,800,0.4,1,0,1.66,1.66,8889.5625,0.0983183706284336,7
"2980",80,800,0.4,1,0,-0.138,0.138,9622.75,0.0844411158958996,13
"2981",81,800,0.4,1,0,-0.29,0.29,9693.1875,0.0936191180093619,16
"2982",82,800,0.4,1,0,-0.629,0.629,9838.875,0.0827808527461833,2
"2983",83,800,0.4,1,0,-0.402,0.402,9734.75,0.131087470449173,7
"2984",84,800,0.4,1,0,1.463,1.463,8977.40625,0.211231435643564,6
"2985",85,800,0.4,1,0,1.119,1.119,9124.06640625,0.14059717629102,9
"2986",86,800,0.4,1,1,-0.979,0.979,9990.75,0.0587515299877601,1
"2987",87,800,0.4,1,0,1.307,1.307,9040.298828125,0.104344591097308,9
"2988",88,800,0.4,1,0,0.913,0.913,9195.3828125,0.167685971043435,9
"2989",89,800,0.4,1,1,-0.988,0.988,9994.25,0.11866028708134,1
"2990",90,800,0.4,1,0,-0.281,0.281,9688.4375,0.0930347034211174,13
"2991",91,800,0.4,1,0,-0.41,0.41,9745.1875,0.119569866194171,11
"2992",92,800,0.4,1,0,0.657,0.657,9307.8828125,0.105063919573042,12
"2993",93,800,0.4,1,0,1.255,1.255,9078.8984375,0.132695760918361,9
"2994",94,800,0.4,1,0,1.177,1.177,9082.875,0.135685760638962,11
"2995",95,800,0.4,1,0,-0.701,0.701,9869.375,0.07197661673365,2
"2996",96,800,0.4,1,0,0.54,0.54,9341.59375,0.0781300654866109,8
"2997",97,800,0.4,1,0,0.171,0.171,9506.21875,0.0616547082354435,16
"2998",98,800,0.4,1,0,1.487,1.487,8966.75,0.101120979276852,6
"2999",99,800,0.4,1,0,-0.654,0.654,9849.125,0.0902132312739202,6
"3000",100,800,0.4,1,0,-0.951,0.951,9978.125,0.110198163363944,2
"3001",1,800,0.4,1.5,0,0.83,0.83,9241.21875,0.178355352512656,7
"3002",2,800,0.4,1.5,0,-0.99,0.99,9995.25,0.106872037914692,1
"3003",3,800,0.4,1.5,0,-0.128,0.128,9622.75,0.0983076157292185,14
"3004",4,800,0.4,1.5,0,-0.716,0.716,9878,0.13716915995397,4
"3005",5,800,0.4,1.5,0,1.391,1.391,9008.625,0.165649140294044,10
"3006",6,800,0.4,1.5,0,0.641,0.641,9295.921875,0.0887179817222294,10
"3007",7,800,0.4,1.5,0,0.236,0.236,9472.21875,0.15603679337232,13
"3008",8,800,0.4,1.5,0,-0.104,0.104,9619,0.103305022156573,11
"3009",9,800,0.4,1.5,0,1.281,1.281,9058.1875,0.151756276946487,9
