"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","overK"
"197",97,1000,0.1,0,0,-0.033,0.033,9628.25,0.0832427057763415,4,0
"198",98,1000,0.1,0,0,-0.344,0.344,9710.25,0.0690549722050649,0,0
"199",99,1000,0.1,0,0,-0.234,0.234,9676.625,0.138379798221002,1,0
"200",100,1000,0.1,0,0,-0.178,0.178,9670.0625,0.106614689685044,5,0
"201",1,1000,0.1,0.1,0,-0.252,0.252,9636.625,0.139081719644379,9,0
"202",2,1000,0.1,0.1,0,-0.123,0.123,9593.875,0.0849230203030117,6,0
"203",3,1000,0.1,0.1,0,-0.13,0.13,9661.15625,0.0955327310976364,5,0
"204",4,1000,0.1,0.1,0,0.0600000000000001,0.0600000000000001,9574.3125,0.0828121090818114,1,0
"205",5,1000,0.1,0.1,1,-0.974,0.974,9988.25,0.138737887024344,0,0
"206",6,1000,0.1,0.1,0,0.134,0.134,9539.34375,0.0911371761901775,5,0
"207",7,1000,0.1,0.1,0,-0.23,0.23,9683.5,0.0967544396815677,0,0
"208",8,1000,0.1,0.1,0,-1,1,9988.25,0.0623795761078998,1,0
"209",9,1000,0.1,0.1,0,-0.524,0.524,9791.28125,0.0967423494570582,2,0
"210",10,1000,0.1,0.1,0,-0.398,0.398,9740,0.122414212703821,1,0
"211",11,1000,0.1,0.1,0,-0.204,0.204,9672.65625,0.111560622777982,5,0
"212",12,1000,0.1,0.1,0,0.116,0.116,9557.6875,0.132028296133675,6,0
"213",13,1000,0.1,0.1,0,-0.28,0.28,9458.578125,0.0804807737748303,6,0
"214",14,1000,0.1,0.1,0,-0.115,0.115,9604.15625,0.105457454008491,4,0
"215",15,1000,0.1,0.1,0,-0.018,0.018,9611.5,0.0839481678963358,5,0
"216",16,1000,0.1,0.1,0,-0.26,0.26,9631,0.0254145061135651,1,0
"217",17,1000,0.1,0.1,0,-0.26,0.26,9695.65625,0.118937924345296,2,0
"218",18,1000,0.1,0.1,0,-0.492,0.492,9781.8125,0.0845017992306738,3,0
"219",19,1000,0.1,0.1,0,-0.268,0.268,9674.34375,0.104963680387409,3,0
"220",20,1000,0.1,0.1,0,0.168,0.168,9519.40625,0.108911814057548,5,0
"221",21,1000,0.1,0.1,0,0.251,0.251,9526.125,0.0853751428208709,3,0
