"","rep","scar","at","bb","extinct","act_dev","final yield","max_diff_yield","inac_ts"
"2802",2,0,0.3,0.5,0,0.352,9426.3828125,0.1,10
"2803",3,0,0.3,0.5,0,0.439,9390.390625,0.1,4
"2804",4,0,0.3,0.5,0,1.245,9064.7265625,0.1,8
"2805",5,0,0.3,0.5,0,1.209,9073,0.1,5
"2806",6,0,0.3,0.5,0,-0.395,9743.46875,0.1,13
"2807",7,0,0.3,0.5,0,-0.11,9613.5,0.1,5
"2808",8,0,0.3,0.5,0,1.375,9026.1640625,0.2,7
"2809",9,0,0.3,0.5,0,0.141,9509.125,0.1,13
"2810",10,0,0.3,0.5,0,-0.471,9771.25,0.1,16
"2811",11,0,0.3,0.5,0,-0.119,9625.21875,0.1,9
"2812",12,0,0.3,0.5,0,0.585,9329.171875,0.1,12
"2813",13,0,0.3,0.5,0,1.289,9050.0625,0.1,6
"2814",14,0,0.3,0.5,1,-0.978,9990.875,0.1,9
"2815",15,0,0.3,0.5,0,-0.456,9770.96875,0.1,9
"2816",16,0,0.3,0.5,0,0.419,9402.75,0.1,8
"2817",17,0,0.3,0.5,1,-0.985,9993,0.1,1
"2818",18,0,0.3,0.5,1,-0.988,9995,0.1,2
"2819",19,0,0.3,0.5,1,-0.948,9976.875,0.1,5
"2820",20,0,0.3,0.5,0,0.917,9196.90625,0.1,6
"2821",21,0,0.3,0.5,0,0.0589999999999999,9548.5,0.1,9
"2822",22,0,0.3,0.5,0,0.638,9305.640625,0.1,3
"2823",23,0,0.3,0.5,0,-0.586,9819.6875,0.1,1
"2824",24,0,0.3,0.5,1,-0.984,9993,0.1,2
"2825",25,0,0.3,0.5,0,0.381,9413.25,0.1,7
"2826",26,0,0.3,0.5,0,0.347,9431.328125,0.1,15
"2827",27,0,0.3,0.5,0,0.251,9460.125,0.1,10
"2828",28,0,0.3,0.5,0,-0.963,9984,0.1,11
"2829",29,0,0.3,0.5,0,0.211,9488.46875,0.1,9
"2830",30,0,0.3,0.5,1,-0.971,9986.75,0.1,2
"2831",31,0,0.3,0.5,0,0.217,9479.3671875,0.1,7
"2832",32,0,0.3,0.5,0,-0.0659999999999999,9601.5,0.1,12
"2833",33,0,0.3,0.5,0,0.332,9437.125,0.1,13
"2834",34,0,0.3,0.5,0,0.0980000000000001,9533.359375,0.1,7
"2835",35,0,0.3,0.5,0,1.278,9050.203125,0.1,11
"2836",36,0,0.3,0.5,0,0.989,9166.828125,0.1,9
"2837",37,0,0.3,0.5,0,-0.689,9862.375,0.1,2
"2838",38,0,0.3,0.5,1,-0.988,9994.875,0.1,4
"2839",39,0,0.3,0.5,1,-0.975,9989,0.1,8
"2840",40,0,0.3,0.5,0,1.249,9065.28125,0.1,7
"2841",41,0,0.3,0.5,0,0.524,9359.09375,0.1,6
"2842",42,0,0.3,0.5,0,0.219,9477.125,0.1,14
"2843",43,0,0.3,0.5,1,-0.979,9990.625,0.1,2
"2844",44,0,0.3,0.5,0,-0.0679999999999999,9601.15625,0.1,11
"2845",45,0,0.3,0.5,0,-0.676,9861.78125,0.1,7
"2846",46,0,0.3,0.5,0,-0.394,9739.4375,0.1,8
"2847",47,0,0.3,0.5,0,-0.332,9710.0625,0.1,9
"2848",48,0,0.3,0.5,0,1.401,8998.8203125,0.1,8
"2849",49,0,0.3,0.5,0,1.181,9073.234375,0.1,5
"2850",50,0,0.3,0.5,0,-0.251,9676.375,0.1,3
"2851",51,0,0.3,0.5,0,-0.608,9826.75,0.1,3
"2852",52,0,0.3,0.5,0,-0.317,9704.53125,0.1,7
"2853",53,0,0.3,0.5,0,-0.304,9700.671875,0.1,10
"2854",54,0,0.3,0.5,0,0.0649999999999999,9542.140625,0.1,7
"2855",55,0,0.3,0.5,0,1.655,8891.484375,0.1,7
"2856",56,0,0.3,0.5,0,-0.991,9996,0.1,8
"2857",57,0,0.3,0.5,0,0.299,9450.015625,0.1,11
"2858",58,0,0.3,0.5,0,-0.99,9995.5,0.1,4
"2859",59,0,0.3,0.5,0,0.274,9451.9375,0.2,11
"2860",60,0,0.3,0.5,0,1.049,9140.5390625,0.1,10
"2861",61,0,0.3,0.5,0,0.359,9421.078125,0.1,12
"2862",62,0,0.3,0.5,0,-0.017,9576.4375,0.1,6
"2863",63,0,0.3,0.5,0,1.022,9151.328125,0.1,7
"2864",64,0,0.3,0.5,0,-0.658,9852.75,0.1,3
"2865",65,0,0.3,0.5,0,-0.032,9592.09375,0.1,9
"2866",66,0,0.3,0.5,0,1.253,9062.09375,0.1,9
"2867",67,0,0.3,0.5,0,-0.167,9641.0625,0.1,15
"2868",68,0,0.3,0.5,0,0.106,9527.875,0.1,16
"2869",69,0,0.3,0.5,0,-0.291,9694.15625,0.2,11
"2870",70,0,0.3,0.5,0,0.85,9221.3125,0.1,8
"2871",71,0,0.3,0.5,0,-0.496,9784.3125,0.1,13
"2872",72,0,0.3,0.5,0,1.284,9046.3125,0.1,7
"2873",73,0,0.3,0.5,0,0.488,9374.078125,0.1,5
"2874",74,0,0.3,0.5,0,-0.054,9594.140625,0.1,14
"2875",75,0,0.3,0.5,0,-0.018,9580.46875,0.1,6
"2876",76,0,0.3,0.5,1,-0.985,9993.875,0.1,1
"2877",77,0,0.3,0.5,0,0.706,9273.875,0.1,10
"2878",78,0,0.3,0.5,0,-0.89,9952.375,0.1,2
"2879",79,0,0.3,0.5,0,1.566,8942.25,0.2,5
"2880",80,0,0.3,0.5,0,-0.415,9746.75,0.1,11
"2881",81,0,0.3,0.5,0,0.413,9390.125,0.1,12
"2882",82,0,0.3,0.5,0,-0.391,9739.40625,0.1,10
"2883",83,0,0.3,0.5,1,-0.929,9967.375,0.1,1
"2884",84,0,0.3,0.5,0,1.254,9072.421875,0.2,6
"2885",85,0,0.3,0.5,0,1.289,9044.4296875,0.1,5
"2886",86,0,0.3,0.5,0,1.321,9033.1640625,0.1,6
"2887",87,0,0.3,0.5,0,-0.276,9687.75,0.1,9
"2888",88,0,0.3,0.5,0,1.288,9052.546875,0.2,5
"2889",89,0,0.3,0.5,0,1.583,8918.0625,0.1,4
"2890",90,0,0.3,0.5,0,-0.674,9857.625,0.1,11
"2891",91,0,0.3,0.5,0,1.184,9078.765625,0.2,9
"2892",92,0,0.3,0.5,0,-0.222,9665.75,0.2,6
"2893",93,0,0.3,0.5,0,-0.927,9967.5,0.1,12
"2894",94,0,0.3,0.5,0,1.28,9055.96875,0.1,6
"2895",95,0,0.3,0.5,0,-0.898,9953.375,0.1,1
"2896",96,0,0.3,0.5,0,-1,10000,0.1,6
"2897",97,0,0.3,0.5,0,0.36,9423.25,0.1,12
"2898",98,0,0.3,0.5,0,1.131,9113.4375,0.2,3
"2899",99,0,0.3,0.5,0,-0.835,9927.6875,0.1,2
"2900",100,0,0.3,0.5,0,0.587,9323.875,0.2,9
"2901",1,0,0.3,0.6,0,-0.595,9823.65625,0.1,12
"2902",2,0,0.3,0.6,0,-0.072,9599.125,0.1,9
"2903",3,0,0.3,0.6,0,1.398,8989.875,0.1,10
"2904",4,0,0.3,0.6,0,1.141,9091.09375,0.1,8
"2905",5,0,0.3,0.6,0,-0.236,9673.171875,0.1,6
"2906",6,0,0.3,0.6,0,1.222,9079.546875,0.2,10
"2907",7,0,0.3,0.6,0,1.189,9085.4765625,0.1,4
"2908",8,0,0.3,0.6,0,0.307,9435.1875,0,9
"2909",9,0,0.3,0.6,0,0.451,9382.9375,0.2,7
"2910",10,0,0.3,0.6,0,1.203,9063.953125,0.1,6
"2911",11,0,0.3,0.6,0,-0.09,9607.375,0.1,10
"2912",12,0,0.3,0.6,0,-0.144,9628.609375,0.1,9
"2913",13,0,0.3,0.6,0,-0.983,9992.75,0.1,1
"2914",14,0,0.3,0.6,0,0.15,9506.78125,0.1,10
"2915",15,0,0.3,0.6,0,1.307,9046.1171875,0.1,4
"2916",16,0,0.3,0.6,0,-0.342,9713,0.1,10
"2917",17,0,0.3,0.6,0,1.088,9129.6875,0.2,5
"2918",18,0,0.3,0.6,0,1.309,9060.109375,0.2,3
"2919",19,0,0.3,0.6,0,-1,10000,0.1,5
"2920",20,0,0.3,0.6,0,-0.00600000000000001,9571.25,0.1,5
"2921",21,0,0.3,0.6,0,0.746,9270.328125,0.2,11
"2922",22,0,0.3,0.6,0,0.248,9471.46875,0.1,9
"2923",23,0,0.3,0.6,1,-0.986,9994.25,0.1,1
"2924",24,0,0.3,0.6,0,-0.986,9993.75,0.1,7
"2925",25,0,0.3,0.6,0,1.465,8971.609375,0.2,6
"2926",26,0,0.3,0.6,0,-0.342,9715.4375,0.1,10
"2927",27,0,0.3,0.6,0,-0.227,9669.21875,0.1,8
"2928",28,0,0.3,0.6,0,0.675,9287.40625,0.1,12
"2929",29,0,0.3,0.6,0,0.048,9554.03125,0.1,10
"2930",30,0,0.3,0.6,0,-0.12,9622.28125,0.1,14
"2931",31,0,0.3,0.6,0,-0.0610000000000001,9598.75,0.1,8
"2932",32,0,0.3,0.6,1,-0.987,9993.75,0.1,2
"2933",33,0,0.3,0.6,0,1.312,9036.28125,0.1,6
"2934",34,0,0.3,0.6,0,1.534,8936.15625,0.1,9
"2935",35,0,0.3,0.6,0,-0.801,9914.75,0.1,4
"2936",36,0,0.3,0.6,0,-0.22,9663.125,0.1,8
"2937",37,0,0.3,0.6,0,-0.351,9715.375,0.1,8
"2938",38,0,0.3,0.6,0,1.219,9075.1640625,0.1,5
"2939",39,0,0.3,0.6,1,-0.982,9992,0.1,3
"2940",40,0,0.3,0.6,0,0.13,9522.87890625,0.1,8
"2941",41,0,0.3,0.6,0,1.265,9045.015625,0.1,8
"2942",42,0,0.3,0.6,1,-0.982,9992.375,0.1,1
"2943",43,0,0.3,0.6,0,-0.024,9585.640625,0.1,10
"2944",44,0,0.3,0.6,0,-0.196,9655.84375,0.1,8
"2945",45,0,0.3,0.6,0,0.517,9357.6875,0.1,11
"2946",46,0,0.3,0.6,0,1.238,9061.984375,0.1,7
"2947",47,0,0.3,0.6,1,-0.99,9995.875,0.1,1
"2948",48,0,0.3,0.6,0,1.343,9037.0859375,0.2,4
"2949",49,0,0.3,0.6,0,0.195,9482.40625,0.1,10
"2950",50,0,0.3,0.6,0,-0.314,9705.689453125,0.1,8
"2951",51,0,0.3,0.6,0,0.504,9366.640625,0.1,6
"2952",52,0,0.3,0.6,0,1.024,9166.734375,0.2,7
"2953",53,0,0.3,0.6,0,-0.0629999999999999,9590.125,0.1,13
"2954",54,0,0.3,0.6,0,1.053,9130.5625,0.1,9
"2955",55,0,0.3,0.6,0,1.617,8908.53125,0.1,5
"2956",56,0,0.3,0.6,0,0.163,9508.421875,0.1,7
"2957",57,0,0.3,0.6,0,-0.584,9816.4375,0.1,8
"2958",58,0,0.3,0.6,0,1.737,8869.8828125,0.1,3
"2959",59,0,0.3,0.6,0,0.0720000000000001,9542.125,0.1,8
"2960",60,0,0.3,0.6,1,-0.981,9991.25,0.1,1
"2961",61,0,0.3,0.6,1,-0.983,9992,0.1,8
"2962",62,0,0.3,0.6,0,1.207,9078.9765625,0.1,8
"2963",63,0,0.3,0.6,0,-0.132,9620.875,0.1,15
"2964",64,0,0.3,0.6,0,0.0509999999999999,9550.75,0.1,13
"2965",65,0,0.3,0.6,0,-0.226,9669.3125,0.1,13
"2966",66,0,0.3,0.6,0,-0.398,9737.8125,0.1,11
"2967",67,0,0.3,0.6,0,0.213,9481.46875,0.1,4
"2968",68,0,0.3,0.6,0,-0.223,9666.0625,0.1,11
"2969",69,0,0.3,0.6,0,0.085,9534.09375,0.1,19
"2970",70,0,0.3,0.6,1,-0.987,9994.625,0,1
"2971",71,0,0.3,0.6,0,-0.142,9632.21875,0.1,7
"2972",72,0,0.3,0.6,0,-0.649,9849.125,0.1,5
"2973",73,0,0.3,0.6,0,-0.568,9813.75,0.1,12
"2974",74,0,0.3,0.6,0,-0.281,9686.09375,0.1,4
"2975",75,0,0.3,0.6,0,-0.683,9866.25,0.1,2
"2976",76,0,0.3,0.6,0,0.0629999999999999,9535.8125,0.1,11
"2977",77,0,0.3,0.6,1,-0.98,9991,0.1,7
"2978",78,0,0.3,0.6,0,0.512,9357.3125,0.2,8
"2979",79,0,0.3,0.6,0,0.498,9365.296875,0.1,8
"2980",80,0,0.3,0.6,0,0.343,9439.6875,0.1,11
"2981",81,0,0.3,0.6,0,0.108,9530.59375,0.1,8
"2982",82,0,0.3,0.6,0,-0.995,9997.5,0.1,2
"2983",83,0,0.3,0.6,0,-0.689,9870.40625,0.2,9
"2984",84,0,0.3,0.6,0,0.22,9478.5,0.1,11
"2985",85,0,0.3,0.6,0,0.726,9270.53125,0.1,6
"2986",86,0,0.3,0.6,0,1.544,8946.5078125,0.2,4
"2987",87,0,0.3,0.6,0,1.226,9073.203125,0.1,4
"2988",88,0,0.3,0.6,0,1.216,9072.5703125,0.2,5
"2989",89,0,0.3,0.6,0,0.25,9464.15625,0.1,7
"2990",90,0,0.3,0.6,0,-0.533,9799.09375,0.1,11
"2991",91,0,0.3,0.6,0,1.223,9066.8203125,0.2,6
"2992",92,0,0.3,0.6,0,1.04,9144.015625,0.2,7
"2993",93,0,0.3,0.6,0,1.59,8924.8125,0.1,4
"2994",94,0,0.3,0.6,1,-0.979,9990.75,0.1,8
"2995",95,0,0.3,0.6,0,-0.57,9810.375,0.1,2
"2996",96,0,0.3,0.6,0,-0.803,9912.625,0.1,5
"2997",97,0,0.3,0.6,0,0.576,9338.875,0.1,8
"2998",98,0,0.3,0.6,0,1.021,9148.1953125,0.2,8
"2999",99,0,0.3,0.6,0,0.119,9519.375,0.1,6
"3000",100,0,0.3,0.6,0,-0.114,9616.78125,0.1,8
"3001",1,0,0.3,0.7,0,1.606,8916.0546875,0.1,2
"3002",2,0,0.3,0.7,0,0.535,9358.5703125,0.2,9
"3003",3,0,0.3,0.7,0,-0.175,9641.28125,0.1,10
"3004",4,0,0.3,0.7,1,-0.98,9991.125,0.1,1
"3005",5,0,0.3,0.7,0,-0.555,9810.03125,0.1,8
"3006",6,0,0.3,0.7,0,1.498,8965.140625,0.1,6
"3007",7,0,0.3,0.7,0,-0.18,9650.53125,0.1,11
"3008",8,0,0.3,0.7,0,0.373,9419.46875,0.2,7
"3009",9,0,0.3,0.7,0,0.291,9449.890625,0.1,10
"3010",10,0,0.3,0.7,0,-0.0580000000000001,9590.96875,0.1,15
"3011",11,0,0.3,0.7,0,-0.456,9767.5625,0.1,12
"3012",12,0,0.3,0.7,0,1.515,8961.484375,0.1,5
"3013",13,0,0.3,0.7,0,1.274,9061.609375,0.2,5
"3014",14,0,0.3,0.7,0,0.354,9430.84375,0.1,10
"3015",15,0,0.3,0.7,0,-0.627,9835.6875,0.1,15
"3016",16,0,0.3,0.7,1,-0.962,9983.75,0.1,5
"3017",17,0,0.3,0.7,0,0.308,9449.09375,0.1,6
"3018",18,0,0.3,0.7,1,-0.969,9986.75,0.1,5
"3019",19,0,0.3,0.7,0,-0.718,9875.875,0.1,2
"3020",20,0,0.3,0.7,0,1.454,9001.71875,0.1,6
"3021",21,0,0.3,0.7,0,0.129,9516.3125,0.1,12
"3022",22,0,0.3,0.7,0,-0.001,9574.359375,0.2,9
"3023",23,0,0.3,0.7,0,0.353,9420.21875,0.1,9
"3024",24,0,0.3,0.7,0,0.242,9466.46875,0.1,10
"3025",25,0,0.3,0.7,0,0.562,9333.71875,0.1,12
"3026",26,0,0.3,0.7,0,1.242,9071.1484375,0.2,7
"3027",27,0,0.3,0.7,0,-0.138,9634.65625,0.1,10
"3028",28,0,0.3,0.7,0,0.486,9378.625,0.1,10
"3029",29,0,0.3,0.7,0,-0.117,9624.2578125,0.1,10
"3030",30,0,0.3,0.7,0,-0.589,9824,0.1,7
"3031",31,0,0.3,0.7,1,-0.981,9992,0.1,5
"3032",32,0,0.3,0.7,0,0.129,9512.9375,0.1,10
"3033",33,0,0.3,0.7,0,1.362,9012.65625,0.1,6
"3034",34,0,0.3,0.7,0,1.229,9072.421875,0.1,11
"3035",35,0,0.3,0.7,0,0.569,9342.0625,0.1,7
"3036",36,0,0.3,0.7,0,-0.452,9761.125,0.1,9
"3037",37,0,0.3,0.7,0,-0.506,9783.375,0.1,7
"3038",38,0,0.3,0.7,0,1.525,8956.46875,0.1,3
"3039",39,0,0.3,0.7,0,1.274,9045.796875,0.1,7
"3040",40,0,0.3,0.7,1,-0.967,9986,0.1,5
"3041",41,0,0.3,0.7,0,-0.154,9631.75,0.1,11
"3042",42,0,0.3,0.7,0,0.915,9199.5,0.1,9
"3043",43,0,0.3,0.7,0,-0.318,9703.25,0.1,5
"3044",44,0,0.3,0.7,0,1.274,9050.03125,0.1,8
"3045",45,0,0.3,0.7,0,1.411,9022.640625,0.2,7
"3046",46,0,0.3,0.7,0,1.665,8895.828125,0.1,3
"3047",47,0,0.3,0.7,0,0.24,9481.03125,0.1,11
"3048",48,0,0.3,0.7,0,-0.223,9670.78125,0.1,6
"3049",49,0,0.3,0.7,0,-0.105,9620.21875,0.2,11
"3050",50,0,0.3,0.7,0,-0.048,9593.03125,0.1,8
"3051",51,0,0.3,0.7,0,0.792,9242.53125,0.1,6
"3052",52,0,0.3,0.7,0,1.644,8892.796875,0.1,9
"3053",53,0,0.3,0.7,0,-0.301,9700.25,0.1,10
"3054",54,0,0.3,0.7,0,1.384,9027.453125,0.2,7
"3055",55,0,0.3,0.7,0,-0.535,9797.75,0.1,11
"3056",56,0,0.3,0.7,0,-0.406,9745.90625,0.1,5
"3057",57,0,0.3,0.7,0,0.433,9388.53125,0.1,10
"3058",58,0,0.3,0.7,0,-0.85,9935,0.1,8
"3059",59,0,0.3,0.7,0,1.204,9077.4375,0.2,7
"3060",60,0,0.3,0.7,0,-0.0580000000000001,9594.59375,0,9
"3061",61,0,0.3,0.7,0,0.262,9459.125,0.1,9
"3062",62,0,0.3,0.7,0,0.756,9256.609375,0.1,9
"3063",63,0,0.3,0.7,0,1.216,9068.5625,0.1,6
"3064",64,0,0.3,0.7,0,0.138,9515.34375,0.1,11
"3065",65,0,0.3,0.7,0,1.354,9022.5390625,0.1,9
"3066",66,0,0.3,0.7,0,0.687,9284.09375,0.1,6
"3067",67,0,0.3,0.7,0,1.251,9059.703125,0.2,5
"3068",68,0,0.3,0.7,0,-0.231,9665.8125,0.1,11
"3069",69,0,0.3,0.7,0,0.734,9266.203125,0.1,8
"3070",70,0,0.3,0.7,0,-0.036,9586.21875,0.1,9
"3071",71,0,0.3,0.7,0,1.163,9111.1015625,0.1,8
"3072",72,0,0.3,0.7,0,-0.134,9632.5,0.1,6
"3073",73,0,0.3,0.7,0,-0.571,9811.9375,0.1,12
"3074",74,0,0.3,0.7,0,1.115,9123.734375,0.1,4
"3075",75,0,0.3,0.7,0,-0.81,9917,0.1,6
"3076",76,0,0.3,0.7,0,0.406,9411.15625,0.1,11
"3077",77,0,0.3,0.7,0,-0.005,9573.4375,0.1,11
"3078",78,0,0.3,0.7,1,-0.277,9680.25,0.1,15
"3079",79,0,0.3,0.7,0,0.0980000000000001,9538.46875,0.1,5
"3080",80,0,0.3,0.7,1,-0.502,9783.75,0.1,10
"3081",81,0,0.3,0.7,0,1.285,9053.09375,0.1,10
"3082",82,0,0.3,0.7,1,-0.99,9996.25,0.1,1
"3083",83,0,0.3,0.7,0,1.443,8984.703125,0.1,5
"3084",84,0,0.3,0.7,1,-0.985,9993.5,0.1,1
"3085",85,0,0.3,0.7,0,0.1,9529.21875,0.1,11
"3086",86,0,0.3,0.7,0,0.116,9521.828125,0.1,7
"3087",87,0,0.3,0.7,1,-0.989,9995.75,0.1,1
"3088",88,0,0.3,0.7,0,-0.257,9675.78125,0.1,10
"3089",89,0,0.3,0.7,0,-0.313,9699.5625,0.1,15
"3090",90,0,0.3,0.7,0,-0.459,9764.625,0,10
"3091",91,0,0.3,0.7,0,-0.046,9591.8125,0.1,7
"3092",92,0,0.3,0.7,0,-0.828,9927.5,0.1,2
"3093",93,0,0.3,0.7,0,0.016,9566.71875,0.1,14
"3094",94,0,0.3,0.7,1,-0.986,9993.75,0.1,1
"3095",95,0,0.3,0.7,0,0.246,9470.71875,0.1,10
"3096",96,0,0.3,0.7,0,0.004,9571.875,0.1,8
"3097",97,0,0.3,0.7,1,-0.963,9982,0.1,5
"3098",98,0,0.3,0.7,0,0.0760000000000001,9546.53125,0.1,11
"3099",99,0,0.3,0.7,0,0.231,9473.796875,0.1,8
"3100",100,0,0.3,0.7,0,-0.511,9787.4375,0.2,8
"3101",1,0,0.3,0.8,0,0.457,9387.9375,0.2,8
"3102",2,0,0.3,0.8,0,0.112,9518.46875,0.1,13
"3103",3,0,0.3,0.8,0,0.621,9320.90625,0.1,4
"3104",4,0,0.3,0.8,0,0.52,9364.84375,0.1,7
"3105",5,0,0.3,0.8,0,-0.375,9727.5625,0.1,14
"3106",6,0,0.3,0.8,0,1.325,9041.34375,0.1,6
"3107",7,0,0.3,0.8,0,1.295,9044.75,0.1,3
"3108",8,0,0.3,0.8,0,-0.158,9639.1875,0.1,5
"3109",9,0,0.3,0.8,0,1.163,9110.015625,0.2,8
"3110",10,0,0.3,0.8,0,0.294,9450.046875,0.1,10
"3111",11,0,0.3,0.8,0,-0.135,9633.96875,0.1,6
"3112",12,0,0.3,0.8,0,-0.649,9847.9375,0.1,2
"3113",13,0,0.3,0.8,0,0.216,9480.875,0.1,9
"3114",14,0,0.3,0.8,0,-0.382,9730.84375,0.1,13
"3115",15,0,0.3,0.8,0,-0.156,9640.78125,0.1,11
"3116",16,0,0.3,0.8,0,0.097,9535.28125,0.1,12
"3117",17,0,0.3,0.8,0,0.109,9528.375,0.1,8
"3118",18,0,0.3,0.8,0,0.331,9428.921875,0.1,7
"3119",19,0,0.3,0.8,0,0.736,9262.375,0.1,8
"3120",20,0,0.3,0.8,0,-0.269,9684.21875,0.1,13
"3121",21,0,0.3,0.8,0,-0.197,9653.8125,0.1,15
"3122",22,0,0.3,0.8,0,-0.069,9594.578125,0.1,7
"3123",23,0,0.3,0.8,0,0.0800000000000001,9536.375,0.1,12
"3124",24,0,0.3,0.8,0,-0.307,9702.96875,0.1,8
"3125",25,0,0.3,0.8,0,1.217,9075.21875,0.1,7
"3126",26,0,0.3,0.8,0,0.867,9217.984375,0.1,8
"3127",27,0,0.3,0.8,0,-0.011,9579.7421875,0.2,9
"3128",28,0,0.3,0.8,0,1.245,9061.484375,0.1,9
"3129",29,0,0.3,0.8,0,0.486,9376.3125,0.1,11
"3130",30,0,0.3,0.8,0,-0.021,9579.46875,0.1,9
"3131",31,0,0.3,0.8,0,-0.561,9804.75,0.1,9
"3132",32,0,0.3,0.8,0,1.165,9112.5078125,0.2,8
"3133",33,0,0.3,0.8,0,0.217,9478.109375,0.1,9
"3134",34,0,0.3,0.8,0,-0.257,9676.78125,0.1,8
"3135",35,0,0.3,0.8,0,0.434,9392.953125,0.1,9
"3136",36,0,0.3,0.8,0,1.515,8963.21875,0.1,8
"3137",37,0,0.3,0.8,1,-0.98,9991.375,0.1,1
"3138",38,0,0.3,0.8,0,0.95,9187.609375,0.1,7
"3139",39,0,0.3,0.8,0,0.745,9272.796875,0.2,5
"3140",40,0,0.3,0.8,0,0.39,9406.53125,0.1,12
"3141",41,0,0.3,0.8,0,1.546,8952.453125,0.1,9
"3142",42,0,0.3,0.8,1,-0.984,9992.875,0.1,1
"3143",43,0,0.3,0.8,0,1.499,8968.21875,0.2,5
"3144",44,0,0.3,0.8,0,1.33,9030.765625,0.2,8
"3145",45,0,0.3,0.8,0,0.241,9470.46875,0.2,9
"3146",46,0,0.3,0.8,0,-0.465,9764.3125,0.1,6
"3147",47,0,0.3,0.8,0,1.429,8993.1796875,0.1,5
"3148",48,0,0.3,0.8,0,-0.774,9899.875,0.1,12
"3149",49,0,0.3,0.8,0,-0.316,9702.25,0.1,8
"3150",50,0,0.3,0.8,0,-0.851,9935.375,0.1,2
"3151",51,0,0.3,0.8,0,0.23,9474.4375,0.2,7
"3152",52,0,0.3,0.8,0,-0.187,9648.71875,0.1,10
"3153",53,0,0.3,0.8,1,-0.955,9979.375,0.1,9
"3154",54,0,0.3,0.8,0,1.243,9064.421875,0.1,12
"3155",55,0,0.3,0.8,0,-0.992,9996.875,0.1,3
"3156",56,0,0.3,0.8,0,0.286,9446.828125,0.1,10
"3157",57,0,0.3,0.8,0,-0.287,9690.375,0.1,10
"3158",58,0,0.3,0.8,0,1.364,9021.171875,0.2,7
"3159",59,0,0.3,0.8,0,-0.109,9622.75,0.1,11
"3160",60,0,0.3,0.8,0,1.297,9042.921875,0.2,8
"3161",61,0,0.3,0.8,0,-0.304,9696.625,0.1,10
"3162",62,0,0.3,0.8,0,1.312,9057.15625,0.2,3
"3163",63,0,0.3,0.8,0,-0.001,9569.65625,0.1,11
"3164",64,0,0.3,0.8,0,-0.00700000000000001,9571.375,0.1,11
"3165",65,0,0.3,0.8,0,0.499,9357.75,0.1,6
"3166",66,0,0.3,0.8,0,1.334,9049.9375,0.1,7
"3167",67,0,0.3,0.8,0,1.455,8981.15625,0.1,3
"3168",68,0,0.3,0.8,0,-0.573,9813.4375,0.1,8
"3169",69,0,0.3,0.8,0,1.21,9078.1171875,0.2,5
"3170",70,0,0.3,0.8,0,1.18,9078.71875,0.2,9
"3171",71,0,0.3,0.8,0,0.127,9515,0.1,10
"3172",72,0,0.3,0.8,1,-0.954,9980.625,0.1,5
"3173",73,0,0.3,0.8,0,1.305,9045.8125,0.1,8
"3174",74,0,0.3,0.8,0,-0.406,9743.375,0.1,9
"3175",75,0,0.3,0.8,0,-0.372,9725.875,0.1,15
"3176",76,0,0.3,0.8,1,-0.99,9995.75,0.1,3
"3177",77,0,0.3,0.8,0,-0.293,9694.375,0.1,10
"3178",78,0,0.3,0.8,1,-0.988,9995.125,0.1,1
"3179",79,0,0.3,0.8,0,0.052,9552.8125,0.1,6
"3180",80,0,0.3,0.8,0,0.383,9414.921875,0.1,7
"3181",81,0,0.3,0.8,0,1.326,9035.4375,0.1,6
"3182",82,0,0.3,0.8,0,0.071,9542.734375,0.1,11
"3183",83,0,0.3,0.8,0,0.87,9214.09375,0.1,8
"3184",84,0,0.3,0.8,0,0.251,9457.125,0.1,16
"3185",85,0,0.3,0.8,1,-0.95,9976.75,0.1,7
"3186",86,0,0.3,0.8,0,0.193,9497.361328125,0.1,8
"3187",87,0,0.3,0.8,0,-0.738,9886.9375,0.1,1
"3188",88,0,0.3,0.8,0,-0.096,9615.34375,0.1,10
"3189",89,0,0.3,0.8,0,-0.121,9623.4375,0.1,10
"3190",90,0,0.3,0.8,0,-0.636,9840,0.1,2
"3191",91,0,0.3,0.8,0,0.124,9532.734375,0.1,7
"3192",92,0,0.3,0.8,0,-0.488,9784.140625,0.1,7
"3193",93,0,0.3,0.8,0,1.233,9054.71875,0.1,6
"3194",94,0,0.3,0.8,0,0.607,9322.03125,0.1,13
"3195",95,0,0.3,0.8,0,-0.522,9794.4375,0.1,5
"3196",96,0,0.3,0.8,1,-0.977,9989.625,0.1,1
"3197",97,0,0.3,0.8,0,1.202,9086.265625,0.2,5
"3198",98,0,0.3,0.8,0,-0.664,9853.9375,0.1,1
"3199",99,0,0.3,0.8,0,1.38,9021.5390625,0.2,7
"3200",100,0,0.3,0.8,0,0.163,9503.75,0.1,10
"3201",1,0,0.3,0.9,0,-0.312,9702.625,0.1,9
"3202",2,0,0.3,0.9,0,0.546,9346.09375,0.1,13
"3203",3,0,0.3,0.9,0,-0.351,9721.125,0.1,11
"3204",4,0,0.3,0.9,0,0.0620000000000001,9547.09375,0.1,8
"3205",5,0,0.3,0.9,0,1.196,9090.046875,0.1,7
"3206",6,0,0.3,0.9,0,1.292,9049.1875,0.1,10
"3207",7,0,0.3,0.9,0,0.141,9507.125,0.1,11
"3208",8,0,0.3,0.9,0,0.166,9507.5,0.1,10
